"","m","behavior","gender","age","country","education","actual","actual.log","ResponseId.wave1.wave1","estimate.wave1","income.wave1","estimation.bias.wave1","estimation.bias.log.wave1","absolute.error.wave1","absolute.error.log.wave1","estimate.log.wave1","climate_concern.wave1","concern.scaled.wave1","ResponseId.wave1","numeracy.f","certainty","estimate.wave2","estimation.bias.wave2","estimation.bias.log.wave2","absolute.error.wave2","absolute.error.log.wave2","estimate.log.wave2","climate_concern.wave2","concern.scaled.wave2","Duration.wave1","ResponseId.wave1.wave2","household_size","politicalorientation_1","Duration.wave2","ResponseId.wave2","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"19",227471450945619,"fridge","female",57,"Switzerland","degree",52,1.7160033436348,"R_eFZQYTp4gO6YksF",500,"> 4'000€
>5'900 CHF",9.61538461538461,0.98296666070122,9.61538461538461,0.98296666070122,2.69897000433602,5.25,0.328817733990148,"R_2qw808RHTW32LfJ","numeracy high",3,300,5.76923076923077,0.761117911084863,5.76923076923077,0.761117911084863,2.47712125471966,5,0.195812807881773,1465,"R_eFZQYTp4gO6YksF",5,4,1572,"R_2qw808RHTW32LfJ","2'500- 4'000€
<4'300- 5'899CHF",24,26,"okay"
"20",227471450945619,"hairdryer","female",57,"Switzerland","degree",128,2.10720996964787,"R_eFZQYTp4gO6YksF",200,"> 4'000€
>5'900 CHF",1.5625,0.193820026016113,1.5625,0.193820026016113,2.30102999566398,5.25,0.328817733990148,"R_2qw808RHTW32LfJ","numeracy high",3,200,1.5625,0.193820026016113,1.5625,0.193820026016113,2.30102999566398,5,0.195812807881773,1465,"R_eFZQYTp4gO6YksF",5,4,1572,"R_2qw808RHTW32LfJ","2'500- 4'000€
<4'300- 5'899CHF",24,26,"okay"
"21",227471450945619,"heating","female",57,"Switzerland","degree",1141,3.05728564441821,"R_eFZQYTp4gO6YksF",1500,"> 4'000€
>5'900 CHF",1.31463628396144,0.118805614637467,1.31463628396144,0.118805614637467,3.17609125905568,5.25,0.328817733990148,"R_2qw808RHTW32LfJ","numeracy high",3,800,0.7011393514461,-0.154195657426271,0.7011393514461,0.154195657426271,2.90308998699194,5,0.195812807881773,1465,"R_eFZQYTp4gO6YksF",5,4,1572,"R_2qw808RHTW32LfJ","2'500- 4'000€
<4'300- 5'899CHF",24,26,"okay"
"22",227471450945619,"light","female",57,"Switzerland","degree",358,2.55388302664387,"R_eFZQYTp4gO6YksF",200,"> 4'000€
>5'900 CHF",0.558659217877095,-0.252853030979893,0.558659217877095,0.252853030979893,2.30102999566398,5.25,0.328817733990148,"R_2qw808RHTW32LfJ","numeracy high",3,50,0.139664804469274,-0.854913022307856,0.139664804469274,0.854913022307856,1.69897000433602,5,0.195812807881773,1465,"R_eFZQYTp4gO6YksF",5,4,1572,"R_2qw808RHTW32LfJ","2'500- 4'000€
<4'300- 5'899CHF",24,26,"okay"
"23",227471450945619,"shower","female",57,"Switzerland","degree",1186,3.07408468902824,"R_eFZQYTp4gO6YksF",1500,"> 4'000€
>5'900 CHF",1.26475548060708,0.102006570027437,1.26475548060708,0.102006570027437,3.17609125905568,5.25,0.328817733990148,"R_2qw808RHTW32LfJ","numeracy high",2,500,0.421585160202361,-0.375114684692225,0.421585160202361,0.375114684692225,2.69897000433602,5,0.195812807881773,1465,"R_eFZQYTp4gO6YksF",5,4,1572,"R_2qw808RHTW32LfJ","2'500- 4'000€
<4'300- 5'899CHF",24,26,"okay"
"24",227471450945619,"washing","female",57,"Switzerland","degree",127,2.10380372095596,"R_eFZQYTp4gO6YksF",1500,"> 4'000€
>5'900 CHF",11.8110236220472,1.07228753809972,11.8110236220472,1.07228753809972,3.17609125905568,5.25,0.328817733990148,"R_2qw808RHTW32LfJ","numeracy high",2,100,0.78740157480315,-0.103803720955957,0.78740157480315,0.103803720955957,2,5,0.195812807881773,1465,"R_eFZQYTp4gO6YksF",5,4,1572,"R_2qw808RHTW32LfJ","2'500- 4'000€
<4'300- 5'899CHF",24,26,"okay"
"25",227471450957862,"dishwasher","female",41,"Switzerland","no formal education",74,1.86923171973098,"R_DqafDJUij6pOidj",5,"> 4'000€
>5'900 CHF",0.0675675675675676,-1.17026171539496,0.0675675675675676,1.17026171539496,0.698970004336019,3,-1.92118226600985,"R_1oqkBndhcpDZMqi","numeracy low",2,20,0.27027027027027,-0.568201724066995,0.27027027027027,0.568201724066995,1.30102999566398,5,0.195812807881773,574,"R_DqafDJUij6pOidj",3,4,851,"R_1oqkBndhcpDZMqi","2'500- 4'000€
<4'300- 5'899CHF",9,14,"okay"
"26",227471450957862,"dryer","female",41,"Switzerland","no formal education",1088,3.03662889536216,"R_DqafDJUij6pOidj",5,"> 4'000€
>5'900 CHF",0.00459558823529412,-2.33765889102614,0.00459558823529412,2.33765889102614,0.698970004336019,3,-1.92118226600985,"R_1oqkBndhcpDZMqi","numeracy low",2,35,0.0321691176470588,-1.49256085101189,0.0321691176470588,1.49256085101189,1.54406804435028,5,0.195812807881773,574,"R_DqafDJUij6pOidj",3,4,851,"R_1oqkBndhcpDZMqi","2'500- 4'000€
<4'300- 5'899CHF",9,14,"okay"
"27",227471450957862,"fridge","female",41,"Switzerland","no formal education",52,1.7160033436348,"R_DqafDJUij6pOidj",5,"> 4'000€
>5'900 CHF",0.0961538461538462,-1.01703333929878,0.0961538461538462,1.01703333929878,0.698970004336019,3,-1.92118226600985,"R_1oqkBndhcpDZMqi","numeracy low",2,35,0.673076923076923,-0.171935299284524,0.673076923076923,0.171935299284524,1.54406804435028,5,0.195812807881773,574,"R_DqafDJUij6pOidj",3,4,851,"R_1oqkBndhcpDZMqi","2'500- 4'000€
<4'300- 5'899CHF",9,14,"okay"
"28",227471450957862,"hairdryer","female",41,"Switzerland","no formal education",128,2.10720996964787,"R_DqafDJUij6pOidj",5,"> 4'000€
>5'900 CHF",0.0390625,-1.40823996531185,0.0390625,1.40823996531185,0.698970004336019,3,-1.92118226600985,"R_1oqkBndhcpDZMqi","numeracy low",2,20,0.15625,-0.806179973983887,0.15625,0.806179973983887,1.30102999566398,5,0.195812807881773,574,"R_DqafDJUij6pOidj",3,4,851,"R_1oqkBndhcpDZMqi","2'500- 4'000€
<4'300- 5'899CHF",9,14,"okay"
"29",227471450957862,"heating","female",41,"Switzerland","no formal education",1141,3.05728564441821,"R_DqafDJUij6pOidj",5,"> 4'000€
>5'900 CHF",0.00438212094653812,-2.3583156400822,0.00438212094653812,2.3583156400822,0.698970004336019,3,-1.92118226600985,"R_1oqkBndhcpDZMqi","numeracy low",2,40,0.035056967572305,-1.45522565309025,0.035056967572305,1.45522565309025,1.60205999132796,5,0.195812807881773,574,"R_DqafDJUij6pOidj",3,4,851,"R_1oqkBndhcpDZMqi","2'500- 4'000€
<4'300- 5'899CHF",9,14,"okay"
"30",227471450957862,"light","female",41,"Switzerland","no formal education",358,2.55388302664387,"R_DqafDJUij6pOidj",5,"> 4'000€
>5'900 CHF",0.0139664804469274,-1.85491302230786,0.0139664804469274,1.85491302230786,0.698970004336019,3,-1.92118226600985,"R_1oqkBndhcpDZMqi","numeracy low",2,10,0.0279329608938547,-1.55388302664387,0.0279329608938547,1.55388302664387,1,5,0.195812807881773,574,"R_DqafDJUij6pOidj",3,4,851,"R_1oqkBndhcpDZMqi","2'500- 4'000€
<4'300- 5'899CHF",9,14,"okay"
"31",227471450957862,"shower","female",41,"Switzerland","no formal education",1186,3.07408468902824,"R_DqafDJUij6pOidj",5,"> 4'000€
>5'900 CHF",0.00421585160202361,-2.37511468469223,0.00421585160202361,2.37511468469223,0.698970004336019,3,-1.92118226600985,"R_1oqkBndhcpDZMqi","numeracy low",2,15,0.0126475548060708,-1.89799342997256,0.0126475548060708,1.89799342997256,1.17609125905568,5,0.195812807881773,574,"R_DqafDJUij6pOidj",3,4,851,"R_1oqkBndhcpDZMqi","2'500- 4'000€
<4'300- 5'899CHF",9,14,"okay"
"32",227471450957862,"washing","female",41,"Switzerland","no formal education",127,2.10380372095596,"R_DqafDJUij6pOidj",5,"> 4'000€
>5'900 CHF",0.0393700787401575,-1.40483371661994,0.0393700787401575,1.40483371661994,0.698970004336019,3,-1.92118226600985,"R_1oqkBndhcpDZMqi","numeracy low",2,25,0.196850393700787,-0.705863712283919,0.196850393700787,0.705863712283919,1.39794000867204,5,0.195812807881773,574,"R_DqafDJUij6pOidj",3,4,851,"R_1oqkBndhcpDZMqi","2'500- 4'000€
<4'300- 5'899CHF",9,14,"okay"
"33",229166066768915,"dishwasher","male",35,"Germany","middle school",74,1.86923171973098,"R_sSR9IooKusigb73",500,"<1'500- 2'499€
3'100-4'299CHF",6.75675675675676,0.829738284605043,6.75675675675676,0.829738284605043,2.69897000433602,4.75,-0.171182266009852,"R_3rS4w78ysOQsr12","numeracy high",4,1000,13.5135135135135,1.13076828026902,13.5135135135135,1.13076828026902,3,4.75,-0.0541871921182269,1200,"R_sSR9IooKusigb73",1,7,639,"R_3rS4w78ysOQsr12","<1'500- 2'499€
3'100-4'299CHF",20,10,"okay"
"34",229166066768915,"dryer","male",35,"Germany","middle school",1088,3.03662889536216,"R_sSR9IooKusigb73",3000,"<1'500- 2'499€
3'100-4'299CHF",2.75735294117647,0.440492359357501,2.75735294117647,0.440492359357501,3.47712125471966,4.75,-0.171182266009852,"R_3rS4w78ysOQsr12","numeracy high",4,2500,2.29779411764706,0.361311113309877,2.29779411764706,0.361311113309877,3.39794000867204,4.75,-0.0541871921182269,1200,"R_sSR9IooKusigb73",1,7,639,"R_3rS4w78ysOQsr12","<1'500- 2'499€
3'100-4'299CHF",20,10,"okay"
"35",229166066768915,"fridge","male",35,"Germany","middle school",52,1.7160033436348,"R_sSR9IooKusigb73",2000,"<1'500- 2'499€
3'100-4'299CHF",38.4615384615385,1.58502665202918,38.4615384615385,1.58502665202918,3.30102999566398,4.75,-0.171182266009852,"R_3rS4w78ysOQsr12","numeracy high",4,1000,19.2307692307692,1.2839966563652,19.2307692307692,1.2839966563652,3,4.75,-0.0541871921182269,1200,"R_sSR9IooKusigb73",1,7,639,"R_3rS4w78ysOQsr12","<1'500- 2'499€
3'100-4'299CHF",20,10,"okay"
"36",229166066768915,"hairdryer","male",35,"Germany","middle school",128,2.10720996964787,"R_sSR9IooKusigb73",200,"<1'500- 2'499€
3'100-4'299CHF",1.5625,0.193820026016113,1.5625,0.193820026016113,2.30102999566398,4.75,-0.171182266009852,"R_3rS4w78ysOQsr12","numeracy high",3,300,2.34375,0.369911285071794,2.34375,0.369911285071794,2.47712125471966,4.75,-0.0541871921182269,1200,"R_sSR9IooKusigb73",1,7,639,"R_3rS4w78ysOQsr12","<1'500- 2'499€
3'100-4'299CHF",20,10,"okay"
"37",229166066768915,"heating","male",35,"Germany","middle school",1141,3.05728564441821,"R_sSR9IooKusigb73",200,"<1'500- 2'499€
3'100-4'299CHF",0.175284837861525,-0.756255648754233,0.175284837861525,0.756255648754233,2.30102999566398,4.75,-0.171182266009852,"R_3rS4w78ysOQsr12","numeracy high",4,500,0.438212094653812,-0.358315640082196,0.438212094653812,0.358315640082196,2.69897000433602,4.75,-0.0541871921182269,1200,"R_sSR9IooKusigb73",1,7,639,"R_3rS4w78ysOQsr12","<1'500- 2'499€
3'100-4'299CHF",20,10,"okay"
"38",229166066768915,"light","male",35,"Germany","middle school",358,2.55388302664387,"R_sSR9IooKusigb73",300,"<1'500- 2'499€
3'100-4'299CHF",0.837988826815642,-0.0767617719242119,0.837988826815642,0.0767617719242119,2.47712125471966,4.75,-0.171182266009852,"R_3rS4w78ysOQsr12","numeracy high",3,1000,2.79329608938547,0.446116973356126,2.79329608938547,0.446116973356126,3,4.75,-0.0541871921182269,1200,"R_sSR9IooKusigb73",1,7,639,"R_3rS4w78ysOQsr12","<1'500- 2'499€
3'100-4'299CHF",20,10,"okay"
"39",229166066768915,"shower","male",35,"Germany","middle school",1186,3.07408468902824,"R_sSR9IooKusigb73",1000,"<1'500- 2'499€
3'100-4'299CHF",0.843170320404722,-0.0740846890282438,0.843170320404722,0.0740846890282438,3,4.75,-0.171182266009852,"R_3rS4w78ysOQsr12","numeracy high",4,1200,1.01180438448567,0.00509655701938103,1.01180438448567,0.00509655701938103,3.07918124604762,4.75,-0.0541871921182269,1200,"R_sSR9IooKusigb73",1,7,639,"R_3rS4w78ysOQsr12","<1'500- 2'499€
3'100-4'299CHF",20,10,"okay"
"40",229166066768915,"washing","male",35,"Germany","middle school",127,2.10380372095596,"R_sSR9IooKusigb73",500,"<1'500- 2'499€
3'100-4'299CHF",3.93700787401575,0.595166283380062,3.93700787401575,0.595166283380062,2.69897000433602,4.75,-0.171182266009852,"R_3rS4w78ysOQsr12","numeracy high",3,500,3.93700787401575,0.595166283380062,3.93700787401575,0.595166283380062,2.69897000433602,4.75,-0.0541871921182269,1200,"R_sSR9IooKusigb73",1,7,639,"R_3rS4w78ysOQsr12","<1'500- 2'499€
3'100-4'299CHF",20,10,"okay"
"41",229166066770991,"dishwasher","male",69,"Germany","middle school",74,1.86923171973098,"R_3ffPXWQN4a5pytn",20,"<1'500- 2'499€
3'100-4'299CHF",0.27027027027027,-0.568201724066995,0.27027027027027,0.568201724066995,1.30102999566398,5,0.0788177339901477,"R_3nAgm8GpHtzVUDU","numeracy low",6,5,0.0675675675675676,-1.17026171539496,0.0675675675675676,1.17026171539496,0.698970004336019,4,-0.804187192118227,697,"R_3ffPXWQN4a5pytn",1,5,886,"R_3nAgm8GpHtzVUDU","<1'500- 2'499€
3'100-4'299CHF",11,14,"okay"
"42",229166066770991,"dryer","male",69,"Germany","middle school",1088,3.03662889536216,"R_3ffPXWQN4a5pytn",50,"<1'500- 2'499€
3'100-4'299CHF",0.0459558823529412,-1.33765889102614,0.0459558823529412,1.33765889102614,1.69897000433602,5,0.0788177339901477,"R_3nAgm8GpHtzVUDU","numeracy low",6,50,0.0459558823529412,-1.33765889102614,0.0459558823529412,1.33765889102614,1.69897000433602,4,-0.804187192118227,697,"R_3ffPXWQN4a5pytn",1,5,886,"R_3nAgm8GpHtzVUDU","<1'500- 2'499€
3'100-4'299CHF",11,14,"okay"
"43",229166066770991,"fridge","male",69,"Germany","middle school",52,1.7160033436348,"R_3ffPXWQN4a5pytn",100,"<1'500- 2'499€
3'100-4'299CHF",1.92307692307692,0.283996656365201,1.92307692307692,0.283996656365201,2,5,0.0788177339901477,"R_3nAgm8GpHtzVUDU","numeracy low",5,10,0.192307692307692,-0.716003343634799,0.192307692307692,0.716003343634799,1,4,-0.804187192118227,697,"R_3ffPXWQN4a5pytn",1,5,886,"R_3nAgm8GpHtzVUDU","<1'500- 2'499€
3'100-4'299CHF",11,14,"okay"
"44",229166066770991,"hairdryer","male",69,"Germany","middle school",128,2.10720996964787,"R_3ffPXWQN4a5pytn",5,"<1'500- 2'499€
3'100-4'299CHF",0.0390625,-1.40823996531185,0.0390625,1.40823996531185,0.698970004336019,5,0.0788177339901477,"R_3nAgm8GpHtzVUDU","numeracy low",4,5,0.0390625,-1.40823996531185,0.0390625,1.40823996531185,0.698970004336019,4,-0.804187192118227,697,"R_3ffPXWQN4a5pytn",1,5,886,"R_3nAgm8GpHtzVUDU","<1'500- 2'499€
3'100-4'299CHF",11,14,"okay"
"45",229166066770991,"heating","male",69,"Germany","middle school",1141,3.05728564441821,"R_3ffPXWQN4a5pytn",100,"<1'500- 2'499€
3'100-4'299CHF",0.0876424189307625,-1.05728564441821,0.0876424189307625,1.05728564441821,2,5,0.0788177339901477,"R_3nAgm8GpHtzVUDU","numeracy low",5,25,0.0219106047326906,-1.65934563574618,0.0219106047326906,1.65934563574618,1.39794000867204,4,-0.804187192118227,697,"R_3ffPXWQN4a5pytn",1,5,886,"R_3nAgm8GpHtzVUDU","<1'500- 2'499€
3'100-4'299CHF",11,14,"okay"
"46",229166066770991,"light","male",69,"Germany","middle school",358,2.55388302664387,"R_3ffPXWQN4a5pytn",25,"<1'500- 2'499€
3'100-4'299CHF",0.0698324022346369,-1.15594301797184,0.0698324022346369,1.15594301797184,1.39794000867204,5,0.0788177339901477,"R_3nAgm8GpHtzVUDU","numeracy low",5,30,0.0837988826815642,-1.07676177192421,0.0837988826815642,1.07676177192421,1.47712125471966,4,-0.804187192118227,697,"R_3ffPXWQN4a5pytn",1,5,886,"R_3nAgm8GpHtzVUDU","<1'500- 2'499€
3'100-4'299CHF",11,14,"okay"
"47",229166066770991,"shower","male",69,"Germany","middle school",1186,3.07408468902824,"R_3ffPXWQN4a5pytn",60,"<1'500- 2'499€
3'100-4'299CHF",0.0505902192242833,-1.2959334386446,0.0505902192242833,1.2959334386446,1.77815125038364,5,0.0788177339901477,"R_3nAgm8GpHtzVUDU","numeracy low",4,10,0.00843170320404722,-2.07408468902824,0.00843170320404722,2.07408468902824,1,4,-0.804187192118227,697,"R_3ffPXWQN4a5pytn",1,5,886,"R_3nAgm8GpHtzVUDU","<1'500- 2'499€
3'100-4'299CHF",11,14,"okay"
