"","ResponseId.wave1","mean.est.bias","mean.abs.error","Conf.level","Trad.lower","Trad.upper","binary","m","frequency_device_4","frequency_device_1","frequency_device_2","frequency_device_3","Duration.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes","climate_concern","concern.scaled","mean.freq","mean.freq.clean","freq.binary"
"24","R_12KA26bT3vvPUxO",0.411,0.528,0.95,0.126,0.931,"over",229855352032472,2,1,1,2,1337,"female","Germany","> 4'000€
>5'900 CHF","degree",2,5,1690,"R_3K7ud1ITarVlcMF",65,"> 4'000€
>5'900 CHF",22,28,"okay",4.75,-0.0125000000000002,1.5,1.33333333333333,"low"
"25","R_12lsW5LKCBOXjZ1",-0.105,0.296,0.95,0.135,0.456,"under",229409893597357,1,2,1,1,1078,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,4,993,"R_1iaf4Aae3z5NeHz",62,"2'500- 4'000€
<4'300- 5'899CHF",17,16,"okay",3.75,-1.0125,1.25,1.33333333333333,"low"
"26","R_12McFRO8avvy3pt",-1.02,1.04,0.95,0.556,1.52,"under",229320605959210,2,2,2,2,786,"female","Germany","<1'500€
<3'100CHF","no formal education",3,5,1782,"R_1Q5SORbIaDcvhXw",43,"<1'500€
<3'100CHF",13,29,"okay",5.25,0.4875,2,2,"high"
"27","R_12nkx2QU4KAOjzq",-0.0313,0.493,0.95,0.423,0.563,"under",229256171672827,1,3,3,3,1784,"male","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,1773,"R_WetzP6sCYnlwhs5",57,"> 4'000€
>5'900 CHF",29,29,"okay",3.25,-1.5125,2.5,3,"high"
"28","R_12PiLyJbDjUFPsb",-0.682,0.698,0.95,0.276,1.12,"under",229678093104221,1,1,1,1,1398,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,7,1703,"R_2xPhBRgiLp0kQnn",73,"> 4'000€
>5'900 CHF",23,28,"okay",5.25,0.4875,1,1,"low"
"29","R_12RpgfF9RbUB4ew",0.705,0.729,0.95,0.135,1.32,"over",229242295810100,2,2,2,2,485,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",5,7,868,"R_xyCOqHNGNye9UkN",42,"> 4'000€
>5'900 CHF",8,14,"okay",5,0.2375,2,2,"high"
"30","R_12sASZ4D9fY0jtV",0.36,0.869,0.95,0.331,1.41,"over",229242450030694,2,2,2,2,1054,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,5,1383,"R_w5XWAQ49QLmCWfD",33,"> 4'000€
>5'900 CHF",17,23,"okay",4.25,-0.5125,2,2,"high"
"31","R_12xSA7ZhOZnEVX2",-0.631,0.799,0.95,0.428,1.17,"under",229242295743657,1,1,1,2,507,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,428,"R_2uw9yz4eigkjtvO",54,"<1'500- 2'499€
3'100-4'299CHF",8,7,"speeder",6,1.2375,1.25,1.33333333333333,"low"
"32","R_12yXH8xz8UrwnZY",-0.023,0.665,0.95,0.33,0.999,"under",229242450000079,1,1,1,3,1111,"male","Switzerland","<1'500€
<3'100CHF","degree",5,7,935,"R_Z4OXurWi3XzPkC5",29,"<1'500€
<3'100CHF",18,15,"okay",6,1.2375,1.5,1.66666666666667,"high"
"33","R_12zZPiBUIW0qjxi",0.532,0.669,0.95,0.283,1.06,"over",229678093270176,1,1,1,3,2102,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,2848,"R_3NEcJYl36tldrhz",75,"<1'500- 2'499€
3'100-4'299CHF",35,47,"okay",5.25,0.4875,1.5,1.66666666666667,"high"
"34","R_1BXgSc3k1bJf4ZS",0.292,0.741,0.95,0.325,1.16,"over",229256171892884,2,1,1,3,1180,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,1956,"R_2cc7jn3CnyczBi6",36,"<1'500- 2'499€
3'100-4'299CHF",19,32,"okay",4.25,-0.5125,1.75,1.66666666666667,"high"
"35","R_1C4wdUlbfbQ1hML",-0.223,0.488,0.95,0.122,0.854,"under",229166066778304,1,1,1,1,1477,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,3,1453,"R_8hNT7jXVSBb9qhP",70,"<1'500- 2'499€
3'100-4'299CHF",24,24,"okay",5.25,0.4875,1,1,"low"
"36","R_1CaoCMfaarSxBtF",-0.812,0.812,0.95,0.303,1.32,"under",229242449956909,3,1,1,2,1303,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,7,1628,"R_Rkm2OIdJcP6tieZ",74,"> 4'000€
>5'900 CHF",21,27,"okay",4,-0.7625,1.75,1.33333333333333,"low"
"37","R_1CdA8mHseMZSYAc",-0.499,0.645,0.95,0.396,0.894,"under",229242295761139,1,1,1,1,833,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,2028,"R_sziDyRIyZS2XPAR",51,"<1'500€
<3'100CHF",13,33,"okay",3.75,-1.0125,1,1,"low"
"38","R_1Cf6yTr5MYyJtR8",0.221,0.425,0.95,0.202,0.648,"over",229677069772955,3,2,2,2,1387,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1571,"R_88FkXzzd92InUJP",73,"2'500- 4'000€
<4'300- 5'899CHF",23,26,"okay",6,1.2375,2.25,2,"high"
"39","R_1CHdVbZbPKziApa",0.82,0.829,0.95,0.309,1.35,"over",229409893560326,3,2,3,2,225,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,8,1816,"R_3NQlUDF4NBWDcOK",36,"2'500- 4'000€
<4'300- 5'899CHF",3,30,"speeder",4.25,-0.5125,2.5,2.33333333333333,"high"
"40","R_1CpbbcLiMzHifTD",0.317,0.446,0.95,0.0434,0.849,"over",229409893560330,1,2,2,2,2423,"male","Germany","> 4'000€
>5'900 CHF","degree",2,3,10563,"R_2tbb14YphaE4xH6",75,"> 4'000€
>5'900 CHF",40,176,"okay",4.75,-0.0125000000000002,1.75,2,"high"
"41","R_1CrJ4uXaFN5veAS",0.376,0.422,0.95,0.0883,0.756,"over",229409893571803,1,1,1,1,994,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1393,"R_YRnlq9I9AaJrPDb",46,"<1'500- 2'499€
3'100-4'299CHF",16,23,"okay",4,-0.7625,1,1,"low"
"42","R_1cRMDsT3mr8KrF8",-0.184,0.437,0.95,0.235,0.639,"under",229255657936995,1,1,1,2,755,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,695,"R_2TTOTNsSyKVUUZy",48,"2'500- 4'000€
<4'300- 5'899CHF",12,11,"okay",6,1.2375,1.25,1.33333333333333,"low"
"43","R_1cUttmhVO5YA2hl",-0.149,0.346,0.95,0.0773,0.614,"under",229166066775173,1,2,2,2,693,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,6,1641,"R_oY2EItjnjxzqhYR",24,"<1'500- 2'499€
3'100-4'299CHF",11,27,"okay",3,-1.7625,1.75,2,"high"
"44","R_1CxODomo4PUuC5Z",0.161,0.628,0.95,0.264,0.992,"over",229242295835661,2,1,1,1,564,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1073,"R_3CZMqw8jM8kb7qB",50,"<1'500- 2'499€
3'100-4'299CHF",9,17,"okay",4.5,-0.2625,1.25,1,"low"
"45","R_1d9WC22juoRU6UJ",0.312,0.519,0.95,0.219,0.819,"over",229255658003638,1,3,2,2,3919,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,6672,"R_12ncLRlhWhSi4HC",40,"2'500- 4'000€
<4'300- 5'899CHF",65,111,"okay",5.75,0.9875,2,2.33333333333333,"high"
"46","R_1daH5gUZnfipx6N",-0.273,0.645,0.95,0.297,0.992,"under",229409893562421,1,2,1,2,1536,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,1333,"R_5gwXVf3uQ8b3kLT",47,"<1'500- 2'499€
3'100-4'299CHF",25,22,"okay",6,1.2375,1.5,1.66666666666667,"high"
"47","R_1dFaniBnw4OZYyy",-1.25,1.25,0.95,0.842,1.66,"under",229255658041440,1,1,1,2,1089,"female","Germany","<1'500€
<3'100CHF","middle school",2,6,875,"R_3eXIx145q24P5ct",23,"<1'500- 2'499€
3'100-4'299CHF",18,14,"okay",3.75,-1.0125,1.25,1.33333333333333,"low"
"48","R_1DGOdzvEE0oWumq",0.259,0.527,0.95,0.294,0.76,"over",229409893575713,1,2,1,2,971,"male","Germany","> 4'000€
>5'900 CHF","middle school",4,5,1014,"R_BPNp2XQkeuLUWf7",38,"2'500- 4'000€
<4'300- 5'899CHF",16,16,"okay",4.5,-0.2625,1.5,1.66666666666667,"high"
"49","R_1dh2SLCrb3l4X8m",-0.697,0.815,0.95,0.319,1.31,"under",229855352128714,1,1,1,1,1093,"female","Germany","> 4'000€
>5'900 CHF","degree",2,9,1003,"R_1OjgNlF6mh2p7hA",71,"> 4'000€
>5'900 CHF",18,16,"okay",5,0.2375,1,1,"low"
"50","R_1dhFXt21F0rsBNx",-0.885,0.9,0.95,0.328,1.47,"under",229409893556409,2,1,1,2,735,"female","Germany","> 4'000€
>5'900 CHF","degree",2,8,871,"R_2D5GqA8ExdH2lhy",64,"> 4'000€
>5'900 CHF",12,14,"okay",3.25,-1.5125,1.5,1.33333333333333,"low"
"51","R_1DHkbYKKczezY5F",-0.19,0.628,0.95,0.269,0.987,"under",229166066768913,1,1,1,1,10587,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,5,2617,"R_5ubF1SY3fuyTBgB",52,"2'500- 4'000€
<4'300- 5'899CHF",176,43,"okay",5,0.2375,1,1,"low"
"52","R_1dmLjHqAUZBBTQe",-0.928,1.08,0.95,0.675,1.48,"under",229321437924445,2,2,2,2,559,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,7,570,"R_2dMk0oGfGhHGCcZ",27,"<1'500- 2'499€
3'100-4'299CHF",9,9,"okay",3.25,-1.5125,2,2,"high"
"53","R_1DOot6b2nba5OXw",-1.24,1.24,0.95,0.769,1.71,"under",229255657962533,2,2,1,1,390,"male","Germany","<1'500€
<3'100CHF","obligatory school",3,5,605,"R_2RWBaQsOBz7uZ6J",34,"<1'500- 2'499€
3'100-4'299CHF",6,10,"speeder",6,1.2375,1.5,1.33333333333333,"low"
"54","R_1DpZ2imN1WBm1c6",0.102,0.571,0.95,0.306,0.836,"over",229409893636180,2,2,3,2,624,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,7,697,"R_3GBwXjMcRyWH99O",32,"<1'500- 2'499€
3'100-4'299CHF",10,11,"okay",4,-0.7625,2.25,2.33333333333333,"high"
"55","R_1dtb3TlGOCmUA69",0.852,0.852,0.95,0.46,1.24,"over",229321437858830,1,2,2,3,618,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,3,528,"R_3dWXqIgiMohp3v6",19,"<1'500- 2'499€
3'100-4'299CHF",10,8,"okay",5.5,0.7375,2,2.33333333333333,"high"
"56","R_1dtQ89qnhvDRtCJ",0.542,0.624,0.95,0.179,1.07,"over",229758201742380,1,1,1,1,1575,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,5168,"R_3nNQbVPzRGKWTvf",70,"> 4'000€
>5'900 CHF",26,86,"okay",6,1.2375,1,1,"low"
"57","R_1dtwL2SihzAOGQp",-0.0956,0.487,0.95,0.322,0.652,"under",229320605954250,1,1,1,1,1053,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,9,1681,"R_1QEJww13brKGZm3",72,"> 4'000€
>5'900 CHF",17,28,"okay",4.75,-0.0125000000000002,1,1,"low"
"58","R_1DtZIJqboWi8LBH",0.289,0.576,0.95,0.273,0.879,"over",229678093262980,1,1,1,1,675,"female","Switzerland","<1'500€
<3'100CHF","no formal education",1,6,1932,"R_2RUHQD5aPpSRYCm",56,"<1'500€
<3'100CHF",11,32,"okay",4.25,-0.5125,1,1,"low"
"59","R_1dtZmWqpoAeMjuq",-0.36,0.407,0.95,0.162,0.651,"under",229242295743656,1,1,1,2,2669,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,6,8984,"R_XodqhEBYDaYB0GZ",41,"2'500- 4'000€
<4'300- 5'899CHF",44,149,"okay",6,1.2375,1.25,1.33333333333333,"low"
"60","R_1DvYPnMPDojvXzI",0.665,0.665,0.95,0.326,1,"over",229677069772958,1,2,1,2,3240,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,3,3940,"R_3PufoRoPfelYFwl",52,"> 4'000€
>5'900 CHF",54,65,"okay",6,1.2375,1.5,1.66666666666667,"high"
"61","R_1DwD6QWJ1LcwYXv",-0.908,0.908,0.95,0.364,1.45,"under",229410207421640,1,2,1,3,1210,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,4,749,"R_1CeTcMn0lbUzusP",35,"> 4'000€
>5'900 CHF",20,12,"okay",5.5,0.7375,1.75,2,"high"
"62","R_1DYavCLz1ceAMY4",0.33,0.429,0.95,0.0875,0.771,"over",229255657928942,1,1,1,2,1354,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1746,"R_pDyGasdoI2EyTa9",66,"2'500- 4'000€
<4'300- 5'899CHF",22,29,"okay",6,1.2375,1.25,1.33333333333333,"low"
"63","R_1E1iVSxujfpCeOa",0.555,0.672,0.95,0.232,1.11,"over",229242449979409,1,1,1,1,1110,"male","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,386,"R_1CkdNoOv8qkxuic",52,"> 4'000€
>5'900 CHF",18,6,"speeder",6,1.2375,1,1,"low"
"64","R_1E400GON8iTHaf1",0.765,0.783,0.95,0.348,1.22,"over",229256171978998,2,2,2,2,992,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,636,"R_22WdbouBXtdG6hr",36,"2'500- 4'000€
<4'300- 5'899CHF",16,10,"okay",5.75,0.9875,2,2,"high"
"65","R_1E5LWuXxOFnZ22u",-1.74,1.74,0.95,1.27,2.21,"under",229410207387704,1,2,1,1,520,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,6,986,"R_2t6gsbj971toTnS",27,"<1'500€
<3'100CHF",8,16,"okay",2,-2.7625,1.25,1.33333333333333,"low"
"66","R_1eItHzwa9LsrDs3",0.417,0.432,0.95,0.114,0.749,"over",229321437583507,2,3,3,3,1277,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",3,6,1079,"R_2e8zf4yA6aADPCx",54,"<1'500- 2'499€
3'100-4'299CHF",21,17,"okay",4.25,-0.5125,2.75,3,"high"
"67","R_1F3PAj954nj3vva",-0.0134,0.441,0.95,0.259,0.623,"under",229410206799933,3,1,2,2,1941,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,4,332,"R_UGsN5aSGIQohETn",75,"> 4'000€
>5'900 CHF",32,5,"speeder",5,0.2375,2,1.66666666666667,"high"
"68","R_1F3UN9VUTkngmcC",0.671,0.867,0.95,0.341,1.39,"over",229321437593760,1,2,1,3,1778,"female","Switzerland","<1'500€
<3'100CHF","no formal education",2,5,1460,"R_3oSBXjREfY2VK3k",60,"<1'500- 2'499€
3'100-4'299CHF",29,24,"okay",5.25,0.4875,1.75,2,"high"
"69","R_1F4GZVhw7a8fion",0.314,0.48,0.95,0.114,0.846,"over",229242295760085,1,2,1,1,1321,"male","Germany","> 4'000€
>5'900 CHF","no formal education",3,7,1486,"R_1NeszvRVjcwUTlR",67,"> 4'000€
>5'900 CHF",22,24,"okay",5.75,0.9875,1.25,1.33333333333333,"low"
"70","R_1F4k8KPay3Z7kp4",0.204,0.482,0.95,0.151,0.812,"over",229409893558497,1,2,1,2,1425,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1615,"R_PBTyt7WzyZvjzhv",53,"2'500- 4'000€
<4'300- 5'899CHF",23,26,"okay",6,1.2375,1.5,1.66666666666667,"high"
"71","R_1F94axNpIB5vuou",-0.247,0.798,0.95,0.354,1.24,"under",229321437921368,1,2,2,1,506,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,967,"R_2Vr5HURfk3ALUOy",26,"<1'500- 2'499€
3'100-4'299CHF",8,16,"okay",5,0.2375,1.5,1.66666666666667,"high"
"72","R_1FBk1b6s6Ugkr97",0.123,0.541,0.95,0.125,0.957,"over",229321438243967,1,1,1,3,1116,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,1653,"R_2OZmN3GX1csFnvS",22,"<1'500€
<3'100CHF",18,27,"okay",6,1.2375,1.5,1.66666666666667,"high"
"73","R_1fd2Evcwen0hq9i",0.761,0.761,0.95,0.394,1.13,"over",229256171948130,2,1,1,1,465,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,9828,"R_xu5uOuYIwqUVUd3",37,"2'500- 4'000€
<4'300- 5'899CHF",7,163,"speeder",6,1.2375,1.25,1,"low"
"74","R_1FDtuG3k56IdBXy",0.219,0.563,0.95,0.13,0.996,"over",229256171644062,3,2,2,2,950,"male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,1455,"R_2s56lo4tG3fLjIQ",64,"> 4'000€
>5'900 CHF",15,24,"okay",5,0.2375,2.25,2,"high"
"75","R_1fjZ5r9zSIjzIlU",-1.7,1.7,0.95,1.26,2.14,"under",229242449959012,1,1,1,1,256,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,10,314,"R_24Gb9X8geu0NxJ9",46,"<1'500- 2'499€
3'100-4'299CHF",4,5,"speeder",1,-3.7625,1,1,"low"
"76","R_1fl2MTowCfCRhG0",-0.216,0.406,0.95,0.133,0.678,"under",229855351994462,1,2,2,3,1814,"female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,1929,"R_2E4XZ1gU8UuEcy2",67,"> 4'000€
>5'900 CHF",30,32,"okay",5.75,0.9875,2,2.33333333333333,"high"
"77","R_1FQlkBgVUBKOWeq",-0.418,0.719,0.95,0.231,1.21,"under",229678093258872,1,1,1,1,609,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,770,"R_rdvGOViTUIBzCnv",53,"<1'500€
<3'100CHF",10,12,"okay",1.75,-3.0125,1,1,"low"
"78","R_1FQVElWKrunBigd",-1.21,1.21,0.95,0.813,1.6,"under",229166416667863,2,2,2,2,1381,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,1374,"R_2fx5TdeHZkzu7SR",47,"> 4'000€
>5'900 CHF",23,22,"okay",5,0.2375,2,2,"high"
"79","R_1G6o53JETU6gJd7",-1.11,1.11,0.95,0.565,1.66,"under",229320605941980,2,2,2,2,478,"male","Germany","> 4'000€
>5'900 CHF","degree",4,3,485,"R_1rftTw43HkxZiaU",35,"2'500- 4'000€
<4'300- 5'899CHF",7,8,"speeder",6,1.2375,2,2,"high"
"80","R_1gbcl27CKlKBalz",0.351,0.589,0.95,0.151,1.03,"over",229321438222424,2,2,2,2,537,"male","Switzerland","<1'500€
<3'100CHF","middle school",3,9,1649,"R_2pRiCFSEUTGzhjB",30,"<1'500€
<3'100CHF",8,27,"okay",3.75,-1.0125,2,2,"high"
"81","R_1gGgLAtf6daWkoB",0.513,0.721,0.95,0.338,1.11,"over",229320605940944,1,2,1,2,500,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,3,685,"R_1rJ1QlgXJMaeq34",48,"<1'500- 2'499€
3'100-4'299CHF",8,11,"okay",5.75,0.9875,1.5,1.66666666666667,"high"
