m,(Intercept),wavewave2,co2-30% CO2,tax+6%,energieabhaengigkeit+20%,zeitpunktin 7 years,wave,gender,age,country,income,education,concern.scaled
229166416658456,1.2082432259303388,0.08374653219906461,0.4458013319036517,-5.025964123839482,0.42135149900465113,-1.134227518130293,wave2,male,54,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,0.6958128078817731
229166416658456,1.2082432259303388,0.08374653219906461,0.4458013319036517,-5.025964123839482,0.42135149900465113,-1.134227518130293,wave1,male,54,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1.0788177339901477
229166416659487,1.495527392683754,0.08374653219906461,0.44961745218068916,-4.626314111461106,0.4990088895595582,-4.153123680436332,wave1,female,77,Switzerland,"<1'500€
<3'100CHF",middle school,-0.9211822660098523
229166416659487,1.495527392683754,0.08374653219906461,0.44961745218068916,-4.626314111461106,0.4990088895595582,-4.153123680436332,wave2,female,77,Switzerland,"<1'500€
<3'100CHF",middle school,-0.8041871921182269
229166416659499,3.406916478874506,0.08374653219906461,0.796493871388883,-4.689946451963696,0.43623935221957066,-1.1801005168245378,wave2,male,60,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,1.1958128078817731
229166416659499,3.406916478874506,0.08374653219906461,0.796493871388883,-4.689946451963696,0.43623935221957066,-1.1801005168245378,wave1,male,60,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,1.0788177339901477
229166416660547,1.3812192430187062,0.08374653219906461,0.4827961640507663,-5.5963984272344796,0.41828145216712026,-0.1663610677457079,wave2,female,59,Switzerland,"<1'500€
<3'100CHF",obligatory school,-0.30418719211822687
229166416660547,1.3812192430187062,0.08374653219906461,0.4827961640507663,-5.5963984272344796,0.41828145216712026,-0.1663610677457079,wave1,female,59,Switzerland,"<1'500€
<3'100CHF",obligatory school,0.3288177339901477
229166416662627,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,male,40,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.8041871921182269
229166416662627,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,male,40,Switzerland,"> 4'000€
>5'900 CHF",degree,-1.4211822660098523
229166416662637,1.5833796270222773,0.08374653219906461,0.5467196634580659,-2.85153355754711,0.2970892911168361,0.30448974079741187,wave2,female,40,Switzerland,"<1'500€
<3'100CHF",obligatory school,0.19581280788177313
229166416662637,1.5833796270222773,0.08374653219906461,0.5467196634580659,-2.85153355754711,0.2970892911168361,0.30448974079741187,wave1,female,40,Switzerland,"<1'500€
<3'100CHF",obligatory school,0.07881773399014769
229166416663673,1.9598265508649702,0.08374653219906461,0.59434222790461,-2.109814372846934,0.300884737782502,-0.8516317118980293,wave2,male,42,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,-0.5541871921182269
229166416663673,1.9598265508649702,0.08374653219906461,0.59434222790461,-2.109814372846934,0.300884737782502,-0.8516317118980293,wave1,male,42,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,0.07881773399014769
229166416665772,0.39977630434556644,0.08374653219906461,0.32866577325098756,-4.429294774888585,0.3771215658810217,-0.7721592184443916,wave2,male,33,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.05418719211822687
229166416665772,0.39977630434556644,0.08374653219906461,0.32866577325098756,-4.429294774888585,0.3771215658810217,-0.7721592184443916,wave1,male,33,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,0.07881773399014769
229166416665777,1.653879408783642,0.08374653219906461,0.5474776062537565,-0.9703055630497883,0.27056387666882536,-1.4484481219182261,wave2,female,56,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-0.05418719211822687
229166416665777,1.653879408783642,0.08374653219906461,0.5474776062537565,-0.9703055630497883,0.27056387666882536,-1.4484481219182261,wave1,female,56,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,0.5788177339901477
229166416666812,1.345619659803791,0.08374653219906461,0.4584243423500045,-5.0962938599362335,0.44622147256757694,-1.7390933586354038,wave2,male,25,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,-2.304187192118227
229166416666812,1.345619659803791,0.08374653219906461,0.4584243423500045,-5.0962938599362335,0.44622147256757694,-1.7390933586354038,wave1,male,25,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,-0.9211822660098523
229166416667853,2.3874730198874228,0.08374653219906461,0.6501483551409053,-3.810480242550803,0.3748247213097059,-0.7048713992674619,wave2,female,39,Switzerland,"> 4'000€
>5'900 CHF",degree,0.19581280788177313
229166416667853,2.3874730198874228,0.08374653219906461,0.6501483551409053,-3.810480242550803,0.3748247213097059,-0.7048713992674619,wave1,female,39,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.4211822660098523
229166416667863,1.7859071534451096,0.08374653219906461,0.5740395186632166,-1.8548865652356046,0.2812489124822611,-0.5480578317923632,wave2,female,47,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.8041871921182269
229166416667863,1.7859071534451096,0.08374653219906461,0.5740395186632166,-1.8548865652356046,0.2812489124822611,-0.5480578317923632,wave1,female,47,Switzerland,"> 4'000€
>5'900 CHF",degree,0.07881773399014769
229166416673876,2.4717351323455112,0.08374653219906461,0.64269375401734,-2.453642459815361,0.3824608252692635,-2.8548743738940594,wave2,male,45,Switzerland,"> 4'000€
>5'900 CHF",degree,0.9458128078817731
229166416673876,2.4717351323455112,0.08374653219906461,0.64269375401734,-2.453642459815361,0.3824608252692635,-2.8548743738940594,wave1,male,45,Switzerland,"> 4'000€
>5'900 CHF",degree,1.0788177339901477
229166416689292,2.257020114109432,0.08374653219906461,0.5753072671262891,-2.2667287156906797,0.44235996489365964,-5.194238217622059,wave2,female,29,Switzerland,"> 4'000€
>5'900 CHF",middle school,1.1958128078817731
229166416689292,2.257020114109432,0.08374653219906461,0.5753072671262891,-2.2667287156906797,0.44235996489365964,-5.194238217622059,wave1,female,29,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.8288177339901477
229242295738451,2.9858687032805156,0.08374653219906461,0.7386582432631381,0.08291456992314883,0.29977365592447763,-3.367612287007166,wave1,female,59,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,1.0788177339901477
229242295738451,2.9858687032805156,0.08374653219906461,0.7386582432631381,0.08291456992314883,0.29977365592447763,-3.367612287007166,wave2,female,59,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-0.30418719211822687
229242295738453,2.7452657470750794,0.08374653219906461,0.6598828289323101,-1.7222193826516288,0.4212071757047863,-5.031171255417489,wave1,male,63,Germany,"> 4'000€
>5'900 CHF",middle school,-0.1711822660098523
229242295738453,2.7452657470750794,0.08374653219906461,0.6598828289323101,-1.7222193826516288,0.4212071757047863,-5.031171255417489,wave2,male,63,Germany,"> 4'000€
>5'900 CHF",middle school,0.19581280788177313
229242295738457,0.9396008539496206,0.08374653219906461,0.44300381075774387,-5.0596173992089195,0.34254168909823796,1.5047582983513803,wave2,male,48,Germany,"> 4'000€
>5'900 CHF",obligatory school,-2.554187192118227
229242295738457,0.9396008539496206,0.08374653219906461,0.44300381075774387,-5.0596173992089195,0.34254168909823796,1.5047582983513803,wave1,male,48,Germany,"> 4'000€
>5'900 CHF",obligatory school,-0.6711822660098523
229242295738458,2.7154936324346997,0.08374653219906461,0.6491612484290352,-0.5204689371712585,0.40284931066943075,-6.116979448006268,wave2,male,49,Germany,"<1'500€
<3'100CHF",middle school,1.1958128078817731
229242295738458,2.7154936324346997,0.08374653219906461,0.6491612484290352,-0.5204689371712585,0.40284931066943075,-6.116979448006268,wave1,male,49,Germany,"<1'500€
<3'100CHF",middle school,1.0788177339901477
229242295739490,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,male,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-0.30418719211822687
229242295739490,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,male,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-0.4211822660098523
229242295740534,1.5628584121400872,0.08374653219906461,0.5030932767789322,-4.1203260911555954,0.4036204387482283,-1.6060548851577015,wave2,male,76,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-1.0541871921182269
229242295740534,1.5628584121400872,0.08374653219906461,0.5030932767789322,-4.1203260911555954,0.4036204387482283,-1.6060548851577015,wave1,male,76,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-0.4211822660098523
229242295742617,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,male,51,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-0.5541871921182269
229242295742617,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,male,51,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.07881773399014769
229242295743653,-2.33164128035299,0.08374653219906461,-0.08962112529398358,-2.370838642100206,0.2669734059653679,-1.0174526042677723,wave2,male,66,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-3.054187192118227
229242295743653,-2.33164128035299,0.08374653219906461,-0.08962112529398358,-2.370838642100206,0.2669734059653679,-1.0174526042677723,wave1,male,66,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-3.4211822660098523
229242295744700,2.077893586333004,0.08374653219906461,0.5869527928895341,-1.1610553652666784,0.3349977380289318,-3.1789371378082025,wave2,male,60,Germany,"<1'500€
<3'100CHF",obligatory school,1.1958128078817731
229242295744700,2.077893586333004,0.08374653219906461,0.5869527928895341,-1.1610553652666784,0.3349977380289318,-3.1789371378082025,wave1,male,60,Germany,"<1'500€
<3'100CHF",obligatory school,1.0788177339901477
229242295744711,1.500394211425975,0.08374653219906461,0.4882013148140758,-0.06019413074626101,0.3157800609429199,-4.30017009642467,wave2,female,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,1.1958128078817731
229242295744711,1.500394211425975,0.08374653219906461,0.4882013148140758,-0.06019413074626101,0.3157800609429199,-4.30017009642467,wave1,female,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,1.0788177339901477
229242295745754,1.1683964276557517,0.08374653219906461,0.4531602939755819,-3.1146866939755955,0.3499131839445732,-1.3551918975761983,wave2,female,34,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-0.5541871921182269
229242295745754,1.1683964276557517,0.08374653219906461,0.4531602939755819,-3.1146866939755955,0.3499131839445732,-1.3551918975761983,wave1,female,34,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.3288177339901477
229242295746789,-0.5159427339604754,0.08374653219906461,0.19854085516471126,-4.278686926553156,0.33372934223922146,0.12586037352229185,wave2,male,59,Germany,"<1'500€
<3'100CHF",no formal education,-3.054187192118227
229242295746789,-0.5159427339604754,0.08374653219906461,0.19854085516471126,-4.278686926553156,0.33372934223922146,0.12586037352229185,wave1,male,59,Germany,"<1'500€
<3'100CHF",no formal education,-2.9211822660098523
229242295748626,2.475364585218448,0.08374653219906461,0.6115955465364724,-1.3051819756108234,0.4184978527037253,-5.637674519128104,wave2,female,66,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,1.1958128078817731
229242295748626,2.475364585218448,0.08374653219906461,0.6115955465364724,-1.3051819756108234,0.4184978527037253,-5.637674519128104,wave1,female,66,Germany,"<1'500€
<3'100CHF",degree,1.0788177339901477
229242295749654,-1.8081694160740924,0.08374653219906461,0.0350142504723423,-5.670026111631568,0.26981177843472337,3.673582445148731,wave2,male,56,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,-1.8041871921182269
229242295749654,-1.8081694160740924,0.08374653219906461,0.0350142504723423,-5.670026111631568,0.26981177843472337,3.673582445148731,wave1,male,56,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,-1.9211822660098523
229242295749656,1.0787971571221564,0.08374653219906461,0.4471591571697706,-1.7089078619634661,0.2975730381974966,-1.6118735668696027,wave1,male,53,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-2.6711822660098523
229242295749656,1.0787971571221564,0.08374653219906461,0.4471591571697706,-1.7089078619634661,0.2975730381974966,-1.6118735668696027,wave2,male,53,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-1.8041871921182269
229242295749665,0.156094470328199,0.08374653219906461,0.3344926874477868,-0.6170673999210976,0.1967841915844537,-0.04851648621668625,wave2,male,42,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-0.8041871921182269
229242295749665,0.156094470328199,0.08374653219906461,0.3344926874477868,-0.6170673999210976,0.1967841915844537,-0.04851648621668625,wave1,male,42,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-0.9211822660098523
229242295750704,-2.33164128035299,0.08374653219906461,-0.08962112529398358,-2.370838642100206,0.2669734059653679,-1.0174526042677723,wave2,female,55,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,-2.804187192118227
229242295750704,-2.33164128035299,0.08374653219906461,-0.08962112529398358,-2.370838642100206,0.2669734059653679,-1.0174526042677723,wave1,female,55,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,-3.1711822660098523
229242295750705,0.2597870315531059,0.08374653219906461,0.3022737059519385,-4.358382500226925,0.38345519486894264,-1.1072165064727142,wave2,female,46,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-0.8041871921182269
229242295750705,0.2597870315531059,0.08374653219906461,0.3022737059519385,-4.358382500226925,0.38345519486894264,-1.1072165064727142,wave1,female,46,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-0.1711822660098523
229242295752786,3.898660313632698,0.08374653219906461,0.9099280327350809,-0.9858418079255076,0.2832761916055651,-0.9679758580764116,wave2,male,63,Germany,"> 4'000€
>5'900 CHF",middle school,-1.8041871921182269
229242295752786,3.898660313632698,0.08374653219906461,0.9099280327350809,-0.9858418079255076,0.2832761916055651,-0.9679758580764116,wave1,male,63,Germany,"> 4'000€
>5'900 CHF",middle school,-2.6711822660098523
229242295753826,1.5587986772008988,0.08374653219906461,0.5180350455705192,-3.7409932951407057,0.36645010061615946,-0.8203526592684459,wave2,female,45,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,1.1958128078817731
229242295753826,1.5587986772008988,0.08374653219906461,0.5180350455705192,-3.7409932951407057,0.36645010061615946,-0.8203526592684459,wave1,female,45,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,1.0788177339901477
229242295753832,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,female,31,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-1.3041871921182269
229242295753832,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,female,31,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-1.9211822660098523
229242295753838,0.47194180513716044,0.08374653219906461,0.3421656159939489,-3.0624509928775803,0.3419432261684133,-1.4354264815525541,wave2,male,69,Germany,"<1'500€
<3'100CHF",no formal education,0.44581280788177313
229242295753838,0.47194180513716044,0.08374653219906461,0.3421656159939489,-3.0624509928775803,0.3419432261684133,-1.4354264815525541,wave1,male,69,Germany,"<1'500€
<3'100CHF",no formal education,1.0788177339901477
229242295756956,2.9894087579684196,0.08374653219906461,0.7245693405693574,-5.785985539289402,0.4695437415221091,-0.9351072280788663,wave2,female,45,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,1.1958128078817731
229242295756956,2.9894087579684196,0.08374653219906461,0.7245693405693574,-5.785985539289402,0.4695437415221091,-0.9351072280788663,wave1,female,45,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,1.0788177339901477
