"","ResponseId","verhalten","similarity","verhalten2","v2","v1","similarity.2"
"36","R_0GLAzLpKzb2dj0t","bc",3,"bc","c","b",7
"37","R_0GLAzLpKzb2dj0t","bd",2,"bd","d","b",8
"38","R_0GLAzLpKzb2dj0t","be",6,"be","e","b",4
"39","R_0GLAzLpKzb2dj0t","bf",6,"bf","f","b",4
"40","R_0GLAzLpKzb2dj0t","cd",3,"cd","d","c",7
"41","R_0GLAzLpKzb2dj0t","ce",2,"ce","e","c",8
"42","R_0GLAzLpKzb2dj0t","cf",5,"cf","f","c",5
"43","R_0GLAzLpKzb2dj0t","de",1,"de","e","d",9
"44","R_0GLAzLpKzb2dj0t","df",2,"df","f","d",8
"45","R_0GLAzLpKzb2dj0t","ef",9,"ef","f","e",1
"46","R_0GLAzLpKzb2dj0t","fa",4,"fa","a","f",6
"47","R_0GLAzLpKzb2dj0t","ea",5,"ea","a","e",5
"48","R_0GLAzLpKzb2dj0t","da",7,"da","a","d",3
"49","R_0GLAzLpKzb2dj0t","ca",7,"ca","a","c",3
"50","R_0GLAzLpKzb2dj0t","ba",4,"ba","a","b",6
"51","R_0GLAzLpKzb2dj0t","fb",6,"fb","b","f",4
"52","R_0GLAzLpKzb2dj0t","eb",6,"eb","b","e",4
"53","R_0GLAzLpKzb2dj0t","db",2,"db","b","d",8
"54","R_0GLAzLpKzb2dj0t","cb",3,"cb","b","c",7
"55","R_0GLAzLpKzb2dj0t","fc",5,"fc","c","f",5
"56","R_0GLAzLpKzb2dj0t","ec",2,"ec","c","e",8
"57","R_0GLAzLpKzb2dj0t","dc",3,"dc","c","d",7
"58","R_0GLAzLpKzb2dj0t","fd",2,"fd","d","f",8
"59","R_0GLAzLpKzb2dj0t","ed",1,"ed","d","e",9
"60","R_0GLAzLpKzb2dj0t","fe",9,"fe","e","f",1
"61","R_0wTi4jmliqouWu5","ab",6,"ab","b","a",4
"62","R_0wTi4jmliqouWu5","ac",4,"ac","c","a",6
"63","R_0wTi4jmliqouWu5","ad",7,"ad","d","a",3
"64","R_0wTi4jmliqouWu5","ae",7,"ae","e","a",3
"65","R_0wTi4jmliqouWu5","af",6,"af","f","a",4
"66","R_0wTi4jmliqouWu5","bc",6,"bc","c","b",4
"67","R_0wTi4jmliqouWu5","bd",5,"bd","d","b",5
"68","R_0wTi4jmliqouWu5","be",6,"be","e","b",4
"69","R_0wTi4jmliqouWu5","bf",6,"bf","f","b",4
"70","R_0wTi4jmliqouWu5","cd",5,"cd","d","c",5
"71","R_0wTi4jmliqouWu5","ce",5,"ce","e","c",5
"72","R_0wTi4jmliqouWu5","cf",3,"cf","f","c",7
"73","R_0wTi4jmliqouWu5","de",6,"de","e","d",4
"74","R_0wTi4jmliqouWu5","df",5,"df","f","d",5
"75","R_0wTi4jmliqouWu5","ef",8,"ef","f","e",2
"76","R_0wTi4jmliqouWu5","fa",6,"fa","a","f",4
"77","R_0wTi4jmliqouWu5","ea",7,"ea","a","e",3
"78","R_0wTi4jmliqouWu5","da",7,"da","a","d",3
"79","R_0wTi4jmliqouWu5","ca",4,"ca","a","c",6
"80","R_0wTi4jmliqouWu5","ba",6,"ba","a","b",4
"81","R_0wTi4jmliqouWu5","fb",6,"fb","b","f",4
"82","R_0wTi4jmliqouWu5","eb",6,"eb","b","e",4
"83","R_0wTi4jmliqouWu5","db",5,"db","b","d",5
"84","R_0wTi4jmliqouWu5","cb",6,"cb","b","c",4
"85","R_0wTi4jmliqouWu5","fc",3,"fc","c","f",7
"86","R_0wTi4jmliqouWu5","ec",5,"ec","c","e",5
"87","R_0wTi4jmliqouWu5","dc",5,"dc","c","d",5
"88","R_0wTi4jmliqouWu5","fd",5,"fd","d","f",5
"89","R_0wTi4jmliqouWu5","ed",6,"ed","d","e",4
"90","R_0wTi4jmliqouWu5","fe",8,"fe","e","f",2
"91","R_10pBdcRCpngqXjW","ab",3,"ab","b","a",7
"92","R_10pBdcRCpngqXjW","ac",3,"ac","c","a",7
"93","R_10pBdcRCpngqXjW","ad",2,"ad","d","a",8
"94","R_10pBdcRCpngqXjW","ae",8,"ae","e","a",2
"95","R_10pBdcRCpngqXjW","af",5,"af","f","a",5
"96","R_10pBdcRCpngqXjW","bc",7,"bc","c","b",3
"97","R_10pBdcRCpngqXjW","bd",8,"bd","d","b",2
"98","R_10pBdcRCpngqXjW","be",3,"be","e","b",7
"99","R_10pBdcRCpngqXjW","bf",3,"bf","f","b",7
"100","R_10pBdcRCpngqXjW","cd",8,"cd","d","c",2
"101","R_10pBdcRCpngqXjW","ce",3,"ce","e","c",7
"102","R_10pBdcRCpngqXjW","cf",4,"cf","f","c",6
"103","R_10pBdcRCpngqXjW","de",2,"de","e","d",8
"104","R_10pBdcRCpngqXjW","df",1,"df","f","d",9
"105","R_10pBdcRCpngqXjW","ef",9,"ef","f","e",1
"106","R_10pBdcRCpngqXjW","fa",5,"fa","a","f",5
"107","R_10pBdcRCpngqXjW","ea",8,"ea","a","e",2
"108","R_10pBdcRCpngqXjW","da",2,"da","a","d",8
"109","R_10pBdcRCpngqXjW","ca",3,"ca","a","c",7
"110","R_10pBdcRCpngqXjW","ba",3,"ba","a","b",7
"111","R_10pBdcRCpngqXjW","fb",3,"fb","b","f",7
"112","R_10pBdcRCpngqXjW","eb",3,"eb","b","e",7
"113","R_10pBdcRCpngqXjW","db",8,"db","b","d",2
"114","R_10pBdcRCpngqXjW","cb",7,"cb","b","c",3
"115","R_10pBdcRCpngqXjW","fc",4,"fc","c","f",6
"116","R_10pBdcRCpngqXjW","ec",3,"ec","c","e",7
"117","R_10pBdcRCpngqXjW","dc",8,"dc","c","d",2
"118","R_10pBdcRCpngqXjW","fd",1,"fd","d","f",9
"119","R_10pBdcRCpngqXjW","ed",2,"ed","d","e",8
"120","R_10pBdcRCpngqXjW","fe",9,"fe","e","f",1
"121","R_10r8rAWRBrcfRNn","ab",2,"ab","b","a",8
"122","R_10r8rAWRBrcfRNn","ac",8,"ac","c","a",2
"123","R_10r8rAWRBrcfRNn","ad",2,"ad","d","a",8
"124","R_10r8rAWRBrcfRNn","ae",8,"ae","e","a",2
"125","R_10r8rAWRBrcfRNn","af",8,"af","f","a",2
"126","R_10r8rAWRBrcfRNn","bc",2,"bc","c","b",8
"127","R_10r8rAWRBrcfRNn","bd",8,"bd","d","b",2
"128","R_10r8rAWRBrcfRNn","be",2,"be","e","b",8
"129","R_10r8rAWRBrcfRNn","bf",2,"bf","f","b",8
"130","R_10r8rAWRBrcfRNn","cd",2,"cd","d","c",8
"131","R_10r8rAWRBrcfRNn","ce",2,"ce","e","c",8
"132","R_10r8rAWRBrcfRNn","cf",8,"cf","f","c",2
"133","R_10r8rAWRBrcfRNn","de",1,"de","e","d",9
"134","R_10r8rAWRBrcfRNn","df",2,"df","f","d",8
"135","R_10r8rAWRBrcfRNn","ef",8,"ef","f","e",2
"136","R_10r8rAWRBrcfRNn","fa",8,"fa","a","f",2
"137","R_10r8rAWRBrcfRNn","ea",8,"ea","a","e",2
"138","R_10r8rAWRBrcfRNn","da",2,"da","a","d",8
"139","R_10r8rAWRBrcfRNn","ca",8,"ca","a","c",2
"140","R_10r8rAWRBrcfRNn","ba",2,"ba","a","b",8
"141","R_10r8rAWRBrcfRNn","fb",2,"fb","b","f",8
"142","R_10r8rAWRBrcfRNn","eb",2,"eb","b","e",8
"143","R_10r8rAWRBrcfRNn","db",8,"db","b","d",2
"144","R_10r8rAWRBrcfRNn","cb",2,"cb","b","c",8
"145","R_10r8rAWRBrcfRNn","fc",8,"fc","c","f",2
"146","R_10r8rAWRBrcfRNn","ec",2,"ec","c","e",8
"147","R_10r8rAWRBrcfRNn","dc",2,"dc","c","d",8
"148","R_10r8rAWRBrcfRNn","fd",2,"fd","d","f",8
"149","R_10r8rAWRBrcfRNn","ed",1,"ed","d","e",9
"150","R_10r8rAWRBrcfRNn","fe",8,"fe","e","f",2
"151","R_10rCK8WbpwFbUPC","ab",4,"ab","b","a",6
"152","R_10rCK8WbpwFbUPC","ac",3,"ac","c","a",7
"153","R_10rCK8WbpwFbUPC","ad",4,"ad","d","a",6
"154","R_10rCK8WbpwFbUPC","ae",4,"ae","e","a",6
"155","R_10rCK8WbpwFbUPC","af",4,"af","f","a",6
"156","R_10rCK8WbpwFbUPC","bc",4,"bc","c","b",6
"157","R_10rCK8WbpwFbUPC","bd",5,"bd","d","b",5
"158","R_10rCK8WbpwFbUPC","be",5,"be","e","b",5
"159","R_10rCK8WbpwFbUPC","bf",2,"bf","f","b",8
"160","R_10rCK8WbpwFbUPC","cd",2,"cd","d","c",8
"161","R_10rCK8WbpwFbUPC","ce",3,"ce","e","c",7
"162","R_10rCK8WbpwFbUPC","cf",3,"cf","f","c",7
"163","R_10rCK8WbpwFbUPC","de",5,"de","e","d",5
"164","R_10rCK8WbpwFbUPC","df",3,"df","f","d",7
"165","R_10rCK8WbpwFbUPC","ef",4,"ef","f","e",6
"166","R_10rCK8WbpwFbUPC","fa",4,"fa","a","f",6
"167","R_10rCK8WbpwFbUPC","ea",4,"ea","a","e",6
"168","R_10rCK8WbpwFbUPC","da",4,"da","a","d",6
"169","R_10rCK8WbpwFbUPC","ca",3,"ca","a","c",7
"170","R_10rCK8WbpwFbUPC","ba",4,"ba","a","b",6
"171","R_10rCK8WbpwFbUPC","fb",2,"fb","b","f",8
"172","R_10rCK8WbpwFbUPC","eb",5,"eb","b","e",5
"173","R_10rCK8WbpwFbUPC","db",5,"db","b","d",5
"174","R_10rCK8WbpwFbUPC","cb",4,"cb","b","c",6
"175","R_10rCK8WbpwFbUPC","fc",3,"fc","c","f",7
"176","R_10rCK8WbpwFbUPC","ec",3,"ec","c","e",7
"177","R_10rCK8WbpwFbUPC","dc",2,"dc","c","d",8
"178","R_10rCK8WbpwFbUPC","fd",3,"fd","d","f",7
"179","R_10rCK8WbpwFbUPC","ed",5,"ed","d","e",5
"180","R_10rCK8WbpwFbUPC","fe",4,"fe","e","f",6
"181","R_10xEptLaoi40BlX","ab",2,"ab","b","a",8
"182","R_10xEptLaoi40BlX","ac",1,"ac","c","a",9
"183","R_10xEptLaoi40BlX","ad",1,"ad","d","a",9
"184","R_10xEptLaoi40BlX","ae",9,"ae","e","a",1
"185","R_10xEptLaoi40BlX","af",9,"af","f","a",1
"186","R_10xEptLaoi40BlX","bc",9,"bc","c","b",1
"187","R_10xEptLaoi40BlX","bd",9,"bd","d","b",1
"188","R_10xEptLaoi40BlX","be",1,"be","e","b",9
"189","R_10xEptLaoi40BlX","bf",1,"bf","f","b",9
"190","R_10xEptLaoi40BlX","cd",9,"cd","d","c",1
"191","R_10xEptLaoi40BlX","ce",1,"ce","e","c",9
"192","R_10xEptLaoi40BlX","cf",9,"cf","f","c",1
"193","R_10xEptLaoi40BlX","de",1,"de","e","d",9
"194","R_10xEptLaoi40BlX","df",1,"df","f","d",9
"195","R_10xEptLaoi40BlX","ef",9,"ef","f","e",1
"196","R_10xEptLaoi40BlX","fa",9,"fa","a","f",1
"197","R_10xEptLaoi40BlX","ea",9,"ea","a","e",1
"198","R_10xEptLaoi40BlX","da",1,"da","a","d",9
"199","R_10xEptLaoi40BlX","ca",1,"ca","a","c",9
"200","R_10xEptLaoi40BlX","ba",2,"ba","a","b",8
"201","R_10xEptLaoi40BlX","fb",1,"fb","b","f",9
"202","R_10xEptLaoi40BlX","eb",1,"eb","b","e",9
"203","R_10xEptLaoi40BlX","db",9,"db","b","d",1
"204","R_10xEptLaoi40BlX","cb",9,"cb","b","c",1
"205","R_10xEptLaoi40BlX","fc",9,"fc","c","f",1
"206","R_10xEptLaoi40BlX","ec",1,"ec","c","e",9
"207","R_10xEptLaoi40BlX","dc",9,"dc","c","d",1
"208","R_10xEptLaoi40BlX","fd",1,"fd","d","f",9
"209","R_10xEptLaoi40BlX","ed",1,"ed","d","e",9
"210","R_10xEptLaoi40BlX","fe",9,"fe","e","f",1
"211","R_10ZbpT2snlVjOtf","ab",1,"ab","b","a",9
"212","R_10ZbpT2snlVjOtf","ac",9,"ac","c","a",1
"213","R_10ZbpT2snlVjOtf","ad",1,"ad","d","a",9
"214","R_10ZbpT2snlVjOtf","ae",9,"ae","e","a",1
"215","R_10ZbpT2snlVjOtf","af",9,"af","f","a",1
"216","R_10ZbpT2snlVjOtf","bc",1,"bc","c","b",9
"217","R_10ZbpT2snlVjOtf","bd",9,"bd","d","b",1
"218","R_10ZbpT2snlVjOtf","be",1,"be","e","b",9
"219","R_10ZbpT2snlVjOtf","bf",1,"bf","f","b",9
"220","R_10ZbpT2snlVjOtf","cd",1,"cd","d","c",9
"221","R_10ZbpT2snlVjOtf","ce",9,"ce","e","c",1
"222","R_10ZbpT2snlVjOtf","cf",9,"cf","f","c",1
"223","R_10ZbpT2snlVjOtf","de",1,"de","e","d",9
"224","R_10ZbpT2snlVjOtf","df",1,"df","f","d",9
"225","R_10ZbpT2snlVjOtf","ef",9,"ef","f","e",1
"226","R_10ZbpT2snlVjOtf","fa",9,"fa","a","f",1
"227","R_10ZbpT2snlVjOtf","ea",9,"ea","a","e",1
"228","R_10ZbpT2snlVjOtf","da",1,"da","a","d",9
"229","R_10ZbpT2snlVjOtf","ca",9,"ca","a","c",1
"230","R_10ZbpT2snlVjOtf","ba",1,"ba","a","b",9
"231","R_10ZbpT2snlVjOtf","fb",1,"fb","b","f",9
"232","R_10ZbpT2snlVjOtf","eb",1,"eb","b","e",9
"233","R_10ZbpT2snlVjOtf","db",9,"db","b","d",1
"234","R_10ZbpT2snlVjOtf","cb",1,"cb","b","c",9
"235","R_10ZbpT2snlVjOtf","fc",9,"fc","c","f",1
"236","R_10ZbpT2snlVjOtf","ec",9,"ec","c","e",1
"237","R_10ZbpT2snlVjOtf","dc",1,"dc","c","d",9
"238","R_10ZbpT2snlVjOtf","fd",1,"fd","d","f",9
"239","R_10ZbpT2snlVjOtf","ed",1,"ed","d","e",9
"240","R_10ZbpT2snlVjOtf","fe",9,"fe","e","f",1
"241","R_11Xg8JyRKok3DIm","ab",1,"ab","b","a",9
"242","R_11Xg8JyRKok3DIm","ac",8,"ac","c","a",2
"243","R_11Xg8JyRKok3DIm","ad",1,"ad","d","a",9
"244","R_11Xg8JyRKok3DIm","ae",8,"ae","e","a",2
"245","R_11Xg8JyRKok3DIm","af",7,"af","f","a",3
"246","R_11Xg8JyRKok3DIm","bc",3,"bc","c","b",7
"247","R_11Xg8JyRKok3DIm","bd",3,"bd","d","b",7
"248","R_11Xg8JyRKok3DIm","be",1,"be","e","b",9
"249","R_11Xg8JyRKok3DIm","bf",1,"bf","f","b",9
"250","R_11Xg8JyRKok3DIm","cd",2,"cd","d","c",8
"251","R_11Xg8JyRKok3DIm","ce",4,"ce","e","c",6
"252","R_11Xg8JyRKok3DIm","cf",1,"cf","f","c",9
"253","R_11Xg8JyRKok3DIm","de",1,"de","e","d",9
"254","R_11Xg8JyRKok3DIm","df",1,"df","f","d",9
"255","R_11Xg8JyRKok3DIm","ef",7,"ef","f","e",3
"256","R_11Xg8JyRKok3DIm","fa",7,"fa","a","f",3
"257","R_11Xg8JyRKok3DIm","ea",8,"ea","a","e",2
"258","R_11Xg8JyRKok3DIm","da",1,"da","a","d",9
"259","R_11Xg8JyRKok3DIm","ca",8,"ca","a","c",2
"260","R_11Xg8JyRKok3DIm","ba",1,"ba","a","b",9
"261","R_11Xg8JyRKok3DIm","fb",1,"fb","b","f",9
"262","R_11Xg8JyRKok3DIm","eb",1,"eb","b","e",9
"263","R_11Xg8JyRKok3DIm","db",3,"db","b","d",7
"264","R_11Xg8JyRKok3DIm","cb",3,"cb","b","c",7
"265","R_11Xg8JyRKok3DIm","fc",1,"fc","c","f",9
"266","R_11Xg8JyRKok3DIm","ec",4,"ec","c","e",6
"267","R_11Xg8JyRKok3DIm","dc",2,"dc","c","d",8
"268","R_11Xg8JyRKok3DIm","fd",1,"fd","d","f",9
"269","R_11Xg8JyRKok3DIm","ed",1,"ed","d","e",9
"270","R_11Xg8JyRKok3DIm","fe",7,"fe","e","f",3
"271","R_128Yrk2hM6RVtn2","ab",5,"ab","b","a",5
"272","R_128Yrk2hM6RVtn2","ac",5,"ac","c","a",5
"273","R_128Yrk2hM6RVtn2","ad",3,"ad","d","a",7
"274","R_128Yrk2hM6RVtn2","ae",3,"ae","e","a",7
"275","R_128Yrk2hM6RVtn2","af",2,"af","f","a",8
"276","R_128Yrk2hM6RVtn2","bc",6,"bc","c","b",4
"277","R_128Yrk2hM6RVtn2","bd",3,"bd","d","b",7
"278","R_128Yrk2hM6RVtn2","be",4,"be","e","b",6
"279","R_128Yrk2hM6RVtn2","bf",3,"bf","f","b",7
"280","R_128Yrk2hM6RVtn2","cd",2,"cd","d","c",8
"281","R_128Yrk2hM6RVtn2","ce",4,"ce","e","c",6
"282","R_128Yrk2hM6RVtn2","cf",6,"cf","f","c",4
"283","R_128Yrk2hM6RVtn2","de",4,"de","e","d",6
"284","R_128Yrk2hM6RVtn2","df",6,"df","f","d",4
"285","R_128Yrk2hM6RVtn2","ef",5,"ef","f","e",5
"286","R_128Yrk2hM6RVtn2","fa",2,"fa","a","f",8
"287","R_128Yrk2hM6RVtn2","ea",3,"ea","a","e",7
"288","R_128Yrk2hM6RVtn2","da",3,"da","a","d",7
"289","R_128Yrk2hM6RVtn2","ca",5,"ca","a","c",5
"290","R_128Yrk2hM6RVtn2","ba",5,"ba","a","b",5
"291","R_128Yrk2hM6RVtn2","fb",3,"fb","b","f",7
"292","R_128Yrk2hM6RVtn2","eb",4,"eb","b","e",6
"293","R_128Yrk2hM6RVtn2","db",3,"db","b","d",7
"294","R_128Yrk2hM6RVtn2","cb",6,"cb","b","c",4
"295","R_128Yrk2hM6RVtn2","fc",6,"fc","c","f",4
"296","R_128Yrk2hM6RVtn2","ec",4,"ec","c","e",6
"297","R_128Yrk2hM6RVtn2","dc",2,"dc","c","d",8
"298","R_128Yrk2hM6RVtn2","fd",6,"fd","d","f",4
"299","R_128Yrk2hM6RVtn2","ed",4,"ed","d","e",6
"300","R_128Yrk2hM6RVtn2","fe",5,"fe","e","f",5
"301","R_12EXkLuWI7zwqvD","ab",6,"ab","b","a",4
"302","R_12EXkLuWI7zwqvD","ac",7,"ac","c","a",3
"303","R_12EXkLuWI7zwqvD","ad",4,"ad","d","a",6
"304","R_12EXkLuWI7zwqvD","ae",4,"ae","e","a",6
"305","R_12EXkLuWI7zwqvD","af",3,"af","f","a",7
"306","R_12EXkLuWI7zwqvD","bc",4,"bc","c","b",6
"307","R_12EXkLuWI7zwqvD","bd",6,"bd","d","b",4
"308","R_12EXkLuWI7zwqvD","be",7,"be","e","b",3
"309","R_12EXkLuWI7zwqvD","bf",5,"bf","f","b",5
"310","R_12EXkLuWI7zwqvD","cd",4,"cd","d","c",6
"311","R_12EXkLuWI7zwqvD","ce",3,"ce","e","c",7
"312","R_12EXkLuWI7zwqvD","cf",4,"cf","f","c",6
"313","R_12EXkLuWI7zwqvD","de",7,"de","e","d",3
"314","R_12EXkLuWI7zwqvD","df",4,"df","f","d",6
"315","R_12EXkLuWI7zwqvD","ef",4,"ef","f","e",6
"316","R_12EXkLuWI7zwqvD","fa",3,"fa","a","f",7
"317","R_12EXkLuWI7zwqvD","ea",4,"ea","a","e",6
"318","R_12EXkLuWI7zwqvD","da",4,"da","a","d",6
"319","R_12EXkLuWI7zwqvD","ca",7,"ca","a","c",3
"320","R_12EXkLuWI7zwqvD","ba",6,"ba","a","b",4
"321","R_12EXkLuWI7zwqvD","fb",5,"fb","b","f",5
"322","R_12EXkLuWI7zwqvD","eb",7,"eb","b","e",3
"323","R_12EXkLuWI7zwqvD","db",6,"db","b","d",4
"324","R_12EXkLuWI7zwqvD","cb",4,"cb","b","c",6
"325","R_12EXkLuWI7zwqvD","fc",4,"fc","c","f",6
"326","R_12EXkLuWI7zwqvD","ec",3,"ec","c","e",7
"327","R_12EXkLuWI7zwqvD","dc",4,"dc","c","d",6
"328","R_12EXkLuWI7zwqvD","fd",4,"fd","d","f",6
"329","R_12EXkLuWI7zwqvD","ed",7,"ed","d","e",3
"330","R_12EXkLuWI7zwqvD","fe",4,"fe","e","f",6
"331","R_12fHiuDKnfCHBwJ","ab",7,"ab","b","a",3
"332","R_12fHiuDKnfCHBwJ","ac",5,"ac","c","a",5
"333","R_12fHiuDKnfCHBwJ","ad",5,"ad","d","a",5
"334","R_12fHiuDKnfCHBwJ","ae",7,"ae","e","a",3
"335","R_12fHiuDKnfCHBwJ","af",5,"af","f","a",5
"336","R_12fHiuDKnfCHBwJ","bc",7,"bc","c","b",3
"337","R_12fHiuDKnfCHBwJ","bd",7,"bd","d","b",3
"338","R_12fHiuDKnfCHBwJ","be",7,"be","e","b",3
"339","R_12fHiuDKnfCHBwJ","bf",6,"bf","f","b",4
"340","R_12fHiuDKnfCHBwJ","cd",6,"cd","d","c",4
"341","R_12fHiuDKnfCHBwJ","ce",5,"ce","e","c",5
"342","R_12fHiuDKnfCHBwJ","cf",9,"cf","f","c",1
"343","R_12fHiuDKnfCHBwJ","de",7,"de","e","d",3
"344","R_12fHiuDKnfCHBwJ","df",4,"df","f","d",6
"345","R_12fHiuDKnfCHBwJ","ef",4,"ef","f","e",6
"346","R_12fHiuDKnfCHBwJ","fa",5,"fa","a","f",5
"347","R_12fHiuDKnfCHBwJ","ea",7,"ea","a","e",3
"348","R_12fHiuDKnfCHBwJ","da",5,"da","a","d",5
"349","R_12fHiuDKnfCHBwJ","ca",5,"ca","a","c",5
"350","R_12fHiuDKnfCHBwJ","ba",7,"ba","a","b",3
"351","R_12fHiuDKnfCHBwJ","fb",6,"fb","b","f",4
"352","R_12fHiuDKnfCHBwJ","eb",7,"eb","b","e",3
"353","R_12fHiuDKnfCHBwJ","db",7,"db","b","d",3
"354","R_12fHiuDKnfCHBwJ","cb",7,"cb","b","c",3
"355","R_12fHiuDKnfCHBwJ","fc",9,"fc","c","f",1
"356","R_12fHiuDKnfCHBwJ","ec",5,"ec","c","e",5
"357","R_12fHiuDKnfCHBwJ","dc",6,"dc","c","d",4
"358","R_12fHiuDKnfCHBwJ","fd",4,"fd","d","f",6
"359","R_12fHiuDKnfCHBwJ","ed",7,"ed","d","e",3
"360","R_12fHiuDKnfCHBwJ","fe",4,"fe","e","f",6
"361","R_12LqzQngtlo94Le","ab",7,"ab","b","a",3
"362","R_12LqzQngtlo94Le","ac",6,"ac","c","a",4
"363","R_12LqzQngtlo94Le","ad",7,"ad","d","a",3
"364","R_12LqzQngtlo94Le","ae",4,"ae","e","a",6
"365","R_12LqzQngtlo94Le","af",6,"af","f","a",4
"366","R_12LqzQngtlo94Le","bc",4,"bc","c","b",6
"367","R_12LqzQngtlo94Le","bd",5,"bd","d","b",5
"368","R_12LqzQngtlo94Le","be",6,"be","e","b",4
"369","R_12LqzQngtlo94Le","bf",5,"bf","f","b",5
"370","R_12LqzQngtlo94Le","cd",7,"cd","d","c",3
"371","R_12LqzQngtlo94Le","ce",8,"ce","e","c",2
"372","R_12LqzQngtlo94Le","cf",3,"cf","f","c",7
"373","R_12LqzQngtlo94Le","de",6,"de","e","d",4
"374","R_12LqzQngtlo94Le","df",5,"df","f","d",5
"375","R_12LqzQngtlo94Le","ef",3,"ef","f","e",7
"376","R_12LqzQngtlo94Le","fa",6,"fa","a","f",4
"377","R_12LqzQngtlo94Le","ea",4,"ea","a","e",6
"378","R_12LqzQngtlo94Le","da",7,"da","a","d",3
"379","R_12LqzQngtlo94Le","ca",6,"ca","a","c",4
"380","R_12LqzQngtlo94Le","ba",7,"ba","a","b",3
"381","R_12LqzQngtlo94Le","fb",5,"fb","b","f",5
"382","R_12LqzQngtlo94Le","eb",6,"eb","b","e",4
"383","R_12LqzQngtlo94Le","db",5,"db","b","d",5
"384","R_12LqzQngtlo94Le","cb",4,"cb","b","c",6
"385","R_12LqzQngtlo94Le","fc",3,"fc","c","f",7
"386","R_12LqzQngtlo94Le","ec",8,"ec","c","e",2
"387","R_12LqzQngtlo94Le","dc",7,"dc","c","d",3
"388","R_12LqzQngtlo94Le","fd",5,"fd","d","f",5
"389","R_12LqzQngtlo94Le","ed",6,"ed","d","e",4
"390","R_12LqzQngtlo94Le","fe",3,"fe","e","f",7
"391","R_12ncLRlhWhSi4HC","ab",2,"ab","b","a",8
"392","R_12ncLRlhWhSi4HC","ac",1,"ac","c","a",9
"393","R_12ncLRlhWhSi4HC","ad",1,"ad","d","a",9
"394","R_12ncLRlhWhSi4HC","ae",3,"ae","e","a",7
"395","R_12ncLRlhWhSi4HC","af",4,"af","f","a",6
"396","R_12ncLRlhWhSi4HC","bc",4,"bc","c","b",6
"397","R_12ncLRlhWhSi4HC","bd",4,"bd","d","b",6
"398","R_12ncLRlhWhSi4HC","be",3,"be","e","b",7
"399","R_12ncLRlhWhSi4HC","bf",1,"bf","f","b",9
"400","R_12ncLRlhWhSi4HC","cd",3,"cd","d","c",7
"401","R_12ncLRlhWhSi4HC","ce",4,"ce","e","c",6
"402","R_12ncLRlhWhSi4HC","cf",1,"cf","f","c",9
"403","R_12ncLRlhWhSi4HC","de",1,"de","e","d",9
"404","R_12ncLRlhWhSi4HC","df",1,"df","f","d",9
"405","R_12ncLRlhWhSi4HC","ef",2,"ef","f","e",8
"406","R_12ncLRlhWhSi4HC","fa",4,"fa","a","f",6
