"","m","ResponseId.wave1.x","mean.est.bias.wave1","mean.abs.error.wave1","binary.x","ResponseId.wave2","ResponseId.x","mean.est.bias.wave2","mean.abs.error.wave2","binary.y","numeracy.f","error.diff","error.diff.2","error.diff.f","Duration.wave1","ResponseId.wave1.y","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId.y","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"36",229166416665777,"R_1okjaSmNIcl4O4y",0.618,0.618,"over","R_2YSB2Ar1L0afUeM","R_2YSB2Ar1L0afUeM",0.352,0.548,"over","numeracy high",0.07,0.1,"decreased error",1092,"R_1okjaSmNIcl4O4y","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,4,1164,"R_2YSB2Ar1L0afUeM",56,"2'500- 4'000€
<4'300- 5'899CHF",18,19,"okay"
"37",229166416666812,"R_3GfFGdrjJRUqybx",-0.187,0.539,"under","R_3soja05ifxsWkQq","R_3soja05ifxsWkQq",0.167,0.452,"over","numeracy high",0.087,0.1,"decreased error",686,"R_3GfFGdrjJRUqybx","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,1093,"R_3soja05ifxsWkQq",25,"<1'500- 2'499€
3'100-4'299CHF",11,18,"okay"
"38",229166416667853,"R_3KSWg37wet3GUTw",-0.94,1.26,"under","R_3m7AJOItrFHHcFB","R_3m7AJOItrFHHcFB",-0.271,0.72,"under","numeracy low",0.54,0.5,"decreased error",1251,"R_3KSWg37wet3GUTw","female","Switzerland","> 4'000€
>5'900 CHF","degree",1,3,1446,"R_3m7AJOItrFHHcFB",39,"> 4'000€
>5'900 CHF",20,24,"okay"
"39",229166416667863,"R_1FQVElWKrunBigd",-1.21,1.21,"under","R_2fx5TdeHZkzu7SR","R_2fx5TdeHZkzu7SR",0.0857,0.664,"over","numeracy low",0.546,0.5,"decreased error",1381,"R_1FQVElWKrunBigd","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,1374,"R_2fx5TdeHZkzu7SR",47,"> 4'000€
>5'900 CHF",23,22,"okay"
"40",229166416673876,"R_xfnvdWOK6OtEIBb",0.116,0.349,"over","R_1Ff7YEINWKKGDH6","R_1Ff7YEINWKKGDH6",0.426,0.528,"over","numeracy high",-0.179,-0.2,"increased error",1505,"R_xfnvdWOK6OtEIBb","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,5,1080,"R_1Ff7YEINWKKGDH6",45,"> 4'000€
>5'900 CHF",25,18,"okay"
"41",229166416689292,"R_3QDbKyq8ExtSrh4",-0.255,0.758,"under","R_3QQyZQp3jw4DK0T","R_3QQyZQp3jw4DK0T",0.364,0.681,"over","numeracy low",0.077,0.1,"decreased error",1696,"R_3QDbKyq8ExtSrh4","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,1396,"R_3QQyZQp3jw4DK0T",29,"> 4'000€
>5'900 CHF",28,23,"okay"
"42",229242295738451,"R_2316XoX4fkvFvf4",0.724,0.742,"over","R_2b4cSi6KufHEXQf","R_2b4cSi6KufHEXQf",0.533,0.671,"over","numeracy low",0.071,0.1,"decreased error",950,"R_2316XoX4fkvFvf4","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1246,"R_2b4cSi6KufHEXQf",59,"<1'500- 2'499€
3'100-4'299CHF",15,20,"okay"
"43",229242295738453,"R_2rD5JnSOvonHkaY",-0.521,0.866,"under","R_22y2tZsREaqt265","R_22y2tZsREaqt265",-0.259,0.628,"under","numeracy high",0.238,0.2,"decreased error",1582,"R_2rD5JnSOvonHkaY","male","Germany","> 4'000€
>5'900 CHF","middle school",2,3,2126,"R_22y2tZsREaqt265",63,"> 4'000€
>5'900 CHF",26,35,"okay"
"44",229242295738457,"R_3Emuny9GTE1FmCf",-0.533,0.723,"under","R_2dKehFZ6Q0ZuvKP","R_2dKehFZ6Q0ZuvKP",-0.116,0.532,"under","numeracy low",0.191,0.2,"decreased error",1101,"R_3Emuny9GTE1FmCf","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,8,945,"R_2dKehFZ6Q0ZuvKP",48,"> 4'000€
>5'900 CHF",18,15,"okay"
"45",229242295738458,"R_yUWSmPkKkg62fJf",0.785,0.785,"over","R_1pF3jLkb5kuiHLt","R_1pF3jLkb5kuiHLt",1,1,"over","numeracy low",-0.215,-0.2,"increased error",1807,"R_yUWSmPkKkg62fJf","male","Germany","<1'500€
<3'100CHF","middle school",1,3,866,"R_1pF3jLkb5kuiHLt",49,"<1'500€
<3'100CHF",30,14,"okay"
"46",229242295739490,"R_4O7bW4HIAb2vxxT",0.279,0.482,"over","R_2WTlibDKLH1wBQv","R_2WTlibDKLH1wBQv",-0.725,0.725,"under","numeracy high",-0.243,-0.2,"increased error",852,"R_4O7bW4HIAb2vxxT","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,2610,"R_2WTlibDKLH1wBQv",37,"<1'500- 2'499€
3'100-4'299CHF",14,43,"okay"
"47",229242295740534,"R_3P5N96tlMTxv2SB",-0.458,0.573,"under","R_SO7m43ZdxE2ch33","R_SO7m43ZdxE2ch33",0.16,0.38,"over","numeracy low",0.193,0.2,"decreased error",1402,"R_3P5N96tlMTxv2SB","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,2525,"R_SO7m43ZdxE2ch33",76,"<1'500- 2'499€
3'100-4'299CHF",23,42,"okay"
"48",229242295742617,"R_1OktPLDHHWKRHhV",-0.217,0.538,"under","R_zdofFPepnmXbyFP","R_zdofFPepnmXbyFP",-0.61,0.721,"under","numeracy low",-0.183,-0.2,"increased error",1811,"R_1OktPLDHHWKRHhV","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,1557,"R_zdofFPepnmXbyFP",51,"2'500- 4'000€
<4'300- 5'899CHF",30,25,"okay"
"49",229242295743653,"R_2uOfXbC4McyIpk1",-0.755,0.755,"under","R_28G4qPGUAsKipWV","R_28G4qPGUAsKipWV",-0.64,0.64,"under","numeracy low",0.115,0.1,"decreased error",1541,"R_2uOfXbC4McyIpk1","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1612,"R_28G4qPGUAsKipWV",66,"2'500- 4'000€
<4'300- 5'899CHF",25,26,"okay"
"50",229242295744700,"R_2ePGhUSWhjV9inV",-0.731,0.764,"under","R_1QrpE21fw7QXXYu","R_1QrpE21fw7QXXYu",-0.0835,0.49,"under","numeracy low",0.274,0.3,"decreased error",1672,"R_2ePGhUSWhjV9inV","male","Germany","<1'500€
<3'100CHF","obligatory school",2,5,1803,"R_1QrpE21fw7QXXYu",60,"<1'500€
<3'100CHF",27,30,"okay"
"51",229242295744711,"R_2f7CBh1lJf4ruTO",-0.721,0.824,"under","R_3memv651G9uTAZj","R_3memv651G9uTAZj",-0.188,0.436,"under","numeracy low",0.388,0.4,"decreased error",575,"R_2f7CBh1lJf4ruTO","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,2020,"R_3memv651G9uTAZj",37,"<1'500- 2'499€
3'100-4'299CHF",9,33,"okay"
"52",229242295745754,"R_yDu5FSL1xttI8Ap",0.261,0.594,"over","R_2WHAkr9jjTRTfWF","R_2WHAkr9jjTRTfWF",0.165,0.536,"over","numeracy low",0.0579999999999999,0.1,"decreased error",650,"R_yDu5FSL1xttI8Ap","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,4,2285,"R_2WHAkr9jjTRTfWF",34,"2'500- 4'000€
<4'300- 5'899CHF",10,38,"okay"
"53",229242295746789,"R_AomSIyMtDd4sOA1",-0.522,0.562,"under","R_2B4jgxePdmcIg6a","R_2B4jgxePdmcIg6a",-0.271,0.489,"under","numeracy low",0.0730000000000001,0.1,"decreased error",1488,"R_AomSIyMtDd4sOA1","male","Germany","<1'500€
<3'100CHF","no formal education",2,6,1234,"R_2B4jgxePdmcIg6a",59,"<1'500€
<3'100CHF",24,20,"okay"
"54",229242295748626,"R_1pXWlt9fDYhaR3c",-0.413,0.674,"under","R_1PZfkT8XYl42PDz","R_1PZfkT8XYl42PDz",0.0316,0.382,"over","numeracy low",0.292,0.3,"decreased error",1340,"R_1pXWlt9fDYhaR3c","female","Germany","<1'500€
<3'100CHF","degree",1,5,1778,"R_1PZfkT8XYl42PDz",66,"<1'500- 2'499€
3'100-4'299CHF",22,29,"okay"
"55",229242295749654,"R_2ZBtopiyki2EAhe",-0.136,0.359,"under","R_3257tFfOjV1jKwQ","R_3257tFfOjV1jKwQ",0.0473,0.417,"over","numeracy low",-0.058,-0.1,"increased error",747,"R_2ZBtopiyki2EAhe","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,8,840,"R_3257tFfOjV1jKwQ",56,"2'500- 4'000€
<4'300- 5'899CHF",12,14,"okay"
"56",229242295749656,"R_1mRClohcHMkdAdv",-0.136,0.555,"under","R_XtEy0k8gPjhhQ3f","R_XtEy0k8gPjhhQ3f",-0.342,0.603,"under","numeracy low",-0.0479999999999999,0,"no change",524,"R_1mRClohcHMkdAdv","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,696,"R_XtEy0k8gPjhhQ3f",53,"<1'500- 2'499€
3'100-4'299CHF",8,11,"okay"
"57",229242295749665,"R_O2OqQdFdyDL9OwN",0.505,0.706,"over","R_2S16EzuYSfQHKX0","R_2S16EzuYSfQHKX0",-0.48,0.66,"under","numeracy low",0.0459999999999999,0,"no change",630,"R_O2OqQdFdyDL9OwN","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,3,684,"R_2S16EzuYSfQHKX0",42,"<1'500- 2'499€
3'100-4'299CHF",10,11,"okay"
"58",229242295750704,"R_3meiD2BanwaGxyW",-0.0329,0.766,"under","R_bmdU5AFsEXGtKqB","R_bmdU5AFsEXGtKqB",-1.23,1.23,"under","numeracy low",-0.464,-0.5,"increased error",956,"R_3meiD2BanwaGxyW","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,1340,"R_bmdU5AFsEXGtKqB",55,"2'500- 4'000€
<4'300- 5'899CHF",15,22,"okay"
"59",229242295750705,"R_Q9A5nzfd3fY5DsB",0.118,0.575,"over","R_xsZKooKsEADYt8d","R_xsZKooKsEADYt8d",0.233,0.516,"over","numeracy low",0.0589999999999999,0.1,"decreased error",777,"R_Q9A5nzfd3fY5DsB","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,5,978,"R_xsZKooKsEADYt8d",46,"2'500- 4'000€
<4'300- 5'899CHF",12,16,"okay"
"60",229242295752786,"R_40dNrMPFaOtEmbL",0.227,0.42,"over","R_Re625Ooz0OYFtXb","R_Re625Ooz0OYFtXb",0.702,0.795,"over","numeracy low",-0.375,-0.4,"increased error",627,"R_40dNrMPFaOtEmbL","male","Germany","> 4'000€
>5'900 CHF","middle school",2,3,597,"R_Re625Ooz0OYFtXb",63,"> 4'000€
>5'900 CHF",10,9,"okay"
"61",229242295753826,"R_3lGjzJeCRnEeWYp",0.0644,0.383,"over","R_2v0yEORbEoaCcvW","R_2v0yEORbEoaCcvW",-0.0762,0.322,"under","numeracy low",0.061,0.1,"decreased error",1683,"R_3lGjzJeCRnEeWYp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,4,1648,"R_2v0yEORbEoaCcvW",45,"2'500- 4'000€
<4'300- 5'899CHF",28,27,"okay"
"62",229242295753832,"R_d1lzcWcat1nY2jL",0.0347,0.627,"over","R_2PcWpDYMkGdiWuA","R_2PcWpDYMkGdiWuA",-0.118,0.65,"under","numeracy low",-0.023,0,"no change",2025,"R_d1lzcWcat1nY2jL","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",5,7,2545,"R_2PcWpDYMkGdiWuA",31,"<1'500- 2'499€
3'100-4'299CHF",33,42,"okay"
"63",229242295753838,"R_AHYq3fKkaHCcbWF",0.233,0.493,"over","R_2cnEXR8WCTUWKDw","R_2cnEXR8WCTUWKDw",0.203,0.67,"over","numeracy low",-0.177,-0.2,"increased error",1895,"R_AHYq3fKkaHCcbWF","male","Germany","<1'500€
<3'100CHF","no formal education",2,5,1684,"R_2cnEXR8WCTUWKDw",69,"<1'500€
<3'100CHF",31,28,"okay"
