"","ResponseId","m","Sum","gender","country","education","household_size","Duration.wave2","age","income.wave2","Minutes.wave2","Minutes","climate_concern","concern.scaled","exp.low_che.int","exp.low_che.hig","exp.low_mid.hig","exp.int_che.hig","exp.int_mid.hig","mid.low_che.int","mid.low_che.hig","percent"
"36","R_1Eag3xMoE7wW18J",229320605989990,4,"male","Germany","middle school",4,867,23,"2'500- 4'000€
<4'300- 5'899CHF",14,"okay",5.25,0.445812807881773,0,1,1,0,1,0,1,0.571428571428571
"37","R_1Eh4vp1pfF8GFJb",229321438343251,0,"female","Switzerland","middle school",1,1414,29,"<1'500€
<3'100CHF",23,"okay",6,1.19581280788177,0,0,0,0,0,0,0,0
"38","R_1esHTNUUBMqaFT4",229758454221926,1,"female","Switzerland","obligatory school",2,1306,80,"<1'500€
<3'100CHF",21,"okay",6,1.19581280788177,0,0,1,0,0,0,0,0.142857142857143
"39","R_1EXckHTPL38e8I3",229409893618721,0,"female","Germany","obligatory school",1,823,49,"<1'500€
<3'100CHF",13,"okay",5.25,0.445812807881773,0,0,0,0,0,0,0,0
"40","R_1F34b5Sc8PY9Agr",229320605949038,3,"male","Germany","degree",2,2515,44,"2'500- 4'000€
<4'300- 5'899CHF",41,"okay",5.75,0.945812807881773,0,1,0,0,1,0,1,0.428571428571429
"41","R_1f3YXfeCEsOPSlV",229677069768795,0,"male","Germany","obligatory school",2,947,74,"2'500- 4'000€
<4'300- 5'899CHF",15,"okay",6,1.19581280788177,0,0,0,0,0,0,0,0
"42","R_1F95ZqBmJuJUOkw",230469411958921,7,"male","Switzerland","degree",2,2625,75,"> 4'000€
>5'900 CHF",43,"okay",5,0.195812807881773,1,1,1,1,1,1,1,1
"43","R_1F97pVdAYa0AR1X",229321438387356,7,"female","Switzerland","middle school",1,837,29,"<1'500€
<3'100CHF",13,"okay",5.25,0.445812807881773,1,1,1,1,1,1,1,1
"44","R_1Fb60FleWdn0RUE",229677069754513,1,"female","Germany","degree",2,793,66,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",4,-0.804187192118227,0,1,0,0,0,0,0,0.142857142857143
"45","R_1fd2J5yU5aMILdN",229321437584534,1,"male","Switzerland","obligatory school",4,1325,30,"2'500- 4'000€
<4'300- 5'899CHF",22,"okay",6,1.19581280788177,0,0,1,0,0,0,0,0.142857142857143
"46","R_1FDpeUrcOgJSNxf",229320605935728,7,"male","Germany","degree",3,1235,65,"> 4'000€
>5'900 CHF",20,"okay",6,1.19581280788177,1,1,1,1,1,1,1,1
"47","R_1FET35ZNzpaPbdF",229678093261955,7,"male","Switzerland","degree",3,1802,74,"> 4'000€
>5'900 CHF",30,"okay",6,1.19581280788177,1,1,1,1,1,1,1,1
"48","R_1Ff7YEINWKKGDH6",229166416673876,6,"male","Switzerland","degree",2,1080,45,"> 4'000€
>5'900 CHF",18,"okay",5.75,0.945812807881773,1,1,1,1,1,0,1,0.857142857142857
"49","R_1FFDYiR7B3bxAQw",229409893563459,3,"female","Germany","middle school",4,927,47,"2'500- 4'000€
<4'300- 5'899CHF",15,"okay",3.5,-1.30418719211823,1,0,0,1,1,0,0,0.428571428571429
"50","R_1FmtO0YnX1gLS41",229321437677579,0,"male","Switzerland","obligatory school",4,940,36,"<1'500- 2'499€
3'100-4'299CHF",15,"okay",1,-3.80418719211823,0,0,0,0,0,0,0,0
"51","R_1Frcm9brNvhVz0E",229166066778296,3,"female","Germany","middle school",2,1239,59,"> 4'000€
>5'900 CHF",20,"okay",6,1.19581280788177,0,0,1,0,1,0,1,0.428571428571429
"52","R_1FsrFDQpo9ZXqH5",229678093212685,5,"female","Switzerland","degree",4,1854,46,"<1'500- 2'499€
3'100-4'299CHF",30,"okay",5.5,0.695812807881773,0,1,1,0,1,1,1,0.714285714285714
"53","R_1FxPHFim5fqJQQ6",229320605945902,3,"male","Germany","degree",3,4271,68,"<1'500- 2'499€
3'100-4'299CHF",71,"okay",6,1.19581280788177,0,0,1,0,1,0,1,0.428571428571429
"54","R_1g0codRo4a9OQoO",229255657936997,2,"male","Germany","middle school",3,343,28,"> 4'000€
>5'900 CHF",5,"speeder",6,1.19581280788177,0,1,0,1,0,0,0,0.285714285714286
"55","R_1g8sB1oxmSUbqac",229321437575305,2,"male","Switzerland","degree",1,1588,73,"<1'500€
<3'100CHF",26,"okay",6,1.19581280788177,0,0,1,0,0,0,1,0.285714285714286
"56","R_1GHQl4ynOuXKsoJ",229166416665772,1,"male","Switzerland","degree",3,781,33,"> 4'000€
>5'900 CHF",13,"okay",4.75,-0.0541871921182269,0,0,1,0,0,0,0,0.142857142857143
"57","R_1gLvjTZg4QNX5QS",229255657939091,3,"female","Germany","degree",2,720,31,"> 4'000€
>5'900 CHF",12,"okay",4.75,-0.0541871921182269,0,1,1,0,0,0,1,0.428571428571429
"58","R_1gnF5xx7LiG6Ey4",229320605952170,3,"female","Germany","degree",3,2238,62,"<1'500€
<3'100CHF",37,"okay",4.25,-0.554187192118227,0,0,1,0,1,0,1,0.428571428571429
"59","R_1gznfQwU0vN5Ydh",229678093431933,5,"female","Switzerland","degree",4,1252,32,"2'500- 4'000€
<4'300- 5'899CHF",20,"okay",2.5,-2.30418719211823,1,1,1,1,1,0,0,0.714285714285714
"60","R_1H6Rjj0awqzoXyO",229677069756609,2,"female","Germany","obligatory school",1,780,70,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",5,0.195812807881773,0,0,1,0,0,0,1,0.285714285714286
"61","R_1hN2fFHEfAEgcbd",229320605944858,3,"male","Germany","degree",2,1361,71,"> 4'000€
>5'900 CHF",22,"okay",6,1.19581280788177,0,0,1,0,1,0,1,0.428571428571429
"62","R_1hPRfP2ZEnVS9MR",229255657966697,4,"female","Germany","degree",1,1702,73,"<1'500€
<3'100CHF",28,"okay",5.25,0.445812807881773,0,1,1,0,1,0,1,0.571428571428571
"63","R_1hQEo3eSrkO8U4m",229255657965656,7,"male","Germany","degree",2,4865,67,"<1'500- 2'499€
3'100-4'299CHF",81,"okay",4,-0.804187192118227,1,1,1,1,1,1,1,1
"64","R_1hYcEowvUwVWBqw",229855351995491,5,"female","Germany","degree",2,5132,61,"> 4'000€
>5'900 CHF",85,"okay",6,1.19581280788177,0,1,1,1,1,0,1,0.714285714285714
"65","R_1i3WThj1PPLv7sg",229321438164192,4,"female","Switzerland","obligatory school",1,1611,32,"2'500- 4'000€
<4'300- 5'899CHF",26,"okay",4.25,-0.554187192118227,0,1,1,0,0,1,1,0.571428571428571
"66","R_1I4WlAa3OiJqVwK",229758453888227,1,"female","Switzerland","obligatory school",1,968,62,"<1'500€
<3'100CHF",16,"okay",5.75,0.945812807881773,0,0,1,0,0,0,0,0.142857142857143
"67","R_1I6MKxO41jAt15N",229166066782222,0,"male","Germany","degree",2,1439,29,"2'500- 4'000€
<4'300- 5'899CHF",23,"okay",5.75,0.945812807881773,0,0,0,0,0,0,0,0
"68","R_1IGfF1abpdkWhLy",229166066780404,4,"female","Germany","obligatory school",2,1497,72,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4.75,-0.0541871921182269,0,1,1,0,1,0,1,0.571428571428571
"69","R_1iqZeodTGsnoO71",229242449969214,4,"female","Switzerland","middle school",3,1268,50,"> 4'000€
>5'900 CHF",21,"okay",5,0.195812807881773,0,1,1,0,1,0,1,0.571428571428571
"70","R_1j7oxMkWVP5NSpt",229410207373567,7,"male","Switzerland","degree",2,895,57,"> 4'000€
>5'900 CHF",14,"okay",5,0.195812807881773,1,1,1,1,1,1,1,1
"71","R_1j9BySKkUls71SL",229409893572842,7,"male","Germany","middle school",2,6751,35,"<1'500- 2'499€
3'100-4'299CHF",112,"okay",6,1.19581280788177,1,1,1,1,1,1,1,1
"72","R_1JFb2GboLo58HzV",229242449965295,1,"male","Switzerland","obligatory school",1,1333,50,"<1'500€
<3'100CHF",22,"okay",1,-3.80418719211823,0,0,1,0,0,0,0,0.142857142857143
"73","R_1jIJHh1689WJ1Wf",230296025094160,2,"female","Switzerland","obligatory school",1,1615,54,"<1'500- 2'499€
3'100-4'299CHF",26,"okay",5.75,0.945812807881773,0,0,1,0,0,0,1,0.285714285714286
"74","R_1jMMgQWaTF17FdD",229410206863586,2,"female","Switzerland","obligatory school",2,957,30,"> 4'000€
>5'900 CHF",15,"okay",3.5,-1.30418719211823,0,0,1,0,0,0,1,0.285714285714286
"75","R_1jOhygKAl2j4uoW",229409893574684,3,"female","Germany","middle school",1,1223,67,"<1'500€
<3'100CHF",20,"okay",5.5,0.695812807881773,0,1,1,0,1,0,0,0.428571428571429
"76","R_1JUrVGo4h0DuwTF",229242295798887,0,"female","Germany","middle school",2,1305,61,"<1'500- 2'499€
3'100-4'299CHF",21,"okay",6,1.19581280788177,0,0,0,0,0,0,0,0
"77","R_1jxnsKE1PsOW2ud",229242449956923,7,"male","Switzerland","no formal education",3,1625,57,"> 4'000€
>5'900 CHF",27,"okay",5.5,0.695812807881773,1,1,1,1,1,1,1,1
"78","R_1jZcZ1S8MccWXlw",229937963399296,5,"female","Switzerland","middle school",2,1383,65,"2'500- 4'000€
<4'300- 5'899CHF",23,"okay",6,1.19581280788177,0,1,1,0,1,1,1,0.714285714285714
"79","R_1K41lGNotMQuaYo",229321438312457,4,"female","Switzerland","middle school",4,1080,23,"> 4'000€
>5'900 CHF",18,"okay",6,1.19581280788177,0,1,1,1,0,0,1,0.571428571428571
"80","R_1KjR9tFAM9YeB0x",229256171712646,3,"female","Switzerland","obligatory school",1,10837,47,"2'500- 4'000€
<4'300- 5'899CHF",180,"okay",5.5,0.695812807881773,0,0,1,0,0,1,1,0.428571428571429
"81","R_1Km3m54TPU3JKM1",229678093326426,1,"male","Switzerland","degree",1,1780,59,"<1'500€
<3'100CHF",29,"okay",6,1.19581280788177,0,0,0,0,0,0,1,0.142857142857143
"82","R_1KXEGN3b38r2ypb",229166066821130,0,"female","Germany","obligatory school",2,829,36,"<1'500- 2'499€
3'100-4'299CHF",13,"okay",6,1.19581280788177,0,0,0,0,0,0,0,0
"83","R_1l0RIyAa9CP5bzP",229256171658438,7,"male","Switzerland","obligatory school",2,1786,76,"> 4'000€
>5'900 CHF",29,"okay",2.5,-2.30418719211823,1,1,1,1,1,1,1,1
"84","R_1LexZBYJhPpiZjV",229242449960063,7,"male","Switzerland","degree",4,1577,32,"> 4'000€
>5'900 CHF",26,"okay",5.75,0.945812807881773,1,1,1,1,1,1,1,1
"85","R_1LFH0LOWi9Yz49r",229758453932074,6,"female","Switzerland","degree",1,1706,51,"<1'500- 2'499€
3'100-4'299CHF",28,"okay",5.5,0.695812807881773,0,1,1,1,1,1,1,0.857142857142857
"86","R_1LFmb4Bx13gTnD3",230469411954784,6,"male","Switzerland","degree",2,4582,63,"> 4'000€
>5'900 CHF",76,"okay",4.5,-0.304187192118227,1,1,1,1,0,1,1,0.857142857142857
"87","R_1loWPZTW4yf5XH7",229677069801542,3,"male","Germany","degree",4,982,54,"> 4'000€
>5'900 CHF",16,"okay",6,1.19581280788177,0,0,1,0,1,0,1,0.428571428571429
"88","R_1LtemN8EXM5ZUBN",229255657951349,5,"male","Germany","degree",2,30237,35,"> 4'000€
>5'900 CHF",503,"okay",6,1.19581280788177,0,1,1,0,1,1,1,0.714285714285714
"89","R_1LU8zd8gVQJ9Ymv",229677069783101,7,"female","Germany","degree",2,1022,33,"> 4'000€
>5'900 CHF",17,"okay",6,1.19581280788177,1,1,1,1,1,1,1,1
"90","R_1LuhzYh0vCqcqBC",229242449972339,7,"female","Switzerland","obligatory school",4,1167,34,"> 4'000€
>5'900 CHF",19,"okay",4,-0.804187192118227,1,1,1,1,1,1,1,1
"91","R_1LUJuqInfZjP2R8",229166066786390,3,"male","Germany","obligatory school",2,1868,60,"2'500- 4'000€
<4'300- 5'899CHF",31,"okay",1.25,-3.55418719211823,0,1,1,0,0,0,1,0.428571428571429
"92","R_1lzB3yQwCXpUq1d",229166416659487,0,"female","Switzerland","middle school",1,2828,77,"<1'500€
<3'100CHF",47,"okay",4,-0.804187192118227,0,0,0,0,0,0,0,0
"93","R_1MK61RcnsRnWNLS",229321437739104,5,"female","Switzerland","obligatory school",1,906,58,"2'500- 4'000€
<4'300- 5'899CHF",15,"okay",4,-0.804187192118227,0,0,1,1,1,1,1,0.714285714285714
"94","R_1mltiMTeFeXLWJB",229166416658444,7,"female","Switzerland","degree",4,1417,49,"> 4'000€
>5'900 CHF",23,"okay",6,1.19581280788177,1,1,1,1,1,1,1,1
"95","R_1mmFq3cx5odSSLt",229678093105251,7,"female","Switzerland","degree",2,1322,61,"2'500- 4'000€
<4'300- 5'899CHF",22,"okay",5.75,0.945812807881773,1,1,1,1,1,1,1,1
"96","R_1mn6nqlgVzfC7By",229321437507604,2,"female","Switzerland","no formal education",2,11501,50,"<1'500€
<3'100CHF",191,"okay",4.75,-0.0541871921182269,0,0,0,1,0,0,1,0.285714285714286
"97","R_1mPZTN6F4Yrwu6f",229166066770993,5,"male","Germany","obligatory school",2,4263,58,"2'500- 4'000€
<4'300- 5'899CHF",71,"okay",5.5,0.695812807881773,0,1,1,0,1,1,1,0.714285714285714
"98","R_1mqjuQbjSc7zaz8",229320605946949,7,"female","Germany","obligatory school",2,1455,57,"> 4'000€
>5'900 CHF",24,"okay",6,1.19581280788177,1,1,1,1,1,1,1,1
"99","R_1MS46DkDMSuh1PA",229321437515815,7,"female","Switzerland","degree",1,2829,67,"<1'500- 2'499€
3'100-4'299CHF",47,"okay",6,1.19581280788177,1,1,1,1,1,1,1,1
"100","R_1mt96mbxkfZ8oJc",229677069783098,4,"male","Germany","obligatory school",2,1317,63,"2'500- 4'000€
<4'300- 5'899CHF",21,"okay",6,1.19581280788177,0,0,1,0,1,1,1,0.571428571428571
"101","R_1mUwQ8WDbVXY7Bc",229409893551197,3,"female","Germany","degree",2,8717,60,"> 4'000€
>5'900 CHF",145,"okay",6,1.19581280788177,0,0,1,0,1,0,1,0.428571428571429
"102","R_1mw9V9ozzWi1LAn",229409893558495,2,"male","Germany","obligatory school",2,1244,70,"2'500- 4'000€
<4'300- 5'899CHF",20,"okay",3.25,-1.55418719211823,0,1,1,0,0,0,0,0.285714285714286
"103","R_1n0hU9OFnulf6DQ",229409893562422,3,"female","Germany","middle school",4,1257,47,"> 4'000€
>5'900 CHF",20,"okay",6,1.19581280788177,0,0,1,0,1,0,1,0.428571428571429
"104","R_1n1JzBYizsP8rTM",229256171660490,4,"male","Switzerland","obligatory school",2,1213,68,"> 4'000€
>5'900 CHF",20,"okay",4,-0.804187192118227,0,0,1,0,1,1,1,0.571428571428571
"105","R_1NaFm6LK1x6V9gF",229320605939889,3,"female","Germany","middle school",1,344,28,"<1'500- 2'499€
3'100-4'299CHF",5,"speeder",4,-0.804187192118227,0,1,1,0,0,1,0,0.428571428571429
"106","R_1NgER6kVSAaUKmK",229409893587194,0,"female","Germany","degree",2,772,55,"2'500- 4'000€
<4'300- 5'899CHF",12,"okay",2,-2.80418719211823,0,0,0,0,0,0,0,0
"107","R_1o59gPx3PeNGzjI",229410206629043,3,"female","Switzerland","degree",2,3316,31,"> 4'000€
>5'900 CHF",55,"okay",6,1.19581280788177,0,0,1,0,1,0,1,0.428571428571429
"108","R_1ob4JLq5bEFQZX3",229678093131973,2,"female","Switzerland","degree",1,3306,75,"<1'500€
<3'100CHF",55,"okay",4.5,-0.304187192118227,0,0,1,0,0,0,1,0.285714285714286
"109","R_1odmUPPKrKX7yt0",229677069757653,7,"female","Germany","middle school",2,1152,64,"2'500- 4'000€
<4'300- 5'899CHF",19,"okay",6,1.19581280788177,1,1,1,1,1,1,1,1
"110","R_1OI9sjzqAoq5VTd",229855352005760,5,"female","Germany","degree",2,2016,65,"> 4'000€
>5'900 CHF",33,"okay",3,-1.80418719211823,1,0,1,0,1,1,1,0.714285714285714
"111","R_1oj0iGwz5gWx4EM",229320605936759,7,"male","Germany","degree",3,544,43,"> 4'000€
>5'900 CHF",9,"okay",5,0.195812807881773,1,1,1,1,1,1,1,1
"112","R_1oniO1xKkANO7Rs",229320605950073,2,"male","Germany","degree",1,2622,43,"<1'500€
<3'100CHF",43,"okay",1,-3.80418719211823,0,0,1,0,1,0,0,0.285714285714286
"113","R_1OOwSBX7GRf44TF",229256171733167,4,"female","Switzerland","degree",3,1507,24,"2'500- 4'000€
<4'300- 5'899CHF",25,"okay",6,1.19581280788177,0,0,1,0,1,1,1,0.571428571428571
"114","R_1oqkBndhcpDZMqi",227471450957862,0,"female","Switzerland","no formal education",3,851,41,"2'500- 4'000€
<4'300- 5'899CHF",14,"okay",5,0.195812807881773,0,0,0,0,0,0,0,0
"115","R_1OwNrBIiXECqoyG",229242295848169,4,"male","Germany","obligatory school",2,2248,67,"2'500- 4'000€
<4'300- 5'899CHF",37,"okay",5.75,0.945812807881773,0,0,1,0,1,1,1,0.571428571428571
"116","R_1OZvYMVO8FhOvaF",230469412011106,1,"male","Switzerland","degree",1,1378,69,"> 4'000€
>5'900 CHF",22,"okay",5,0.195812807881773,0,0,1,0,0,0,0,0.142857142857143
"117","R_1PdvSyRjroeuRch",229242449982562,1,"female","Switzerland","obligatory school",2,2039,56,"<1'500- 2'499€
3'100-4'299CHF",33,"okay",4.75,-0.0541871921182269,0,0,1,0,0,0,0,0.142857142857143
"118","R_1pF3jLkb5kuiHLt",229242295738458,0,"male","Germany","middle school",1,866,49,"<1'500€
<3'100CHF",14,"okay",6,1.19581280788177,0,0,0,0,0,0,0,0
"119","R_1pFFiHfQdEkz93a",229678093414635,1,"female","Switzerland","degree",1,1478,66,"<1'500- 2'499€
3'100-4'299CHF",24,"okay",6,1.19581280788177,0,0,1,0,0,0,0,0.142857142857143
"120","R_1pQXa06zhttQ2QK",229320606006452,0,"male","Germany","degree",2,649,37,"2'500- 4'000€
<4'300- 5'899CHF",10,"speeder",1,-3.80418719211823,0,0,0,0,0,0,0,0
"121","R_1PT0N7jE8CEe4Om",229320605934677,6,"female","Germany","degree",3,1231,61,"> 4'000€
>5'900 CHF",20,"okay",6,1.19581280788177,0,1,1,1,1,1,1,0.857142857142857
"122","R_1pWi3TQiCGOmyri",229320605953210,2,"male","Germany","no formal education",1,811,37,"<1'500€
<3'100CHF",13,"okay",4.25,-0.554187192118227,0,0,1,0,0,0,1,0.285714285714286
"123","R_1pY7VZtwZ0xvste",229409893571809,1,"male","Germany","obligatory school",1,1991,50,"<1'500- 2'499€
3'100-4'299CHF",33,"okay",5,0.195812807881773,0,1,0,0,0,0,0,0.142857142857143
"124","R_1pyPj6pxQTGpmoY",230296025238534,2,"female","Switzerland","obligatory school",4,1272,36,"<1'500- 2'499€
3'100-4'299CHF",21,"okay",5,0.195812807881773,0,0,1,0,0,0,1,0.285714285714286
"125","R_1PZfkT8XYl42PDz",229242295748626,1,"female","Germany","degree",1,1778,66,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",6,1.19581280788177,0,0,0,0,0,0,1,0.142857142857143
"126","R_1Q3M5DRW0wNEKbT",229409893583024,0,"male","Germany","degree",4,1308,47,"> 4'000€
>5'900 CHF",21,"okay",3.25,-1.55418719211823,0,0,0,0,0,0,0,0
"127","R_1Q5SORbIaDcvhXw",229320605959210,6,"female","Germany","no formal education",3,1782,43,"<1'500€
<3'100CHF",29,"okay",3.75,-1.05418719211823,1,1,1,1,0,1,1,0.857142857142857
"128","R_1q97VY7HVIAyFYv",229320605949033,7,"female","Germany","obligatory school",2,1355,65,"<1'500€
<3'100CHF",22,"okay",3.75,-1.05418719211823,1,1,1,1,1,1,1,1
"129","R_1QcQf40hnZ8IGIv",229855352039662,5,"female","Germany","middle school",2,1955,64,"> 4'000€
>5'900 CHF",32,"okay",5,0.195812807881773,0,1,1,1,1,0,1,0.714285714285714
"130","R_1QcuoKglTc1aR2c",230469411967151,7,"female","Switzerland","degree",1,1531,58,"2'500- 4'000€
<4'300- 5'899CHF",25,"okay",3.75,-1.05418719211823,1,1,1,1,1,1,1,1
