"","ResponseId.wave1","mean.est.bias","mean.abs.error","Conf.level","Trad.lower","Trad.upper","binary","m","frequency_device_4","frequency_device_1","frequency_device_2","frequency_device_3","Duration.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes","climate_concern","concern.scaled","mean.freq","mean.freq.clean","freq.binary"
"24","R_1CpbbcLiMzHifTD",0.317,0.446,0.95,0.0434,0.849,"over",229409893560330,1,2,2,2,2423,"male","Germany","> 4'000€
>5'900 CHF","degree",2,3,10563,"R_2tbb14YphaE4xH6",75,"> 4'000€
>5'900 CHF",40,176,"okay",4.75,-0.171182266009852,1.75,2,"high"
"25","R_1d9WC22juoRU6UJ",0.312,0.519,0.95,0.219,0.819,"over",229255658003638,1,3,2,2,3919,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,6672,"R_12ncLRlhWhSi4HC",40,"2'500- 4'000€
<4'300- 5'899CHF",65,111,"okay",5.75,0.828817733990148,2,2.33333333333333,"high"
"26","R_1dFaniBnw4OZYyy",-1.25,1.25,0.95,0.842,1.66,"under",229255658041440,1,1,1,2,1089,"female","Germany","<1'500€
<3'100CHF","middle school",2,6,875,"R_3eXIx145q24P5ct",23,"<1'500- 2'499€
3'100-4'299CHF",18,14,"okay",3.75,-1.17118226600985,1.25,1.33333333333333,"low"
"27","R_1DpZ2imN1WBm1c6",0.102,0.571,0.95,0.306,0.836,"over",229409893636180,2,2,3,2,624,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,7,697,"R_3GBwXjMcRyWH99O",32,"<1'500- 2'499€
3'100-4'299CHF",10,11,"okay",4,-0.921182266009852,2.25,2.33333333333333,"high"
"28","R_1dtb3TlGOCmUA69",0.852,0.852,0.95,0.46,1.24,"over",229321437858830,1,2,2,3,618,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,3,528,"R_3dWXqIgiMohp3v6",19,"<1'500- 2'499€
3'100-4'299CHF",10,8,"okay",5.5,0.578817733990148,2,2.33333333333333,"high"
"29","R_1dtQ89qnhvDRtCJ",0.542,0.624,0.95,0.179,1.07,"over",229758201742380,1,1,1,1,1575,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,5168,"R_3nNQbVPzRGKWTvf",70,"> 4'000€
>5'900 CHF",26,86,"okay",6,1.07881773399015,1,1,"low"
"30","R_1DvYPnMPDojvXzI",0.665,0.665,0.95,0.326,1,"over",229677069772958,1,2,1,2,3240,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,3,3940,"R_3PufoRoPfelYFwl",52,"> 4'000€
>5'900 CHF",54,65,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"31","R_1DwD6QWJ1LcwYXv",-0.908,0.908,0.95,0.364,1.45,"under",229410207421640,1,2,1,3,1210,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,4,749,"R_1CeTcMn0lbUzusP",35,"> 4'000€
>5'900 CHF",20,12,"okay",5.5,0.578817733990148,1.75,2,"high"
"32","R_1DYavCLz1ceAMY4",0.33,0.429,0.95,0.0875,0.771,"over",229255657928942,1,1,1,2,1354,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1746,"R_pDyGasdoI2EyTa9",66,"2'500- 4'000€
<4'300- 5'899CHF",22,29,"okay",6,1.07881773399015,1.25,1.33333333333333,"low"
"33","R_1eItHzwa9LsrDs3",0.417,0.432,0.95,0.114,0.749,"over",229321437583507,2,3,3,3,1277,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",3,6,1079,"R_2e8zf4yA6aADPCx",54,"<1'500- 2'499€
3'100-4'299CHF",21,17,"okay",4.25,-0.671182266009852,2.75,3,"high"
"34","R_1F4k8KPay3Z7kp4",0.204,0.482,0.95,0.151,0.812,"over",229409893558497,1,2,1,2,1425,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1615,"R_PBTyt7WzyZvjzhv",53,"2'500- 4'000€
<4'300- 5'899CHF",23,26,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"35","R_1F94axNpIB5vuou",-0.247,0.798,0.95,0.354,1.24,"under",229321437921368,1,2,2,1,506,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,967,"R_2Vr5HURfk3ALUOy",26,"<1'500- 2'499€
3'100-4'299CHF",8,16,"okay",5,0.0788177339901477,1.5,1.66666666666667,"high"
"36","R_1FBk1b6s6Ugkr97",0.123,0.541,0.95,0.125,0.957,"over",229321438243967,1,1,1,3,1116,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,1653,"R_2OZmN3GX1csFnvS",22,"<1'500€
<3'100CHF",18,27,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"37","R_1FDtuG3k56IdBXy",0.219,0.563,0.95,0.13,0.996,"over",229256171644062,3,2,2,2,950,"male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,1455,"R_2s56lo4tG3fLjIQ",64,"> 4'000€
>5'900 CHF",15,24,"okay",5,0.0788177339901477,2.25,2,"high"
"38","R_1fl2MTowCfCRhG0",-0.216,0.406,0.95,0.133,0.678,"under",229855351994462,1,2,2,3,1814,"female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,1929,"R_2E4XZ1gU8UuEcy2",67,"> 4'000€
>5'900 CHF",30,32,"okay",5.75,0.828817733990148,2,2.33333333333333,"high"
"39","R_1FQVElWKrunBigd",-1.21,1.21,0.95,0.813,1.6,"under",229166416667863,2,2,2,2,1381,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,1374,"R_2fx5TdeHZkzu7SR",47,"> 4'000€
>5'900 CHF",23,22,"okay",5,0.0788177339901477,2,2,"high"
"40","R_1gGgLAtf6daWkoB",0.513,0.721,0.95,0.338,1.11,"over",229320605940944,1,2,1,2,500,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,3,685,"R_1rJ1QlgXJMaeq34",48,"<1'500- 2'499€
3'100-4'299CHF",8,11,"okay",5.75,0.828817733990148,1.5,1.66666666666667,"high"
"41","R_1ghcFo1JrTvT8DO",-0.826,0.859,0.95,0.408,1.31,"under",229256171709564,3,2,2,2,295,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,8,558,"R_21u3i7hJZiGF7q8",43,"> 4'000€
>5'900 CHF",4,9,"speeder",4,-0.921182266009852,2.25,2,"high"
"42","R_1giJxdmvvymiV9n",0.152,0.573,0.95,0.251,0.895,"over",229242449966323,1,1,1,3,775,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,2,794,"R_3fTRdl9Y4HIzfQI",38,"2'500- 4'000€
<4'300- 5'899CHF",12,13,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"43","R_1gIlDrlegDFV6sF",0.224,0.618,0.95,0.254,0.982,"over",229166066788472,1,2,1,3,3813,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",5,3,3729,"R_3M0xwiuX0tjd8ZJ",26,"<1'500€
<3'100CHF",63,62,"okay",6,1.07881773399015,1.75,2,"high"
"44","R_1gNKKT2BjaM2i4g",0.102,0.416,0.95,0.228,0.604,"over",230469411957892,1,1,1,2,1811,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,2535,"R_1cYyqwuVjx1HrFm",73,"2'500- 4'000€
<4'300- 5'899CHF",30,42,"okay",5.25,0.328817733990148,1.25,1.33333333333333,"low"
"45","R_1gNlZZdQIAPxbdw",0.455,0.762,0.95,0.479,1.05,"over",229321438210114,1,1,1,2,1101,"female","Switzerland","<1'500€
<3'100CHF","middle school",1,7,881,"R_2SoeQbtedg9U7A9",27,"<1'500€
<3'100CHF",18,14,"okay",5.75,0.828817733990148,1.25,1.33333333333333,"low"
"46","R_1Gy9AeUKqoHNGek",0.189,0.525,0.95,0.28,0.769,"over",229409893605426,2,2,2,2,1129,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,1231,"R_2q3jFjpu8freoQG",54,"2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay",1,-3.92118226600985,2,2,"high"
"47","R_1H8LLFUTNt7leVR",-0.223,0.464,0.95,0.187,0.742,"under",229321438330936,1,1,1,1,1270,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1280,"R_2D6c4MB4OoCIkDm",25,"2'500- 4'000€
<4'300- 5'899CHF",21,21,"okay",6,1.07881773399015,1,1,"low"
"48","R_1hH0gbNZowjmFne",0.336,0.628,0.95,0.416,0.84,"over",229677069777112,1,1,1,2,1548,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2024,"R_3qwf7JTBzYxKCgd",79,"<1'500- 2'499€
3'100-4'299CHF",25,33,"okay",6,1.07881773399015,1.25,1.33333333333333,"low"
"49","R_1Hi6v3EBgholEqM",-0.0428,0.531,0.95,0.36,0.701,"under",229409893567644,1,2,2,2,1571,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,1550,"R_W9DhX6A0Itwctt7",68,"> 4'000€
>5'900 CHF",26,25,"okay",6,1.07881773399015,1.75,2,"high"
"50","R_1hzJ87rgsFUNEvo",-0.449,0.57,0.95,0.191,0.949,"under",229409893637217,1,2,1,3,1153,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,1480,"R_1dGnuEDDeFDb6qd",34,"> 4'000€
>5'900 CHF",19,24,"okay",3.5,-1.42118226600985,1.75,2,"high"
"51","R_1I3Fm74ZDEJUWVt",-0.00667,0.447,0.95,0.251,0.642,"under",229677069801550,2,1,2,2,984,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,4,1411,"R_CdHSDDR8IXmD1jr",30,"2'500- 4'000€
<4'300- 5'899CHF",16,23,"okay",6,1.07881773399015,1.75,1.66666666666667,"high"
"52","R_1I4608oEAcr8qZ5",-1.02,1.02,0.95,0.536,1.51,"under",229678093184174,1,1,1,1,1630,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,1488,"R_3KTwRSPp3KkukEt",63,"<1'500- 2'499€
3'100-4'299CHF",27,24,"okay",6,1.07881773399015,1,1,"low"
"53","R_1i4KE9gxWSexZgC",0.456,0.484,0.95,0.0693,0.899,"over",229410206780427,1,1,1,1,1487,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,2,2047,"R_4GWm9Ta9Kjzy2E9",67,"<1'500€
<3'100CHF",24,34,"okay",6,1.07881773399015,1,1,"low"
"54","R_1i5sFl38pMZRzhx",0.186,0.365,0.95,0.175,0.556,"over",229255657947188,1,2,1,2,829,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,8,1175,"R_3QPZLvzZvpyN968",27,"<1'500- 2'499€
3'100-4'299CHF",13,19,"okay",4,-0.921182266009852,1.5,1.66666666666667,"high"
"55","R_1Isk7x4MMVzR6oS",-0.198,0.751,0.95,0.44,1.06,"under",229410207386675,1,1,1,2,837,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,1092,"R_2EzrxrOnJkcxDmK",40,"<1'500- 2'499€
3'100-4'299CHF",13,18,"okay",5.25,0.328817733990148,1.25,1.33333333333333,"low"
"56","R_1j8SoIjXPT4DTvP",0.00699,0.393,0.95,0.0634,0.723,"over",229242449968175,1,3,2,2,1152,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,4,1725,"R_3nouJkI0EPchv0K",40,"> 4'000€
>5'900 CHF",19,28,"okay",3.5,-1.42118226600985,2,2.33333333333333,"high"
"57","R_1JF7XaAKoJRpbIc",-0.303,0.805,0.95,0.454,1.16,"under",229256171676680,1,1,1,2,578,"female","Switzerland","> 4'000€
>5'900 CHF","degree",2,3,650,"R_1rq6oBNP3dfuJSh",45,"> 4'000€
>5'900 CHF",9,10,"okay",4,-0.921182266009852,1.25,1.33333333333333,"low"
"58","R_1jlhdlFwaaQA59K",-1.44,1.44,0.95,0.968,1.91,"under",229242449963187,1,1,1,2,534,"male","Switzerland","<1'500€
<3'100CHF","degree",1,5,825,"R_2tzlX1mX1CPkNHm",56,"<1'500€
<3'100CHF",8,13,"okay",4,-0.921182266009852,1.25,1.33333333333333,"low"
"59","R_1jxNAbcEEMGNBkz",0.767,0.767,0.95,0.309,1.23,"over",229256171671793,1,2,1,2,1540,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,4,4537,"R_sZ5hFn2aGEar5K1",20,"<1'500- 2'499€
3'100-4'299CHF",25,75,"okay",5,0.0788177339901477,1.5,1.66666666666667,"high"
"60","R_1k23tDbzBDJCCYn",0.0105,0.392,0.95,0.0404,0.743,"over",229242449982562,1,2,1,2,1211,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,2039,"R_1PdvSyRjroeuRch",56,"<1'500- 2'499€
3'100-4'299CHF",20,33,"okay",4.5,-0.421182266009852,1.5,1.66666666666667,"high"
"61","R_1K3H42hqGnqinn0",0.469,0.808,0.95,0.404,1.21,"over",229678093415665,2,1,1,1,4052,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,3292,"R_3rGtK5dTnqFVCjc",38,"<1'500- 2'499€
3'100-4'299CHF",67,54,"okay",3.5,-1.42118226600985,1.25,1,"low"
"62","R_1K8x1AoIHGdYEdL",-0.554,0.719,0.95,0.278,1.16,"under",229678093101134,2,1,1,1,1272,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,1322,"R_22LmAhnuYngmKbY",71,"<1'500- 2'499€
3'100-4'299CHF",21,22,"okay",5.75,0.828817733990148,1.25,1,"low"
"63","R_1KdVL9CKXXnCwiP",-0.281,0.577,0.95,0.222,0.932,"under",229242295868534,1,1,1,1,1044,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,828,"R_3Jfm7oG4vSdjKOY",41,"> 4'000€
>5'900 CHF",17,13,"okay",4.75,-0.171182266009852,1,1,"low"
"64","R_1KjrZK9wyaht0Yi",-0.12,0.393,0.95,0.231,0.554,"under",229409893574684,2,1,1,1,982,"female","Germany","<1'500€
<3'100CHF","middle school",1,3,1223,"R_1jOhygKAl2j4uoW",67,"<1'500€
<3'100CHF",16,20,"okay",6,1.07881773399015,1.25,1,"low"
"65","R_1KjsPrPEuumwKtb",-1.69,1.69,0.95,1.19,2.2,"under",229677069754513,3,1,1,1,513,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,793,"R_1Fb60FleWdn0RUE",66,"2'500- 4'000€
<4'300- 5'899CHF",8,13,"okay",5,0.0788177339901477,1.5,1,"low"
"66","R_1kMmTGmvgH9gulq",-0.527,0.576,0.95,0.0639,1.09,"under",229256171907291,1,1,1,2,479,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,6,1013,"R_2w7AymsBq0kFlRS",22,"2'500- 4'000€
<4'300- 5'899CHF",7,16,"speeder",6,1.07881773399015,1.25,1.33333333333333,"low"
"67","R_1kNYEgfcdgcFO51",0.432,0.526,0.95,0.235,0.816,"over",229256171556050,1,2,1,3,1041,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,6,1261,"R_2OTsX0VoE5sGvbN",48,"<1'500- 2'499€
3'100-4'299CHF",17,21,"okay",5.25,0.328817733990148,1.75,2,"high"
"68","R_1kOBGI4XPIWWLy6",-0.291,0.587,0.95,0.316,0.858,"under",229242295796801,2,2,2,2,293,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,467,"R_sM5369cj2ZAYOsN",29,"> 4'000€
>5'900 CHF",4,7,"speeder",3.75,-1.17118226600985,2,2,"high"
"69","R_1KpqCfkR85ApDEQ",0.312,0.424,0.95,0.0956,0.753,"over",229855352005760,2,2,1,2,1740,"female","Germany","> 4'000€
>5'900 CHF","degree",2,5,2016,"R_1OI9sjzqAoq5VTd",65,"> 4'000€
>5'900 CHF",29,33,"okay",2.75,-2.17118226600985,1.75,1.66666666666667,"high"
"70","R_1KuKiaIDKfwR9fT",0.625,0.889,0.95,0.501,1.28,"over",229242449956923,1,3,2,3,1911,"male","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,2,1625,"R_1jxnsKE1PsOW2ud",57,"> 4'000€
>5'900 CHF",31,27,"okay",5.75,0.828817733990148,2.25,2.66666666666667,"high"
"71","R_1l51CHacIzAAOYr",-0.204,0.357,0.95,0.195,0.52,"under",229409893558499,1,2,1,2,1410,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1705,"R_blT9RFPb7Be5eRr",60,"2'500- 4'000€
<4'300- 5'899CHF",23,28,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"72","R_1laeW4H0RHUBzsH",-0.183,0.677,0.95,0.209,1.15,"under",229242449960055,1,3,1,3,1011,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay",3.25,-1.67118226600985,2,2.33333333333333,"high"
"73","R_1LBcVCh8pm4Wlva",-0.67,0.67,0.95,0.17,1.17,"under",229409893568680,3,1,1,2,3278,"male","Germany","> 4'000€
>5'900 CHF","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF",54,68,"okay",3.75,-1.17118226600985,1.75,1.33333333333333,"low"
"74","R_1LGa0LGSDycaZxU",0.123,0.394,0.95,0.191,0.597,"over",229409893611680,1,1,1,1,2193,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1895,"R_20MCNf1iYVfsbyx",61,"<1'500- 2'499€
3'100-4'299CHF",36,31,"okay",5.75,0.828817733990148,1,1,"low"
"75","R_1LI64yNOZO7C7l3",0.851,0.851,0.95,0.364,1.34,"over",229678093115531,1,1,1,1,767,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,7,866,"R_30jwO1Q51T1Oqua",52,"<1'500- 2'499€
3'100-4'299CHF",12,14,"okay",5,0.0788177339901477,1,1,"low"
"76","R_1Liem5kTbkr14lF",-0.45,0.541,0.95,0.267,0.814,"under",229255657942219,1,2,2,2,1172,"male","Germany","> 4'000€
>5'900 CHF","degree",3,6,1634,"R_2dzIMFCeBrnYXrM",34,"> 4'000€
>5'900 CHF",19,27,"okay",4.25,-0.671182266009852,1.75,2,"high"
"77","R_1LM7eqPSPvv6cnA",-0.207,0.491,0.95,0.283,0.7,"under",229677069754519,1,1,1,2,1766,"male","Germany","> 4'000€
>5'900 CHF","degree",2,7,3718,"R_26buS4VBqPDXu4Q",54,"> 4'000€
>5'900 CHF",29,61,"okay",6,1.07881773399015,1.25,1.33333333333333,"low"
"78","R_1LoIjURU32wpqKF",0.684,0.726,0.95,0.255,1.2,"over",229256171670763,2,3,2,3,1985,"male","Switzerland","> 4'000€
>5'900 CHF","middle school",4,8,8266,"R_22DlIOA1QuwsRtH",44,"<1'500- 2'499€
3'100-4'299CHF",33,137,"okay",5.75,0.828817733990148,2.5,2.66666666666667,"high"
"79","R_1LRQAdfNJTKMgGI",0.521,0.767,0.95,0.308,1.23,"over",229758453883093,1,1,1,1,2821,"male","Switzerland","<1'500€
<3'100CHF","degree",1,6,2732,"R_RrWEqa504IT11n3",46,"<1'500€
<3'100CHF",47,45,"okay",5.75,0.828817733990148,1,1,"low"
