"","ResponseId.wave1","m","Sum","Duration.wave1","gender","country","income.wave1","education","household_size","politcalorientation","ResponseId","age","Minutes.wave1","Minutes","climate_concern","concern.scaled","exp.low_che.int","exp.low_che.hig","exp.low_mid.hig","exp.int_che.hig","exp.int_mid.hig","mid.low_che.int","mid.low_che.hig","percent"
"22","R_1CdA8mHseMZSYAc",229242295761139,4,833,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_sziDyRIyZS2XPAR",51,13,"okay",3.75,-1.17118226600985,0,0,1,0,1,1,1,0.571428571428571
"23","R_1Cf6yTr5MYyJtR8",229677069772955,4,1387,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,"R_88FkXzzd92InUJP",73,23,"okay",6,1.07881773399015,0,1,1,0,1,0,1,0.571428571428571
"24","R_1CpbbcLiMzHifTD",229409893560330,0,2423,"male","Germany","> 4'000€
>5'900 CHF","degree",2,3,"R_2tbb14YphaE4xH6",75,40,"okay",4.75,-0.171182266009852,0,0,0,0,0,0,0,0
"25","R_1d9WC22juoRU6UJ",229255658003638,2,3919,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,"R_12ncLRlhWhSi4HC",40,65,"okay",5.75,0.828817733990148,0,0,1,0,0,0,1,0.285714285714286
"26","R_1dFaniBnw4OZYyy",229255658041440,2,1089,"female","Germany","<1'500€
<3'100CHF","middle school",2,6,"R_3eXIx145q24P5ct",23,18,"okay",3.75,-1.17118226600985,0,0,1,0,1,0,0,0.285714285714286
"27","R_1DpZ2imN1WBm1c6",229409893636180,5,624,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,7,"R_3GBwXjMcRyWH99O",32,10,"okay",4,-0.921182266009852,0,1,1,1,1,1,0,0.714285714285714
"28","R_1dtb3TlGOCmUA69",229321437858830,4,618,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,3,"R_3dWXqIgiMohp3v6",19,10,"okay",5.5,0.578817733990148,0,0,1,0,1,1,1,0.571428571428571
"29","R_1dtQ89qnhvDRtCJ",229758201742380,7,1575,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,"R_3nNQbVPzRGKWTvf",70,26,"okay",6,1.07881773399015,1,1,1,1,1,1,1,1
"30","R_1DvYPnMPDojvXzI",229677069772958,5,3240,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,3,"R_3PufoRoPfelYFwl",52,54,"okay",6,1.07881773399015,0,1,1,1,1,0,1,0.714285714285714
"31","R_1DwD6QWJ1LcwYXv",229410207421640,1,1210,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,4,"R_1CeTcMn0lbUzusP",35,20,"okay",5.5,0.578817733990148,0,0,1,0,0,0,0,0.142857142857143
"32","R_1DYavCLz1ceAMY4",229255657928942,3,1354,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_pDyGasdoI2EyTa9",66,22,"okay",6,1.07881773399015,0,0,1,0,1,0,1,0.428571428571429
"33","R_1eItHzwa9LsrDs3",229321437583507,4,1277,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",3,6,"R_2e8zf4yA6aADPCx",54,21,"okay",4.25,-0.671182266009852,0,1,1,0,1,0,1,0.571428571428571
"34","R_1F4k8KPay3Z7kp4",229409893558497,4,1425,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,"R_PBTyt7WzyZvjzhv",53,23,"okay",6,1.07881773399015,0,1,1,0,1,0,1,0.571428571428571
"35","R_1F94axNpIB5vuou",229321437921368,2,506,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,"R_2Vr5HURfk3ALUOy",26,8,"okay",5,0.0788177339901477,0,0,1,0,0,1,0,0.285714285714286
"36","R_1FBk1b6s6Ugkr97",229321438243967,6,1116,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,"R_2OZmN3GX1csFnvS",22,18,"okay",6,1.07881773399015,0,1,1,1,1,1,1,0.857142857142857
"37","R_1FDtuG3k56IdBXy",229256171644062,1,950,"male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,"R_2s56lo4tG3fLjIQ",64,15,"okay",5,0.0788177339901477,0,0,1,0,0,0,0,0.142857142857143
"38","R_1fl2MTowCfCRhG0",229855351994462,3,1814,"female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,"R_2E4XZ1gU8UuEcy2",67,30,"okay",5.75,0.828817733990148,0,0,1,0,1,0,1,0.428571428571429
"39","R_1FQVElWKrunBigd",229166416667863,1,1381,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,"R_2fx5TdeHZkzu7SR",47,23,"okay",5,0.0788177339901477,0,0,1,0,0,0,0,0.142857142857143
"40","R_1gGgLAtf6daWkoB",229320605940944,3,500,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,3,"R_1rJ1QlgXJMaeq34",48,8,"okay",5.75,0.828817733990148,0,0,1,0,0,1,1,0.428571428571429
"41","R_1ghcFo1JrTvT8DO",229256171709564,6,295,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,8,"R_21u3i7hJZiGF7q8",43,4,"speeder",4,-0.921182266009852,1,0,1,1,1,1,1,0.857142857142857
"42","R_1giJxdmvvymiV9n",229242449966323,2,775,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,2,"R_3fTRdl9Y4HIzfQI",38,12,"okay",6,1.07881773399015,0,0,1,0,0,0,1,0.285714285714286
"43","R_1gIlDrlegDFV6sF",229166066788472,2,3813,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",5,3,"R_3M0xwiuX0tjd8ZJ",26,63,"okay",6,1.07881773399015,0,0,1,0,0,0,1,0.285714285714286
"44","R_1gNKKT2BjaM2i4g",230469411957892,5,1811,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,"R_1cYyqwuVjx1HrFm",73,30,"okay",5.25,0.328817733990148,0,1,1,1,0,1,1,0.714285714285714
"45","R_1gNlZZdQIAPxbdw",229321438210114,2,1101,"female","Switzerland","<1'500€
<3'100CHF","middle school",1,7,"R_2SoeQbtedg9U7A9",27,18,"okay",5.75,0.828817733990148,0,0,0,0,0,1,1,0.285714285714286
"46","R_1Gy9AeUKqoHNGek",229409893605426,0,1129,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,"R_2q3jFjpu8freoQG",54,18,"okay",1,-3.92118226600985,0,0,0,0,0,0,0,0
"47","R_1H8LLFUTNt7leVR",229321438330936,7,1270,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,"R_2D6c4MB4OoCIkDm",25,21,"okay",6,1.07881773399015,1,1,1,1,1,1,1,1
"48","R_1hH0gbNZowjmFne",229677069777112,7,1548,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,"R_3qwf7JTBzYxKCgd",79,25,"okay",6,1.07881773399015,1,1,1,1,1,1,1,1
"49","R_1Hi6v3EBgholEqM",229409893567644,7,1571,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,"R_W9DhX6A0Itwctt7",68,26,"okay",6,1.07881773399015,1,1,1,1,1,1,1,1
"50","R_1hzJ87rgsFUNEvo",229409893637217,4,1153,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,"R_1dGnuEDDeFDb6qd",34,19,"okay",3.5,-1.42118226600985,0,1,1,1,0,0,1,0.571428571428571
"51","R_1I3Fm74ZDEJUWVt",229677069801550,2,984,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,4,"R_CdHSDDR8IXmD1jr",30,16,"okay",6,1.07881773399015,1,0,0,0,1,0,0,0.285714285714286
"52","R_1I4608oEAcr8qZ5",229678093184174,0,1630,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_3KTwRSPp3KkukEt",63,27,"okay",6,1.07881773399015,0,0,0,0,0,0,0,0
"53","R_1i4KE9gxWSexZgC",229410206780427,7,1487,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,2,"R_4GWm9Ta9Kjzy2E9",67,24,"okay",6,1.07881773399015,1,1,1,1,1,1,1,1
"54","R_1i5sFl38pMZRzhx",229255657947188,0,829,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,8,"R_3QPZLvzZvpyN968",27,13,"okay",4,-0.921182266009852,0,0,0,0,0,0,0,0
"55","R_1Isk7x4MMVzR6oS",229410207386675,4,837,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,"R_2EzrxrOnJkcxDmK",40,13,"okay",5.25,0.328817733990148,0,1,1,0,0,1,1,0.571428571428571
"56","R_1j8SoIjXPT4DTvP",229242449968175,1,1152,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,4,"R_3nouJkI0EPchv0K",40,19,"okay",3.5,-1.42118226600985,0,0,1,0,0,0,0,0.142857142857143
"57","R_1JF7XaAKoJRpbIc",229256171676680,2,578,"female","Switzerland","> 4'000€
>5'900 CHF","degree",2,3,"R_1rq6oBNP3dfuJSh",45,9,"okay",4,-0.921182266009852,0,0,1,1,0,0,0,0.285714285714286
"58","R_1jlhdlFwaaQA59K",229242449963187,1,534,"male","Switzerland","<1'500€
<3'100CHF","degree",1,5,"R_2tzlX1mX1CPkNHm",56,8,"okay",4,-0.921182266009852,0,0,1,0,0,0,0,0.142857142857143
"59","R_1jxNAbcEEMGNBkz",229256171671793,7,1540,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,4,"R_sZ5hFn2aGEar5K1",20,25,"okay",5,0.0788177339901477,1,1,1,1,1,1,1,1
"60","R_1k23tDbzBDJCCYn",229242449982562,1,1211,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,"R_1PdvSyRjroeuRch",56,20,"okay",4.5,-0.421182266009852,0,0,0,0,0,0,1,0.142857142857143
"61","R_1K3H42hqGnqinn0",229678093415665,7,4052,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3rGtK5dTnqFVCjc",38,67,"okay",3.5,-1.42118226600985,1,1,1,1,1,1,1,1
"62","R_1K8x1AoIHGdYEdL",229678093101134,3,1272,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,"R_22LmAhnuYngmKbY",71,21,"okay",5.75,0.828817733990148,0,0,1,0,1,0,1,0.428571428571429
"63","R_1KdVL9CKXXnCwiP",229242295868534,1,1044,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,"R_3Jfm7oG4vSdjKOY",41,17,"okay",4.75,-0.171182266009852,0,0,0,0,0,1,0,0.142857142857143
"64","R_1KjrZK9wyaht0Yi",229409893574684,4,982,"female","Germany","<1'500€
<3'100CHF","middle school",1,3,"R_1jOhygKAl2j4uoW",67,16,"okay",6,1.07881773399015,0,1,1,0,1,0,1,0.571428571428571
"65","R_1KjsPrPEuumwKtb",229677069754513,0,513,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,"R_1Fb60FleWdn0RUE",66,8,"okay",5,0.0788177339901477,0,0,0,0,0,0,0,0
"66","R_1kMmTGmvgH9gulq",229256171907291,2,479,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,6,"R_2w7AymsBq0kFlRS",22,7,"speeder",6,1.07881773399015,0,0,1,0,1,0,0,0.285714285714286
"67","R_1kNYEgfcdgcFO51",229256171556050,5,1041,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,6,"R_2OTsX0VoE5sGvbN",48,17,"okay",5.25,0.328817733990148,0,1,1,0,1,1,1,0.714285714285714
"68","R_1kOBGI4XPIWWLy6",229242295796801,6,293,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,"R_sM5369cj2ZAYOsN",29,4,"speeder",3.75,-1.17118226600985,1,1,1,0,1,1,1,0.857142857142857
"69","R_1KpqCfkR85ApDEQ",229855352005760,2,1740,"female","Germany","> 4'000€
>5'900 CHF","degree",2,5,"R_1OI9sjzqAoq5VTd",65,29,"okay",2.75,-2.17118226600985,0,0,0,0,0,1,1,0.285714285714286
"70","R_1KuKiaIDKfwR9fT",229242449956923,6,1911,"male","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,2,"R_1jxnsKE1PsOW2ud",57,31,"okay",5.75,0.828817733990148,1,1,1,0,1,1,1,0.857142857142857
"71","R_1l51CHacIzAAOYr",229409893558499,6,1410,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,"R_blT9RFPb7Be5eRr",60,23,"okay",6,1.07881773399015,1,1,1,0,1,1,1,0.857142857142857
"72","R_1laeW4H0RHUBzsH",229242449960055,3,1011,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,"R_3rzrxxCG9fLy6pr",44,16,"okay",3.25,-1.67118226600985,0,0,1,0,0,1,1,0.428571428571429
"73","R_1LBcVCh8pm4Wlva",229409893568680,4,3278,"male","Germany","> 4'000€
>5'900 CHF","middle school",2,6,"R_3QFrmHKrdNNttqa",46,54,"okay",3.75,-1.17118226600985,0,1,1,0,1,0,1,0.571428571428571
"74","R_1LGa0LGSDycaZxU",229409893611680,0,2193,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,"R_20MCNf1iYVfsbyx",61,36,"okay",5.75,0.828817733990148,0,0,0,0,0,0,0,0
"75","R_1LI64yNOZO7C7l3",229678093115531,1,767,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,7,"R_30jwO1Q51T1Oqua",52,12,"okay",5,0.0788177339901477,0,0,1,0,0,0,0,0.142857142857143
"76","R_1Liem5kTbkr14lF",229255657942219,2,1172,"male","Germany","> 4'000€
>5'900 CHF","degree",3,6,"R_2dzIMFCeBrnYXrM",34,19,"okay",4.25,-0.671182266009852,0,0,1,0,0,0,1,0.285714285714286
"77","R_1LM7eqPSPvv6cnA",229677069754519,0,1766,"male","Germany","> 4'000€
>5'900 CHF","degree",2,7,"R_26buS4VBqPDXu4Q",54,29,"okay",6,1.07881773399015,0,0,0,0,0,0,0,0
"78","R_1LoIjURU32wpqKF",229256171670763,5,1985,"male","Switzerland","> 4'000€
>5'900 CHF","middle school",4,8,"R_22DlIOA1QuwsRtH",44,33,"okay",5.75,0.828817733990148,0,1,1,0,1,1,1,0.714285714285714
"79","R_1LRQAdfNJTKMgGI",229758453883093,5,2821,"male","Switzerland","<1'500€
<3'100CHF","degree",1,6,"R_RrWEqa504IT11n3",46,47,"okay",5.75,0.828817733990148,0,1,1,1,1,0,1,0.714285714285714
"80","R_1LSfZXKQq13jmcJ",229409893581988,5,1341,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,"R_10pBdcRCpngqXjW",66,22,"okay",5.25,0.328817733990148,0,1,1,0,1,1,1,0.714285714285714
"81","R_1lsN4gAk00nyLx9",229409893578856,4,1027,"female","Germany","> 4'000€
>5'900 CHF","degree",4,6,"R_2sZMR3HZgebyC7G",33,17,"okay",6,1.07881773399015,0,1,1,0,1,0,1,0.571428571428571
"82","R_1LUSiI51StMj2fs",229855352055869,0,1377,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,4,"R_3HTDoD3sdEXRJ69",61,22,"okay",2.25,-2.67118226600985,0,0,0,0,0,0,0,0
"83","R_1LvCjhF0EEOqlAp",229855352002681,0,286,"female","Germany","> 4'000€
>5'900 CHF","degree",3,9,"R_12fHiuDKnfCHBwJ",60,4,"speeder",3.75,-1.17118226600985,0,0,0,0,0,0,0,0
"84","R_1M0xHfneKLAhQMR",230469411964067,2,2386,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,2,"R_2V8sidAyrLfM799",58,39,"okay",5.5,0.578817733990148,0,0,0,0,0,1,1,0.285714285714286
"85","R_1mdW7cgT4seyyqQ",229320605936754,1,921,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,"R_2xK4m6fzER4JIVP",55,15,"okay",4.5,-0.421182266009852,0,0,1,0,0,0,0,0.142857142857143
"86","R_1mEKYPdbW4MPIrp",229255657933879,7,845,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,"R_2A0ZyfHN8PF2erE",55,14,"okay",3.75,-1.17118226600985,1,1,1,1,1,1,1,1
"87","R_1mgS3o7laschj5y",229855352122461,6,11618,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,"R_2CQ8YyzW1RpRmOa",70,193,"okay",4,-0.921182266009852,0,1,1,1,1,1,1,0.857142857142857
"88","R_1mQvIIkrYWPyK9D",229320605970439,3,1014,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,6,"R_3oENSp13RG6glC5",44,16,"okay",6,1.07881773399015,0,1,1,0,1,0,0,0.428571428571429
"89","R_1mRClohcHMkdAdv",229242295749656,3,524,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,"R_XtEy0k8gPjhhQ3f",53,8,"okay",2.25,-2.67118226600985,0,1,1,0,0,0,1,0.428571428571429
"90","R_1mwQU5GVzlTar7A",229678093163595,1,1232,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,3,"R_2CZMbro8CP9Uu5t",58,20,"okay",4.5,-0.421182266009852,0,0,1,0,0,0,0,0.142857142857143
"91","R_1MWyS3TUczp278V",229409893553280,7,2913,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,"R_2AYJXywwVu6QGs3",62,48,"okay",5.5,0.578817733990148,1,1,1,1,1,1,1,1
"92","R_1NaaqSLkXYb5DrA",229255657938043,7,990,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,"R_RKqHmKR3xJkYtax",48,16,"okay",5.75,0.828817733990148,1,1,1,1,1,1,1,1
"93","R_1Ntv8wpML03b7xm",229242449956912,1,1022,"male","Switzerland","> 4'000€
>5'900 CHF","degree",1,7,"R_efXCEpWlSglm0g1",45,17,"okay",5,0.0788177339901477,0,0,0,0,0,0,1,0.142857142857143
"94","R_1o1EUzmkWnI0L6v",229320605958184,1,2773,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_291jqH1l086hM3H",31,46,"okay",3.25,-1.67118226600985,0,0,1,0,0,0,0,0.142857142857143
"95","R_1o1iNts3exPmieU",229256171630718,1,1230,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,"R_2ZOLtO5eQcxaywi",64,20,"okay",5.25,0.328817733990148,0,0,1,0,0,0,0,0.142857142857143
"96","R_1obtEN1KAT8Ivsq",229937963356233,7,1305,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,"R_3MPAl1HRGhuO15w",69,21,"okay",5.25,0.328817733990148,1,1,1,1,1,1,1,1
"97","R_1oGDoYaN0EHfSOZ",229242450035926,3,1627,"female","Switzerland","<1'500€
<3'100CHF","degree",1,5,"R_Ybr1hoXT0OQo277",49,27,"okay",2.75,-2.17118226600985,0,0,1,0,0,1,1,0.428571428571429
"98","R_1ogUn1QrTtO0BPT",229758453888227,1,754,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,6,"R_1I4WlAa3OiJqVwK",62,12,"okay",5,0.0788177339901477,0,0,0,0,0,0,1,0.142857142857143
"99","R_1oImsaAeBtJQuJd",229321437677579,1,2475,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,8,"R_1FmtO0YnX1gLS41",36,41,"okay",2.75,-2.17118226600985,0,0,1,0,0,0,0,0.142857142857143
"100","R_1okjaSmNIcl4O4y",229166416665777,7,1092,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,4,"R_2YSB2Ar1L0afUeM",56,18,"okay",5.5,0.578817733990148,1,1,1,1,1,1,1,1
"101","R_1OktPLDHHWKRHhV",229242295742617,7,1811,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,"R_zdofFPepnmXbyFP",51,30,"okay",5,0.0788177339901477,1,1,1,1,1,1,1,1
"102","R_1OOWbFEaUfw4nNq",229677069763602,7,812,"male","Germany","> 4'000€
>5'900 CHF","middle school",2,3,"R_3gZRuNUJsE7IDtm",62,13,"okay",6,1.07881773399015,1,1,1,1,1,1,1,1
"103","R_1otmNfK7mAWtgZD",229677069775045,1,1051,"male","Germany","> 4'000€
>5'900 CHF","middle school",2,5,"R_1rw4iW8Em9oSO65",54,17,"okay",4.5,-0.421182266009852,0,0,1,0,0,0,0,0.142857142857143
"104","R_1ozl0QYygIw2niA",229409893555368,7,1811,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,"R_27k8PbNPolq0QAU",57,30,"okay",6,1.07881773399015,1,1,1,1,1,1,1,1
"105","R_1pE9CDJuuBYcoF8",229758453932074,4,1640,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,"R_1LFH0LOWi9Yz49r",51,27,"okay",6,1.07881773399015,0,1,1,0,0,1,1,0.571428571428571
"106","R_1pLjkduyxId8PDO",229242450019449,1,1012,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,"R_2DOdBo6U9ALFufg",32,16,"okay",5,0.0788177339901477,0,0,1,0,0,0,0,0.142857142857143
"107","R_1pQeLLBceDEDdP7",229677069756589,3,1292,"female","Germany","> 4'000€
>5'900 CHF","degree",3,3,"R_cumm5I9DifLtTPz",59,21,"okay",6,1.07881773399015,0,0,1,0,1,0,1,0.428571428571429
"108","R_1prLq4RJil17Iht",229855352039662,3,1986,"female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,"R_1QcQf40hnZ8IGIv",64,33,"okay",6,1.07881773399015,0,1,1,0,0,0,1,0.428571428571429
"109","R_1prs2kZZr8m54pO",229320605939889,4,462,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,3,"R_1NaFm6LK1x6V9gF",28,7,"speeder",4.25,-0.671182266009852,0,0,1,0,1,1,1,0.571428571428571
