"","m","ResponseId.x","co2","tax","energieabhaengigkeit","zeitpunkt","counter","response","Duration.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","age","Minutes.wave1","Minutes.wave2","Minutes","decision","emotions.re.pos","emotions.re.pos.scaled","emotions.re.neg.scaled","emotions.crisis.neg.tot","emotions.crisis.neg.tot.sc","trust.gov","trust.gov.scaled","trust.info.media","trust.info.gov","climate_concern","concern.scaled","ResponseId.wave1","V1","V2","difference"
"20",227471319859447,"R_3037BPovs68z8Wp","-30% CO2","+6%","+10%","in 7 Jahren",8,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"21",227471319859447,"R_3037BPovs68z8Wp","-30% CO2","+6%","+20%","in 1 Jahr    ",3,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"22",227471319859447,"R_3037BPovs68z8Wp","-15% CO2","+6%","+20%","in 7 Jahren",4,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"23",227471319859447,"R_3037BPovs68z8Wp","-15% CO2","+1%","+10%","in 7 Jahren",13,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"24",227471319859447,"R_3037BPovs68z8Wp","-15% CO2","+1%","+10%","in 1 Jahr    ",12,"Dafür",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",1,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"25",227471319859447,"R_3037BPovs68z8Wp","-30% CO2","+1%","+10%","in 7 Jahren",9,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"26",227471319859447,"R_3037BPovs68z8Wp","-15% CO2","+1%","+20%","in 7 Jahren",11,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"27",227471319859447,"R_3037BPovs68z8Wp","-30% CO2","+1%","+20%","in 7 Jahren",14,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"28",227471319859447,"R_3037BPovs68z8Wp","-30% CO2","+1%","+20%","in 1 Jahr    ",6,"Dafür",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",1,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"29",227471319859447,"R_3037BPovs68z8Wp","-15% CO2","+1%","+20%","in 1 Jahr    ",5,"Dafür",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",1,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"30",227471319859447,"R_3037BPovs68z8Wp","-30% CO2","+1%","+10%","in 1 Jahr    ",0,"Dafür",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",1,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"31",227471319859447,"R_3037BPovs68z8Wp","-15% CO2","+6%","+10%","in 1 Jahr    ",1,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"32",227471319859447,"R_3037BPovs68z8Wp","-15% CO2","+6%","+10%","in 7 Jahren",7,"Dagegen",1366,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2392,64,22,39,"okay",0,5,0.547161572052402,1.58471615720524,4,0.134263295553618,3,-0.691035683202786,3,3,6,1.07881773399015,"R_3037BPovs68z8Wp",0.893410131545721,1.39836985062282,"0"
"33",227471450945619,"R_eFZQYTp4gO6YksF","-15% CO2","+1%","+20%","in 7 Jahren",8,"Dagegen",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",0,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"34",227471450945619,"R_eFZQYTp4gO6YksF","-30% CO2","+1%","+10%","in 1 Jahr    ",5,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"35",227471450945619,"R_eFZQYTp4gO6YksF","-15% CO2","+6%","+10%","in 1 Jahr    ",11,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"36",227471450945619,"R_eFZQYTp4gO6YksF","-30% CO2","+1%","+20%","in 1 Jahr    ",3,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"37",227471450945619,"R_eFZQYTp4gO6YksF","-30% CO2","+1%","+10%","in 7 Jahren",7,"Dagegen",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",0,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"38",227471450945619,"R_eFZQYTp4gO6YksF","-15% CO2","+6%","+20%","in 1 Jahr    ",13,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"39",227471450945619,"R_eFZQYTp4gO6YksF","-15% CO2","+1%","+10%","in 1 Jahr    ",2,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"40",227471450945619,"R_eFZQYTp4gO6YksF","-30% CO2","+6%","+10%","in 7 Jahren",0,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"41",227471450945619,"R_eFZQYTp4gO6YksF","-30% CO2","+6%","+10%","in 1 Jahr    ",6,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"42",227471450945619,"R_eFZQYTp4gO6YksF","-30% CO2","+1%","+20%","in 7 Jahren",10,"Dagegen",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",0,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"43",227471450945619,"R_eFZQYTp4gO6YksF","-30% CO2","+6%","+20%","in 1 Jahr    ",1,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"44",227471450945619,"R_eFZQYTp4gO6YksF","-15% CO2","+6%","+20%","in 7 Jahren",15,"Dagegen",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",0,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"45",227471450945619,"R_eFZQYTp4gO6YksF","-30% CO2","+6%","+20%","in 7 Jahren",4,"Dagegen",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",0,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"46",227471450945619,"R_eFZQYTp4gO6YksF","-15% CO2","+6%","+10%","in 7 Jahren",14,"Dagegen",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",0,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"47",227471450945619,"R_eFZQYTp4gO6YksF","-15% CO2","+1%","+20%","in 1 Jahr    ",9,"Dafür",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",1,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"48",227471450945619,"R_eFZQYTp4gO6YksF","-15% CO2","+1%","+10%","in 7 Jahren",12,"Dagegen",1465,"female","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1572,57,24,26,"okay",0,6,1.5471615720524,-1.41528384279476,1,-2.86573670444638,4.33333333333333,0.642297650130547,5,5,5.25,0.328817733990148,"R_eFZQYTp4gO6YksF",1.00325988331686,1.26028898027892,"0"
"49",227471450957862,"R_DqafDJUij6pOidj","-15% CO2","+6%","+20%","in 7 Jahren",14,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"50",227471450957862,"R_DqafDJUij6pOidj","-15% CO2","+1%","+10%","in 7 Jahren",9,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"51",227471450957862,"R_DqafDJUij6pOidj","-15% CO2","+6%","+10%","in 7 Jahren",15,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"52",227471450957862,"R_DqafDJUij6pOidj","-15% CO2","+6%","+20%","in 1 Jahr    ",5,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"53",227471450957862,"R_DqafDJUij6pOidj","-15% CO2","+6%","+10%","in 1 Jahr    ",10,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"54",227471450957862,"R_DqafDJUij6pOidj","-30% CO2","+6%","+10%","in 7 Jahren",6,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"55",227471450957862,"R_DqafDJUij6pOidj","-30% CO2","+1%","+10%","in 1 Jahr    ",8,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"56",227471450957862,"R_DqafDJUij6pOidj","-30% CO2","+6%","+10%","in 1 Jahr    ",4,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"57",227471450957862,"R_DqafDJUij6pOidj","-15% CO2","+1%","+20%","in 7 Jahren",11,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"58",227471450957862,"R_DqafDJUij6pOidj","-15% CO2","+1%","+10%","in 1 Jahr    ",13,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"59",227471450957862,"R_DqafDJUij6pOidj","-30% CO2","+1%","+20%","in 1 Jahr    ",1,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"60",227471450957862,"R_DqafDJUij6pOidj","-30% CO2","+1%","+10%","in 7 Jahren",0,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"61",227471450957862,"R_DqafDJUij6pOidj","-30% CO2","+6%","+20%","in 1 Jahr    ",3,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"62",227471450957862,"R_DqafDJUij6pOidj","-15% CO2","+1%","+20%","in 1 Jahr    ",7,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"63",227471450957862,"R_DqafDJUij6pOidj","-30% CO2","+1%","+20%","in 7 Jahren",2,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
"64",227471450957862,"R_DqafDJUij6pOidj","-30% CO2","+6%","+20%","in 7 Jahren",12,"Dagegen",574,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,851,41,9,14,"okay",0,4,-0.452838427947598,-0.41528384279476,4.33333333333333,0.467596628886951,3.66666666666667,-0.0243690165361192,3,3,3,-1.92118226600985,"R_DqafDJUij6pOidj",0.909897299958424,1.37717202279235,"0"
