"","ResponseId.wave1","m","behavior","estimate","gender","age","income.wave1","country","education","actual","estimation.bias","estimation.bias.log","absolute.error","absolute.error.log","actual.log","estimate.log","climate_concern","concern.scaled"
"18","R_0OolMie4oWOnlJv",229678093372428,"dryer",250,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",1088,0.229779411764706,-0.638688886690123,0.229779411764706,0.638688886690123,3.03662889536216,2.39794000867204,2.75,-2.17118226600985
"19","R_0OolMie4oWOnlJv",229678093372428,"fridge_eff",150,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",52,2.88461538461538,0.460087915420882,2.88461538461538,0.460087915420882,1.7160033436348,2.17609125905568,2.75,-2.17118226600985
"20","R_0OolMie4oWOnlJv",229678093372428,"hairdryer",121,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",128,0.9453125,-0.0244245993314183,0.9453125,0.0244245993314183,2.10720996964787,2.08278537031645,2.75,-2.17118226600985
"21","R_0OolMie4oWOnlJv",229678093372428,"heating",600,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",1141,0.525854513584575,-0.279134394034571,0.525854513584575,0.279134394034571,3.05728564441821,2.77815125038364,2.75,-2.17118226600985
"22","R_0OolMie4oWOnlJv",229678093372428,"light_eff",365,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",358,1.0195530726257,0.00840983781260032,1.0195530726257,0.00840983781260032,2.55388302664387,2.56229286445647,2.75,-2.17118226600985
"23","R_0OolMie4oWOnlJv",229678093372428,"shower",250,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",1186,0.21079258010118,-0.676144680356206,0.21079258010118,0.676144680356206,3.07408468902824,2.39794000867204,2.75,-2.17118226600985
"24","R_0OolMie4oWOnlJv",229678093372428,"washing",156,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",127,1.22834645669291,0.0893208773985047,1.22834645669291,0.0893208773985047,2.10380372095596,2.19312459835446,2.75,-2.17118226600985
"25","R_0TmEasAMNDaTx73",229255657997387,"dishwasher",150,"female",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","degree",74,2.02702702702703,0.306859539324705,2.02702702702703,0.306859539324705,1.86923171973098,2.17609125905568,4,-0.921182266009852
"26","R_0TmEasAMNDaTx73",229255657997387,"dryer",400,"female",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","degree",1088,0.367647058823529,-0.434568904034199,0.367647058823529,0.434568904034199,3.03662889536216,2.60205999132796,4,-0.921182266009852
"27","R_0TmEasAMNDaTx73",229255657997387,"fridge_eff",200,"female",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","degree",52,3.84615384615385,0.585026652029182,3.84615384615385,0.585026652029182,1.7160033436348,2.30102999566398,4,-0.921182266009852
"28","R_0TmEasAMNDaTx73",229255657997387,"hairdryer",10,"female",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","degree",128,0.078125,-1.10720996964787,0.078125,1.10720996964787,2.10720996964787,1,4,-0.921182266009852
"29","R_0TmEasAMNDaTx73",229255657997387,"heating",200,"female",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","degree",1141,0.175284837861525,-0.756255648754233,0.175284837861525,0.756255648754233,3.05728564441821,2.30102999566398,4,-0.921182266009852
"30","R_0TmEasAMNDaTx73",229255657997387,"light_eff",100,"female",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","degree",358,0.279329608938547,-0.553883026643874,0.279329608938547,0.553883026643874,2.55388302664387,2,4,-0.921182266009852
"31","R_0TmEasAMNDaTx73",229255657997387,"shower",250,"female",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","degree",1186,0.21079258010118,-0.676144680356206,0.21079258010118,0.676144680356206,3.07408468902824,2.39794000867204,4,-0.921182266009852
"32","R_0TmEasAMNDaTx73",229255657997387,"washing",100,"female",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","degree",127,0.78740157480315,-0.103803720955957,0.78740157480315,0.103803720955957,2.10380372095596,2,4,-0.921182266009852
"33","R_10TQ9M87QSuIqpq",229677069783098,"dishwasher",80,"male",63,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",74,1.08108108108108,0.0338582672609674,1.08108108108108,0.0338582672609674,1.86923171973098,1.90308998699194,6,1.07881773399015
"34","R_10TQ9M87QSuIqpq",229677069783098,"dryer",450,"male",63,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",1088,0.413602941176471,-0.383416381586817,0.413602941176471,0.383416381586817,3.03662889536216,2.65321251377534,6,1.07881773399015
"35","R_10TQ9M87QSuIqpq",229677069783098,"fridge_eff",100,"male",63,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",52,1.92307692307692,0.283996656365201,1.92307692307692,0.283996656365201,1.7160033436348,2,6,1.07881773399015
"36","R_10TQ9M87QSuIqpq",229677069783098,"hairdryer",40,"male",63,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",128,0.3125,-0.505149978319906,0.3125,0.505149978319906,2.10720996964787,1.60205999132796,6,1.07881773399015
"37","R_10TQ9M87QSuIqpq",229677069783098,"heating",150,"male",63,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",1141,0.131463628396144,-0.881194385362533,0.131463628396144,0.881194385362533,3.05728564441821,2.17609125905568,6,1.07881773399015
"38","R_10TQ9M87QSuIqpq",229677069783098,"light_eff",60,"male",63,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",358,0.167597765363128,-0.775731776260231,0.167597765363128,0.775731776260231,2.55388302664387,1.77815125038364,6,1.07881773399015
"39","R_10TQ9M87QSuIqpq",229677069783098,"shower",20,"male",63,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",1186,0.0168634064080944,-1.77305469336426,0.0168634064080944,1.77305469336426,3.07408468902824,1.30102999566398,6,1.07881773399015
"40","R_10TQ9M87QSuIqpq",229677069783098,"washing",50,"male",63,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",127,0.393700787401575,-0.404833716619938,0.393700787401575,0.404833716619938,2.10380372095596,1.69897000433602,6,1.07881773399015
"41","R_10ZfwML5Q6HbOBv",230296025238534,"dishwasher",500,"female",36,"<1'500- 2'499€
3'100-4'299CHF","Switzerland","obligatory school",74,6.75675675675676,0.829738284605043,6.75675675675676,0.829738284605043,1.86923171973098,2.69897000433602,6,1.07881773399015
"42","R_10ZfwML5Q6HbOBv",230296025238534,"dryer",1000,"female",36,"<1'500- 2'499€
3'100-4'299CHF","Switzerland","obligatory school",1088,0.919117647058823,-0.0366288953621611,0.919117647058823,0.0366288953621611,3.03662889536216,3,6,1.07881773399015
"43","R_10ZfwML5Q6HbOBv",230296025238534,"fridge_eff",3000,"female",36,"<1'500- 2'499€
3'100-4'299CHF","Switzerland","obligatory school",52,57.6923076923077,1.76111791108486,57.6923076923077,1.76111791108486,1.7160033436348,3.47712125471966,6,1.07881773399015
"44","R_10ZfwML5Q6HbOBv",230296025238534,"hairdryer",500,"female",36,"<1'500- 2'499€
3'100-4'299CHF","Switzerland","obligatory school",128,3.90625,0.59176003468815,3.90625,0.59176003468815,2.10720996964787,2.69897000433602,6,1.07881773399015
"45","R_10ZfwML5Q6HbOBv",230296025238534,"heating",3000,"female",36,"<1'500- 2'499€
3'100-4'299CHF","Switzerland","obligatory school",1141,2.62927256792287,0.419835610301448,2.62927256792287,0.419835610301448,3.05728564441821,3.47712125471966,6,1.07881773399015
"46","R_10ZfwML5Q6HbOBv",230296025238534,"light_eff",100,"female",36,"<1'500- 2'499€
3'100-4'299CHF","Switzerland","obligatory school",358,0.279329608938547,-0.553883026643874,0.279329608938547,0.553883026643874,2.55388302664387,2,6,1.07881773399015
"47","R_10ZfwML5Q6HbOBv",230296025238534,"shower",500,"female",36,"<1'500- 2'499€
3'100-4'299CHF","Switzerland","obligatory school",1186,0.421585160202361,-0.375114684692225,0.421585160202361,0.375114684692225,3.07408468902824,2.69897000433602,6,1.07881773399015
"48","R_10ZfwML5Q6HbOBv",230296025238534,"washing",1000,"female",36,"<1'500- 2'499€
3'100-4'299CHF","Switzerland","obligatory school",127,7.8740157480315,0.896196279044043,7.8740157480315,0.896196279044043,2.10380372095596,3,6,1.07881773399015
"49","R_114x80EEaCoWOK0",229321437670402,"dishwasher",500,"male",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","obligatory school",74,6.75675675675676,0.829738284605043,6.75675675675676,0.829738284605043,1.86923171973098,2.69897000433602,5.75,0.828817733990148
"50","R_114x80EEaCoWOK0",229321437670402,"dryer",1000,"male",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","obligatory school",1088,0.919117647058823,-0.0366288953621611,0.919117647058823,0.0366288953621611,3.03662889536216,3,5.75,0.828817733990148
"51","R_114x80EEaCoWOK0",229321437670402,"fridge_eff",350,"male",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","obligatory school",52,6.73076923076923,0.828064700715476,6.73076923076923,0.828064700715476,1.7160033436348,2.54406804435028,5.75,0.828817733990148
"52","R_114x80EEaCoWOK0",229321437670402,"hairdryer",600,"male",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","obligatory school",128,4.6875,0.670941280735775,4.6875,0.670941280735775,2.10720996964787,2.77815125038364,5.75,0.828817733990148
"53","R_114x80EEaCoWOK0",229321437670402,"heating",1000,"male",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","obligatory school",1141,0.876424189307625,-0.0572856444182146,0.876424189307625,0.0572856444182146,3.05728564441821,3,5.75,0.828817733990148
"54","R_114x80EEaCoWOK0",229321437670402,"light_eff",120,"male",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","obligatory school",358,0.335195530726257,-0.47470178059625,0.335195530726257,0.47470178059625,2.55388302664387,2.07918124604762,5.75,0.828817733990148
"55","R_114x80EEaCoWOK0",229321437670402,"shower",20,"male",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","obligatory school",1186,0.0168634064080944,-1.77305469336426,0.0168634064080944,1.77305469336426,3.07408468902824,1.30102999566398,5.75,0.828817733990148
"56","R_114x80EEaCoWOK0",229321437670402,"washing",750,"male",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","obligatory school",127,5.90551181102362,0.771257542435743,5.90551181102362,0.771257542435743,2.10380372095596,2.8750612633917,5.75,0.828817733990148
"57","R_11bfomFynMxQ2HS",229256171561183,"dishwasher",400,"male",53,"<1'500€
<3'100CHF","Switzerland","obligatory school",74,5.4054054054054,0.732828271596986,5.4054054054054,0.732828271596986,1.86923171973098,2.60205999132796,5.75,0.828817733990148
"58","R_11bfomFynMxQ2HS",229256171561183,"dryer",50,"male",53,"<1'500€
<3'100CHF","Switzerland","obligatory school",1088,0.0459558823529412,-1.33765889102614,0.0459558823529412,1.33765889102614,3.03662889536216,1.69897000433602,5.75,0.828817733990148
"59","R_11bfomFynMxQ2HS",229256171561183,"fridge_eff",300,"male",53,"<1'500€
<3'100CHF","Switzerland","obligatory school",52,5.76923076923077,0.761117911084863,5.76923076923077,0.761117911084863,1.7160033436348,2.47712125471966,5.75,0.828817733990148
"60","R_11bfomFynMxQ2HS",229256171561183,"hairdryer",600,"male",53,"<1'500€
<3'100CHF","Switzerland","obligatory school",128,4.6875,0.670941280735775,4.6875,0.670941280735775,2.10720996964787,2.77815125038364,5.75,0.828817733990148
"61","R_11bfomFynMxQ2HS",229256171561183,"heating",300,"male",53,"<1'500€
<3'100CHF","Switzerland","obligatory school",1141,0.262927256792287,-0.580164389698552,0.262927256792287,0.580164389698552,3.05728564441821,2.47712125471966,5.75,0.828817733990148
"62","R_11bfomFynMxQ2HS",229256171561183,"light_eff",200,"male",53,"<1'500€
<3'100CHF","Switzerland","obligatory school",358,0.558659217877095,-0.252853030979893,0.558659217877095,0.252853030979893,2.55388302664387,2.30102999566398,5.75,0.828817733990148
"63","R_11bfomFynMxQ2HS",229256171561183,"shower",100,"male",53,"<1'500€
<3'100CHF","Switzerland","obligatory school",1186,0.0843170320404722,-1.07408468902824,0.0843170320404722,1.07408468902824,3.07408468902824,2,5.75,0.828817733990148
"64","R_11bfomFynMxQ2HS",229256171561183,"washing",200,"male",53,"<1'500€
<3'100CHF","Switzerland","obligatory school",127,1.5748031496063,0.197226274708024,1.5748031496063,0.197226274708024,2.10380372095596,2.30102999566398,5.75,0.828817733990148
"65","R_11crUzIYPdbRfiF",229320605939886,"dishwasher",560,"female",29,"> 4'000€
>5'900 CHF","Germany","degree",74,7.56756756756757,0.878956307275224,7.56756756756757,0.878956307275224,1.86923171973098,2.7481880270062,6,1.07881773399015
"66","R_11crUzIYPdbRfiF",229320605939886,"dryer",300,"female",29,"> 4'000€
>5'900 CHF","Germany","degree",1088,0.275735294117647,-0.559507640642499,0.275735294117647,0.559507640642499,3.03662889536216,2.47712125471966,6,1.07881773399015
"67","R_11crUzIYPdbRfiF",229320605939886,"fridge_eff",2000,"female",29,"> 4'000€
>5'900 CHF","Germany","degree",52,38.4615384615385,1.58502665202918,38.4615384615385,1.58502665202918,1.7160033436348,3.30102999566398,6,1.07881773399015
"68","R_11crUzIYPdbRfiF",229320605939886,"hairdryer",50,"female",29,"> 4'000€
>5'900 CHF","Germany","degree",128,0.390625,-0.40823996531185,0.390625,0.40823996531185,2.10720996964787,1.69897000433602,6,1.07881773399015
"69","R_11crUzIYPdbRfiF",229320605939886,"heating",500,"female",29,"> 4'000€
>5'900 CHF","Germany","degree",1141,0.438212094653812,-0.358315640082196,0.438212094653812,0.358315640082196,3.05728564441821,2.69897000433602,6,1.07881773399015
"70","R_11crUzIYPdbRfiF",229320605939886,"light_eff",200,"female",29,"> 4'000€
>5'900 CHF","Germany","degree",358,0.558659217877095,-0.252853030979893,0.558659217877095,0.252853030979893,2.55388302664387,2.30102999566398,6,1.07881773399015
"71","R_11crUzIYPdbRfiF",229320605939886,"shower",20,"female",29,"> 4'000€
>5'900 CHF","Germany","degree",1186,0.0168634064080944,-1.77305469336426,0.0168634064080944,1.77305469336426,3.07408468902824,1.30102999566398,6,1.07881773399015
"72","R_11crUzIYPdbRfiF",229320605939886,"washing",120,"female",29,"> 4'000€
>5'900 CHF","Germany","degree",127,0.94488188976378,-0.024622474908332,0.94488188976378,0.024622474908332,2.10380372095596,2.07918124604762,6,1.07881773399015
"73","R_122NLeAz7IQz6Db",229409893558502,"dishwasher",500,"male",73,"> 4'000€
>5'900 CHF","Germany","degree",74,6.75675675675676,0.829738284605043,6.75675675675676,0.829738284605043,1.86923171973098,2.69897000433602,6,1.07881773399015
"74","R_122NLeAz7IQz6Db",229409893558502,"dryer",1500,"male",73,"> 4'000€
>5'900 CHF","Germany","degree",1088,1.37867647058824,0.13946236369352,1.37867647058824,0.13946236369352,3.03662889536216,3.17609125905568,6,1.07881773399015
"75","R_122NLeAz7IQz6Db",229409893558502,"fridge_eff",450,"male",73,"> 4'000€
>5'900 CHF","Germany","degree",52,8.65384615384615,0.937209170140545,8.65384615384615,0.937209170140545,1.7160033436348,2.65321251377534,6,1.07881773399015
"76","R_122NLeAz7IQz6Db",229409893558502,"hairdryer",800,"male",73,"> 4'000€
>5'900 CHF","Germany","degree",128,6.25,0.795880017344075,6.25,0.795880017344075,2.10720996964787,2.90308998699194,6,1.07881773399015
"77","R_122NLeAz7IQz6Db",229409893558502,"heating",1000,"male",73,"> 4'000€
>5'900 CHF","Germany","degree",1141,0.876424189307625,-0.0572856444182146,0.876424189307625,0.0572856444182146,3.05728564441821,3,6,1.07881773399015
"78","R_122NLeAz7IQz6Db",229409893558502,"light_eff",800,"male",73,"> 4'000€
>5'900 CHF","Germany","degree",358,2.23463687150838,0.349206960348069,2.23463687150838,0.349206960348069,2.55388302664387,2.90308998699194,6,1.07881773399015
"79","R_122NLeAz7IQz6Db",229409893558502,"shower",1500,"male",73,"> 4'000€
>5'900 CHF","Germany","degree",1186,1.26475548060708,0.102006570027437,1.26475548060708,0.102006570027437,3.07408468902824,3.17609125905568,6,1.07881773399015
"80","R_122NLeAz7IQz6Db",229409893558502,"washing",1500,"male",73,"> 4'000€
>5'900 CHF","Germany","degree",127,11.8110236220472,1.07228753809972,11.8110236220472,1.07228753809972,2.10380372095596,3.17609125905568,6,1.07881773399015
"81","R_123mcZ5Ghsa8y8U",229409893567654,"dishwasher",50,"female",56,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",74,0.675675675675676,-0.170261715394957,0.675675675675676,0.170261715394957,1.86923171973098,1.69897000433602,6,1.07881773399015
"82","R_123mcZ5Ghsa8y8U",229409893567654,"dryer",300,"female",56,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",1088,0.275735294117647,-0.559507640642499,0.275735294117647,0.559507640642499,3.03662889536216,2.47712125471966,6,1.07881773399015
"83","R_123mcZ5Ghsa8y8U",229409893567654,"fridge_eff",250,"female",56,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",52,4.80769230769231,0.681936665037238,4.80769230769231,0.681936665037238,1.7160033436348,2.39794000867204,6,1.07881773399015
"84","R_123mcZ5Ghsa8y8U",229409893567654,"hairdryer",55,"female",56,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",128,0.4296875,-0.366847280153624,0.4296875,0.366847280153624,2.10720996964787,1.74036268949424,6,1.07881773399015
"85","R_123mcZ5Ghsa8y8U",229409893567654,"heating",500,"female",56,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",1141,0.438212094653812,-0.358315640082196,0.438212094653812,0.358315640082196,3.05728564441821,2.69897000433602,6,1.07881773399015
"86","R_123mcZ5Ghsa8y8U",229409893567654,"light_eff",150,"female",56,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",358,0.418994413407821,-0.377791767588193,0.418994413407821,0.377791767588193,2.55388302664387,2.17609125905568,6,1.07881773399015
"87","R_123mcZ5Ghsa8y8U",229409893567654,"shower",5,"female",56,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",1186,0.00421585160202361,-2.37511468469223,0.00421585160202361,2.37511468469223,3.07408468902824,0.698970004336019,6,1.07881773399015
"88","R_123mcZ5Ghsa8y8U",229409893567654,"washing",400,"female",56,"2'500- 4'000€
<4'300- 5'899CHF","Germany","obligatory school",127,3.1496062992126,0.498256270372006,3.1496062992126,0.498256270372006,2.10380372095596,2.60205999132796,6,1.07881773399015
"89","R_1253hukGlxFYfER",229255657952395,"dishwasher",200,"male",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","middle school",74,2.7027027027027,0.431798275933005,2.7027027027027,0.431798275933005,1.86923171973098,2.30102999566398,6,1.07881773399015
"90","R_1253hukGlxFYfER",229255657952395,"dryer",2500,"male",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","middle school",1088,2.29779411764706,0.361311113309877,2.29779411764706,0.361311113309877,3.03662889536216,3.39794000867204,6,1.07881773399015
"91","R_1253hukGlxFYfER",229255657952395,"fridge_eff",1000,"male",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","middle school",52,19.2307692307692,1.2839966563652,19.2307692307692,1.2839966563652,1.7160033436348,3,6,1.07881773399015
"92","R_1253hukGlxFYfER",229255657952395,"hairdryer",800,"male",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","middle school",128,6.25,0.795880017344075,6.25,0.795880017344075,2.10720996964787,2.90308998699194,6,1.07881773399015
"93","R_1253hukGlxFYfER",229255657952395,"heating",2500,"male",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","middle school",1141,2.19106047326906,0.340654364253823,2.19106047326906,0.340654364253823,3.05728564441821,3.39794000867204,6,1.07881773399015
"94","R_1253hukGlxFYfER",229255657952395,"light_eff",100,"male",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","middle school",358,0.279329608938547,-0.553883026643874,0.279329608938547,0.553883026643874,2.55388302664387,2,6,1.07881773399015
"95","R_1253hukGlxFYfER",229255657952395,"shower",500,"male",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","middle school",1186,0.421585160202361,-0.375114684692225,0.421585160202361,0.375114684692225,3.07408468902824,2.69897000433602,6,1.07881773399015
"96","R_1253hukGlxFYfER",229255657952395,"washing",500,"male",28,"<1'500- 2'499€
3'100-4'299CHF","Germany","middle school",127,3.93700787401575,0.595166283380062,3.93700787401575,0.595166283380062,2.10380372095596,2.69897000433602,6,1.07881773399015
"97","R_12DTHefOjls1akp",229409893556414,"dishwasher",40,"female",39,"2'500- 4'000€
<4'300- 5'899CHF","Germany","degree",74,0.540540540540541,-0.267171728403014,0.540540540540541,0.267171728403014,1.86923171973098,1.60205999132796,6,1.07881773399015
"98","R_12DTHefOjls1akp",229409893556414,"dryer",200,"female",39,"2'500- 4'000€
<4'300- 5'899CHF","Germany","degree",1088,0.183823529411765,-0.73559889969818,0.183823529411765,0.73559889969818,3.03662889536216,2.30102999566398,6,1.07881773399015
"99","R_12DTHefOjls1akp",229409893556414,"fridge_eff",300,"female",39,"2'500- 4'000€
<4'300- 5'899CHF","Germany","degree",52,5.76923076923077,0.761117911084863,5.76923076923077,0.761117911084863,1.7160033436348,2.47712125471966,6,1.07881773399015
"100","R_12DTHefOjls1akp",229409893556414,"hairdryer",200,"female",39,"2'500- 4'000€
<4'300- 5'899CHF","Germany","degree",128,1.5625,0.193820026016113,1.5625,0.193820026016113,2.10720996964787,2.30102999566398,6,1.07881773399015
"101","R_12DTHefOjls1akp",229409893556414,"heating",700,"female",39,"2'500- 4'000€
<4'300- 5'899CHF","Germany","degree",1141,0.613496932515337,-0.212187604403958,0.613496932515337,0.212187604403958,3.05728564441821,2.84509804001426,6,1.07881773399015
"102","R_12DTHefOjls1akp",229409893556414,"light_eff",60,"female",39,"2'500- 4'000€
<4'300- 5'899CHF","Germany","degree",358,0.167597765363128,-0.775731776260231,0.167597765363128,0.775731776260231,2.55388302664387,1.77815125038364,6,1.07881773399015
"103","R_12DTHefOjls1akp",229409893556414,"shower",300,"female",39,"2'500- 4'000€
<4'300- 5'899CHF","Germany","degree",1186,0.252951096121417,-0.596963434308581,0.252951096121417,0.596963434308581,3.07408468902824,2.47712125471966,6,1.07881773399015
"104","R_12DTHefOjls1akp",229409893556414,"washing",200,"female",39,"2'500- 4'000€
<4'300- 5'899CHF","Germany","degree",127,1.5748031496063,0.197226274708024,1.5748031496063,0.197226274708024,2.10380372095596,2.30102999566398,6,1.07881773399015
"105","R_12i4SXq1sTQbnI2",229678093243470,"dishwasher",50,"female",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",74,0.675675675675676,-0.170261715394957,0.675675675675676,0.170261715394957,1.86923171973098,1.69897000433602,4,-0.921182266009852
"106","R_12i4SXq1sTQbnI2",229678093243470,"dryer",50,"female",46,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","middle school",1088,0.0459558823529412,-1.33765889102614,0.0459558823529412,1.33765889102614,3.03662889536216,1.69897000433602,4,-0.921182266009852
