"","ResponseId","verhalten","similarity","verhalten2","v2","v1","similarity.2"
"36","R_08pQbcqpFcnHu6Z","bc",5,"bc","c","b",5
"37","R_08pQbcqpFcnHu6Z","bd",5,"bd","d","b",5
"38","R_08pQbcqpFcnHu6Z","be",4,"be","e","b",6
"39","R_08pQbcqpFcnHu6Z","bf",3,"bf","f","b",7
"40","R_08pQbcqpFcnHu6Z","cd",4,"cd","d","c",6
"41","R_08pQbcqpFcnHu6Z","ce",3,"ce","e","c",7
"42","R_08pQbcqpFcnHu6Z","cf",2,"cf","f","c",8
"43","R_08pQbcqpFcnHu6Z","de",4,"de","e","d",6
"44","R_08pQbcqpFcnHu6Z","df",4,"df","f","d",6
"45","R_08pQbcqpFcnHu6Z","ef",3,"ef","f","e",7
"46","R_08pQbcqpFcnHu6Z","fa",4,"fa","a","f",6
"47","R_08pQbcqpFcnHu6Z","ea",4,"ea","a","e",6
"48","R_08pQbcqpFcnHu6Z","da",4,"da","a","d",6
"49","R_08pQbcqpFcnHu6Z","ca",2,"ca","a","c",8
"50","R_08pQbcqpFcnHu6Z","ba",4,"ba","a","b",6
"51","R_08pQbcqpFcnHu6Z","fb",3,"fb","b","f",7
"52","R_08pQbcqpFcnHu6Z","eb",4,"eb","b","e",6
"53","R_08pQbcqpFcnHu6Z","db",5,"db","b","d",5
"54","R_08pQbcqpFcnHu6Z","cb",5,"cb","b","c",5
"55","R_08pQbcqpFcnHu6Z","fc",2,"fc","c","f",8
"56","R_08pQbcqpFcnHu6Z","ec",3,"ec","c","e",7
"57","R_08pQbcqpFcnHu6Z","dc",4,"dc","c","d",6
"58","R_08pQbcqpFcnHu6Z","fd",4,"fd","d","f",6
"59","R_08pQbcqpFcnHu6Z","ed",4,"ed","d","e",6
"60","R_08pQbcqpFcnHu6Z","fe",3,"fe","e","f",7
"61","R_0Ah8ZQaBntW3RmN","ab",5,"ab","b","a",5
"62","R_0Ah8ZQaBntW3RmN","ac",5,"ac","c","a",5
"63","R_0Ah8ZQaBntW3RmN","ad",5,"ad","d","a",5
"64","R_0Ah8ZQaBntW3RmN","ae",4,"ae","e","a",6
"65","R_0Ah8ZQaBntW3RmN","af",2,"af","f","a",8
"66","R_0Ah8ZQaBntW3RmN","bc",2,"bc","c","b",8
"67","R_0Ah8ZQaBntW3RmN","bd",2,"bd","d","b",8
"68","R_0Ah8ZQaBntW3RmN","be",4,"be","e","b",6
"69","R_0Ah8ZQaBntW3RmN","bf",6,"bf","f","b",4
"70","R_0Ah8ZQaBntW3RmN","cd",2,"cd","d","c",8
"71","R_0Ah8ZQaBntW3RmN","ce",3,"ce","e","c",7
"72","R_0Ah8ZQaBntW3RmN","cf",2,"cf","f","c",8
"73","R_0Ah8ZQaBntW3RmN","de",2,"de","e","d",8
"74","R_0Ah8ZQaBntW3RmN","df",5,"df","f","d",5
"75","R_0Ah8ZQaBntW3RmN","ef",4,"ef","f","e",6
"76","R_0Ah8ZQaBntW3RmN","fa",2,"fa","a","f",8
"77","R_0Ah8ZQaBntW3RmN","ea",4,"ea","a","e",6
"78","R_0Ah8ZQaBntW3RmN","da",5,"da","a","d",5
"79","R_0Ah8ZQaBntW3RmN","ca",5,"ca","a","c",5
"80","R_0Ah8ZQaBntW3RmN","ba",5,"ba","a","b",5
"81","R_0Ah8ZQaBntW3RmN","fb",6,"fb","b","f",4
"82","R_0Ah8ZQaBntW3RmN","eb",4,"eb","b","e",6
"83","R_0Ah8ZQaBntW3RmN","db",2,"db","b","d",8
"84","R_0Ah8ZQaBntW3RmN","cb",2,"cb","b","c",8
"85","R_0Ah8ZQaBntW3RmN","fc",2,"fc","c","f",8
"86","R_0Ah8ZQaBntW3RmN","ec",3,"ec","c","e",7
"87","R_0Ah8ZQaBntW3RmN","dc",2,"dc","c","d",8
"88","R_0Ah8ZQaBntW3RmN","fd",5,"fd","d","f",5
"89","R_0Ah8ZQaBntW3RmN","ed",2,"ed","d","e",8
"90","R_0Ah8ZQaBntW3RmN","fe",4,"fe","e","f",6
"91","R_0GLAzLpKzb2dj0t","ab",4,"ab","b","a",6
"92","R_0GLAzLpKzb2dj0t","ac",7,"ac","c","a",3
"93","R_0GLAzLpKzb2dj0t","ad",7,"ad","d","a",3
"94","R_0GLAzLpKzb2dj0t","ae",5,"ae","e","a",5
"95","R_0GLAzLpKzb2dj0t","af",4,"af","f","a",6
"96","R_0GLAzLpKzb2dj0t","bc",3,"bc","c","b",7
"97","R_0GLAzLpKzb2dj0t","bd",2,"bd","d","b",8
"98","R_0GLAzLpKzb2dj0t","be",6,"be","e","b",4
"99","R_0GLAzLpKzb2dj0t","bf",6,"bf","f","b",4
"100","R_0GLAzLpKzb2dj0t","cd",3,"cd","d","c",7
"101","R_0GLAzLpKzb2dj0t","ce",2,"ce","e","c",8
"102","R_0GLAzLpKzb2dj0t","cf",5,"cf","f","c",5
"103","R_0GLAzLpKzb2dj0t","de",1,"de","e","d",9
"104","R_0GLAzLpKzb2dj0t","df",2,"df","f","d",8
"105","R_0GLAzLpKzb2dj0t","ef",9,"ef","f","e",1
"106","R_0GLAzLpKzb2dj0t","fa",4,"fa","a","f",6
"107","R_0GLAzLpKzb2dj0t","ea",5,"ea","a","e",5
"108","R_0GLAzLpKzb2dj0t","da",7,"da","a","d",3
"109","R_0GLAzLpKzb2dj0t","ca",7,"ca","a","c",3
"110","R_0GLAzLpKzb2dj0t","ba",4,"ba","a","b",6
"111","R_0GLAzLpKzb2dj0t","fb",6,"fb","b","f",4
"112","R_0GLAzLpKzb2dj0t","eb",6,"eb","b","e",4
"113","R_0GLAzLpKzb2dj0t","db",2,"db","b","d",8
"114","R_0GLAzLpKzb2dj0t","cb",3,"cb","b","c",7
"115","R_0GLAzLpKzb2dj0t","fc",5,"fc","c","f",5
"116","R_0GLAzLpKzb2dj0t","ec",2,"ec","c","e",8
"117","R_0GLAzLpKzb2dj0t","dc",3,"dc","c","d",7
"118","R_0GLAzLpKzb2dj0t","fd",2,"fd","d","f",8
"119","R_0GLAzLpKzb2dj0t","ed",1,"ed","d","e",9
"120","R_0GLAzLpKzb2dj0t","fe",9,"fe","e","f",1
"121","R_0jlDzmWvG165Jfj","ab",1,"ab","b","a",9
"122","R_0jlDzmWvG165Jfj","ac",1,"ac","c","a",9
"123","R_0jlDzmWvG165Jfj","ad",1,"ad","d","a",9
"124","R_0jlDzmWvG165Jfj","ae",9,"ae","e","a",1
"125","R_0jlDzmWvG165Jfj","af",9,"af","f","a",1
"126","R_0jlDzmWvG165Jfj","bc",9,"bc","c","b",1
"127","R_0jlDzmWvG165Jfj","bd",9,"bd","d","b",1
"128","R_0jlDzmWvG165Jfj","be",1,"be","e","b",9
"129","R_0jlDzmWvG165Jfj","bf",1,"bf","f","b",9
"130","R_0jlDzmWvG165Jfj","cd",1,"cd","d","c",9
"131","R_0jlDzmWvG165Jfj","ce",9,"ce","e","c",1
"132","R_0jlDzmWvG165Jfj","cf",9,"cf","f","c",1
"133","R_0jlDzmWvG165Jfj","de",1,"de","e","d",9
"134","R_0jlDzmWvG165Jfj","df",1,"df","f","d",9
"135","R_0jlDzmWvG165Jfj","ef",9,"ef","f","e",1
"136","R_0jlDzmWvG165Jfj","fa",9,"fa","a","f",1
"137","R_0jlDzmWvG165Jfj","ea",9,"ea","a","e",1
"138","R_0jlDzmWvG165Jfj","da",1,"da","a","d",9
"139","R_0jlDzmWvG165Jfj","ca",1,"ca","a","c",9
"140","R_0jlDzmWvG165Jfj","ba",1,"ba","a","b",9
"141","R_0jlDzmWvG165Jfj","fb",1,"fb","b","f",9
"142","R_0jlDzmWvG165Jfj","eb",1,"eb","b","e",9
"143","R_0jlDzmWvG165Jfj","db",9,"db","b","d",1
"144","R_0jlDzmWvG165Jfj","cb",9,"cb","b","c",1
"145","R_0jlDzmWvG165Jfj","fc",9,"fc","c","f",1
"146","R_0jlDzmWvG165Jfj","ec",9,"ec","c","e",1
"147","R_0jlDzmWvG165Jfj","dc",1,"dc","c","d",9
"148","R_0jlDzmWvG165Jfj","fd",1,"fd","d","f",9
"149","R_0jlDzmWvG165Jfj","ed",1,"ed","d","e",9
"150","R_0jlDzmWvG165Jfj","fe",9,"fe","e","f",1
"151","R_0JNK6I2YBa5L4eR","ab",3,"ab","b","a",7
"152","R_0JNK6I2YBa5L4eR","ac",4,"ac","c","a",6
"153","R_0JNK6I2YBa5L4eR","ad",3,"ad","d","a",7
"154","R_0JNK6I2YBa5L4eR","ae",3,"ae","e","a",7
"155","R_0JNK6I2YBa5L4eR","af",3,"af","f","a",7
"156","R_0JNK6I2YBa5L4eR","bc",3,"bc","c","b",7
"157","R_0JNK6I2YBa5L4eR","bd",4,"bd","d","b",6
"158","R_0JNK6I2YBa5L4eR","be",4,"be","e","b",6
"159","R_0JNK6I2YBa5L4eR","bf",4,"bf","f","b",6
"160","R_0JNK6I2YBa5L4eR","cd",3,"cd","d","c",7
"161","R_0JNK6I2YBa5L4eR","ce",4,"ce","e","c",6
"162","R_0JNK6I2YBa5L4eR","cf",4,"cf","f","c",6
"163","R_0JNK6I2YBa5L4eR","de",5,"de","e","d",5
"164","R_0JNK6I2YBa5L4eR","df",4,"df","f","d",6
"165","R_0JNK6I2YBa5L4eR","ef",4,"ef","f","e",6
"166","R_0JNK6I2YBa5L4eR","fa",3,"fa","a","f",7
"167","R_0JNK6I2YBa5L4eR","ea",3,"ea","a","e",7
"168","R_0JNK6I2YBa5L4eR","da",3,"da","a","d",7
"169","R_0JNK6I2YBa5L4eR","ca",4,"ca","a","c",6
"170","R_0JNK6I2YBa5L4eR","ba",3,"ba","a","b",7
"171","R_0JNK6I2YBa5L4eR","fb",4,"fb","b","f",6
"172","R_0JNK6I2YBa5L4eR","eb",4,"eb","b","e",6
"173","R_0JNK6I2YBa5L4eR","db",4,"db","b","d",6
"174","R_0JNK6I2YBa5L4eR","cb",3,"cb","b","c",7
"175","R_0JNK6I2YBa5L4eR","fc",4,"fc","c","f",6
"176","R_0JNK6I2YBa5L4eR","ec",4,"ec","c","e",6
"177","R_0JNK6I2YBa5L4eR","dc",3,"dc","c","d",7
"178","R_0JNK6I2YBa5L4eR","fd",4,"fd","d","f",6
"179","R_0JNK6I2YBa5L4eR","ed",5,"ed","d","e",5
"180","R_0JNK6I2YBa5L4eR","fe",4,"fe","e","f",6
"181","R_0pu0FH42yF3mlGx","ab",5,"ab","b","a",5
"182","R_0pu0FH42yF3mlGx","ac",2,"ac","c","a",8
"183","R_0pu0FH42yF3mlGx","ad",7,"ad","d","a",3
"184","R_0pu0FH42yF3mlGx","ae",7,"ae","e","a",3
"185","R_0pu0FH42yF3mlGx","af",6,"af","f","a",4
"186","R_0pu0FH42yF3mlGx","bc",4,"bc","c","b",6
"187","R_0pu0FH42yF3mlGx","bd",3,"bd","d","b",7
"188","R_0pu0FH42yF3mlGx","be",6,"be","e","b",4
"189","R_0pu0FH42yF3mlGx","bf",6,"bf","f","b",4
"190","R_0pu0FH42yF3mlGx","cd",7,"cd","d","c",3
"191","R_0pu0FH42yF3mlGx","ce",2,"ce","e","c",8
"192","R_0pu0FH42yF3mlGx","cf",6,"cf","f","c",4
"193","R_0pu0FH42yF3mlGx","de",4,"de","e","d",6
"194","R_0pu0FH42yF3mlGx","df",5,"df","f","d",5
"195","R_0pu0FH42yF3mlGx","ef",7,"ef","f","e",3
"196","R_0pu0FH42yF3mlGx","fa",6,"fa","a","f",4
"197","R_0pu0FH42yF3mlGx","ea",7,"ea","a","e",3
"198","R_0pu0FH42yF3mlGx","da",7,"da","a","d",3
"199","R_0pu0FH42yF3mlGx","ca",2,"ca","a","c",8
"200","R_0pu0FH42yF3mlGx","ba",5,"ba","a","b",5
"201","R_0pu0FH42yF3mlGx","fb",6,"fb","b","f",4
"202","R_0pu0FH42yF3mlGx","eb",6,"eb","b","e",4
"203","R_0pu0FH42yF3mlGx","db",3,"db","b","d",7
"204","R_0pu0FH42yF3mlGx","cb",4,"cb","b","c",6
"205","R_0pu0FH42yF3mlGx","fc",6,"fc","c","f",4
"206","R_0pu0FH42yF3mlGx","ec",2,"ec","c","e",8
"207","R_0pu0FH42yF3mlGx","dc",7,"dc","c","d",3
"208","R_0pu0FH42yF3mlGx","fd",5,"fd","d","f",5
"209","R_0pu0FH42yF3mlGx","ed",4,"ed","d","e",6
"210","R_0pu0FH42yF3mlGx","fe",7,"fe","e","f",3
"211","R_0qrY0GIlLElSZnr","ab",6,"ab","b","a",4
"212","R_0qrY0GIlLElSZnr","ac",3,"ac","c","a",7
"213","R_0qrY0GIlLElSZnr","ad",5,"ad","d","a",5
"214","R_0qrY0GIlLElSZnr","ae",6,"ae","e","a",4
"215","R_0qrY0GIlLElSZnr","af",6,"af","f","a",4
"216","R_0qrY0GIlLElSZnr","bc",7,"bc","c","b",3
"217","R_0qrY0GIlLElSZnr","bd",6,"bd","d","b",4
"218","R_0qrY0GIlLElSZnr","be",7,"be","e","b",3
"219","R_0qrY0GIlLElSZnr","bf",6,"bf","f","b",4
"220","R_0qrY0GIlLElSZnr","cd",4,"cd","d","c",6
"221","R_0qrY0GIlLElSZnr","ce",4,"ce","e","c",6
"222","R_0qrY0GIlLElSZnr","cf",6,"cf","f","c",4
"223","R_0qrY0GIlLElSZnr","de",6,"de","e","d",4
"224","R_0qrY0GIlLElSZnr","df",4,"df","f","d",6
"225","R_0qrY0GIlLElSZnr","ef",5,"ef","f","e",5
"226","R_0qrY0GIlLElSZnr","fa",6,"fa","a","f",4
"227","R_0qrY0GIlLElSZnr","ea",6,"ea","a","e",4
"228","R_0qrY0GIlLElSZnr","da",5,"da","a","d",5
"229","R_0qrY0GIlLElSZnr","ca",3,"ca","a","c",7
"230","R_0qrY0GIlLElSZnr","ba",6,"ba","a","b",4
"231","R_0qrY0GIlLElSZnr","fb",6,"fb","b","f",4
"232","R_0qrY0GIlLElSZnr","eb",7,"eb","b","e",3
"233","R_0qrY0GIlLElSZnr","db",6,"db","b","d",4
"234","R_0qrY0GIlLElSZnr","cb",7,"cb","b","c",3
"235","R_0qrY0GIlLElSZnr","fc",6,"fc","c","f",4
"236","R_0qrY0GIlLElSZnr","ec",4,"ec","c","e",6
"237","R_0qrY0GIlLElSZnr","dc",4,"dc","c","d",6
"238","R_0qrY0GIlLElSZnr","fd",4,"fd","d","f",6
"239","R_0qrY0GIlLElSZnr","ed",6,"ed","d","e",4
"240","R_0qrY0GIlLElSZnr","fe",5,"fe","e","f",5
"241","R_0wTi4jmliqouWu5","ab",6,"ab","b","a",4
"242","R_0wTi4jmliqouWu5","ac",4,"ac","c","a",6
"243","R_0wTi4jmliqouWu5","ad",7,"ad","d","a",3
"244","R_0wTi4jmliqouWu5","ae",7,"ae","e","a",3
"245","R_0wTi4jmliqouWu5","af",6,"af","f","a",4
"246","R_0wTi4jmliqouWu5","bc",6,"bc","c","b",4
"247","R_0wTi4jmliqouWu5","bd",5,"bd","d","b",5
"248","R_0wTi4jmliqouWu5","be",6,"be","e","b",4
"249","R_0wTi4jmliqouWu5","bf",6,"bf","f","b",4
"250","R_0wTi4jmliqouWu5","cd",5,"cd","d","c",5
"251","R_0wTi4jmliqouWu5","ce",5,"ce","e","c",5
"252","R_0wTi4jmliqouWu5","cf",3,"cf","f","c",7
"253","R_0wTi4jmliqouWu5","de",6,"de","e","d",4
"254","R_0wTi4jmliqouWu5","df",5,"df","f","d",5
"255","R_0wTi4jmliqouWu5","ef",8,"ef","f","e",2
"256","R_0wTi4jmliqouWu5","fa",6,"fa","a","f",4
"257","R_0wTi4jmliqouWu5","ea",7,"ea","a","e",3
"258","R_0wTi4jmliqouWu5","da",7,"da","a","d",3
"259","R_0wTi4jmliqouWu5","ca",4,"ca","a","c",6
"260","R_0wTi4jmliqouWu5","ba",6,"ba","a","b",4
"261","R_0wTi4jmliqouWu5","fb",6,"fb","b","f",4
"262","R_0wTi4jmliqouWu5","eb",6,"eb","b","e",4
"263","R_0wTi4jmliqouWu5","db",5,"db","b","d",5
"264","R_0wTi4jmliqouWu5","cb",6,"cb","b","c",4
"265","R_0wTi4jmliqouWu5","fc",3,"fc","c","f",7
"266","R_0wTi4jmliqouWu5","ec",5,"ec","c","e",5
"267","R_0wTi4jmliqouWu5","dc",5,"dc","c","d",5
"268","R_0wTi4jmliqouWu5","fd",5,"fd","d","f",5
"269","R_0wTi4jmliqouWu5","ed",6,"ed","d","e",4
"270","R_0wTi4jmliqouWu5","fe",8,"fe","e","f",2
"271","R_10pBdcRCpngqXjW","ab",3,"ab","b","a",7
"272","R_10pBdcRCpngqXjW","ac",3,"ac","c","a",7
"273","R_10pBdcRCpngqXjW","ad",2,"ad","d","a",8
"274","R_10pBdcRCpngqXjW","ae",8,"ae","e","a",2
"275","R_10pBdcRCpngqXjW","af",5,"af","f","a",5
"276","R_10pBdcRCpngqXjW","bc",7,"bc","c","b",3
"277","R_10pBdcRCpngqXjW","bd",8,"bd","d","b",2
"278","R_10pBdcRCpngqXjW","be",3,"be","e","b",7
"279","R_10pBdcRCpngqXjW","bf",3,"bf","f","b",7
"280","R_10pBdcRCpngqXjW","cd",8,"cd","d","c",2
"281","R_10pBdcRCpngqXjW","ce",3,"ce","e","c",7
"282","R_10pBdcRCpngqXjW","cf",4,"cf","f","c",6
"283","R_10pBdcRCpngqXjW","de",2,"de","e","d",8
"284","R_10pBdcRCpngqXjW","df",1,"df","f","d",9
"285","R_10pBdcRCpngqXjW","ef",9,"ef","f","e",1
"286","R_10pBdcRCpngqXjW","fa",5,"fa","a","f",5
"287","R_10pBdcRCpngqXjW","ea",8,"ea","a","e",2
"288","R_10pBdcRCpngqXjW","da",2,"da","a","d",8
"289","R_10pBdcRCpngqXjW","ca",3,"ca","a","c",7
"290","R_10pBdcRCpngqXjW","ba",3,"ba","a","b",7
"291","R_10pBdcRCpngqXjW","fb",3,"fb","b","f",7
"292","R_10pBdcRCpngqXjW","eb",3,"eb","b","e",7
"293","R_10pBdcRCpngqXjW","db",8,"db","b","d",2
"294","R_10pBdcRCpngqXjW","cb",7,"cb","b","c",3
"295","R_10pBdcRCpngqXjW","fc",4,"fc","c","f",6
"296","R_10pBdcRCpngqXjW","ec",3,"ec","c","e",7
"297","R_10pBdcRCpngqXjW","dc",8,"dc","c","d",2
"298","R_10pBdcRCpngqXjW","fd",1,"fd","d","f",9
"299","R_10pBdcRCpngqXjW","ed",2,"ed","d","e",8
"300","R_10pBdcRCpngqXjW","fe",9,"fe","e","f",1
"301","R_10qL1CUVhegrTOE","ab",5,"ab","b","a",5
"302","R_10qL1CUVhegrTOE","ac",2,"ac","c","a",8
"303","R_10qL1CUVhegrTOE","ad",2,"ad","d","a",8
"304","R_10qL1CUVhegrTOE","ae",5,"ae","e","a",5
"305","R_10qL1CUVhegrTOE","af",3,"af","f","a",7
"306","R_10qL1CUVhegrTOE","bc",2,"bc","c","b",8
"307","R_10qL1CUVhegrTOE","bd",3,"bd","d","b",7
"308","R_10qL1CUVhegrTOE","be",3,"be","e","b",7
"309","R_10qL1CUVhegrTOE","bf",5,"bf","f","b",5
"310","R_10qL1CUVhegrTOE","cd",2,"cd","d","c",8
"311","R_10qL1CUVhegrTOE","ce",2,"ce","e","c",8
"312","R_10qL1CUVhegrTOE","cf",3,"cf","f","c",7
"313","R_10qL1CUVhegrTOE","de",6,"de","e","d",4
"314","R_10qL1CUVhegrTOE","df",6,"df","f","d",4
"315","R_10qL1CUVhegrTOE","ef",7,"ef","f","e",3
"316","R_10qL1CUVhegrTOE","fa",3,"fa","a","f",7
"317","R_10qL1CUVhegrTOE","ea",5,"ea","a","e",5
"318","R_10qL1CUVhegrTOE","da",2,"da","a","d",8
"319","R_10qL1CUVhegrTOE","ca",2,"ca","a","c",8
"320","R_10qL1CUVhegrTOE","ba",5,"ba","a","b",5
"321","R_10qL1CUVhegrTOE","fb",5,"fb","b","f",5
"322","R_10qL1CUVhegrTOE","eb",3,"eb","b","e",7
"323","R_10qL1CUVhegrTOE","db",3,"db","b","d",7
"324","R_10qL1CUVhegrTOE","cb",2,"cb","b","c",8
"325","R_10qL1CUVhegrTOE","fc",3,"fc","c","f",7
"326","R_10qL1CUVhegrTOE","ec",2,"ec","c","e",8
"327","R_10qL1CUVhegrTOE","dc",2,"dc","c","d",8
"328","R_10qL1CUVhegrTOE","fd",6,"fd","d","f",4
"329","R_10qL1CUVhegrTOE","ed",6,"ed","d","e",4
"330","R_10qL1CUVhegrTOE","fe",7,"fe","e","f",3
"331","R_10r8rAWRBrcfRNn","ab",2,"ab","b","a",8
"332","R_10r8rAWRBrcfRNn","ac",8,"ac","c","a",2
"333","R_10r8rAWRBrcfRNn","ad",2,"ad","d","a",8
"334","R_10r8rAWRBrcfRNn","ae",8,"ae","e","a",2
"335","R_10r8rAWRBrcfRNn","af",8,"af","f","a",2
"336","R_10r8rAWRBrcfRNn","bc",2,"bc","c","b",8
"337","R_10r8rAWRBrcfRNn","bd",8,"bd","d","b",2
"338","R_10r8rAWRBrcfRNn","be",2,"be","e","b",8
"339","R_10r8rAWRBrcfRNn","bf",2,"bf","f","b",8
"340","R_10r8rAWRBrcfRNn","cd",2,"cd","d","c",8
"341","R_10r8rAWRBrcfRNn","ce",2,"ce","e","c",8
"342","R_10r8rAWRBrcfRNn","cf",8,"cf","f","c",2
"343","R_10r8rAWRBrcfRNn","de",1,"de","e","d",9
"344","R_10r8rAWRBrcfRNn","df",2,"df","f","d",8
"345","R_10r8rAWRBrcfRNn","ef",8,"ef","f","e",2
"346","R_10r8rAWRBrcfRNn","fa",8,"fa","a","f",2
"347","R_10r8rAWRBrcfRNn","ea",8,"ea","a","e",2
"348","R_10r8rAWRBrcfRNn","da",2,"da","a","d",8
"349","R_10r8rAWRBrcfRNn","ca",8,"ca","a","c",2
"350","R_10r8rAWRBrcfRNn","ba",2,"ba","a","b",8
"351","R_10r8rAWRBrcfRNn","fb",2,"fb","b","f",8
"352","R_10r8rAWRBrcfRNn","eb",2,"eb","b","e",8
"353","R_10r8rAWRBrcfRNn","db",8,"db","b","d",2
"354","R_10r8rAWRBrcfRNn","cb",2,"cb","b","c",8
"355","R_10r8rAWRBrcfRNn","fc",8,"fc","c","f",2
"356","R_10r8rAWRBrcfRNn","ec",2,"ec","c","e",8
"357","R_10r8rAWRBrcfRNn","dc",2,"dc","c","d",8
"358","R_10r8rAWRBrcfRNn","fd",2,"fd","d","f",8
"359","R_10r8rAWRBrcfRNn","ed",1,"ed","d","e",9
"360","R_10r8rAWRBrcfRNn","fe",8,"fe","e","f",2
"361","R_10rBm2LP3WvDjrS","ab",6,"ab","b","a",4
"362","R_10rBm2LP3WvDjrS","ac",6,"ac","c","a",4
"363","R_10rBm2LP3WvDjrS","ad",3,"ad","d","a",7
"364","R_10rBm2LP3WvDjrS","ae",4,"ae","e","a",6
"365","R_10rBm2LP3WvDjrS","af",4,"af","f","a",6
"366","R_10rBm2LP3WvDjrS","bc",3,"bc","c","b",7
"367","R_10rBm2LP3WvDjrS","bd",4,"bd","d","b",6
"368","R_10rBm2LP3WvDjrS","be",5,"be","e","b",5
"369","R_10rBm2LP3WvDjrS","bf",5,"bf","f","b",5
"370","R_10rBm2LP3WvDjrS","cd",3,"cd","d","c",7
"371","R_10rBm2LP3WvDjrS","ce",4,"ce","e","c",6
"372","R_10rBm2LP3WvDjrS","cf",4,"cf","f","c",6
"373","R_10rBm2LP3WvDjrS","de",7,"de","e","d",3
"374","R_10rBm2LP3WvDjrS","df",4,"df","f","d",6
"375","R_10rBm2LP3WvDjrS","ef",6,"ef","f","e",4
"376","R_10rBm2LP3WvDjrS","fa",4,"fa","a","f",6
"377","R_10rBm2LP3WvDjrS","ea",4,"ea","a","e",6
"378","R_10rBm2LP3WvDjrS","da",3,"da","a","d",7
"379","R_10rBm2LP3WvDjrS","ca",6,"ca","a","c",4
"380","R_10rBm2LP3WvDjrS","ba",6,"ba","a","b",4
"381","R_10rBm2LP3WvDjrS","fb",5,"fb","b","f",5
"382","R_10rBm2LP3WvDjrS","eb",5,"eb","b","e",5
"383","R_10rBm2LP3WvDjrS","db",4,"db","b","d",6
"384","R_10rBm2LP3WvDjrS","cb",3,"cb","b","c",7
"385","R_10rBm2LP3WvDjrS","fc",4,"fc","c","f",6
"386","R_10rBm2LP3WvDjrS","ec",4,"ec","c","e",6
"387","R_10rBm2LP3WvDjrS","dc",3,"dc","c","d",7
"388","R_10rBm2LP3WvDjrS","fd",4,"fd","d","f",6
"389","R_10rBm2LP3WvDjrS","ed",7,"ed","d","e",3
"390","R_10rBm2LP3WvDjrS","fe",6,"fe","e","f",4
"391","R_10rCK8WbpwFbUPC","ab",4,"ab","b","a",6
"392","R_10rCK8WbpwFbUPC","ac",3,"ac","c","a",7
"393","R_10rCK8WbpwFbUPC","ad",4,"ad","d","a",6
"394","R_10rCK8WbpwFbUPC","ae",4,"ae","e","a",6
"395","R_10rCK8WbpwFbUPC","af",4,"af","f","a",6
"396","R_10rCK8WbpwFbUPC","bc",4,"bc","c","b",6
"397","R_10rCK8WbpwFbUPC","bd",5,"bd","d","b",5
"398","R_10rCK8WbpwFbUPC","be",5,"be","e","b",5
"399","R_10rCK8WbpwFbUPC","bf",2,"bf","f","b",8
"400","R_10rCK8WbpwFbUPC","cd",2,"cd","d","c",8
