1413;Orzens
1415;Démoret
1415;Molondin
1416;Pailly
1417;Essertines-sur-Yverdon
1418;Vuarrens
1420;Fiez
1421;Fontaines-sur-Grandson
1421;Grandevent
1421;
1422;Grandson
1424;Champagne
1425;Onnens VD
1426;Concise
1426;Corcelles-près-Concise
1427;Bonvillars
1428;
1428;Mutrux
1428;Provence
1429;Giez
1430;Orges
1431;Novalles
1431;Vugelles-La Mothe
1433;Suchy
1434;Ependes VD
1436;Chamblon
1436;Treycovagnes
1437;Suscévaz
1438;Mathod
1439;Rances
1441;Valeyres-sous-Montagny
1442;Montagny-près-Yverdon
1443;Champvent
1445;
1445;Vuiteboeuf
1446;Baulmes
1450;La Sagne (Ste-Croix)
1453;Bullet
1453;Mauborget
1453;
1462;Yvonand
1463;Rovray
1464;Chavannes-le-Chêne
1464;Chêne-Pâquier
1468;Cheyres
1470;Estavayer-le-Lac
1470;Lully FR
1473;Châtillon FR
1482;Cugy FR
1483;
1485;Nuvilly
1509;Vucherens
1510;Moudon
1510;Syens
1512;Chavannes-sur-Moudon
1513;Hermenches
1513;Rossenges
1515;Villars-le-Comte
1521;Curtilles
1522;Lucens
1525;Henniez
1528;Surpierre
1530;Payerne
1532;Fétigny
1533;Ménières
1537;Champtauroz
1538;Treytorrens (Payerne)
1541;Sévaz
1543;Grandcour
1544;Gletterens
1545;Chevroux
1551;
1552;Trey
1553;Châtonnaye
1555;Villarzel
1562;Corcelles-près-Payerne
1565;Missy
1565;Vallon
1566;St-Aubin FR
1566;
1567;Delley
1580;Avenches
1588;Cudrefin
1588;
1595;Faoug
1608;Bussigny-sur-Oron
1608;Chapelle (Glâne)
1608;
1608;Oron-le-Châtel
1609;St-Martin FR
1610;Oron-la-Ville
1613;Maracon
1614;Granges (Veveyse)
1615;Bossonnens
1616;Attalens
1617;Remaufens
1618;Châtel-St-Denis
1619;
1623;Semsales
1624;La Verrerie
1625;Sâles (Gruyère)
1627;Vaulruz
1628;Vuadens
1630;Bulle
1632;Riaz
1633;Marsens
1633;
1634;La Roche FR
1636;Broc
1636;
1638;Morlon
1642;Sorens
1642;
1644;
1646;Echarlens
1647;Corbières
1648;Hauteville
1649;Pont-la-Ville
1652;Botterens
1653;Châtel-sur-Montsalvens
1653;Crésuz
1656;Jaun
1658;Rossinière
1659;Rougemont
1660;Château-d'Oex
1660;
1661;Le Pâquier-Montbarry
1663;
1663;Gruyères
1666;Grandvillard
1670;Ursy
1673;Auboranges
1673;Ecublens FR
1673;Rue
1674;Montet (Glâne)
1677;Prez-vers-Siviriez
1678;Siviriez
1680;Romont FR
1681;Billens
1682;Dompierre VD
1682;Lovatens
1682;Prévonloup
1684;Mézières FR
1686;Grangettes-près-Romont
1687;Vuisternens-devant-Romont
1689;Le Châtelard-près-Romont
1690;Villaz-St-Pierre
1692;Massonnens
1695;Estavayer-le-Gibloux
1700;Fribourg
1708;Fribourg
1712;Tafers
1714;Heitenried
1716;Plaffeien
1717;Sta. Maria in Calanca
1717;St. Ursen
1718;Rechthalten
1719;Brünisried
1720;Corminboeuf
1721;Misery
1723;Marly
1723;Pierrafortscha
1723;Villarsel-sur-Marly
1724;Ferpicloz
1724;Le Mouret
1725;
1733;Treyvaux
1734;Tentlingen
1735;Giffers
1736;St. Stephan
1737;Plasselb
1740;
1740;Neyruz FR
1741;Cottens FR
1742;Autigny
1744;Chénens
1746;Prez-vers-Noréaz
1748;Torny-le-Grand
1752;Villars-sur-Glâne
1753;Matran
1762;Givisiez
1763;Granges-Paccot
1772;Grolley
1772;Ponthaux
1782;Belfaux
1784;Courtepin
1785;Cressier FR
1796;Courgevaux
1797;Münchenwiler
1800;Vevey
1802;Corseaux
1803;Chardonne
1804;Corsier-sur-Vevey
1805;Jongny
1807;Blonay
1814;La Tour-de-Peilz
1820;Montreux
1820;Veytaux
1844;Villeneuve VD
1845;Noville
1846;Chessel
1847;Rennaz
1852;Roche VD
1853;Yvorne
1854;Leysin
1856;Corbeyrier
1860;Aigle
1867;Ollon VD
1868;Collombey
1869;Massongex
1870;Monthey
1872;Troistorrents
1873;Val-d'Illiez
1874;Champéry
1880;Bex
1882;Gryon
1890;
1890;St-Maurice
1891;Vérossaz
1895;Vionnaz
1896;
1896;Vouvry
1898;St-Gingolph
1902;Evionnaz
1903;Collonges
1904;Vernayaz
1905;Dorénaz
1907;Saxon
1908;Riddes
1912;Leytron
1913;Saillon
1914;Isérables
1914;
1920;Martigny
1921;
1922;Salvan
1925;Finhaut
1925;Le Châtelard VS
1926;Fully
1927;
1929;Trient
1932;Bovernier
1933;Sembrancher
1937;Orsières
1945;Liddes
1946;Bourg-St-Pierre
1950;Sion
1955;Chamoson
1957;Ardon
1958;St-Léonard
1961;
1963;Vétroz
1964;Conthey
1965;Savièse
1969;St-Martin VS
1971;Grimisuat
1974;Arbaz
1977;Icogne
1978;Lens
1981;Vex
1983;Evolène
1987;Hérémence
1993;Veysonnaz
2000;Neuchâtel
2012;
2016;Cortaillod
2017;Boudry
2019;Rochefort
2019;
2024;St-Aubin-Sauges
2052;Laax GR
2063;Saules
2068;Hauterive NE
2072;St-Blaise
2073;Enges
2087;Cornaux NE
2088;Cressier NE
2117;La Côte-aux-Fées
2126;Les Verrières
2300;La Chaux-de-Fonds
2314;La Sagne NE
2316;Les Ponts-de-Martel
2318;Brot-Plamboz
2325;Les Planchettes
2333;La Ferrière
2336;Les Bois
2338;Muriaux
2340;Le Noirmont
2345;La Chaux-des-Breuleux
2345;Les Breuleux
2350;Saignelégier
2362;
2362;Montfaucon
2363;Les Enfers
2364;St-Brais
2400;Le Locle
2405;La Chaux-du-Milieu
2406;La Brévine
2414;Le Cerneux-Péquignot
2500;Biel/Bienne
2502;Biel/Bienne
2503;Biel/Bienne
2504;Biel/Bienne
2505;Biel/Bienne
2512;
2513;Twann
2514;Ligerz
2518;Nods
2520;La Neuveville
2523;Lignières
2525;Le Landeron
2533;Evilard
2534;Orvin
2538;Romont BE
2540;Grenchen
2542;Pieterlen
2543;Lengnau (BE) 
2544;Bettlach
2545;Selzach
2552;Orpund
2553;Safnern
2554;Meinisberg
2555;Brügg BE
2556;Scheuren
2556;Schwadernau
2557;Studen BE
2558;Aegerten
2560;Nidau
2562;Port
2563;Ipsach
2564;Bellwald
2565;Jens
2572;Mörigen
2572;Sutz
2575;Hagneck
2575;Täuffelen
2576;Lüscherz
2577;Finsterhennen
2577;Siselen BE
2603;Péry
2603;
2605;Sonceboz-Sombeval
2606;Corgémont
2607;Cortébert
2608;Courtelary
2610;St-Imier
2612;Cormoret
2613;Villeret
2615;Sonvilier
2616;Renan BE
2710;Tavannes
2712;
2714;Les Genevez JU
2715;
2717;Rebévelier
2718;Lajoux JU
2720;Tramelan
2723;Mont-Tramelan
2732;Loveresse
2732;Reconvilier
2732;Saicourt
2732;Saules BE
2735;Champoz
2736;Sorvilier
2738;Court
2740;Moutier
2742;Perrefitte
2743;Eschert
2744;Belprahon
2745;Grandval
2746;Crémines
2746;
2747;Corcelles BE
2747;Seehof
2762;Roches BE
2800;Delémont
2802;Develier
2803;Bourrignon
2803;
2805;Soyhières
2806;Mettembert
2807;Pleigne
2812;Movelier
2813;Ederswiler
2814;Roggenburg
2822;Courroux
2825;Courchapoix
2827;Mervelier
2827;Schelten
2830;Courrendlin
2842;Rossemaison
2843;Châtillon JU
2852;Courtételle
2856;Boécourt
2873;Saulcy
2874;St-Brais
2875;Les Enfers
2875;Montfaucon
2877;Le Bémont JU
2887;Soubey
2900;Porrentruy
2902;Fontenais
2904;
2905;Courtedoux
2908;Grandfontaine
2915;
2915;Bure
2916;Fahy
2922;Courchavon
2926;Boncourt
2932;Coeuve
2933;Damphreux
2933;Lugnez
2935;Beurnevésin
2942;Alle
2943;Vendlincourt
2944;Bonfol
2950;Courgenay
2952;Cornol
3000;Bern
3004;Bern
3005;Bern
3006;Bern
3007;Bern
3008;Bern
3010;Bern
3011;Bern
3012;Bern
3013;Bern
3014;Bern
3015;Bern
3018;Bern
3019;Bern
3020;Bern
3033;Wohlen b. Bern
3038;Kirchlindach
3045;Meikirch
3047;Bremgarten b. Bern
3052;Zollikofen
3053;Deisswil b. Münchenbuchsee
3053;Diemerswil
3053;Münchenbuchsee
3053;Wiggiswil
3054;Schüpfen
3065;Bollingen
3066;Stettlen
3066;
3067;Bolligen
3072;Ostermundigen
3074;Muri bei Bern
3075;Worb
3076;Worb
3086;
3087;Niedermuhlern
3088;Rüeggisberg
3096;Oberbalm
3098;Köniz
3110;Münsingen
3112;Allmendingen 
3113;Rubigen
3114;Wichtrach
3115;Gerzensee
3116;Kirchdorf BE
3122;Kehrsatz
3123;Belp
3125;Toffen
3126;Kaufdorf
3128;Rümligen
3132;Riggisberg
3153;Rüschegg Gambach
3154;Rüschegg Heubach
3158;Guggisberg
3176;Neuenegg
3177;Laupen BE
3178;Bösingen
3179;Kriechenwil
3182;Ueberstorf
3184;Wünnewil
3185;Schmitten FR
3186;Düdingen
3202;Frauenkappelen
3203;Mühleberg
3206;Ferenbalm
3207;Wileroltigen
3208;Gurbrü
3210;Kerzers
3212;Gurmels
3213;Kleinbösingen
3214;Ulmiz
3216;Ried b. Kerzers
3225;Müntschemier
3226;Treiten
3232;Ins
3233;Tschugg
3234;Vinelz
3235;Erlach
3236;Gampelen
3237;Brüttelen
3238;Gals
3250;Lyss
3251;Wengi b. Büren
3253;Schnottwil
3254;Messen
3255;Rapperswil BE
3257;Grossaffoltern
3263;Büetigen
3264;Diessbach b. Büren
3267;Seedorf BE
3270;Aarberg
3271;Radelfingen b. Aarberg
3272;Epsach
3272;Walperswil
3273;Kappelen
3274;Bühl b. Aarberg
3274;Hermrigen
3274;Merzligen
3280;Greng
3280;Meyriez
3280;Murten
3282;Bargen (BE) 
3283;Kallnach
3284;Fräschels
3286;Muntelier
3293;Dotzigen
3294;Büren an der Aare
3294;Meienried
3295;Rüti b. Büren
3296;Arch
3297;Leuzigen
3298;Oberwil b. Büren
3302;Moosseedorf
3303;Jegenstorf
3303;Zuzwil BE
3305;Iffwil
3309;Kernenried
3312;Fraubrunnen
3315;Bätterkinden
3322;Mattstetten
3322;Urtenen-Schönbühl
3323;Bäriswil 
3324;Hindelbank
3326;Krauchthal
3360;Herzogenbuchsee
3362;Niederönz
3365;Seeberg
3366;Bettenhausen
3367;Ochlenberg
3367;Thörigen
3368;Bleienbach
3373;Heimenhausen
3374;Wangenried
3375;Inkwil
3376;Berken
3376;Graben
3377;Walliswil b. Wangen
3380;Walliswil b. Niederbipp
3380;Wangen an der Aare
3400;Burgdorf
3412;Heimiswil
3414;Oberburg
3415;Hasle b. Burgdorf
3415;Schafhausen im Emmental
3416;Affoltern im Emmental
3417;Rüegsau
3421;Lyssach
3421;Rüti b. Lyssach
3422;Kirchberg BE
3422;Rüdtligen
3423;Ersigen
3425;Koppigen
3425;Willadingen
3426;Aefligen
3427;Utzenstorf
3428;Wiler b. Utzenstorf
3429;Hellsau
3429;Höchstetten
3432;Lützelflüh
3434;
3437;Rüderswil
3438;Lauperswil
3454;Sumiswald
3454;
3456;Trachselwald
3457;Wasen im Emmental
3465;Dürrenroth
3472;Rumendingen
3472;Wynigen
3473;Alchenstorf
3504;Niederhünigen
3504;Oberhünigen
3506;Grosshöchstetten
3507;Biglen
3508;Arni (BE) 
3510;Freimettigen
3510;Häutligen
3510;Konolfingen
3512;Walkringen
3531;Oberthal
3532;Mirchel
3532;Zäziwil
3533;Bowil
3534;Signau
3537;Eggiwil
3538;Röthenbach im Emmental
3550;Langnau im Emmental
3555;Trubschachen
3556;Trub
3600;Thun
3603;Thun
3604;Thun
3608;Thun
3612;Steffisburg
3613;Steffisburg
3614;
3614;Unterlangenegg
3615;
3616;
3617;Fahrni b. Thun
3619;Eriz
3622;Homberg b. Thun
3623;Horrenbach
3623;Teuffenthal b. Thun
3625;Heiligenschwendi
3627;Heimberg
3628;Uttigen
3629;Jaberg
3629;Kiesen
3629;Oppligen
3631;
3633;Amsoldingen
3634;Thierachern
3635;Uebeschi
3636;Forst b. Längenbühl
3638;Blumenstein
3638;Pohlern
3645;Zwieselberg
3647;Reutigen
3653;Oberhofen am Thunersee
3655;Sigriswil
3661;Uetendorf
3662;Seftigen
3663;Gurzelen
3664;Burgistein
3665;Wattenwil
3671;Brenzikofen
3671;Herbligen
3672;Oberdiessbach
3673;Linden
3700;Spiez
3703;Aeschi bei Spiez 
3704;Krattigen
3706;Leissigen
3707;Därligen
3713;Reichenbach im Kandertal
3714;Frutigen
3714;Wengi b. Frutigen
3715;Adelboden
3716;Kandergrund
3718;Kandersteg
3752;Wimmis
3754;Diemtigen
3762;Erlenbach im Simmental
3763;Därstetten
3765;Oberwil im Simmental
3770;Zweisimmen
3775;Lenk
3782;Lauenen b. Gstaad
3785;Gsteig b. Gstaad
3792;Saanen
3800;Interlaken
3800;Matten b. Interlaken
3800;Unterseen
3803;Beatenberg
3804;Habkern
3806;Bönigen b. Interlaken
3807;Iseltwald
3812;Wilderswil
3813;Saxeten
3814;Gsteigwiler
3815;Gündlischwand
3816;Lütschental
3818;Grindelwald
3822;Lauterbrunnen
3852;Ringgenberg BE
3853;Niederried b. Interlaken
3854;Oberried am Brienzersee
3855;Brienz BE
3855;Schwanden b. Brienz
3856;Brienzwiler
3858;Hofstetten b. Brienz
3860;Meiringen
3860;Schattenhalb
3862;Innertkirchen
3864;Guttannen
3900;Brig-Glis 
3904;Naters
3905;Saas-Almagell
3906;Saas-Fee
3907;Gonten
3907;Simplon Dorf
3907;Simplon Hospiz
3907;
3908;Saas-Balen
3910;Saas-Grund
3911;Ried-Brig
3912;Termen
3914;Blatten b. Naters
3916;Ferden
3917;Kippel
3918;Wiler (Lötschen)
3919;Blatten (Lötschen)
3920;Zermatt
3922;Eisten
3922;Stalden VS
3923;Törbel
3924;St. Niklaus VS
3925;Grächen
3926;Embd
3929;Täsch
3930;Visp
3931;Lalden
3932;Visperterminen
3933;Staldenried
3934;Zeneggen
3935;Bürchen
3937;Baltschieder
3938;Ausserberg
3939;Eggerberg
3940;Steg VS
3942;Niedergesteln
3942;Raron
3943;Eischoll
3944;Unterbäch VS
3945;Gampel
3946;Turtmann
3947;Ergisch
3948;Oberems
3951;Agarn
3953;Inden
3953;Leuk Stadt
3953;Varen
3954;Leukerbad
3955;Albinen
3956;Guttet-Feschel
3960;
3960;Sierre
3961;Ayer
3963;Crans-Montana
3965;Chippis
3966;Chalais
3970;Salgesch
3971;Ollon VS
3979;Grône
3982;Bitsch
3983;Bister
3983;Mörel
3984;Fiesch
3984;Fieschertal
3985;
3987;Riederalp
3989;Biel-Benken BL
3992;Bettmeralp
3993;Grengiols
3994;Lax
3995;Ernen
3996;Binn
3997;Belmont-sur-Lausanne
4000;Basel
4001;Basel
4051;Basel
4052;Basel
4053;Basel
4054;Basel
4055;Basel
4056;Basel
4057;Basel
4058;Basel
4059;Basel Universitätsspital
4102;Binningen
4103;Bottmingen
4104;Oberwil BL
4105;Biel/Bienne
4106;Therwil
4107;Ettingen
4108;Witterswil
4112;Bättwil
4112;
4116;Metzerlen
4117;Burg im Leimental
4118;Rodersdorf
4123;Allschwil
4124;Schönenbuch
4125;Riehen
4126;Bettingen
4127;Birsfelden
4132;Muttenz
4133;Pratteln
4142;Münchenstein
4143;Dornach
4144;Arlesheim
4145;Gempen
4146;Hochwald
4147;Aesch (BL)
4148;Pfeffingen
4153;Reinach BL
4202;Duggingen
4203;Grellingen
4204;Himmelried
4206;Seewen SO
4207;Bretzwil
4208;Nunningen
4222;Zwingen
4223;Blauen
4224;Nenzlingen
4225;Brislach
4226;Breitenbach
4227;Büsserach
4229;Beinwil SO
4232;Fehren
4233;Meltingen
4234;Zullwil
4242;Laufen
4243;Dittingen
4244;Röschenz
4245;Kleinlützel
4246;Wahlen b. Laufen
4247;Grindel
4252;Bärschwil
4253;Liesberg
4302;Augst 
4303;Kaiseraugst
4304;Giebenach
4305;Olsberg
4310;Rheinfelden
4312;Magden
4313;Möhlin
4314;Zeiningen
4315;Zuzgen
4316;Hellikon
4317;Wegenstetten
4322;Mumpf
4323;Wallbach
4324;Obermumpf
4325;Schupfart
4332;Stein AG
4333;Münchwilen AG
4334;Sisseln AG
4402;Frenkendorf
4410;Liestal
4411;Seltisberg
4412;Nuglar-St. Pantaleon 
4413;Büren (SO) 
4414;Füllinsdorf
4415;Lausen
4416;Bubendorf
4417;Ziefen
4418;Reigoldswil
4419;Lupsingen
4422;Arisdorf
4423;Hersberg
4424;Arboldswil
4425;Titterten
4426;Lauwil
4431;Bennwil
4432;Lampenberg
4433;Ramlinsburg
4434;Hölstein
4435;Niederdorf
4436;Liedertswil
4436;Oberdorf BL
4437;Waldenburg
4438;Langenbruck
4441;Thürnen
4442;Diepflingen
4443;Wittinsburg
4445;Häfelfingen
4446;Buckten
4447;Känerkinden
4448;Läufelfingen
4450;Sissach
4451;Wintersingen
4452;Itingen
4453;Nusshof
4455;Zunzgen
4456;Tenniken
4457;Diegten
4458;Eptingen
4460;Gelterkinden
4461;Böckten
4462;Rickenbach BL
4463;Buus
4464;Maisprach
4465;Hemmiken
4466;Ormalingen
4467;Rothenfluh
4468;Kienberg
4469;Anwil
4492;Tecknau
4493;Wenslingen
4494;Oltingen
4495;Zeglingen
4496;Kilchberg BL
4497;Rünenberg
4500;Solothurn
4512;Bellach
4513;Langendorf
4514;Lommiswil
4515;Oberdorf SO
4522;Rüttenen
4524;Günsberg
4525;Balm b. Günsberg
4528;Zuchwil
4532;Feldbrunnen-St. Niklaus 
4533;Riedholz
4534;Flumenthal
4535;Hubersdorf
4535;Kammersrohr
4536;Attiswil
4537;Wiedlisbach
4538;Oberbipp
4539;Farnern
4539;Rumisberg
4542;Luterbach
4543;Deitingen
4552;Derendingen
4553;Subingen
4556;Bolken
4562;Biberist
4563;Gerlafingen
4564;Obergerlafingen
4564;Zielebach
4565;Recherswil
4566;Halten
4566;Kriegstetten
4566;Oekingen
4571;Lüterkofen
4573;Lohn-Ammannsegg
4574;Lüsslingen
4584;Lüterswil
4585;Biezwil
4588;Unterramsern
4600;Olten
4612;Wangen bei Olten
4613;Rickenbach SO
4613;Rickenbach Sulz
4614;Hägendorf
4616;Kappel SO
4617;Gunzgen
4618;Boningen
4622;Egerkingen
4623;Neuendorf
4624;Härkingen
4625;Oberbuchsiten
4626;Niederbuchsiten
4628;Wolfwil
4632;Trimbach
4633;Hauenstein-Ifenthal 
4634;Wisen SO
4652;Winznau
4653;Obergösgen
4654;Lostorf
4655;Stüsslingen
4656;Starrkirch-Wil
4657;Dulliken
4658;Däniken SO
4663;Aarburg
4665;Oftringen
4702;Oensingen
4704;Niederbipp
4710;Balsthal
4712;Laupersdorf
4713;Matzendorf
4714;Aedermannsdorf
4715;Herbetswil
4716;Welschenrohr
4717;Mümliswil
4718;Holderbank SO
4800;Zofingen
4802;Strengelbach
4803;Vordemwald
4805;Brittnau
4806;Wikon
4813;Uerkheim
4814;Bottenwil
4852;Rothrist
4853;Murgenthal
4900;Langenthal
4911;Schwarzhäusern
4912;Aarwangen
4913;Bannwil
4914;Roggwil (BE)
4917;Busswil bei Melchnau
4917;Melchnau
4919;Reisiswil
4923;Wynau
4932;Lotzwil
4932;
4933;Rütschelen
4937;Ursenbach
4938;Rohrbach
4938;Rohrbachgraben
4942;Walterswil BE
4943;Oeschenbach
4944;Auswil
4950;Huttwil
4952;Eriswil
4954;Wyssachen
4955;Gondiswil
4992;Thunstetten
5000;Aarau
5004;Aarau
5012;Eppenberg-Wöschnau 
5012;Schönenwerd
5013;Niedergösgen
5014;Gretzenbach
5015;Erlinsbach SO
5018;Erlinsbach (AG)
5023;Biberstein
5024;Küttigen
5026;Densbüren
5027;Herznach
5028;Ueken
5033;Buchs AG
5034;Suhr
5035;Unterentfelden
5036;Oberentfelden
5037;Muhen
5040;Schöftland
5042;Hirschthal
5043;Holziken
5044;Schlossrued
5046;Schmiedrued
5053;Staffelbach
5054;Kirchleerau
5054;Moosleerau
5056;Attelwil
5057;Reitnau
5058;Wiliberg
5062;Oberhof
5063;Wölflinswil
5064;Wittnau
5070;Frick
5072;Oeschgen
5073;Gipf-Oberfrick
5074;Eiken
5076;Bözen
5078;
5079;Zeihen
5080;Laufenburg
5082;Kaisten
5084;
5102;Rupperswil
5103;Möriken AG
5105;Auenstein
5106;Veltheim AG
5107;Schinznach Dorf
5112;Thalheim AG
5113;Holderbank AG
5116;Schinznach Bad
5200;Brugg AG
5210;Windisch
5212;Hausen AG
5213;Villnachern
5223;Riniken
5234;Villigen
5235;Rüfenach AG
5236;Remigen
5237;Mönthal
5242;Birr
5242;Lupfig
5243;Mülligen
5244;Birrhard
5245;Habsburg
5272;Gansingen
5300;
5300;Turgi
5303;Würenlingen
5304;Endingen
5306;Tegerfelden
5306;
5312;Döttingen
5313;Klingnau
5315;Böttstein
5316;Leuggern
5318;Mandach
5322;Koblenz
5324;Full-Reuenthal
5325;Leibstadt
5326;Schwaderloch
5400;Baden
5404;Baden
5408;Ennetbaden
5412;Gebenstorf
5413;Birmenstorf AG
5417;Untersiggenthal
5420;Ehrendingen
5423;Freienwil
5425;Schneisingen
5426;Lengnau AG
5430;Wettingen
5432;Neuenhof
5436;Würenlos
5442;Fislisbach
5443;Niederrohrdorf
5444;Künten
5445;Eggenwil
5452;Oberrohrdorf
5453;Remetschwil
5454;Bellikon
5462;Siglistorf
5465;Mellikon
5467;Fisibach
5502;Hunzenschwil
5503;Schafisheim
5504;Othmarsingen
5505;Brunegg
5506;Mägenwil
5507;Mellingen
5512;Wohlenschwil
5522;Tägerig
5524;Niederwil (AG)
5525;Fischbach-Göslikon
5600;Ammerswil 
5600;Lenzburg
5603;Staufen
5604;Hendschiken
5605;Dottikon
5606;Dintikon
5607;Hägglingen
5608;Stetten AG
5610;Wohlen (AG)
5612;Villmergen
5613;Hilterfingen
5614;Sarmenstorf
5615;Fahrwangen
5616;Meisterschwanden
5618;Bettwil
5619;Büttikon AG
5619;Uezwil
5620;Bremgarten AG
5621;Zufikon
5622;Waltenschwil
5623;Boswil
5624;Bünzen
5625;Kallern
5627;Besenbüren
5628;Aristau
5630;Muri AG
5632;Buttwil
5634;Merenschwand
5637;Beinwil (Freiamt)
5637;Geltwil
5642;Mühlau
5643;Sins
5644;Auw
5646;Abtwil AG
5647;Oberrüti
5702;Niederlenz
5703;Seon
5704;Egliswil
5705;Hallwil
5706;Boniswil
5707;Seengen
5708;Birrwil
5712;Beinwil am See
5722;Gränichen
5723;Teufenthal AG
5725;Leutwil
5726;Unterkulm
5727;Oberkulm
5728;Gontenschwil
5732;Zetzwil
5733;Leimbach AG
5734;Reinach (AG)
5736;Burg (AG) 
5737;Menziken
5742;Kölliken
5745;Safenwil
5746;Walterswil SO
6000;Luzern
6003;Luzern
6004;Luzern
