"","ResponseId","m","Sum","gender","country","education","household_size","Duration.wave2","age","income.wave2","Minutes.wave2","Minutes","climate_concern","concern.scaled","percent","type","choice","A","B","priceA","priceB","energyA","energyB","trade.price","trade.energy","price.level","energy.level"
"76","R_10qL1CUVhegrTOE",229678093213710,1,"male","Switzerland","degree",2,1104,69,"2'500- 4'000€
<4'300- 5'899CHF",18,"okay",3,-1.64014423076923,0.142857142857143,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"77","R_10qL1CUVhegrTOE",229678093213710,1,"male","Switzerland","degree",2,1104,69,"2'500- 4'000€
<4'300- 5'899CHF",18,"okay",3,-1.64014423076923,0.142857142857143,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"78","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.640144230769231,0,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"79","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.640144230769231,0,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"80","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.640144230769231,0,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"81","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.640144230769231,0,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"82","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.640144230769231,0,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"83","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.640144230769231,0,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"84","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.640144230769231,0,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"85","R_10rBm2LP3WvDjrS",229242295784565,4,"female","Germany","no formal education",4,2035,61,"2'500- 4'000€
<4'300- 5'899CHF",33,"okay",5.75,1.10985576923077,0.571428571428571,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"86","R_10rBm2LP3WvDjrS",229242295784565,4,"female","Germany","no formal education",4,2035,61,"2'500- 4'000€
<4'300- 5'899CHF",33,"okay",5.75,1.10985576923077,0.571428571428571,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"87","R_10rBm2LP3WvDjrS",229242295784565,4,"female","Germany","no formal education",4,2035,61,"2'500- 4'000€
<4'300- 5'899CHF",33,"okay",5.75,1.10985576923077,0.571428571428571,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"88","R_10rBm2LP3WvDjrS",229242295784565,4,"female","Germany","no formal education",4,2035,61,"2'500- 4'000€
<4'300- 5'899CHF",33,"okay",5.75,1.10985576923077,0.571428571428571,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"89","R_10rBm2LP3WvDjrS",229242295784565,4,"female","Germany","no formal education",4,2035,61,"2'500- 4'000€
<4'300- 5'899CHF",33,"okay",5.75,1.10985576923077,0.571428571428571,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"90","R_10rBm2LP3WvDjrS",229242295784565,4,"female","Germany","no formal education",4,2035,61,"2'500- 4'000€
<4'300- 5'899CHF",33,"okay",5.75,1.10985576923077,0.571428571428571,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"91","R_10rBm2LP3WvDjrS",229242295784565,4,"female","Germany","no formal education",4,2035,61,"2'500- 4'000€
<4'300- 5'899CHF",33,"okay",5.75,1.10985576923077,0.571428571428571,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"92","R_10rCK8WbpwFbUPC",229409893585116,0,"male","Germany","middle school",2,2258,69,"2'500- 4'000€
<4'300- 5'899CHF",37,"okay",5.75,1.10985576923077,0,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"93","R_10rCK8WbpwFbUPC",229409893585116,0,"male","Germany","middle school",2,2258,69,"2'500- 4'000€
<4'300- 5'899CHF",37,"okay",5.75,1.10985576923077,0,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"94","R_10rCK8WbpwFbUPC",229409893585116,0,"male","Germany","middle school",2,2258,69,"2'500- 4'000€
<4'300- 5'899CHF",37,"okay",5.75,1.10985576923077,0,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"95","R_10rCK8WbpwFbUPC",229409893585116,0,"male","Germany","middle school",2,2258,69,"2'500- 4'000€
<4'300- 5'899CHF",37,"okay",5.75,1.10985576923077,0,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
