"","m","ResponseId.wave1.x","mean.est.bias.wave1","mean.abs.error.wave1","binary.x","ResponseId.wave2","ResponseId.x","mean.est.bias.wave2","mean.abs.error.wave2","binary.y","numeracy.f","error.diff","error.diff.2","error.diff.f","Duration.wave1","ResponseId.wave1.y","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId.y","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"36",229166416656617,"R_ujLqmiC73EyREFX",0.855,0.855,"over","R_Dk5989wZHXlEzct","R_Dk5989wZHXlEzct",0.656,0.656,"over","numeracy high",0.199,0.2,"decreased error",3847,"R_ujLqmiC73EyREFX","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,8,1101,"R_Dk5989wZHXlEzct",51,"> 4'000€
>5'900 CHF",64,18,"okay"
"37",229166416657415,"R_3PwamN8jceqdARM",0.658,0.792,"over","R_OEbN0TJRgvWtOql","R_OEbN0TJRgvWtOql",0.969,0.969,"over","numeracy low",-0.177,-0.2,"increased error",1139,"R_3PwamN8jceqdARM","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,9,1008,"R_OEbN0TJRgvWtOql",42,"<1'500- 2'499€
3'100-4'299CHF",18,16,"okay"
"38",229166416657657,"R_1rHAC97MaIFeZQs",0.195,0.475,"over","R_3D2zYtpdbhtT6vH","R_3D2zYtpdbhtT6vH",0.503,0.53,"over","numeracy low",-0.055,-0.1,"increased error",812,"R_1rHAC97MaIFeZQs","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,4,1633,"R_3D2zYtpdbhtT6vH",39,"> 4'000€
>5'900 CHF",13,27,"okay"
"39",229166416658444,"R_3fAW9A9PUOTPSRY",0.66,0.723,"over","R_1mltiMTeFeXLWJB","R_1mltiMTeFeXLWJB",0.564,0.654,"over","numeracy high",0.069,0.1,"decreased error",874,"R_3fAW9A9PUOTPSRY","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,7,1417,"R_1mltiMTeFeXLWJB",49,"> 4'000€
>5'900 CHF",14,23,"okay"
"40",229166416658456,"R_332rHLTBzW4o52Y",0.648,0.761,"over","R_Z9rUDwY108FGHgR","R_Z9rUDwY108FGHgR",0.473,0.6,"over","numeracy low",0.161,0.2,"decreased error",5555,"R_332rHLTBzW4o52Y","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,3480,"R_Z9rUDwY108FGHgR",54,"2'500- 4'000€
<4'300- 5'899CHF",92,58,"okay"
"41",229166416659499,"R_3qpx95XzcwMK7Id",0.395,0.561,"over","R_3mjBG4EWOAh2zPn","R_3mjBG4EWOAh2zPn",0.137,0.47,"over","numeracy low",0.0910000000000001,0.1,"decreased error",9971,"R_3qpx95XzcwMK7Id","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,4,6417,"R_3mjBG4EWOAh2zPn",60,"2'500- 4'000€
<4'300- 5'899CHF",166,106,"okay"
"42",229166416659503,"R_tJPLG6kTOxcN3P3",-0.703,0.774,"under","R_3Rr9e9PygX6lMCt","R_3Rr9e9PygX6lMCt",-0.271,1.12,"under","numeracy low",-0.346,-0.3,"increased error",520,"R_tJPLG6kTOxcN3P3","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",1,6,321,"R_3Rr9e9PygX6lMCt",28,"2'500- 4'000€
<4'300- 5'899CHF",8,5,"speeder"
"43",229166416660547,"R_2qyee8RYNHe83N3",0.184,0.531,"over","R_1BnkeWb8Yt6wKJz","R_1BnkeWb8Yt6wKJz",0.417,0.7,"over","numeracy low",-0.169,-0.2,"increased error",8076,"R_2qyee8RYNHe83N3","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,1610,"R_1BnkeWb8Yt6wKJz",59,"<1'500€
<3'100CHF",134,26,"okay"
"44",229166416661577,"R_2zZplKpn7tOOwbb",0.717,0.726,"over","R_RkTFWzS6jlgvMrf","R_RkTFWzS6jlgvMrf",0.983,0.983,"over","numeracy low",-0.257,-0.3,"increased error",1118,"R_2zZplKpn7tOOwbb","female","Switzerland","<1'500€
<3'100CHF","degree",2,7,958,"R_RkTFWzS6jlgvMrf",57,"<1'500€
<3'100CHF",18,15,"okay"
"45",229166416661595,"R_3HZXQEqTEPPcrCv",1.04,1.04,"over","R_21mI02FOGglKo1o","R_21mI02FOGglKo1o",-1.04,1.04,"under","numeracy low",0,0,"no change",339,"R_3HZXQEqTEPPcrCv","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,468,"R_21mI02FOGglKo1o",26,"> 4'000€
>5'900 CHF",5,7,"speeder"
"46",229166416662627,"R_pbbiWuR68CLd12V",-0.067,0.487,"under","R_2VEBV1FZqbQzJh9","R_2VEBV1FZqbQzJh9",-0.208,0.504,"under","numeracy low",-0.017,0,"no change",763,"R_pbbiWuR68CLd12V","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,15418,"R_2VEBV1FZqbQzJh9",40,"> 4'000€
>5'900 CHF",12,256,"okay"
"47",229166416662637,"R_ZFcYjQPti4GmnId",0.629,0.726,"over","R_3mAe9TEtmdbknbb","R_3mAe9TEtmdbknbb",-0.257,0.697,"under","numeracy low",0.029,0,"no change",1916,"R_ZFcYjQPti4GmnId","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,5,1480,"R_3mAe9TEtmdbknbb",40,"<1'500€
<3'100CHF",31,24,"okay"
"48",229166416663673,"R_3EGccqupxv5YC29",0.284,0.761,"over","R_31gXaeWDD8YXO0m","R_31gXaeWDD8YXO0m",0.0246,0.347,"over","numeracy high",0.414,0.4,"decreased error",1506,"R_3EGccqupxv5YC29","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,3,1124,"R_31gXaeWDD8YXO0m",42,"> 4'000€
>5'900 CHF",25,18,"okay"
"49",229166416665772,"R_279DrW8COJ7EWg9",-0.0185,0.725,"under","R_1GHQl4ynOuXKsoJ","R_1GHQl4ynOuXKsoJ",-0.565,0.833,"under","numeracy high",-0.108,-0.1,"increased error",993,"R_279DrW8COJ7EWg9","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,781,"R_1GHQl4ynOuXKsoJ",33,"> 4'000€
>5'900 CHF",16,13,"okay"
"50",229166416665777,"R_1okjaSmNIcl4O4y",0.618,0.618,"over","R_2YSB2Ar1L0afUeM","R_2YSB2Ar1L0afUeM",0.352,0.548,"over","numeracy high",0.07,0.1,"decreased error",1092,"R_1okjaSmNIcl4O4y","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,4,1164,"R_2YSB2Ar1L0afUeM",56,"2'500- 4'000€
<4'300- 5'899CHF",18,19,"okay"
"51",229166416666812,"R_3GfFGdrjJRUqybx",-0.187,0.539,"under","R_3soja05ifxsWkQq","R_3soja05ifxsWkQq",0.167,0.452,"over","numeracy high",0.087,0.1,"decreased error",686,"R_3GfFGdrjJRUqybx","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,1093,"R_3soja05ifxsWkQq",25,"<1'500- 2'499€
3'100-4'299CHF",11,18,"okay"
"52",229166416667853,"R_3KSWg37wet3GUTw",-0.94,1.26,"under","R_3m7AJOItrFHHcFB","R_3m7AJOItrFHHcFB",-0.271,0.72,"under","numeracy low",0.54,0.5,"decreased error",1251,"R_3KSWg37wet3GUTw","female","Switzerland","> 4'000€
>5'900 CHF","degree",1,3,1446,"R_3m7AJOItrFHHcFB",39,"> 4'000€
>5'900 CHF",20,24,"okay"
"53",229166416667863,"R_1FQVElWKrunBigd",-1.21,1.21,"under","R_2fx5TdeHZkzu7SR","R_2fx5TdeHZkzu7SR",0.0857,0.664,"over","numeracy low",0.546,0.5,"decreased error",1381,"R_1FQVElWKrunBigd","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,1374,"R_2fx5TdeHZkzu7SR",47,"> 4'000€
>5'900 CHF",23,22,"okay"
"54",229166416673876,"R_xfnvdWOK6OtEIBb",0.116,0.349,"over","R_1Ff7YEINWKKGDH6","R_1Ff7YEINWKKGDH6",0.426,0.528,"over","numeracy high",-0.179,-0.2,"increased error",1505,"R_xfnvdWOK6OtEIBb","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,5,1080,"R_1Ff7YEINWKKGDH6",45,"> 4'000€
>5'900 CHF",25,18,"okay"
"55",229166416689292,"R_3QDbKyq8ExtSrh4",-0.255,0.758,"under","R_3QQyZQp3jw4DK0T","R_3QQyZQp3jw4DK0T",0.364,0.681,"over","numeracy low",0.077,0.1,"decreased error",1696,"R_3QDbKyq8ExtSrh4","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,1396,"R_3QQyZQp3jw4DK0T",29,"> 4'000€
>5'900 CHF",28,23,"okay"
"56",229242295738445,"R_2UYiPKnMmRgN6qZ",-0.37,0.527,"under","R_28LGrL0mwIjanOl","R_28LGrL0mwIjanOl",-0.592,0.69,"under","numeracy low",-0.163,-0.2,"increased error",599,"R_2UYiPKnMmRgN6qZ","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,8,1310,"R_28LGrL0mwIjanOl",53,"2'500- 4'000€
<4'300- 5'899CHF",9,21,"okay"
"57",229242295738451,"R_2316XoX4fkvFvf4",0.724,0.742,"over","R_2b4cSi6KufHEXQf","R_2b4cSi6KufHEXQf",0.533,0.671,"over","numeracy low",0.071,0.1,"decreased error",950,"R_2316XoX4fkvFvf4","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1246,"R_2b4cSi6KufHEXQf",59,"<1'500- 2'499€
3'100-4'299CHF",15,20,"okay"
"58",229242295738453,"R_2rD5JnSOvonHkaY",-0.521,0.866,"under","R_22y2tZsREaqt265","R_22y2tZsREaqt265",-0.259,0.628,"under","numeracy high",0.238,0.2,"decreased error",1582,"R_2rD5JnSOvonHkaY","male","Germany","> 4'000€
>5'900 CHF","middle school",2,3,2126,"R_22y2tZsREaqt265",63,"> 4'000€
>5'900 CHF",26,35,"okay"
"59",229242295738457,"R_3Emuny9GTE1FmCf",-0.533,0.723,"under","R_2dKehFZ6Q0ZuvKP","R_2dKehFZ6Q0ZuvKP",-0.116,0.532,"under","numeracy low",0.191,0.2,"decreased error",1101,"R_3Emuny9GTE1FmCf","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,8,945,"R_2dKehFZ6Q0ZuvKP",48,"> 4'000€
>5'900 CHF",18,15,"okay"
"60",229242295738458,"R_yUWSmPkKkg62fJf",0.785,0.785,"over","R_1pF3jLkb5kuiHLt","R_1pF3jLkb5kuiHLt",1,1,"over","numeracy low",-0.215,-0.2,"increased error",1807,"R_yUWSmPkKkg62fJf","male","Germany","<1'500€
<3'100CHF","middle school",1,3,866,"R_1pF3jLkb5kuiHLt",49,"<1'500€
<3'100CHF",30,14,"okay"
"61",229242295739490,"R_4O7bW4HIAb2vxxT",0.279,0.482,"over","R_2WTlibDKLH1wBQv","R_2WTlibDKLH1wBQv",-0.725,0.725,"under","numeracy high",-0.243,-0.2,"increased error",852,"R_4O7bW4HIAb2vxxT","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,2610,"R_2WTlibDKLH1wBQv",37,"<1'500- 2'499€
3'100-4'299CHF",14,43,"okay"
"62",229242295740534,"R_3P5N96tlMTxv2SB",-0.458,0.573,"under","R_SO7m43ZdxE2ch33","R_SO7m43ZdxE2ch33",0.16,0.38,"over","numeracy low",0.193,0.2,"decreased error",1402,"R_3P5N96tlMTxv2SB","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,2525,"R_SO7m43ZdxE2ch33",76,"<1'500- 2'499€
3'100-4'299CHF",23,42,"okay"
"63",229242295740540,"R_2153UvCoSfAZEmK",0.646,0.72,"over","R_2Vjx3Cn073ZlQyD","R_2Vjx3Cn073ZlQyD",-1.1,1.1,"under","numeracy low",-0.38,-0.4,"increased error",906,"R_2153UvCoSfAZEmK","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1076,"R_2Vjx3Cn073ZlQyD",59,"<1'500€
<3'100CHF",15,17,"okay"
"64",229242295741568,"R_2xPg7QoVItFa2ne",-0.477,0.831,"under","R_1rNhmNjbwZot8So","R_1rNhmNjbwZot8So",0.478,0.535,"over","numeracy low",0.296,0.3,"decreased error",1801,"R_2xPg7QoVItFa2ne","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,1792,"R_1rNhmNjbwZot8So",57,"<1'500€
<3'100CHF",30,29,"okay"
