m,(Intercept),co2-30% CO2,tax+6%,energieabhaengigkeit+20%,zeitpunktin 7 Jahren,ResponseId,gender,age,country,income.wave1,education,climate_concern,concern.scaled
229166066770996,2.6301221838151374,0.6951164594987657,-0.7085614769155506,0.2706914854895932,-5.738869677798988,R_eQGtapLFAf1IMTv,female,56,Germany,"<1'500€
<3'100CHF",no formal education,6,1.2374999999999998
229166066772029,-0.5521811016557572,0.9845346097381453,-0.03399728184587669,0.5360958503283486,0.16753729839903375,R_3gUFyQf7Rr82fjq,male,43,Germany,"> 4'000€
>5'900 CHF",middle school,6,1.2374999999999998
229166066772032,-0.2552459943761449,0.47755987982416814,-4.02684037293241,0.37508468339334416,-1.1613377268726959,R_2U4PlWg8c50p8eU,female,51,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.5,-1.2625000000000002
229166066774127,2.1051342537411233,0.9023203288243709,-6.0060873975419256,0.6116500370723001,-1.6725170012048851,R_aV36R7kJhEmeyyd,male,37,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5,0.23749999999999982
229166066775173,0.5124276583595533,0.41875376087431704,-0.38639300157465106,0.1834044289691461,-0.23536449352834143,R_1cUttmhVO5YA2hl,female,24,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,3,-1.7625000000000002
229166066778296,1.5581580292725297,0.6124843049049287,-4.741323438235339,0.4091767017181281,-4.140011682471174,R_3gXXt1W2K8Pos3x,female,59,Germany,"> 4'000€
>5'900 CHF",middle school,6,1.2374999999999998
229166066778304,3.3610330584003005,0.6755092034995082,-5.2543235163712145,0.41211716463378323,-1.4462365534072772,R_1C4wdUlbfbQ1hML,male,70,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.25,0.4874999999999998
229166066778312,0.9845331923363899,0.8562359043015519,0.3966914394034582,0.3763789178550878,-4.9727709260810045,R_BywDqqxLxP5MOLD,male,64,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.2374999999999998
229166066780393,0.20591453705409846,0.12543743150282943,-3.939578252815422,0.16093583590734678,2.2857348961890307,R_2AYaEaBun0p5kaC,male,57,Germany,"> 4'000€
>5'900 CHF",obligatory school,4.75,-0.012500000000000178
229166066780404,2.6382056313641424,0.5786409697107547,-6.573875871267577,0.4330648330730426,-0.30202843767457166,R_3ke5ZDJpQBX1C0j,female,72,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.25,0.4874999999999998
229166066782222,3.2872462801838953,0.22983842232165141,-1.0246520687491785,3.1014410630514355e-4,-3.3845449640168512,R_21aXH4qkpWoMUfc,male,29,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,6,1.2374999999999998
229166066786390,-2.1864874653063024,0.2365487191719236,-2.182606311550626,0.22393792884881009,-1.0673285753289572,R_2VdofypBJBuhz1H,male,60,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1,-3.7625
229166066788467,-2.1864874653063024,0.23654871917192383,-2.182606311550626,0.22393792884881022,-1.067328575328957,R_wMLudDlqiyZgrTP,male,56,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,1,-3.7625
229166066788475,0.33918699339177083,0.9705828101914358,-3.4673627559691567,0.6156077759777965,0.3433600883551089,R_WfbcOa4R3TKEukN,male,60,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.2374999999999998
229166066789519,0.04183033622049637,1.17339405938022,-2.847594788345582,0.7204681797672785,0.9120456584851913,R_2EEuiLLUQlAKcEz,male,25,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,1.75,-3.0125
229166066790561,-0.7919893536240581,-0.10614427721853226,0.09566710240772958,-0.097338337977811,0.24193668589103057,R_3haa92gLJ7b3TlA,female,33,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4.25,-0.5125000000000002
229166066792658,2.729128907883162,0.5673467167423291,-2.317050184887222,0.25762956612390076,-4.1158539053778735,R_DAy13Qg9X0yju5b,male,57,Germany,"<1'500€
<3'100CHF",no formal education,5.25,0.4874999999999998
229166066799696,3.5493076476825722,0.529758544626564,-0.8576500691768096,0.16557320504845388,-0.5256153059547228,R_2e8rPRQ3Tf6hpC0,male,41,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,4.75,-0.012500000000000178
229166066803864,3.5493076476825736,0.5297585446265639,-0.8576500691768119,0.16557320504845385,-0.5256153059547233,R_2cBDYRcdwlr6tJe,male,67,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,5.5,0.7374999999999998
229166066809875,2.630122183815137,0.6951164594987655,-0.7085614769155493,0.27069148548959315,-5.738869677798988,R_3iwZiFBbukhyafr,female,64,Germany,"<1'500€
<3'100CHF",middle school,6,1.2374999999999998
229166066809882,-1.1999623108442359,0.5757811848189327,0.9596840086509948,0.27896388064475464,0.1453652308890001,R_2txmnVLQNoVL3lA,female,24,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,3,-1.7625000000000002
229166066821130,1.5581580292725294,0.6124843049049287,-4.741323438235339,0.4091767017181281,-4.140011682471173,R_2BnFF7O0UemP6bn,female,36,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,6,1.2374999999999998
229166066823206,1.1064676321266456,0.28436418903378996,-5.797067039472978,0.28919456356649575,0.9961441023425786,R_3iD1T8NlCZIuSSn,female,19,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1,-3.7625
229166066831553,3.05183356068213,0.055865062794576925,-4.1894786347850195,0.03495050925852744,-0.07546918955854465,R_1o73oJZeSvsMGPn,female,37,Germany,"> 4'000€
>5'900 CHF",middle school,3,-1.7625000000000002
229166066833642,1.1064676321266453,0.28436418903379,-5.797067039472979,0.2891945635664958,0.9961441023425786,R_cTN0cTJ7C5jMipr,male,20,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4.5,-0.2625000000000002
229166416656617,2.6382056313641433,0.5786409697107547,-6.573875871267578,0.43306483307304267,-0.3020284376745721,R_ujLqmiC73EyREFX,male,51,Switzerland,"> 4'000€
>5'900 CHF",degree,5,0.23749999999999982
229166416657415,-0.08069240091041618,0.13671183961099465,0.19860551661752268,0.005551519014935613,-1.9530353331286165,R_3PwamN8jceqdARM,male,42,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",degree,4.75,-0.012500000000000178
229166416657657,3.549307647682572,0.5297585446265639,-0.8576500691768083,0.1655732050484538,-0.5256153059547242,R_1rHAC97MaIFeZQs,female,39,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,6,1.2374999999999998
229166416658444,2.1804469961412893,0.912968585440856,0.526611151065504,0.36702363514806097,-4.889635202445909,R_3fAW9A9PUOTPSRY,female,49,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.2374999999999998
229166416658456,1.9491873657553207,0.21016358382191286,-4.882300976995414,0.17388460066573297,-2.879921692902631,R_332rHLTBzW4o52Y,male,54,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.2374999999999998
229166416659499,3.708137942322964,0.9415878627011368,-3.6055691247978228,0.49297741021890185,-1.8186842869542377,R_3qpx95XzcwMK7Id,male,60,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,6,1.2374999999999998
229166416659503,0.4664008696090167,0.9077741484706765,-2.066791994523874,0.5210143273029826,-0.9155411891029438,R_tJPLG6kTOxcN3P3,female,28,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,3.75,-1.0125000000000002
229166416660547,2.638205631364143,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745721,R_2qyee8RYNHe83N3,female,59,Switzerland,"<1'500€
<3'100CHF",obligatory school,5.25,0.4874999999999998
229166416661577,2.6301221838151383,0.6951164594987655,-0.7085614769155502,0.2706914854895931,-5.73886967779899,R_2zZplKpn7tOOwbb,female,57,Switzerland,"<1'500€
<3'100CHF",degree,6,1.2374999999999998
229166416661595,-2.1864874653063024,0.23654871917192372,-2.182606311550625,0.22393792884881014,-1.0673285753289565,R_3HZXQEqTEPPcrCv,male,26,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",no formal education,3,-1.7625000000000002
229166416662627,2.6382056313641433,0.5786409697107547,-6.573875871267577,0.4330648330730426,-0.3020284376745723,R_pbbiWuR68CLd12V,male,40,Switzerland,"> 4'000€
>5'900 CHF",degree,3.5,-1.2625000000000002
229166416662637,0.2154729772156918,1.21022329305067,-3.633588296275637,0.7661271762555126,0.3293193055382382,R_ZFcYjQPti4GmnId,female,40,Switzerland,"<1'500€
<3'100CHF",obligatory school,5,0.23749999999999982
229166416663673,1.378985098118301,0.36990691026003436,-0.8826729074204147,0.13964026820455153,-0.768568430099401,R_3EGccqupxv5YC29,male,42,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,5,0.23749999999999982
229166416665772,-0.48668605740965476,1.0701775054791942,-4.368196954208093,0.7270209845572029,-0.5169126050210919,R_279DrW8COJ7EWg9,male,33,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,5,0.23749999999999982
229166416665777,1.2331794473832234,0.7153914140593864,-1.232370534246221,0.3524357211591668,-3.124830587755128,R_1okjaSmNIcl4O4y,female,56,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.5,0.7374999999999998
229166416666812,1.8681653134872231,0.9644832277059006,-5.60985365540211,0.6355449110110212,-2.504128937857242,R_3GfFGdrjJRUqybx,male,25,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,4,-0.7625000000000002
229166416667853,3.679799757486746,1.189981431833865,-3.7621542836400867,0.6450269188006204,-1.8992882513889813,R_3KSWg37wet3GUTw,female,39,Switzerland,"> 4'000€
>5'900 CHF",degree,4.5,-0.2625000000000002
229166416667863,2.0606837794102097,0.477917569668617,-3.1759744632862317,0.2641114219981151,-0.9629558073814486,R_1FQVElWKrunBigd,female,47,Switzerland,"> 4'000€
>5'900 CHF",degree,5,0.23749999999999982
229166416673876,2.6301221838151374,0.6951164594987658,-0.7085614769155502,0.27069148548959326,-5.738869677798988,R_xfnvdWOK6OtEIBb,male,45,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.2374999999999998
229166416689292,2.1403777427952075,0.9635696888152647,-1.8959965838446577,0.48541711540316496,-5.302818918362094,R_3QDbKyq8ExtSrh4,female,29,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.75,0.9874999999999998
229242295738445,-2.186487465306302,0.23654871917192388,-2.1826063115506265,0.22393792884881022,-1.0673285753289576,R_2UYiPKnMmRgN6qZ,male,53,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,2.5,-2.2625
229242295738451,3.5493076476825727,0.529758544626564,-0.8576500691768087,0.16557320504845383,-0.5256153059547239,R_2316XoX4fkvFvf4,female,59,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.2374999999999998
229242295738453,2.1403777427952058,0.963569688815265,-1.8959965838446575,0.485417115403165,-5.3028189183620915,R_2rD5JnSOvonHkaY,male,63,Germany,"> 4'000€
>5'900 CHF",middle school,4.75,-0.012500000000000178
229242295738457,0.9042306096984212,0.7308543481806016,-5.9344456330832625,0.5544260951322003,0.8496910711302381,R_3Emuny9GTE1FmCf,male,48,Germany,"> 4'000€
>5'900 CHF",obligatory school,4.25,-0.5125000000000002
229242295738458,2.6301221838151374,0.6951164594987655,-0.7085614769155502,0.27069148548959315,-5.738869677798988,R_yUWSmPkKkg62fJf,male,49,Germany,"<1'500€
<3'100CHF",middle school,6,1.2374999999999998
229242295739490,2.6382056313641424,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745719,R_4O7bW4HIAb2vxxT,male,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4.5,-0.2625000000000002
229242295740534,1.5581580292725292,0.6124843049049287,-4.741323438235339,0.4091767017181281,-4.140011682471173,R_3P5N96tlMTxv2SB,male,76,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4.5,-0.2625000000000002
229242295740540,1.1006847501845018,0.12388238228638787,-4.40657951547618,0.15059253584149318,1.7887160488880487,R_2153UvCoSfAZEmK,female,59,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.25,-0.5125000000000002
229242295741568,3.5493076476825727,0.5297585446265639,-0.8576500691768087,0.16557320504845377,-0.5256153059547253,R_2xPg7QoVItFa2ne,female,57,Germany,"<1'500€
<3'100CHF",obligatory school,6,1.2374999999999998
229242295741575,-0.8552095874321441,0.4490937093435545,0.5218704151616551,0.20716967534344946,0.612071815932083,R_2ZWZi9cTPxyfyx6,female,58,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,2.5,-2.2625
229242295742617,2.638205631364143,0.5786409697107548,-6.573875871267578,0.43306483307304267,-0.30202843767457166,R_1OktPLDHHWKRHhV,male,51,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5,0.23749999999999982
229242295742618,2.6301221838151374,0.6951164594987655,-0.7085614769155502,0.2706914854895932,-5.738869677798988,R_3Jw0ghh6bZfhLaV,male,52,Germany,"<1'500€
<3'100CHF",middle school,6,1.2374999999999998
229242295742621,-0.14441195526063488,0.1435135797226913,-0.47207212902123175,0.05099357183841535,1.7842058207821552,R_6gHmjtSbwXL0D3r,male,35,Germany,"> 4'000€
>5'900 CHF",middle school,4.5,-0.2625000000000002
229242295743653,-2.1864874653063024,0.2365487191719236,-2.182606311550626,0.22393792884881009,-1.0673285753289572,R_2uOfXbC4McyIpk1,male,66,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1.5,-3.2625
229242295743656,1.2680136300456823,0.025771626931095803,-5.6068486993243205,0.12573887405591846,1.0149741998455135,R_1dtZmWqpoAeMjuq,male,41,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,6,1.2374999999999998
229242295743657,1.268128689611549,0.568327214520357,-0.9352098364337236,0.26191064493998306,-0.7924955168061368,R_12xSA7ZhOZnEVX2,male,54,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.2374999999999998
229242295743670,-1.132075634906697,0.24444147057418114,-1.3354662469228664,0.1651722873571007,0.2796252535789172,R_w6MRXWX3QjyB7KF,male,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,3.25,-1.5125000000000002
229242295744695,-0.6645293184587411,0.44535154330104904,1.0510499576610588,0.17860074501774212,-0.8101384647121795,R_10AtUJUGZhCk5ng,female,42,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4,-0.7625000000000002
229242295744697,1.8139989216753967,-0.10384277576767897,0.3027387991654358,-0.18262721431879825,-0.8513553790630807,R_ehV8GF42KClNBqp,female,55,Germany,"<1'500€
<3'100CHF",obligatory school,6,1.2374999999999998
229242295744700,1.0469679965202132,0.9505332299826715,-1.0088975660498556,0.486163503022247,-1.8884125443584705,R_2ePGhUSWhjV9inV,male,60,Germany,"<1'500€
<3'100CHF",obligatory school,6,1.2374999999999998
229242295744711,0.35819482925252566,1.0379256222769722,0.16204454726232687,0.5114676615739583,-3.170480769643316,R_2f7CBh1lJf4ruTO,female,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.2374999999999998
229242295745745,0.026179456441025817,0.425938379407237,0.598178416481324,0.16408704952628206,-1.209711157500161,R_2aFZCsf96UrGETa,male,33,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,5.5,0.7374999999999998
229242295745754,0.18392243647807405,0.5962733801147411,-1.1405984303357712,0.31604859357051857,-2.0866334327870666,R_yDu5FSL1xttI8Ap,female,34,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.25,0.4874999999999998
229242295746787,1.5453473120416894,0.7441377247533814,-2.703699102189537,0.41461077005382185,-1.5879606569088922,R_2YSnQ1B93bvgNnO,male,52,Germany,"> 4'000€
>5'900 CHF",obligatory school,5,0.23749999999999982
229242295746789,0.904230609698422,0.7308543481806016,-5.9344456330832625,0.5544260951322002,0.8496910711302372,R_AomSIyMtDd4sOA1,male,59,Germany,"<1'500€
<3'100CHF",no formal education,2,-2.7625
229242295747839,3.3069757691836275,0.07182443332907829,-1.0277333470035441,-0.08555230037534223,-3.2750519109274085,R_yQRiS5iRsb6BeRr,female,47,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4,-0.7625000000000002
229242295748625,-2.186487465306302,0.23654871917192355,-2.182606311550626,0.22393792884881003,-1.067328575328958,R_2uQWOu9uRIjt5dH,male,25,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.75,-1.0125000000000002
229242295748626,2.140377742795208,0.9635696888152647,-1.895996583844659,0.485417115403165,-5.302818918362094,R_1pXWlt9fDYhaR3c,female,66,Germany,"<1'500€
<3'100CHF",degree,6,1.2374999999999998
229242295749654,-1.5389342185453132,0.10975811570987692,-5.000562827262249,0.2453259003743395,3.2259091806818554,R_2ZBtopiyki2EAhe,male,56,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,3,-1.7625000000000002
229242295749656,0.35983583995864854,0.6598288992512454,0.7907263016293475,0.27279810552469463,-2.3870478586874944,R_1mRClohcHMkdAdv,male,53,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,2.25,-2.5125
229242295749665,0.5837327678908807,0.4479435166312575,0.7312763880844244,0.15662670643993892,-0.3101073214920502,R_O2OqQdFdyDL9OwN,male,42,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4,-0.7625000000000002
229242295750703,1.0285589264750357,0.5330791458248518,-2.4636847248444846,0.3114933280558547,1.6995951994567688,R_ykdH1xwFibBL9bX,male,30,Germany,"<1'500€
<3'100CHF",no formal education,4.5,-0.2625000000000002
229242295750704,-2.186487465306303,0.236548719171924,-2.1826063115506256,0.2239379288488103,-1.0673285753289568,R_3meiD2BanwaGxyW,female,55,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,1.75,-3.0125
229242295750705,-1.3390328272571526,0.6667288958855886,-2.945765599582254,0.4705645404341403,-2.011311061200581,R_Q9A5nzfd3fY5DsB,female,46,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.75,-0.012500000000000178
229242295751744,-2.186487465306303,0.23654871917192377,-2.182606311550626,0.22393792884881022,-1.0673285753289572,R_0j0zAq6VQ3vdScp,male,46,Germany,"> 4'000€
>5'900 CHF",middle school,3.5,-1.2625000000000002
229242295752786,3.5493076476825727,0.5297585446265639,-0.8576500691768096,0.16557320504845383,-0.5256153059547246,R_40dNrMPFaOtEmbL,male,63,Germany,"> 4'000€
>5'900 CHF",middle school,2.25,-2.5125
229242295752791,1.8681653134872231,0.9644832277059006,-5.60985365540211,0.6355449110110211,-2.504128937857242,R_27WPtaUNfo36sRF,female,63,Germany,"<1'500€
<3'100CHF",no formal education,5.75,0.9874999999999998
229242295753826,0.7636039745439973,1.2201267991874531,-3.3221089762316747,0.7402398311423092,-1.89942866044601,R_3lGjzJeCRnEeWYp,female,45,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.2374999999999998
229242295753827,1.1213075630090705,-0.03268571658547348,-4.868467462925095,0.06913741961879927,-0.16941239395288976,R_2qdP1m3VKpXIEnI,female,67,Germany,"> 4'000€
>5'900 CHF",degree,4.5,-0.2625000000000002
229242295753830,2.114756234165939,0.18374750826836533,-2.0751241438064816,0.06102031980421291,-1.8540989847172005,R_1ghIcrFKPqGRZ2X,male,38,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3,-1.7625000000000002
229242295753832,2.6382056313641433,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.30202843767457255,R_d1lzcWcat1nY2jL,female,31,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,3,-1.7625000000000002
229242295753838,0.738934464644263,0.8596777181646734,-2.709768886035877,0.5014190370375547,-2.524830112259198,R_AHYq3fKkaHCcbWF,male,69,Germany,"<1'500€
<3'100CHF",no formal education,6,1.2374999999999998
229242295753844,-0.8668512660757379,0.6345020282753163,-1.080522635010063,0.37736030871766607,0.20964459236702804,R_2c1xu1yXOgGD30y,male,33,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,3.75,-1.0125000000000002
229242295754881,1.1740275771918887,-0.46472100752407397,-0.37129620475739067,-0.34084040989571984,1.028874667489326,R_2TFBYNYkwtAx87s,male,31,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,2.25,-2.5125
229242295754886,-0.6027064339969668,0.13835874778952295,-3.59904994066667,0.17981690119680008,2.797861837615947,R_7QxctqQp54ZoKqJ,male,61,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4.75,-0.012500000000000178
229242295755912,0.3115349498510167,0.30467173653517865,-0.8360963739564684,0.13391440430034532,-0.718716943271102,R_3KVGiJQpMt3d7AH,male,31,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,4.75,-0.012500000000000178
229242295755913,-0.5842905436193719,0.3915578407195729,0.047973553871556884,0.18688890196801872,1.12459125300387,R_1Kg5qeNMfpEcIVD,male,42,Germany,"<1'500€
<3'100CHF",no formal education,3,-1.7625000000000002
229242295756956,3.3869429698629534,0.49550522279055287,-5.18543377442338,0.31078065054149917,-1.3462614517438347,R_56ZOo15E4R2qzOF,female,45,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.2374999999999998
229242295758007,1.0893666824687616,-0.017095564039933397,-0.8653635645763109,-0.06935439986073894,0.3336233225321861,R_25WOrBlo5iU7RHg,female,46,Germany,"<1'500€
<3'100CHF",no formal education,6,1.2374999999999998
229242295758012,3.8023172999671537,0.9059709267290286,-1.8669440375820952,0.4087670164553689,-1.5466634084195698,R_2CWHyt8sRRjB7NC,male,26,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,3.5,-1.2625000000000002
229242295759045,3.4627552490544735,0.23356850165496174,-5.015356970378197,0.14898490579499188,-1.2650301539264688,R_3EF4W42AP3JqbNQ,female,44,Germany,"<1'500€
<3'100CHF",middle school,6,1.2374999999999998
229242295759052,2.6382056313641424,0.5786409697107548,-6.573875871267578,0.43306483307304267,-0.30202843767457166,R_1l3SKw0bM70iegj,male,63,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3,-1.7625000000000002
229242295760085,2.638205631364143,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745721,R_1F4GZVhw7a8fion,male,67,Germany,"> 4'000€
>5'900 CHF",no formal education,5.75,0.9874999999999998
229242295760097,0.924109365129815,0.45838807200563136,1.8906943029970718,0.09598847949773001,-3.404973797152773,R_3jdnQRghXarRH6Q,female,48,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,5.5,0.7374999999999998
229242295761139,1.5581580292725299,0.6124843049049287,-4.741323438235339,0.40917670171812814,-4.140011682471174,R_1CdA8mHseMZSYAc,male,51,Germany,"<1'500€
<3'100CHF",middle school,3.75,-1.0125000000000002
229242295765044,0.09114531732260489,0.12029921712057923,-2.4324799807136577,0.1075208060551307,3.8471445453008903,R_3smrwM5ZrCpylBz,male,44,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3,-1.7625000000000002
229242295766083,0.29610592914391076,0.8216868325289277,-4.0631186691212875,0.5461865590505806,-3.352084737269353,R_3GoztoHsxpKssWb,female,46,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.2374999999999998
229242295766086,0.5826848810180502,1.0419278948839326,-5.366673616752699,0.7193401344429162,-0.45814121972459576,R_51DcTUyimhghJ3X,female,55,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.2374999999999998
229242295766090,-2.186487465306302,0.23654871917192355,-2.182606311550626,0.22393792884881003,-1.0673285753289572,R_2wEo5iQXCYves2K,female,26,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,2.5,-2.2625
229242295766095,-1.5389342185453132,0.10975811570987676,-5.000562827262249,0.2453259003743394,3.2259091806818554,R_1QN6OUxkKwgceLu,male,57,Germany,"<1'500€
<3'100CHF",middle school,5.5,0.7374999999999998
229242295770258,-0.012047602235806698,0.2950188691443543,0.8176938931193476,0.07576780664512872,-2.480491047083066,R_27W1NFJXInLwDZw,female,26,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,6,1.2374999999999998
229242295770261,2.6382056313641424,0.5786409697107547,-6.573875871267577,0.4330648330730426,-0.3020284376745721,R_1LXokuPGQSIS5q7,female,43,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.5,-0.2625000000000002
229242295771292,0.485059886063963,-0.2775686689785095,-0.29402190048929855,-0.2227744972445158,-0.16871643345256815,R_sBRhT5IY9zTJcTn,female,25,Germany,"<1'500€
<3'100CHF",no formal education,4.5,-0.2625000000000002
229242295775457,-2.186487465306303,0.23654871917192366,-2.182606311550625,0.22393792884881014,-1.0673285753289565,R_3fW33TCtP6kVx1T,female,38,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,3.5,-1.2625000000000002
229242295779354,3.549307647682574,0.5297585446265637,-0.8576500691768087,0.16557320504845363,-0.5256153059547264,R_2tbx3LZrOJsIeSD,female,55,Germany,"> 4'000€
>5'900 CHF",middle school,6,1.2374999999999998
