"","ResponseId.wave1","m","Sum","Duration.wave1","gender","country","income.wave1","education","household_size","politcalorientation","ResponseId","age","Minutes.wave1","Minutes","climate_concern","concern.scaled","exp.low_che.int","exp.low_che.hig","exp.low_mid.hig","exp.int_che.hig","exp.int_mid.hig","mid.low_che.int","mid.low_che.hig","percent"
"11","R_10TQ9M87QSuIqpq",229677069783098,2,977,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,2,"R_1mt96mbxkfZ8oJc",63,16,"okay",6,1.2375,0,0,1,0,1,0,0,0.285714285714286
"12","R_10ZfwML5Q6HbOBv",230296025238534,6,975,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,4,"R_1pyPj6pxQTGpmoY",36,16,"okay",6,1.2375,0,1,1,1,1,1,1,0.857142857142857
"13","R_1118V3m8mB8zTU3",229242450005063,2,3182,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_2f6EtfUFp544Jg0",27,53,"okay",3.5,-1.2625,0,0,0,0,1,0,1,0.285714285714286
"14","R_114x80EEaCoWOK0",229321437670402,3,905,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,2,"R_3xe9GWONYDTpSKZ",46,15,"okay",5.75,0.9875,0,0,1,0,0,1,1,0.428571428571429
"15","R_11bfomFynMxQ2HS",229256171561183,5,724,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,1,"R_2e4gsRcT2FLvlEh",53,12,"okay",5.75,0.9875,0,1,1,1,1,0,1,0.714285714285714
"16","R_11crUzIYPdbRfiF",229320605939886,0,1111,"female","Germany","> 4'000€
>5'900 CHF","degree",2,3,"R_stD5sQvmIeLJCtr",29,18,"okay",6,1.2375,0,0,0,0,0,0,0,0
"17","R_122NLeAz7IQz6Db",229409893558502,7,985,"male","Germany","> 4'000€
>5'900 CHF","degree",2,7,"R_24pwPmPBXaNb1Jp",73,16,"okay",6,1.2375,1,1,1,1,1,1,1,1
"18","R_123mcZ5Ghsa8y8U",229409893567654,5,1347,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,9,"R_2pVN9xJPvGeQwTl",56,22,"okay",6,1.2375,0,1,1,1,1,0,1,0.714285714285714
"19","R_1253hukGlxFYfER",229255657952395,3,1815,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,"R_ZvZNUw4EfkNkyCl",28,30,"okay",6,1.2375,0,0,1,0,1,0,1,0.428571428571429
"20","R_12DTHefOjls1akp",229409893556414,3,1025,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,6,"R_yEXDxhzyve1juHD",39,17,"okay",6,1.2375,0,1,1,0,0,0,1,0.428571428571429
"21","R_12GrTCx97UpFVGv",229678093097023,7,456,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,"R_Urlxrri2RjmT8k1",56,7,"speeder",5,0.2375,1,1,1,1,1,1,1,1
"22","R_12i4SXq1sTQbnI2",229678093243470,1,2686,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,"R_3PB2Ltxuh03nSYU",46,44,"okay",4,-0.7625,0,0,0,0,0,0,1,0.142857142857143
"23","R_12JYacNsaMn3IDo",229678093128888,3,1285,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,4,"R_rjxdCSSgbclxtmN",56,21,"okay",6,1.2375,0,0,1,0,1,0,1,0.428571428571429
"24","R_12KA26bT3vvPUxO",229855352032472,0,1337,"female","Germany","> 4'000€
>5'900 CHF","degree",2,5,"R_3K7ud1ITarVlcMF",65,22,"okay",4.75,-0.0125000000000002,0,0,0,0,0,0,0,0
"25","R_12lsW5LKCBOXjZ1",229409893597357,6,1078,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,4,"R_1iaf4Aae3z5NeHz",62,17,"okay",3.75,-1.0125,0,1,1,1,1,1,1,0.857142857142857
"26","R_12McFRO8avvy3pt",229320605959210,7,786,"female","Germany","<1'500€
<3'100CHF","no formal education",3,5,"R_1Q5SORbIaDcvhXw",43,13,"okay",5.25,0.4875,1,1,1,1,1,1,1,1
"27","R_12nkx2QU4KAOjzq",229256171672827,2,1784,"male","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,"R_WetzP6sCYnlwhs5",57,29,"okay",3.25,-1.5125,0,0,1,0,1,0,0,0.285714285714286
"28","R_12PiLyJbDjUFPsb",229678093104221,7,1398,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,7,"R_2xPhBRgiLp0kQnn",73,23,"okay",5.25,0.4875,1,1,1,1,1,1,1,1
"29","R_12RpgfF9RbUB4ew",229242295810100,1,485,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",5,7,"R_xyCOqHNGNye9UkN",42,8,"okay",5,0.2375,0,0,1,0,0,0,0,0.142857142857143
"30","R_12sASZ4D9fY0jtV",229242450030694,7,1054,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,5,"R_w5XWAQ49QLmCWfD",33,17,"okay",4.25,-0.5125,1,1,1,1,1,1,1,1
"31","R_12xSA7ZhOZnEVX2",229242295743657,6,507,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,"R_2uw9yz4eigkjtvO",54,8,"speeder",6,1.2375,1,1,1,0,1,1,1,0.857142857142857
"32","R_12yXH8xz8UrwnZY",229242450000079,7,1111,"male","Switzerland","<1'500€
<3'100CHF","degree",5,7,"R_Z4OXurWi3XzPkC5",29,18,"okay",6,1.2375,1,1,1,1,1,1,1,1
"33","R_12zZPiBUIW0qjxi",229678093270176,7,2102,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3NEcJYl36tldrhz",75,35,"okay",5.25,0.4875,1,1,1,1,1,1,1,1
"34","R_1BXgSc3k1bJf4ZS",229256171892884,5,1180,"female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,"R_2cc7jn3CnyczBi6",36,19,"okay",4.25,-0.5125,0,1,1,0,1,1,1,0.714285714285714
"35","R_1C4wdUlbfbQ1hML",229166066778304,6,1477,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,3,"R_8hNT7jXVSBb9qhP",70,24,"okay",5.25,0.4875,0,1,1,1,1,1,1,0.857142857142857
"36","R_1CaoCMfaarSxBtF",229242449956909,1,1303,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,7,"R_Rkm2OIdJcP6tieZ",74,21,"okay",4,-0.7625,0,0,1,0,0,0,0,0.142857142857143
"37","R_1CdA8mHseMZSYAc",229242295761139,4,833,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_sziDyRIyZS2XPAR",51,13,"okay",3.75,-1.0125,0,0,1,0,1,1,1,0.571428571428571
"38","R_1Cf6yTr5MYyJtR8",229677069772955,4,1387,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,"R_88FkXzzd92InUJP",73,23,"okay",6,1.2375,0,1,1,0,1,0,1,0.571428571428571
"39","R_1CHdVbZbPKziApa",229409893560326,4,225,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,8,"R_3NQlUDF4NBWDcOK",36,3,"speeder",4.25,-0.5125,1,1,0,0,1,0,1,0.571428571428571
"40","R_1CpbbcLiMzHifTD",229409893560330,0,2423,"male","Germany","> 4'000€
>5'900 CHF","degree",2,3,"R_2tbb14YphaE4xH6",75,40,"okay",4.75,-0.0125000000000002,0,0,0,0,0,0,0,0
"41","R_1CrJ4uXaFN5veAS",229409893571803,3,994,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,"R_YRnlq9I9AaJrPDb",46,16,"okay",4,-0.7625,0,0,0,1,1,0,1,0.428571428571429
"42","R_1cRMDsT3mr8KrF8",229255657936995,4,755,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,"R_2TTOTNsSyKVUUZy",48,12,"okay",6,1.2375,0,0,1,1,1,0,1,0.571428571428571
"43","R_1cUttmhVO5YA2hl",229166066775173,2,693,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,6,"R_oY2EItjnjxzqhYR",24,11,"okay",3,-1.7625,1,0,0,0,0,0,1,0.285714285714286
"44","R_1CxODomo4PUuC5Z",229242295835661,3,564,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,"R_3CZMqw8jM8kb7qB",50,9,"okay",4.5,-0.2625,0,1,1,0,1,0,0,0.428571428571429
"45","R_1d9WC22juoRU6UJ",229255658003638,2,3919,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,"R_12ncLRlhWhSi4HC",40,65,"okay",5.75,0.9875,0,0,1,0,0,0,1,0.285714285714286
"46","R_1daH5gUZnfipx6N",229409893562421,5,1536,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,"R_5gwXVf3uQ8b3kLT",47,25,"okay",6,1.2375,1,0,1,0,1,1,1,0.714285714285714
"47","R_1dFaniBnw4OZYyy",229255658041440,2,1089,"female","Germany","<1'500€
<3'100CHF","middle school",2,6,"R_3eXIx145q24P5ct",23,18,"okay",3.75,-1.0125,0,0,1,0,1,0,0,0.285714285714286
"48","R_1DGOdzvEE0oWumq",229409893575713,2,971,"male","Germany","> 4'000€
>5'900 CHF","middle school",4,5,"R_BPNp2XQkeuLUWf7",38,16,"okay",4.5,-0.2625,0,0,0,0,0,1,1,0.285714285714286
"49","R_1dh2SLCrb3l4X8m",229855352128714,2,1093,"female","Germany","> 4'000€
>5'900 CHF","degree",2,9,"R_1OjgNlF6mh2p7hA",71,18,"okay",5,0.2375,0,0,1,0,0,0,1,0.285714285714286
"50","R_1dhFXt21F0rsBNx",229409893556409,0,735,"female","Germany","> 4'000€
>5'900 CHF","degree",2,8,"R_2D5GqA8ExdH2lhy",64,12,"okay",3.25,-1.5125,0,0,0,0,0,0,0,0
"51","R_1DHkbYKKczezY5F",229166066768913,1,10587,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,5,"R_5ubF1SY3fuyTBgB",52,176,"okay",5,0.2375,0,0,1,0,0,0,0,0.142857142857143
"52","R_1dmLjHqAUZBBTQe",229321437924445,4,559,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,7,"R_2dMk0oGfGhHGCcZ",27,9,"okay",3.25,-1.5125,1,1,1,0,0,1,0,0.571428571428571
"53","R_1DOot6b2nba5OXw",229255657962533,6,390,"male","Germany","<1'500€
<3'100CHF","obligatory school",3,5,"R_2RWBaQsOBz7uZ6J",34,6,"speeder",6,1.2375,0,1,1,1,1,1,1,0.857142857142857
"54","R_1DpZ2imN1WBm1c6",229409893636180,5,624,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,7,"R_3GBwXjMcRyWH99O",32,10,"okay",4,-0.7625,0,1,1,1,1,1,0,0.714285714285714
"55","R_1dtb3TlGOCmUA69",229321437858830,4,618,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,3,"R_3dWXqIgiMohp3v6",19,10,"okay",5.5,0.7375,0,0,1,0,1,1,1,0.571428571428571
"56","R_1dtQ89qnhvDRtCJ",229758201742380,7,1575,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,"R_3nNQbVPzRGKWTvf",70,26,"okay",6,1.2375,1,1,1,1,1,1,1,1
"57","R_1dtwL2SihzAOGQp",229320605954250,4,1053,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,9,"R_1QEJww13brKGZm3",72,17,"okay",4.75,-0.0125000000000002,0,1,1,1,1,0,0,0.571428571428571
"58","R_1DtZIJqboWi8LBH",229678093262980,7,675,"female","Switzerland","<1'500€
<3'100CHF","no formal education",1,6,"R_2RUHQD5aPpSRYCm",56,11,"okay",4.25,-0.5125,1,1,1,1,1,1,1,1
"59","R_1dtZmWqpoAeMjuq",229242295743656,4,2669,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,6,"R_XodqhEBYDaYB0GZ",41,44,"okay",6,1.2375,0,1,1,0,0,1,1,0.571428571428571
"60","R_1DvYPnMPDojvXzI",229677069772958,5,3240,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,3,"R_3PufoRoPfelYFwl",52,54,"okay",6,1.2375,0,1,1,1,1,0,1,0.714285714285714
"61","R_1DwD6QWJ1LcwYXv",229410207421640,1,1210,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,4,"R_1CeTcMn0lbUzusP",35,20,"okay",5.5,0.7375,0,0,1,0,0,0,0,0.142857142857143
"62","R_1DYavCLz1ceAMY4",229255657928942,3,1354,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_pDyGasdoI2EyTa9",66,22,"okay",6,1.2375,0,0,1,0,1,0,1,0.428571428571429
"63","R_1E1iVSxujfpCeOa",229242449979409,7,1110,"male","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,4,"R_1CkdNoOv8qkxuic",52,18,"speeder",6,1.2375,1,1,1,1,1,1,1,1
"64","R_1E400GON8iTHaf1",229256171978998,7,992,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,"R_22WdbouBXtdG6hr",36,16,"okay",5.75,0.9875,1,1,1,1,1,1,1,1
"65","R_1E5LWuXxOFnZ22u",229410207387704,6,520,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,6,"R_2t6gsbj971toTnS",27,8,"okay",2,-2.7625,1,1,1,1,1,0,1,0.857142857142857
"66","R_1eItHzwa9LsrDs3",229321437583507,4,1277,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",3,6,"R_2e8zf4yA6aADPCx",54,21,"okay",4.25,-0.5125,0,1,1,0,1,0,1,0.571428571428571
"67","R_1F3PAj954nj3vva",229410206799933,5,1941,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,4,"R_UGsN5aSGIQohETn",75,32,"speeder",5,0.2375,1,1,0,1,1,1,0,0.714285714285714
"68","R_1F3UN9VUTkngmcC",229321437593760,4,1778,"female","Switzerland","<1'500€
<3'100CHF","no formal education",2,5,"R_3oSBXjREfY2VK3k",60,29,"okay",5.25,0.4875,0,1,1,0,1,0,1,0.571428571428571
"69","R_1F4GZVhw7a8fion",229242295760085,7,1321,"male","Germany","> 4'000€
>5'900 CHF","no formal education",3,7,"R_1NeszvRVjcwUTlR",67,22,"okay",5.75,0.9875,1,1,1,1,1,1,1,1
"70","R_1F4k8KPay3Z7kp4",229409893558497,4,1425,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,"R_PBTyt7WzyZvjzhv",53,23,"okay",6,1.2375,0,1,1,0,1,0,1,0.571428571428571
"71","R_1F94axNpIB5vuou",229321437921368,2,506,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,"R_2Vr5HURfk3ALUOy",26,8,"okay",5,0.2375,0,0,1,0,0,1,0,0.285714285714286
"72","R_1FBk1b6s6Ugkr97",229321438243967,6,1116,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,"R_2OZmN3GX1csFnvS",22,18,"okay",6,1.2375,0,1,1,1,1,1,1,0.857142857142857
"73","R_1fd2Evcwen0hq9i",229256171948130,5,465,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,"R_xu5uOuYIwqUVUd3",37,7,"speeder",6,1.2375,1,1,1,0,0,1,1,0.714285714285714
"74","R_1FDtuG3k56IdBXy",229256171644062,1,950,"male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,"R_2s56lo4tG3fLjIQ",64,15,"okay",5,0.2375,0,0,1,0,0,0,0,0.142857142857143
"75","R_1fjZ5r9zSIjzIlU",229242449959012,4,256,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,10,"R_24Gb9X8geu0NxJ9",46,4,"speeder",1,-3.7625,1,1,0,1,0,1,0,0.571428571428571
"76","R_1fl2MTowCfCRhG0",229855351994462,3,1814,"female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,"R_2E4XZ1gU8UuEcy2",67,30,"okay",5.75,0.9875,0,0,1,0,1,0,1,0.428571428571429
"77","R_1FQlkBgVUBKOWeq",229678093258872,0,609,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,"R_rdvGOViTUIBzCnv",53,10,"okay",1.75,-3.0125,0,0,0,0,0,0,0,0
"78","R_1FQVElWKrunBigd",229166416667863,1,1381,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,"R_2fx5TdeHZkzu7SR",47,23,"okay",5,0.2375,0,0,1,0,0,0,0,0.142857142857143
"79","R_1G6o53JETU6gJd7",229320605941980,4,478,"male","Germany","> 4'000€
>5'900 CHF","degree",4,3,"R_1rftTw43HkxZiaU",35,7,"speeder",6,1.2375,0,1,1,1,0,0,1,0.571428571428571
"80","R_1gbcl27CKlKBalz",229321438222424,6,537,"male","Switzerland","<1'500€
<3'100CHF","middle school",3,9,"R_2pRiCFSEUTGzhjB",30,8,"okay",3.75,-1.0125,1,1,1,1,0,1,1,0.857142857142857
"81","R_1gGgLAtf6daWkoB",229320605940944,3,500,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,3,"R_1rJ1QlgXJMaeq34",48,8,"okay",5.75,0.9875,0,0,1,0,0,1,1,0.428571428571429
"82","R_1ghcFo1JrTvT8DO",229256171709564,6,295,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,8,"R_21u3i7hJZiGF7q8",43,4,"speeder",4,-0.7625,1,0,1,1,1,1,1,0.857142857142857
"83","R_1ghIcrFKPqGRZ2X",229242295753830,7,406,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,"R_3HNwPeQnaDZc3om",38,6,"speeder",3,-1.7625,1,1,1,1,1,1,1,1
"84","R_1GHzFnO8uCIkxhk",229409893571805,5,1401,"male","Germany","> 4'000€
>5'900 CHF","middle school",2,8,"R_2784peGsV6cvbDw",59,23,"okay",6,1.2375,0,1,1,1,1,0,1,0.714285714285714
"85","R_1giJxdmvvymiV9n",229242449966323,2,775,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,2,"R_3fTRdl9Y4HIzfQI",38,12,"okay",6,1.2375,0,0,1,0,0,0,1,0.285714285714286
"86","R_1gNKKT2BjaM2i4g",230469411957892,5,1811,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,"R_1cYyqwuVjx1HrFm",73,30,"okay",5.25,0.4875,0,1,1,1,0,1,1,0.714285714285714
"87","R_1gNlZZdQIAPxbdw",229321438210114,2,1101,"female","Switzerland","<1'500€
<3'100CHF","middle school",1,7,"R_2SoeQbtedg9U7A9",27,18,"okay",5.75,0.9875,0,0,0,0,0,1,1,0.285714285714286
"88","R_1GNOEkddVB05agX",229855352128725,7,663,"female","Germany","> 4'000€
>5'900 CHF","degree",1,6,"R_3fUbnGBqSy0bvjw",69,11,"okay",5,0.2375,1,1,1,1,1,1,1,1
"89","R_1gv8g4BCMxmexh3",229409893556406,7,1304,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,"R_aVtDOpcBqTEyWoV",68,21,"okay",6,1.2375,1,1,1,1,1,1,1,1
"90","R_1GvqnRMVr55yguh",229320606079057,3,290,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,9,"R_sGdr0V9h2Qv2Lmh",27,4,"speeder",4.25,-0.5125,0,1,0,1,0,1,0,0.428571428571429
"91","R_1Gy9AeUKqoHNGek",229409893605426,0,1129,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,"R_2q3jFjpu8freoQG",54,18,"okay",1,-3.7625,0,0,0,0,0,0,0,0
"92","R_1H8LLFUTNt7leVR",229321438330936,7,1270,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,"R_2D6c4MB4OoCIkDm",25,21,"okay",6,1.2375,1,1,1,1,1,1,1,1
"93","R_1hH0gbNZowjmFne",229677069777112,7,1548,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,"R_3qwf7JTBzYxKCgd",79,25,"okay",6,1.2375,1,1,1,1,1,1,1,1
"94","R_1Hi6v3EBgholEqM",229409893567644,7,1571,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,"R_W9DhX6A0Itwctt7",68,26,"okay",6,1.2375,1,1,1,1,1,1,1,1
"95","R_1hK1qUhDfuk7Yp0",229409893575717,0,652,"male","Germany","> 4'000€
>5'900 CHF","degree",3,2,"R_1EchG4dSmgBEi78",34,10,"speeder",5.75,0.9875,0,0,0,0,0,0,0,0
"96","R_1Hksq3zVeGSWRP8",229409893590068,0,1213,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_2vbNKZTh6EbJ4kN",50,20,"okay",1.5,-3.2625,0,0,0,0,0,0,0,0
"97","R_1hYa1lwZUPqom7F",229256171564265,4,963,"male","Switzerland","> 4'000€
>5'900 CHF","no formal education",2,10,"R_2ZPOqSrWRiMJiEY",52,16,"okay",6,1.2375,0,1,1,0,1,0,1,0.571428571428571
"98","R_1hzJ87rgsFUNEvo",229409893637217,4,1153,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,"R_1dGnuEDDeFDb6qd",34,19,"okay",3.5,-1.2625,0,1,1,1,0,0,1,0.571428571428571
"99","R_1I3Fm74ZDEJUWVt",229677069801550,2,984,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,4,"R_CdHSDDR8IXmD1jr",30,16,"okay",6,1.2375,1,0,0,0,1,0,0,0.285714285714286
"100","R_1I4608oEAcr8qZ5",229678093184174,0,1630,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_3KTwRSPp3KkukEt",63,27,"okay",6,1.2375,0,0,0,0,0,0,0,0
"101","R_1i4KE9gxWSexZgC",229410206780427,7,1487,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,2,"R_4GWm9Ta9Kjzy2E9",67,24,"okay",6,1.2375,1,1,1,1,1,1,1,1
"102","R_1i5sFl38pMZRzhx",229255657947188,0,829,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,8,"R_3QPZLvzZvpyN968",27,13,"okay",4,-0.7625,0,0,0,0,0,0,0,0
"103","R_1i8T0phSRcHYrRU",229409893590061,6,364,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,"R_3OcTTRFn65t9sjZ",41,6,"speeder",3,-1.7625,0,1,1,1,1,1,1,0.857142857142857
"104","R_1IAZ9dmi1SrmPZ0",229937963207838,7,2415,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,3,"R_2yj6iovXuhxIUFj",68,40,"okay",6,1.2375,1,1,1,1,1,1,1,1
"105","R_1If2GBOEhVw5Y6B",229410206849208,3,1679,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,4,"R_2thAxw4OJlnEKbT",20,27,"okay",4.75,-0.0125000000000002,0,0,1,0,0,1,1,0.428571428571429
"106","R_1ihd4GO2vbgYswo",229678093257846,2,996,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,8,"R_29iVCMt5bQ4ccVC",60,16,"okay",5.25,0.4875,0,0,0,0,1,0,1,0.285714285714286
"107","R_1IjOEww5cPQHpkZ",230296024724709,4,912,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,"R_1jrnUBWb0tBNVBo",48,15,"okay",5.25,0.4875,0,0,1,0,1,1,1,0.571428571428571
"108","R_1IMZNh1qbXTSlrJ",229256171697233,3,1227,"female","Switzerland","> 4'000€
>5'900 CHF","middle school",3,4,"R_3iDXiFQbvXiCfFk",22,20,"okay",5.25,0.4875,0,0,1,0,1,0,1,0.428571428571429
"109","R_1Isk7x4MMVzR6oS",229410207386675,4,837,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,"R_2EzrxrOnJkcxDmK",40,13,"okay",5.25,0.4875,0,1,1,0,0,1,1,0.571428571428571
"110","R_1IuxERmIxlynZlW",229321437918290,6,817,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_32RVgxtiZnQ4qFn",45,13,"speeder",4,-0.7625,1,1,1,1,1,0,1,0.857142857142857
"111","R_1j8SoIjXPT4DTvP",229242449968175,1,1152,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,4,"R_3nouJkI0EPchv0K",40,19,"okay",3.5,-1.2625,0,0,1,0,0,0,0,0.142857142857143
"112","R_1jdYlkrQYepVBTk",229256171742412,7,739,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,8,"R_2EFd3V4EGqikFU1",34,12,"okay",4.5,-0.2625,1,1,1,1,1,1,1,1
