"","ResponseId.wave1","verhalten","similarity","verhalten2","v2","v1","similarity.2"
"89","R_0j0zAq6VQ3vdScp","df",6,"df","f","d",4
"90","R_0j0zAq6VQ3vdScp","ef",5,"ef","f","e",5
"91","R_0j0zAq6VQ3vdScp","fa",6,"fa","a","f",4
"92","R_0j0zAq6VQ3vdScp","ea",5,"ea","a","e",5
"93","R_0j0zAq6VQ3vdScp","da",6,"da","a","d",4
"94","R_0j0zAq6VQ3vdScp","ba",6,"ba","a","b",4
"95","R_0j0zAq6VQ3vdScp","fb",6,"fb","b","f",4
"96","R_0j0zAq6VQ3vdScp","eb",6,"eb","b","e",4
"97","R_0j0zAq6VQ3vdScp","db",6,"db","b","d",4
"98","R_0j0zAq6VQ3vdScp","fd",6,"fd","d","f",4
"99","R_0j0zAq6VQ3vdScp","ed",4,"ed","d","e",6
"100","R_0j0zAq6VQ3vdScp","fe",5,"fe","e","f",5
"101","R_0OfdToodUAnFM6B","ab",9,"ab","b","a",1
"102","R_0OfdToodUAnFM6B","ad",4,"ad","d","a",6
"103","R_0OfdToodUAnFM6B","ae",4,"ae","e","a",6
"104","R_0OfdToodUAnFM6B","af",7,"af","f","a",3
"105","R_0OfdToodUAnFM6B","bd",6,"bd","d","b",4
"106","R_0OfdToodUAnFM6B","be",8,"be","e","b",2
"107","R_0OfdToodUAnFM6B","bf",1,"bf","f","b",9
"108","R_0OfdToodUAnFM6B","de",5,"de","e","d",5
"109","R_0OfdToodUAnFM6B","df",1,"df","f","d",9
"110","R_0OfdToodUAnFM6B","ef",8,"ef","f","e",2
"111","R_0OfdToodUAnFM6B","fa",7,"fa","a","f",3
"112","R_0OfdToodUAnFM6B","ea",4,"ea","a","e",6
"113","R_0OfdToodUAnFM6B","da",4,"da","a","d",6
"114","R_0OfdToodUAnFM6B","ba",9,"ba","a","b",1
"115","R_0OfdToodUAnFM6B","fb",1,"fb","b","f",9
"116","R_0OfdToodUAnFM6B","eb",8,"eb","b","e",2
"117","R_0OfdToodUAnFM6B","db",6,"db","b","d",4
"118","R_0OfdToodUAnFM6B","fd",1,"fd","d","f",9
"119","R_0OfdToodUAnFM6B","ed",5,"ed","d","e",5
"120","R_0OfdToodUAnFM6B","fe",8,"fe","e","f",2
"121","R_0OolMie4oWOnlJv","ab",3,"ab","b","a",7
"122","R_0OolMie4oWOnlJv","ad",6,"ad","d","a",4
"123","R_0OolMie4oWOnlJv","ae",5,"ae","e","a",5
"124","R_0OolMie4oWOnlJv","af",7,"af","f","a",3
"125","R_0OolMie4oWOnlJv","bd",6,"bd","d","b",4
"126","R_0OolMie4oWOnlJv","be",3,"be","e","b",7
"127","R_0OolMie4oWOnlJv","bf",3,"bf","f","b",7
"128","R_0OolMie4oWOnlJv","de",7,"de","e","d",3
"129","R_0OolMie4oWOnlJv","df",6,"df","f","d",4
"130","R_0OolMie4oWOnlJv","ef",7,"ef","f","e",3
"131","R_0OolMie4oWOnlJv","fa",7,"fa","a","f",3
"132","R_0OolMie4oWOnlJv","ea",5,"ea","a","e",5
"133","R_0OolMie4oWOnlJv","da",6,"da","a","d",4
"134","R_0OolMie4oWOnlJv","ba",3,"ba","a","b",7
"135","R_0OolMie4oWOnlJv","fb",3,"fb","b","f",7
"136","R_0OolMie4oWOnlJv","eb",3,"eb","b","e",7
"137","R_0OolMie4oWOnlJv","db",6,"db","b","d",4
"138","R_0OolMie4oWOnlJv","fd",6,"fd","d","f",4
"139","R_0OolMie4oWOnlJv","ed",7,"ed","d","e",3
"140","R_0OolMie4oWOnlJv","fe",7,"fe","e","f",3
"141","R_0TmEasAMNDaTx73","ab",4,"ab","b","a",6
"142","R_0TmEasAMNDaTx73","ad",2,"ad","d","a",8
"143","R_0TmEasAMNDaTx73","ae",7,"ae","e","a",3
"144","R_0TmEasAMNDaTx73","af",6,"af","f","a",4
"145","R_0TmEasAMNDaTx73","bd",2,"bd","d","b",8
"146","R_0TmEasAMNDaTx73","be",3,"be","e","b",7
"147","R_0TmEasAMNDaTx73","bf",4,"bf","f","b",6
"148","R_0TmEasAMNDaTx73","de",3,"de","e","d",7
"149","R_0TmEasAMNDaTx73","df",2,"df","f","d",8
"150","R_0TmEasAMNDaTx73","ef",8,"ef","f","e",2
"151","R_0TmEasAMNDaTx73","fa",6,"fa","a","f",4
"152","R_0TmEasAMNDaTx73","ea",7,"ea","a","e",3
"153","R_0TmEasAMNDaTx73","da",2,"da","a","d",8
"154","R_0TmEasAMNDaTx73","ba",4,"ba","a","b",6
"155","R_0TmEasAMNDaTx73","fb",4,"fb","b","f",6
"156","R_0TmEasAMNDaTx73","eb",3,"eb","b","e",7
"157","R_0TmEasAMNDaTx73","db",2,"db","b","d",8
"158","R_0TmEasAMNDaTx73","fd",2,"fd","d","f",8
"159","R_0TmEasAMNDaTx73","ed",3,"ed","d","e",7
"160","R_0TmEasAMNDaTx73","fe",8,"fe","e","f",2
"161","R_10AtUJUGZhCk5ng","ab",5,"ab","b","a",5
"162","R_10AtUJUGZhCk5ng","ad",6,"ad","d","a",4
"163","R_10AtUJUGZhCk5ng","ae",6,"ae","e","a",4
"164","R_10AtUJUGZhCk5ng","af",6,"af","f","a",4
"165","R_10AtUJUGZhCk5ng","bd",5,"bd","d","b",5
"166","R_10AtUJUGZhCk5ng","be",6,"be","e","b",4
"167","R_10AtUJUGZhCk5ng","bf",5,"bf","f","b",5
"168","R_10AtUJUGZhCk5ng","de",5,"de","e","d",5
"169","R_10AtUJUGZhCk5ng","df",6,"df","f","d",4
"170","R_10AtUJUGZhCk5ng","ef",6,"ef","f","e",4
"171","R_10AtUJUGZhCk5ng","fa",6,"fa","a","f",4
"172","R_10AtUJUGZhCk5ng","ea",6,"ea","a","e",4
"173","R_10AtUJUGZhCk5ng","da",6,"da","a","d",4
"174","R_10AtUJUGZhCk5ng","ba",5,"ba","a","b",5
"175","R_10AtUJUGZhCk5ng","fb",5,"fb","b","f",5
"176","R_10AtUJUGZhCk5ng","eb",6,"eb","b","e",4
"177","R_10AtUJUGZhCk5ng","db",5,"db","b","d",5
"178","R_10AtUJUGZhCk5ng","fd",6,"fd","d","f",4
"179","R_10AtUJUGZhCk5ng","ed",5,"ed","d","e",5
"180","R_10AtUJUGZhCk5ng","fe",6,"fe","e","f",4
"181","R_10BPCjelrDxAXgb","ab",3,"ab","b","a",7
"182","R_10BPCjelrDxAXgb","ad",3,"ad","d","a",7
"183","R_10BPCjelrDxAXgb","ae",3,"ae","e","a",7
"184","R_10BPCjelrDxAXgb","af",4,"af","f","a",6
"185","R_10BPCjelrDxAXgb","bd",3,"bd","d","b",7
"186","R_10BPCjelrDxAXgb","be",1,"be","e","b",9
"187","R_10BPCjelrDxAXgb","bf",3,"bf","f","b",7
"188","R_10BPCjelrDxAXgb","de",3,"de","e","d",7
"189","R_10BPCjelrDxAXgb","df",3,"df","f","d",7
"190","R_10BPCjelrDxAXgb","ef",3,"ef","f","e",7
"191","R_10BPCjelrDxAXgb","fa",4,"fa","a","f",6
"192","R_10BPCjelrDxAXgb","ea",3,"ea","a","e",7
"193","R_10BPCjelrDxAXgb","da",3,"da","a","d",7
"194","R_10BPCjelrDxAXgb","ba",3,"ba","a","b",7
"195","R_10BPCjelrDxAXgb","fb",3,"fb","b","f",7
"196","R_10BPCjelrDxAXgb","eb",1,"eb","b","e",9
"197","R_10BPCjelrDxAXgb","db",3,"db","b","d",7
"198","R_10BPCjelrDxAXgb","fd",3,"fd","d","f",7
"199","R_10BPCjelrDxAXgb","ed",3,"ed","d","e",7
"200","R_10BPCjelrDxAXgb","fe",3,"fe","e","f",7
"201","R_10TQ9M87QSuIqpq","ab",2,"ab","b","a",8
"202","R_10TQ9M87QSuIqpq","ad",1,"ad","d","a",9
"203","R_10TQ9M87QSuIqpq","ae",3,"ae","e","a",7
"204","R_10TQ9M87QSuIqpq","af",3,"af","f","a",7
"205","R_10TQ9M87QSuIqpq","bd",3,"bd","d","b",7
"206","R_10TQ9M87QSuIqpq","be",1,"be","e","b",9
"207","R_10TQ9M87QSuIqpq","bf",1,"bf","f","b",9
"208","R_10TQ9M87QSuIqpq","de",1,"de","e","d",9
"209","R_10TQ9M87QSuIqpq","df",1,"df","f","d",9
"210","R_10TQ9M87QSuIqpq","ef",1,"ef","f","e",9
"211","R_10TQ9M87QSuIqpq","fa",3,"fa","a","f",7
"212","R_10TQ9M87QSuIqpq","ea",3,"ea","a","e",7
"213","R_10TQ9M87QSuIqpq","da",1,"da","a","d",9
"214","R_10TQ9M87QSuIqpq","ba",2,"ba","a","b",8
"215","R_10TQ9M87QSuIqpq","fb",1,"fb","b","f",9
"216","R_10TQ9M87QSuIqpq","eb",1,"eb","b","e",9
"217","R_10TQ9M87QSuIqpq","db",3,"db","b","d",7
"218","R_10TQ9M87QSuIqpq","fd",1,"fd","d","f",9
"219","R_10TQ9M87QSuIqpq","ed",1,"ed","d","e",9
"220","R_10TQ9M87QSuIqpq","fe",1,"fe","e","f",9
"221","R_10ZfwML5Q6HbOBv","ab",7,"ab","b","a",3
"222","R_10ZfwML5Q6HbOBv","ad",4,"ad","d","a",6
"223","R_10ZfwML5Q6HbOBv","ae",4,"ae","e","a",6
"224","R_10ZfwML5Q6HbOBv","af",3,"af","f","a",7
"225","R_10ZfwML5Q6HbOBv","bd",2,"bd","d","b",8
"226","R_10ZfwML5Q6HbOBv","be",6,"be","e","b",4
"227","R_10ZfwML5Q6HbOBv","bf",3,"bf","f","b",7
"228","R_10ZfwML5Q6HbOBv","de",3,"de","e","d",7
"229","R_10ZfwML5Q6HbOBv","df",3,"df","f","d",7
"230","R_10ZfwML5Q6HbOBv","ef",3,"ef","f","e",7
"231","R_10ZfwML5Q6HbOBv","fa",3,"fa","a","f",7
"232","R_10ZfwML5Q6HbOBv","ea",4,"ea","a","e",6
"233","R_10ZfwML5Q6HbOBv","da",4,"da","a","d",6
"234","R_10ZfwML5Q6HbOBv","ba",7,"ba","a","b",3
"235","R_10ZfwML5Q6HbOBv","fb",3,"fb","b","f",7
"236","R_10ZfwML5Q6HbOBv","eb",6,"eb","b","e",4
"237","R_10ZfwML5Q6HbOBv","db",2,"db","b","d",8
"238","R_10ZfwML5Q6HbOBv","fd",3,"fd","d","f",7
"239","R_10ZfwML5Q6HbOBv","ed",3,"ed","d","e",7
"240","R_10ZfwML5Q6HbOBv","fe",3,"fe","e","f",7
"241","R_1118V3m8mB8zTU3","ab",4,"ab","b","a",6
"242","R_1118V3m8mB8zTU3","ad",6,"ad","d","a",4
"243","R_1118V3m8mB8zTU3","ae",7,"ae","e","a",3
"244","R_1118V3m8mB8zTU3","af",8,"af","f","a",2
"245","R_1118V3m8mB8zTU3","bd",6,"bd","d","b",4
"246","R_1118V3m8mB8zTU3","be",6,"be","e","b",4
"247","R_1118V3m8mB8zTU3","bf",7,"bf","f","b",3
"248","R_1118V3m8mB8zTU3","de",7,"de","e","d",3
"249","R_1118V3m8mB8zTU3","df",5,"df","f","d",5
"250","R_1118V3m8mB8zTU3","ef",4,"ef","f","e",6
"251","R_1118V3m8mB8zTU3","fa",8,"fa","a","f",2
"252","R_1118V3m8mB8zTU3","ea",7,"ea","a","e",3
"253","R_1118V3m8mB8zTU3","da",6,"da","a","d",4
"254","R_1118V3m8mB8zTU3","ba",4,"ba","a","b",6
"255","R_1118V3m8mB8zTU3","fb",7,"fb","b","f",3
"256","R_1118V3m8mB8zTU3","eb",6,"eb","b","e",4
"257","R_1118V3m8mB8zTU3","db",6,"db","b","d",4
"258","R_1118V3m8mB8zTU3","fd",5,"fd","d","f",5
"259","R_1118V3m8mB8zTU3","ed",7,"ed","d","e",3
"260","R_1118V3m8mB8zTU3","fe",4,"fe","e","f",6
"261","R_114x80EEaCoWOK0","ab",9,"ab","b","a",1
"262","R_114x80EEaCoWOK0","ad",6,"ad","d","a",4
"263","R_114x80EEaCoWOK0","ae",6,"ae","e","a",4
"264","R_114x80EEaCoWOK0","af",5,"af","f","a",5
"265","R_114x80EEaCoWOK0","bd",5,"bd","d","b",5
"266","R_114x80EEaCoWOK0","be",9,"be","e","b",1
"267","R_114x80EEaCoWOK0","bf",5,"bf","f","b",5
"268","R_114x80EEaCoWOK0","de",5,"de","e","d",5
"269","R_114x80EEaCoWOK0","df",9,"df","f","d",1
"270","R_114x80EEaCoWOK0","ef",9,"ef","f","e",1
"271","R_114x80EEaCoWOK0","fa",5,"fa","a","f",5
"272","R_114x80EEaCoWOK0","ea",6,"ea","a","e",4
"273","R_114x80EEaCoWOK0","da",6,"da","a","d",4
"274","R_114x80EEaCoWOK0","ba",9,"ba","a","b",1
"275","R_114x80EEaCoWOK0","fb",5,"fb","b","f",5
"276","R_114x80EEaCoWOK0","eb",9,"eb","b","e",1
"277","R_114x80EEaCoWOK0","db",5,"db","b","d",5
"278","R_114x80EEaCoWOK0","fd",9,"fd","d","f",1
"279","R_114x80EEaCoWOK0","ed",5,"ed","d","e",5
"280","R_114x80EEaCoWOK0","fe",9,"fe","e","f",1
"281","R_11bfomFynMxQ2HS","ab",5,"ab","b","a",5
"282","R_11bfomFynMxQ2HS","ad",7,"ad","d","a",3
"283","R_11bfomFynMxQ2HS","ae",7,"ae","e","a",3
"284","R_11bfomFynMxQ2HS","af",6,"af","f","a",4
"285","R_11bfomFynMxQ2HS","bd",6,"bd","d","b",4
"286","R_11bfomFynMxQ2HS","be",7,"be","e","b",3
"287","R_11bfomFynMxQ2HS","bf",5,"bf","f","b",5
"288","R_11bfomFynMxQ2HS","de",8,"de","e","d",2
"289","R_11bfomFynMxQ2HS","df",7,"df","f","d",3
"290","R_11bfomFynMxQ2HS","ef",7,"ef","f","e",3
"291","R_11bfomFynMxQ2HS","fa",6,"fa","a","f",4
"292","R_11bfomFynMxQ2HS","ea",7,"ea","a","e",3
"293","R_11bfomFynMxQ2HS","da",7,"da","a","d",3
"294","R_11bfomFynMxQ2HS","ba",5,"ba","a","b",5
"295","R_11bfomFynMxQ2HS","fb",5,"fb","b","f",5
"296","R_11bfomFynMxQ2HS","eb",7,"eb","b","e",3
"297","R_11bfomFynMxQ2HS","db",6,"db","b","d",4
"298","R_11bfomFynMxQ2HS","fd",7,"fd","d","f",3
"299","R_11bfomFynMxQ2HS","ed",8,"ed","d","e",2
"300","R_11bfomFynMxQ2HS","fe",7,"fe","e","f",3
"301","R_11crUzIYPdbRfiF","ab",4,"ab","b","a",6
"302","R_11crUzIYPdbRfiF","ad",4,"ad","d","a",6
"303","R_11crUzIYPdbRfiF","ae",8,"ae","e","a",2
"304","R_11crUzIYPdbRfiF","af",9,"af","f","a",1
"305","R_11crUzIYPdbRfiF","bd",9,"bd","d","b",1
"306","R_11crUzIYPdbRfiF","be",3,"be","e","b",7
"307","R_11crUzIYPdbRfiF","bf",5,"bf","f","b",5
"308","R_11crUzIYPdbRfiF","de",1,"de","e","d",9
"309","R_11crUzIYPdbRfiF","df",3,"df","f","d",7
"310","R_11crUzIYPdbRfiF","ef",8,"ef","f","e",2
"311","R_11crUzIYPdbRfiF","fa",9,"fa","a","f",1
"312","R_11crUzIYPdbRfiF","ea",8,"ea","a","e",2
"313","R_11crUzIYPdbRfiF","da",4,"da","a","d",6
"314","R_11crUzIYPdbRfiF","ba",4,"ba","a","b",6
"315","R_11crUzIYPdbRfiF","fb",5,"fb","b","f",5
"316","R_11crUzIYPdbRfiF","eb",3,"eb","b","e",7
"317","R_11crUzIYPdbRfiF","db",9,"db","b","d",1
"318","R_11crUzIYPdbRfiF","fd",3,"fd","d","f",7
"319","R_11crUzIYPdbRfiF","ed",1,"ed","d","e",9
"320","R_11crUzIYPdbRfiF","fe",8,"fe","e","f",2
"321","R_122NLeAz7IQz6Db","ab",9,"ab","b","a",1
"322","R_122NLeAz7IQz6Db","ad",2,"ad","d","a",8
"323","R_122NLeAz7IQz6Db","ae",8,"ae","e","a",2
"324","R_122NLeAz7IQz6Db","af",9,"af","f","a",1
"325","R_122NLeAz7IQz6Db","bd",1,"bd","d","b",9
"326","R_122NLeAz7IQz6Db","be",1,"be","e","b",9
"327","R_122NLeAz7IQz6Db","bf",1,"bf","f","b",9
"328","R_122NLeAz7IQz6Db","de",2,"de","e","d",8
"329","R_122NLeAz7IQz6Db","df",2,"df","f","d",8
"330","R_122NLeAz7IQz6Db","ef",8,"ef","f","e",2
"331","R_122NLeAz7IQz6Db","fa",9,"fa","a","f",1
"332","R_122NLeAz7IQz6Db","ea",8,"ea","a","e",2
"333","R_122NLeAz7IQz6Db","da",2,"da","a","d",8
"334","R_122NLeAz7IQz6Db","ba",9,"ba","a","b",1
"335","R_122NLeAz7IQz6Db","fb",1,"fb","b","f",9
"336","R_122NLeAz7IQz6Db","eb",1,"eb","b","e",9
"337","R_122NLeAz7IQz6Db","db",1,"db","b","d",9
"338","R_122NLeAz7IQz6Db","fd",2,"fd","d","f",8
"339","R_122NLeAz7IQz6Db","ed",2,"ed","d","e",8
"340","R_122NLeAz7IQz6Db","fe",8,"fe","e","f",2
"341","R_123mcZ5Ghsa8y8U","ab",1,"ab","b","a",9
"342","R_123mcZ5Ghsa8y8U","ad",1,"ad","d","a",9
"343","R_123mcZ5Ghsa8y8U","ae",6,"ae","e","a",4
"344","R_123mcZ5Ghsa8y8U","af",9,"af","f","a",1
"345","R_123mcZ5Ghsa8y8U","bd",2,"bd","d","b",8
"346","R_123mcZ5Ghsa8y8U","be",2,"be","e","b",8
"347","R_123mcZ5Ghsa8y8U","bf",2,"bf","f","b",8
"348","R_123mcZ5Ghsa8y8U","de",2,"de","e","d",8
"349","R_123mcZ5Ghsa8y8U","df",2,"df","f","d",8
"350","R_123mcZ5Ghsa8y8U","ef",7,"ef","f","e",3
"351","R_123mcZ5Ghsa8y8U","fa",9,"fa","a","f",1
"352","R_123mcZ5Ghsa8y8U","ea",6,"ea","a","e",4
"353","R_123mcZ5Ghsa8y8U","da",1,"da","a","d",9
"354","R_123mcZ5Ghsa8y8U","ba",1,"ba","a","b",9
"355","R_123mcZ5Ghsa8y8U","fb",2,"fb","b","f",8
"356","R_123mcZ5Ghsa8y8U","eb",2,"eb","b","e",8
"357","R_123mcZ5Ghsa8y8U","db",2,"db","b","d",8
"358","R_123mcZ5Ghsa8y8U","fd",2,"fd","d","f",8
"359","R_123mcZ5Ghsa8y8U","ed",2,"ed","d","e",8
"360","R_123mcZ5Ghsa8y8U","fe",7,"fe","e","f",3
"361","R_1253hukGlxFYfER","ab",3,"ab","b","a",7
"362","R_1253hukGlxFYfER","ad",2,"ad","d","a",8
"363","R_1253hukGlxFYfER","ae",7,"ae","e","a",3
"364","R_1253hukGlxFYfER","af",8,"af","f","a",2
"365","R_1253hukGlxFYfER","bd",7,"bd","d","b",3
"366","R_1253hukGlxFYfER","be",3,"be","e","b",7
"367","R_1253hukGlxFYfER","bf",2,"bf","f","b",8
"368","R_1253hukGlxFYfER","de",2,"de","e","d",8
"369","R_1253hukGlxFYfER","df",2,"df","f","d",8
"370","R_1253hukGlxFYfER","ef",7,"ef","f","e",3
"371","R_1253hukGlxFYfER","fa",8,"fa","a","f",2
"372","R_1253hukGlxFYfER","ea",7,"ea","a","e",3
"373","R_1253hukGlxFYfER","da",2,"da","a","d",8
"374","R_1253hukGlxFYfER","ba",3,"ba","a","b",7
"375","R_1253hukGlxFYfER","fb",2,"fb","b","f",8
"376","R_1253hukGlxFYfER","eb",3,"eb","b","e",7
"377","R_1253hukGlxFYfER","db",7,"db","b","d",3
"378","R_1253hukGlxFYfER","fd",2,"fd","d","f",8
"379","R_1253hukGlxFYfER","ed",2,"ed","d","e",8
"380","R_1253hukGlxFYfER","fe",7,"fe","e","f",3
"381","R_12DTHefOjls1akp","ab",6,"ab","b","a",4
"382","R_12DTHefOjls1akp","ad",7,"ad","d","a",3
"383","R_12DTHefOjls1akp","ae",7,"ae","e","a",3
"384","R_12DTHefOjls1akp","af",7,"af","f","a",3
"385","R_12DTHefOjls1akp","bd",9,"bd","d","b",1
"386","R_12DTHefOjls1akp","be",4,"be","e","b",6
"387","R_12DTHefOjls1akp","bf",5,"bf","f","b",5
"388","R_12DTHefOjls1akp","de",5,"de","e","d",5
"389","R_12DTHefOjls1akp","df",8,"df","f","d",2
"390","R_12DTHefOjls1akp","ef",6,"ef","f","e",4
"391","R_12DTHefOjls1akp","fa",7,"fa","a","f",3
"392","R_12DTHefOjls1akp","ea",7,"ea","a","e",3
"393","R_12DTHefOjls1akp","da",7,"da","a","d",3
"394","R_12DTHefOjls1akp","ba",6,"ba","a","b",4
"395","R_12DTHefOjls1akp","fb",5,"fb","b","f",5
"396","R_12DTHefOjls1akp","eb",4,"eb","b","e",6
"397","R_12DTHefOjls1akp","db",9,"db","b","d",1
"398","R_12DTHefOjls1akp","fd",8,"fd","d","f",2
"399","R_12DTHefOjls1akp","ed",5,"ed","d","e",5
"400","R_12DTHefOjls1akp","fe",6,"fe","e","f",4
"401","R_12GrTCx97UpFVGv","ab",1,"ab","b","a",9
"402","R_12GrTCx97UpFVGv","ad",1,"ad","d","a",9
"403","R_12GrTCx97UpFVGv","ae",1,"ae","e","a",9
"404","R_12GrTCx97UpFVGv","af",1,"af","f","a",9
"405","R_12GrTCx97UpFVGv","bd",1,"bd","d","b",9
"406","R_12GrTCx97UpFVGv","be",1,"be","e","b",9
"407","R_12GrTCx97UpFVGv","bf",1,"bf","f","b",9
"408","R_12GrTCx97UpFVGv","de",1,"de","e","d",9
"409","R_12GrTCx97UpFVGv","df",1,"df","f","d",9
"410","R_12GrTCx97UpFVGv","ef",1,"ef","f","e",9
"411","R_12GrTCx97UpFVGv","fa",1,"fa","a","f",9
"412","R_12GrTCx97UpFVGv","ea",1,"ea","a","e",9
