"","m","Duration.wave1","ResponseId.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"31",229166066823206,1602,"R_3iD1T8NlCZIuSSn","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,3,1437,"R_wKMS5f4HdQYL8Zj",19,"2'500- 4'000€
<4'300- 5'899CHF",26,23,"okay"
"32",229166066831553,648,"R_1o73oJZeSvsMGPn","female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,1161,"R_ugDYeh2JMMg4YWB",37,"> 4'000€
>5'900 CHF",10,19,"okay"
"33",229166066833642,598,"R_cTN0cTJ7C5jMipr","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",4,7,730,"R_2S8EuuoWZ1zlEUd",20,"2'500- 4'000€
<4'300- 5'899CHF",9,12,"okay"
"34",229166416656617,3847,"R_ujLqmiC73EyREFX","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,8,1101,"R_Dk5989wZHXlEzct",51,"> 4'000€
>5'900 CHF",64,18,"okay"
"35",229166416657415,1139,"R_3PwamN8jceqdARM","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,9,1008,"R_OEbN0TJRgvWtOql",42,"<1'500- 2'499€
3'100-4'299CHF",18,16,"okay"
"36",229166416657657,812,"R_1rHAC97MaIFeZQs","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,4,1633,"R_3D2zYtpdbhtT6vH",39,"> 4'000€
>5'900 CHF",13,27,"okay"
"37",229166416658444,874,"R_3fAW9A9PUOTPSRY","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,7,1417,"R_1mltiMTeFeXLWJB",49,"> 4'000€
>5'900 CHF",14,23,"okay"
"38",229166416658456,5555,"R_332rHLTBzW4o52Y","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,3480,"R_Z9rUDwY108FGHgR",54,"2'500- 4'000€
<4'300- 5'899CHF",92,58,"okay"
"39",229166416659499,9971,"R_3qpx95XzcwMK7Id","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,4,6417,"R_3mjBG4EWOAh2zPn",60,"2'500- 4'000€
<4'300- 5'899CHF",166,106,"okay"
"40",229166416660547,8076,"R_2qyee8RYNHe83N3","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,1610,"R_1BnkeWb8Yt6wKJz",59,"<1'500€
<3'100CHF",134,26,"okay"
"41",229166416661577,1118,"R_2zZplKpn7tOOwbb","female","Switzerland","<1'500€
<3'100CHF","degree",2,7,958,"R_RkTFWzS6jlgvMrf",57,"<1'500€
<3'100CHF",18,15,"okay"
"42",229166416662627,763,"R_pbbiWuR68CLd12V","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,15418,"R_2VEBV1FZqbQzJh9",40,"> 4'000€
>5'900 CHF",12,256,"okay"
"43",229166416662637,1916,"R_ZFcYjQPti4GmnId","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,5,1480,"R_3mAe9TEtmdbknbb",40,"<1'500€
<3'100CHF",31,24,"okay"
"44",229166416663673,1506,"R_3EGccqupxv5YC29","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,3,1124,"R_31gXaeWDD8YXO0m",42,"> 4'000€
>5'900 CHF",25,18,"okay"
"45",229166416665772,993,"R_279DrW8COJ7EWg9","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,781,"R_1GHQl4ynOuXKsoJ",33,"> 4'000€
>5'900 CHF",16,13,"okay"
"46",229166416665777,1092,"R_1okjaSmNIcl4O4y","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,4,1164,"R_2YSB2Ar1L0afUeM",56,"2'500- 4'000€
<4'300- 5'899CHF",18,19,"okay"
"47",229166416666812,686,"R_3GfFGdrjJRUqybx","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,1093,"R_3soja05ifxsWkQq",25,"<1'500- 2'499€
3'100-4'299CHF",11,18,"okay"
"48",229166416667853,1251,"R_3KSWg37wet3GUTw","female","Switzerland","> 4'000€
>5'900 CHF","degree",1,3,1446,"R_3m7AJOItrFHHcFB",39,"> 4'000€
>5'900 CHF",20,24,"okay"
"49",229166416667863,1381,"R_1FQVElWKrunBigd","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,1374,"R_2fx5TdeHZkzu7SR",47,"> 4'000€
>5'900 CHF",23,22,"okay"
"50",229166416673876,1505,"R_xfnvdWOK6OtEIBb","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,5,1080,"R_1Ff7YEINWKKGDH6",45,"> 4'000€
>5'900 CHF",25,18,"okay"
"51",229166416689292,1696,"R_3QDbKyq8ExtSrh4","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,1396,"R_3QQyZQp3jw4DK0T",29,"> 4'000€
>5'900 CHF",28,23,"okay"
"52",229242295738445,599,"R_2UYiPKnMmRgN6qZ","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,8,1310,"R_28LGrL0mwIjanOl",53,"2'500- 4'000€
<4'300- 5'899CHF",9,21,"okay"
"53",229242295738451,950,"R_2316XoX4fkvFvf4","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1246,"R_2b4cSi6KufHEXQf",59,"<1'500- 2'499€
3'100-4'299CHF",15,20,"okay"
"54",229242295738453,1582,"R_2rD5JnSOvonHkaY","male","Germany","> 4'000€
>5'900 CHF","middle school",2,3,2126,"R_22y2tZsREaqt265",63,"> 4'000€
>5'900 CHF",26,35,"okay"
"55",229242295738457,1101,"R_3Emuny9GTE1FmCf","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,8,945,"R_2dKehFZ6Q0ZuvKP",48,"> 4'000€
>5'900 CHF",18,15,"okay"
"56",229242295738458,1807,"R_yUWSmPkKkg62fJf","male","Germany","<1'500€
<3'100CHF","middle school",1,3,866,"R_1pF3jLkb5kuiHLt",49,"<1'500€
<3'100CHF",30,14,"okay"
"57",229242295739490,852,"R_4O7bW4HIAb2vxxT","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,2610,"R_2WTlibDKLH1wBQv",37,"<1'500- 2'499€
3'100-4'299CHF",14,43,"okay"
"58",229242295740534,1402,"R_3P5N96tlMTxv2SB","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,2525,"R_SO7m43ZdxE2ch33",76,"<1'500- 2'499€
3'100-4'299CHF",23,42,"okay"
"59",229242295740540,906,"R_2153UvCoSfAZEmK","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1076,"R_2Vjx3Cn073ZlQyD",59,"<1'500€
<3'100CHF",15,17,"okay"
"60",229242295741568,1801,"R_2xPg7QoVItFa2ne","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,1792,"R_1rNhmNjbwZot8So",57,"<1'500€
<3'100CHF",30,29,"okay"
"61",229242295741575,2703,"R_2ZWZi9cTPxyfyx6","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,1216,"R_0JNK6I2YBa5L4eR",58,"<1'500- 2'499€
3'100-4'299CHF",45,20,"okay"
"62",229242295742617,1811,"R_1OktPLDHHWKRHhV","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,1557,"R_zdofFPepnmXbyFP",51,"2'500- 4'000€
<4'300- 5'899CHF",30,25,"okay"
"63",229242295742618,1017,"R_3Jw0ghh6bZfhLaV","male","Germany","<1'500€
<3'100CHF","middle school",1,4,1243,"R_sI3GYuk2zAy5U9X",52,"<1'500€
<3'100CHF",16,20,"okay"
"64",229242295742621,553,"R_6gHmjtSbwXL0D3r","male","Germany","> 4'000€
>5'900 CHF","middle school",3,9,539,"R_3pfNy659mAf77T5",35,"> 4'000€
>5'900 CHF",9,8,"okay"
"65",229242295743653,1541,"R_2uOfXbC4McyIpk1","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1612,"R_28G4qPGUAsKipWV",66,"2'500- 4'000€
<4'300- 5'899CHF",25,26,"okay"
"66",229242295743656,2669,"R_1dtZmWqpoAeMjuq","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,6,8984,"R_XodqhEBYDaYB0GZ",41,"2'500- 4'000€
<4'300- 5'899CHF",44,149,"okay"
"67",229242295743670,890,"R_w6MRXWX3QjyB7KF","male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,5,1061,"R_2zZpDihwUi4qSDo",37,"2'500- 4'000€
<4'300- 5'899CHF",14,17,"okay"
"68",229242295744697,771,"R_ehV8GF42KClNBqp","female","Germany","<1'500€
<3'100CHF","obligatory school",2,6,1161,"R_22EzKZ8jrhv5ikv",55,"<1'500€
<3'100CHF",12,19,"okay"
"69",229242295744700,1672,"R_2ePGhUSWhjV9inV","male","Germany","<1'500€
<3'100CHF","obligatory school",2,5,1803,"R_1QrpE21fw7QXXYu",60,"<1'500€
<3'100CHF",27,30,"okay"
"70",229242295744711,575,"R_2f7CBh1lJf4ruTO","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,2020,"R_3memv651G9uTAZj",37,"<1'500- 2'499€
3'100-4'299CHF",9,33,"okay"
"71",229242295745745,760,"R_2aFZCsf96UrGETa","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,3415,"R_1rer6VEu9uPhqKg",33,"> 4'000€
>5'900 CHF",12,56,"okay"
"72",229242295745754,650,"R_yDu5FSL1xttI8Ap","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,4,2285,"R_2WHAkr9jjTRTfWF",34,"2'500- 4'000€
<4'300- 5'899CHF",10,38,"okay"
"73",229242295746787,677,"R_2YSnQ1B93bvgNnO","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,6,889,"R_3rId04yUDU6H9Ue",52,"> 4'000€
>5'900 CHF",11,14,"okay"
"74",229242295746789,1488,"R_AomSIyMtDd4sOA1","male","Germany","<1'500€
<3'100CHF","no formal education",2,6,1234,"R_2B4jgxePdmcIg6a",59,"<1'500€
<3'100CHF",24,20,"okay"
"75",229242295748625,1295,"R_2uQWOu9uRIjt5dH","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,6,2229,"R_1IN6hCHI072mZM3",25,"2'500- 4'000€
<4'300- 5'899CHF",21,37,"okay"
"76",229242295748626,1340,"R_1pXWlt9fDYhaR3c","female","Germany","<1'500€
<3'100CHF","degree",1,5,1778,"R_1PZfkT8XYl42PDz",66,"<1'500- 2'499€
3'100-4'299CHF",22,29,"okay"
"77",229242295749654,747,"R_2ZBtopiyki2EAhe","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,8,840,"R_3257tFfOjV1jKwQ",56,"2'500- 4'000€
<4'300- 5'899CHF",12,14,"okay"
"78",229242295749656,524,"R_1mRClohcHMkdAdv","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,696,"R_XtEy0k8gPjhhQ3f",53,"<1'500- 2'499€
3'100-4'299CHF",8,11,"okay"
"79",229242295749665,630,"R_O2OqQdFdyDL9OwN","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,3,684,"R_2S16EzuYSfQHKX0",42,"<1'500- 2'499€
3'100-4'299CHF",10,11,"okay"
"80",229242295750703,1334,"R_ykdH1xwFibBL9bX","male","Germany","<1'500€
<3'100CHF","no formal education",1,5,1660,"R_3KNq7OyzY0LbqU6",30,"<1'500- 2'499€
3'100-4'299CHF",22,27,"okay"
"81",229242295750704,956,"R_3meiD2BanwaGxyW","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,1340,"R_bmdU5AFsEXGtKqB",55,"2'500- 4'000€
<4'300- 5'899CHF",15,22,"okay"
"82",229242295750705,777,"R_Q9A5nzfd3fY5DsB","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,5,978,"R_xsZKooKsEADYt8d",46,"2'500- 4'000€
<4'300- 5'899CHF",12,16,"okay"
"83",229242295751744,939,"R_0j0zAq6VQ3vdScp","male","Germany","> 4'000€
>5'900 CHF","middle school",4,6,852,"R_3n1R19NUDl9sDMH",46,"> 4'000€
>5'900 CHF",15,14,"okay"
"84",229242295752786,627,"R_40dNrMPFaOtEmbL","male","Germany","> 4'000€
>5'900 CHF","middle school",2,3,597,"R_Re625Ooz0OYFtXb",63,"> 4'000€
>5'900 CHF",10,9,"okay"
"85",229242295752791,1402,"R_27WPtaUNfo36sRF","female","Germany","<1'500€
<3'100CHF","no formal education",2,6,1653,"R_YPvw2kLOGumRTG1",63,"<1'500- 2'499€
3'100-4'299CHF",23,27,"okay"
"86",229242295753826,1683,"R_3lGjzJeCRnEeWYp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,4,1648,"R_2v0yEORbEoaCcvW",45,"2'500- 4'000€
<4'300- 5'899CHF",28,27,"okay"
"87",229242295753827,649,"R_2qdP1m3VKpXIEnI","female","Germany","> 4'000€
>5'900 CHF","degree",5,8,765,"R_3n1RK4siLZl1Z4K",67,"> 4'000€
>5'900 CHF",10,12,"okay"
"88",229242295753832,2025,"R_d1lzcWcat1nY2jL","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",5,7,2545,"R_2PcWpDYMkGdiWuA",31,"<1'500- 2'499€
3'100-4'299CHF",33,42,"okay"
"89",229242295753838,1895,"R_AHYq3fKkaHCcbWF","male","Germany","<1'500€
<3'100CHF","no formal education",2,5,1684,"R_2cnEXR8WCTUWKDw",69,"<1'500€
<3'100CHF",31,28,"okay"
"90",229242295753844,621,"R_2c1xu1yXOgGD30y","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,895,"R_0pu0FH42yF3mlGx",33,"2'500- 4'000€
<4'300- 5'899CHF",10,14,"okay"
"91",229242295754881,655,"R_2TFBYNYkwtAx87s","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,10,1444,"R_2CjGES6fZi6L8qp",31,"2'500- 4'000€
<4'300- 5'899CHF",10,24,"okay"
"92",229242295754886,1122,"R_7QxctqQp54ZoKqJ","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,8,1518,"R_2xKs5ghlz6LAfp0",61,"2'500- 4'000€
<4'300- 5'899CHF",18,25,"okay"
"93",229242295756956,1510,"R_56ZOo15E4R2qzOF","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,5,3851,"R_2SHzrbVeMibq1Gl",45,"2'500- 4'000€
<4'300- 5'899CHF",25,64,"okay"
"94",229242295758007,1169,"R_25WOrBlo5iU7RHg","female","Germany","<1'500€
<3'100CHF","no formal education",3,6,3316,"R_3CCMyHaSgcSVvmK",46,"<1'500€
<3'100CHF",19,55,"okay"
"95",229242295758012,663,"R_2CWHyt8sRRjB7NC","male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,854,"R_1IpgGeW9HhtlACQ",26,"<1'500- 2'499€
3'100-4'299CHF",11,14,"okay"
"96",229242295759045,1454,"R_3EF4W42AP3JqbNQ","female","Germany","<1'500€
<3'100CHF","middle school",3,5,2268,"R_2woYgEWJfj0UZPI",44,"<1'500€
<3'100CHF",24,37,"okay"
"97",229242295759052,1548,"R_1l3SKw0bM70iegj","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1855,"R_3DXC76trfhr0SVb",63,"<1'500- 2'499€
3'100-4'299CHF",25,30,"okay"
"98",229242295760085,1321,"R_1F4GZVhw7a8fion","male","Germany","> 4'000€
>5'900 CHF","no formal education",3,7,1486,"R_1NeszvRVjcwUTlR",67,"> 4'000€
>5'900 CHF",22,24,"okay"
"99",229242295760097,524,"R_3jdnQRghXarRH6Q","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,734,"R_241qtOHjIALghwT",48,"<1'500- 2'499€
3'100-4'299CHF",8,12,"okay"
"100",229242295761139,833,"R_1CdA8mHseMZSYAc","male","Germany","<1'500€
<3'100CHF","middle school",1,5,2028,"R_sziDyRIyZS2XPAR",51,"<1'500€
<3'100CHF",13,33,"okay"
"101",229242295766083,2862,"R_3GoztoHsxpKssWb","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,5,12525,"R_1obhGxLMCpTIdSk",46,"<1'500- 2'499€
3'100-4'299CHF",47,208,"okay"
"102",229242295766086,685,"R_51DcTUyimhghJ3X","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,5,744,"R_31iyCv9npdvftbe",55,"2'500- 4'000€
<4'300- 5'899CHF",11,12,"okay"
"103",229242295766090,1540,"R_2wEo5iQXCYves2K","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,5,1364,"R_2DSan3zt5JS8l9P",26,"<1'500- 2'499€
3'100-4'299CHF",25,22,"okay"
"104",229242295766095,1313,"R_1QN6OUxkKwgceLu","male","Germany","<1'500€
<3'100CHF","middle school",1,5,1952,"R_5urbZCQJoc2Yv7j",57,"<1'500€
<3'100CHF",21,32,"okay"
"105",229242295770258,1020,"R_27W1NFJXInLwDZw","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,785,"R_307T5nH5VTePCcQ",26,"<1'500- 2'499€
3'100-4'299CHF",17,13,"okay"
"106",229242295770261,962,"R_1LXokuPGQSIS5q7","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,1281,"R_1cXHLVK8t7cHa0m",43,"<1'500- 2'499€
3'100-4'299CHF",16,21,"okay"
"107",229242295771292,8345,"R_sBRhT5IY9zTJcTn","female","Germany","<1'500€
<3'100CHF","no formal education",2,5,509,"R_bO5eg0KDGHZAEPT",25,"<1'500€
<3'100CHF",139,8,"okay"
"108",229242295775457,7394,"R_3fW33TCtP6kVx1T","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,5,1459,"R_1QltThrqzdt4ppe",38,"2'500- 4'000€
<4'300- 5'899CHF",123,24,"okay"
"109",229242295779354,1519,"R_2tbx3LZrOJsIeSD","female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,1567,"R_3HRXDzTH4lYxD57",55,"> 4'000€
>5'900 CHF",25,26,"okay"
"110",229242295779358,2919,"R_dcG4YHz0cKrEHO9","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,839,"R_zZ23lmI7gsSWtLr",33,"2'500- 4'000€
<4'300- 5'899CHF",48,13,"okay"
"111",229242295780393,861,"R_stgdPaExzIsFfRT","female","Germany","> 4'000€
>5'900 CHF","middle school",4,5,868,"R_elmKlkvTJ0sBMPf",30,"2'500- 4'000€
<4'300- 5'899CHF",14,14,"okay"
"112",229242295784565,1418,"R_e3t1oiFNAPt3wWt","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,6,2035,"R_10rBm2LP3WvDjrS",61,"2'500- 4'000€
<4'300- 5'899CHF",23,33,"okay"
"113",229242295787687,1168,"R_DeJW28g6uMydLeF","male","Germany","> 4'000€
>5'900 CHF","no formal education",4,7,1312,"R_2dztNeIeNilgZSd",50,"> 4'000€
>5'900 CHF",19,21,"okay"
"114",229242295791846,760,"R_2dmTN9FJIaj61fb","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,6,696,"R_2aGDROz7N2AxH8J",39,"2'500- 4'000€
<4'300- 5'899CHF",12,11,"okay"
"115",229242295798887,1928,"R_2rj8UoPO5LJwv1f","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1305,"R_1JUrVGo4h0DuwTF",61,"<1'500- 2'499€
3'100-4'299CHF",32,21,"okay"
"116",229242295804087,841,"R_1QxR1QCXiVrgpRz","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,1069,"R_udzH4UN1P064VWh",31,"<1'500- 2'499€
3'100-4'299CHF",14,17,"okay"
"117",229242295805140,1376,"R_1rwaK99dyb5OiNx","male","Germany","<1'500€
<3'100CHF","middle school",2,6,2871,"R_2rMazT4mo70rBsf",24,"<1'500- 2'499€
3'100-4'299CHF",22,47,"okay"
"118",229242295808010,550,"R_emV3rDfdW1tpBgB","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,1,607,"R_2Xc9Yrldu7ntYVA",39,"2'500- 4'000€
<4'300- 5'899CHF",9,10,"okay"
