"","ResponseId.wave1","V1","V2","difference","m"
"61","R_1DwD6QWJ1LcwYXv",0.896323586138166,1.38481938328236,"0",229410207421640
"62","R_1DYavCLz1ceAMY4",0.941978351307307,1.30720415911446,"0",229255657928942
"63","R_1E1iVSxujfpCeOa",0.924623212336813,1.32527930822579,"0",229242449979409
"64","R_1E400GON8iTHaf1",1.09120744800187,1.10982232756281,"0",229256171978998
"65","R_1E5LWuXxOFnZ22u",1.0677424445662,1.12390017369295,"0",229410207387704
"66","R_1eItHzwa9LsrDs3",0.959224356643125,1.33554772864428,"0",229321437583507
"67","R_1F3PAj954nj3vva",0.981398918265287,1.26378631943694,"0",229410206799933
"68","R_1F3UN9VUTkngmcC",0.93068211585198,1.30439470309216,"0",229321437593760
"69","R_1F4GZVhw7a8fion",1.238452604109,0.82405086335565,"1",229242295760085
"70","R_1F4k8KPay3Z7kp4",1.21144857256597,0.891890722869642,"1",229409893558497
"71","R_1F94axNpIB5vuou",0.908904127480133,1.35031228623462,"0",229321437921368
"72","R_1FBk1b6s6Ugkr97",1.08200844084924,1.10709948676688,"0",229321438243967
"73","R_1fd2Evcwen0hq9i",0.836885109602331,1.43492191229431,"0",229256171948130
"74","R_1FDtuG3k56IdBXy",0.940336368515736,1.31543404160795,"0",229256171644062
"75","R_1fjZ5r9zSIjzIlU",1.00762857427706,1.24312000092703,"0",229242449959012
"76","R_1fl2MTowCfCRhG0",0.957444913065185,1.34011041457558,"0",229855351994462
"77","R_1FQlkBgVUBKOWeq",1.07627681162459,1.15386397375636,"0",229678093258872
"78","R_1FQVElWKrunBigd",1.07212780439419,1.12413606764724,"0",229166416667863
"79","R_1G6o53JETU6gJd7",0.989398907186416,1.25861299520128,"0",229320605941980
"80","R_1gbcl27CKlKBalz",1.0142327586672,1.19652553735867,"0",229321438222424
"81","R_1gGgLAtf6daWkoB",1.02006203732103,1.1973110561326,"0",229320605940944
"82","R_1ghcFo1JrTvT8DO",0.812926393233979,1.46139778087851,"0",229256171709564
"83","R_1ghIcrFKPqGRZ2X",0.936301285935406,1.29651448422853,"0",229242295753830
"84","R_1GHzFnO8uCIkxhk",0.960724076022965,1.31777093062021,"0",229409893571805
"85","R_1giJxdmvvymiV9n",0.945380687891845,1.32429921730617,"0",229242449966323
"86","R_1gNKKT2BjaM2i4g",0.945574896149354,1.30234167115848,"0",230469411957892
"87","R_1gNlZZdQIAPxbdw",1.09665456215124,1.11874519614553,"0",229321438210114
"88","R_1GNOEkddVB05agX",0.800631021194819,1.49325008926866,"0",229855352128725
"89","R_1gv8g4BCMxmexh3",1.15894097604444,0.98019547134073,"1",229409893556406
"90","R_1GvqnRMVr55yguh",0.947530598033634,1.31661532590523,"0",229320606079057
"91","R_1Gy9AeUKqoHNGek",0.960755003924123,1.28158324566966,"0",229409893605426
"92","R_1H8LLFUTNt7leVR",1.09427050215899,1.09740472493747,"0",229321438330936
"93","R_1hH0gbNZowjmFne",1.23051717571326,0.84007404208859,"1",229677069777112
"94","R_1Hi6v3EBgholEqM",1.01714229227328,1.1854773617096,"0",229409893567644
"95","R_1hK1qUhDfuk7Yp0",0.94499002652157,1.28709451186355,"0",229409893575717
"96","R_1Hksq3zVeGSWRP8",1.00368612869685,1.2783137554603,"0",229409893590068
"97","R_1hYa1lwZUPqom7F",1.04683969192149,1.17158071724765,"0",229256171564265
"98","R_1hzJ87rgsFUNEvo",1.00755690181499,1.22736087079698,"0",229409893637217
"99","R_1I3Fm74ZDEJUWVt",1.18581979697481,0.930426514650466,"1",229677069801550
"100","R_1I4608oEAcr8qZ5",1.16298930488228,0.962363615579861,"1",229678093184174
"101","R_1i4KE9gxWSexZgC",1.03688428264543,1.18673005813563,"0",229410206780427
"102","R_1i5sFl38pMZRzhx",0.827364244480289,1.43874710514614,"0",229255657947188
"103","R_1i8T0phSRcHYrRU",0.93524865346819,1.30833539637172,"0",229409893590061
"104","R_1IAZ9dmi1SrmPZ0",0.90340601035774,1.35908062409225,"0",229937963207838
"105","R_1If2GBOEhVw5Y6B",0.940647405190483,1.28994664764848,"0",229410206849208
"106","R_1ihd4GO2vbgYswo",1.00923035251503,1.22633965524598,"0",229678093257846
"107","R_1IjOEww5cPQHpkZ",0.636891965180631,1.64216010584369,"0",230296024724709
"108","R_1IMZNh1qbXTSlrJ",0.942819782712761,1.29818398145802,"0",229256171697233
"109","R_1Isk7x4MMVzR6oS",1.13875379734708,1.02209098833959,"1",229410207386675
"110","R_1IuxERmIxlynZlW",0.841907732906265,1.45065568298783,"0",229321437918290
"111","R_1j8SoIjXPT4DTvP",0.987471274311165,1.25777094884867,"0",229242449968175
"112","R_1jdYlkrQYepVBTk",0.824916453378425,1.46894316512008,"0",229256171742412
"113","R_1JF7XaAKoJRpbIc",0.949965890322539,1.27658027944516,"0",229256171676680
"114","R_1jH468tY1ENzp5M",0.978013245482387,1.28666525511966,"0",229242295781433
"115","R_1jlhdlFwaaQA59K",1.38249726673056,0.0851349801836827,"1",229242449963187
"116","R_1jSUOEcl2UZ4EmQ",0.86761338900003,1.41598507556696,"0",229678093441266
"117","R_1jxNAbcEEMGNBkz",0.983941247449899,1.23466203570422,"0",229256171671793
"118","R_1k23tDbzBDJCCYn",0.97962128655017,1.26147640023177,"0",229242449982562
"119","R_1K3H42hqGnqinn0",0.91811398841184,1.31856542236516,"0",229678093415665
"120","R_1K8x1AoIHGdYEdL",1.00281455189502,1.2326330053913,"0",229678093101134
"121","R_1Kev8GIYXYtnkha",1.01654552027435,1.22641346678376,"0",229242449967120
"122","R_1Kg5qeNMfpEcIVD",0.917956535756992,1.33602922988862,"0",229242295755913
"123","R_1Kj6kvRrhNJltzy",1.12929883548328,1.03567582917028,"1",229937963227316
"124","R_1KjrZK9wyaht0Yi",1.0308860463762,1.21270021389979,"0",229409893574684
"125","R_1KjsPrPEuumwKtb",1.11192655907556,1.06797303357354,"1",229677069754513
"126","R_1kMmTGmvgH9gulq",1.18226400947365,0.928715223051928,"1",229256171907291
"127","R_1kNUalF1JfvD9df",1.14131658620062,1.02681162753839,"1",229409893616888
"128","R_1kNYEgfcdgcFO51",1.24473963635513,0.806212462085485,"1",229256171556050
"129","R_1kOBGI4XPIWWLy6",1.26689049015094,0.733716717791161,"1",229242295796801
"130","R_1KpqCfkR85ApDEQ",0.923791949757367,1.33413308382242,"0",229855352005760
"131","R_1kRNpAUEPVtJ1f1",1.08446575791604,1.15458092752253,"0",229758201767112
"132","R_1KuKiaIDKfwR9fT",0.890723435715692,1.39093972322828,"0",229242449956923
"133","R_1l3SKw0bM70iegj",0.953123905730323,1.33037027847626,"0",229242295759052
"134","R_1l51CHacIzAAOYr",1.0345500915457,1.18170368715764,"0",229409893558499
"135","R_1l6jMovJICVjVnC",1.18330185529727,0.942892206730319,"1",229409893638261
"136","R_1laeW4H0RHUBzsH",1.03406396249931,1.22358385667176,"0",229242449960055
"137","R_1LAL7j18hL01vOi",0.987319643350034,1.2829792950399,"0",229409893575711
"138","R_1LBcVCh8pm4Wlva",1.23604650828289,0.837154477931074,"1",229409893568680
"139","R_1LGa0LGSDycaZxU",1.00069260340243,1.23017321567141,"0",229409893611680
"140","R_1LHIqhxg0jPLCyV",1.08446575791604,1.15458092752253,"0",229409893579884
"141","R_1LI64yNOZO7C7l3",0.880233603765248,1.41020041282043,"0",229678093115531
"142","R_1Liem5kTbkr14lF",1.02670308363609,1.19866633057671,"0",229255657942219
"143","R_1LM7eqPSPvv6cnA",1.27781157770213,0.71120477553432,"1",229677069754519
"144","R_1lmDzcpWCC7BhMm",0.951392225895785,1.27829189681678,"0",229409893559543
"145","R_1LoIjURU32wpqKF",1.23604650828289,0.837154477931074,"1",229256171670763
"146","R_1LpqQYKk5qTlv7k",0.944250677064232,1.32976137316861,"0",229678093374484
"147","R_1LRQAdfNJTKMgGI",0.997189662399457,1.2555007360994,"0",229758453883093
"148","R_1lsfWITx9Y1GNaA",0.921640468349325,1.3515705512708,"0",229321437755510
"149","R_1LSfZXKQq13jmcJ",0.860560856686286,1.39239653229382,"0",229409893581988
"150","R_1lsN4gAk00nyLx9",1.23628583889252,0.836523191265706,"1",229409893578856
"151","R_1LUSiI51StMj2fs",1.21320933858494,0.885306527796239,"1",229855352055869
"152","R_1LvCjhF0EEOqlAp",0.994465288289164,1.22259458727738,"0",229855352002681
"153","R_1LXokuPGQSIS5q7",0.843756047807908,1.45121866546783,"0",229242295770261
"154","R_1M0xHfneKLAhQMR",0.93976538950464,1.29503951728019,"0",230469411964067
"155","R_1M8VDHdZKmlVgit",0.940534466164961,1.3096831238253,"0",229242449961110
"156","R_1mdW7cgT4seyyqQ",0.993303220658564,1.25250142163008,"0",229320605936754
"157","R_1mEKYPdbW4MPIrp",0.944738245871683,1.31636008713227,"0",229255657933879
"158","R_1mgS3o7laschj5y",0.96204611120928,1.28575269452666,"0",229855352122461
"159","R_1mk58NJrZ82uekP",0.961681564423375,1.28177813018019,"0",229320605939896
"160","R_1mQvIIkrYWPyK9D",0.999982268218403,1.22597541388995,"0",229320605970439
"161","R_1mRClohcHMkdAdv",0.970367704667758,1.26101021033481,"0",229242295749656
"162","R_1mUzvNhl5PYy2RZ",1.06286442501097,1.15719637808336,"0",229677069765683
"163","R_1mwQU5GVzlTar7A",0.987319643350034,1.2829792950399,"0",229678093163595
"164","R_1MWyS3TUczp278V",0.976669932067477,1.27722696726841,"0",229409893553280
"165","R_1N8HwagzMCohesg",1.21540512364579,0.879066627395515,"1",229410206882844
"166","R_1NaaqSLkXYb5DrA",1.0115914412819,1.23863356114959,"0",229255657938043
"167","R_1Ne8a8XTmPpmQqY",0.834415944537487,1.42718606503483,"0",229321437639901
"168","R_1Ntv8wpML03b7xm",0.999982268218403,1.22597541388995,"0",229242449956912
"169","R_1o1EUzmkWnI0L6v",0.950388269882857,1.27645371572612,"0",229320605958184
"170","R_1o1iNts3exPmieU",0.90962582944706,1.36656616613402,"0",229256171630718
"171","R_1o4J2ihtVVaLWHO",0.979153371021317,1.27509580118137,"0",229255657946137
"172","R_1o73oJZeSvsMGPn",1.13468726876888,1.03987180954617,"1",229166066831553
"173","R_1obtEN1KAT8Ivsq",1.15891990268773,1.011330865841,"1",229937963356233
"174","R_1ODmDKBOsyXfRnU",0.949965890322539,1.27658027944516,"0",229321437563003
"175","R_1oGDoYaN0EHfSOZ",0.979398278329702,1.27372132941786,"0",229242450035926
"176","R_1ogUn1QrTtO0BPT",0.900263028706572,1.35848679824477,"0",229758453888227
"177","R_1oImsaAeBtJQuJd",0.767150218073431,1.51111857169824,"0",229321437677579
"178","R_1okjaSmNIcl4O4y",0.472194493833759,1.73682612416797,"0",229166416665777
"179","R_1OktPLDHHWKRHhV",1.04362199493202,1.17317213080357,"0",229242295742617
"180","R_1OOWbFEaUfw4nNq",0.909709423156427,1.37269605535605,"0",229677069763602
"181","R_1OOzLXJEJJnVcgl",0.845767838520198,1.41630808161476,"0",229320605966524
"182","R_1Oq4EEg394DzG3F",0.797006962763274,1.51122307654937,"0",229409893589022
"183","R_1OSLfnCUehYs09o",0.981081827167177,1.27108948335782,"0",229256171701343
"184","R_1otmNfK7mAWtgZD",1.3753810505084,0.21210398312741,"1",229677069775045
"185","R_1OUA3EdngDKk0Ea",1.13814531788741,1.0066467084292,"1",229242449971308
"186","R_1OvOFRLWhWj8qP5",1.19818520683069,0.896370620848691,"1",229242450005039
"187","R_1ozl0QYygIw2niA",1.06651037669958,1.13551789688697,"0",229409893555368
"188","R_1ozndDYedU3NNdv",0.616825113009182,1.64881703689106,"0",229242449968159
"189","R_1pE9CDJuuBYcoF8",1.23532103000845,0.83966040333213,"1",229758453932074
"190","R_1pFFynC7x9eitnk",1.12994149174729,1.03299762741189,"1",229256171627637
"191","R_1pLjkduyxId8PDO",1.07703179303167,1.12534211503425,"0",229242450019449
"192","R_1pLnC2IuMZAbMvJ",1.00351712721938,1.22334995992933,"0",229409893558511
"193","R_1pm0pJTc79c6aAa",0.909453705018318,1.33082009539315,"0",229678093191369
"194","R_1pQeLLBceDEDdP7",1.08044909591656,1.10300517447372,"0",229677069756589
"195","R_1prLq4RJil17Iht",0.589305150167742,1.66450653142241,"0",229855352039662
"196","R_1prs2kZZr8m54pO",0.812926393233979,1.46139778087851,"0",229320605939889
"197","R_1PTVJyJDELkhvLL",0.912595721740523,1.36892145856601,"0",229409893589029
"198","R_1pWkYnvOiwS0XUO",0.987319643350034,1.2829792950399,"0",229758453882067
"199","R_1pXWlt9fDYhaR3c",1.07064230394856,1.16830609086432,"0",229242295748626
"200","R_1Q3XRvqD5es3aBY",1.08446575791604,1.15458092752253,"0",229256171870274
"201","R_1Q5zY16YdoZUa5y",0.969526480768038,1.27717998682594,"0",229256171580455
"202","R_1q7E4y4PrqP1PL6",1.23245931684662,0.847177629888127,"1",229320606018720
"203","R_1q9PSDZi0bOYwbg",1.38376062069901,0.0342204387107753,"1",229409893584063
"204","R_1QAYO8t7hFR1nXp",1.17966711869163,0.956225248996487,"1",229410207199454
"205","R_1qecDLDdCrYToMb",0.830203910678171,1.43422448614649,"0",229410206611574
"206","R_1QGShgXQ6HpLBeI",0.864851716066784,1.41509140050704,"0",229409893596306
"207","R_1QlOVkUcUhO7Ja9",0.996168657407971,1.24550486063166,"0",229255657938040
"208","R_1QLVecSrgBB3TF7",1.00923035251503,1.22633965524598,"0",229855352125597
"209","R_1QN6OUxkKwgceLu",1.0526142252232,1.16481952058362,"0",229242295766095
"210","R_1QsyXVG8aCHPSpq",1.2158583172941,0.879851213064752,"1",229242295811148
"211","R_1QxR1QCXiVrgpRz",0.963856805565393,1.27411564511952,"0",229242295804087
"212","R_1rdfPw9w9wywNly",1.14267890224148,1.0150028009386,"1",229409893556415
"213","R_1rf8RkKm64iSMMO",1.23245931684662,0.847177629888127,"1",229321438376071
"214","R_1rfEcoDe8h656K4",1.1480229128307,1.0241526298556,"1",230296024624230
"215","R_1rfrFquUHpIwJiu",1.22484641973101,0.856889339355894,"1",229758454231173
"216","R_1rHAC97MaIFeZQs",1.17607267987111,0.950051708945107,"1",229166416657657
"217","R_1rwaK99dyb5OiNx",1.12221227623216,1.08830544368075,"1",229242295805140
"218","R_1SrG7FLl42ZQ8ZH",1.06194124033107,1.13481242648618,"0",229678093438143
"219","R_1XjuiSN8BMQqvq9",0.976402225035932,1.27493324886528,"0",229320605958180
"220","R_1zBNX7ARLsSsMmJ",0.953832169769553,1.28310662884163,"0",229855352123517
"221","R_20MeHHXsTnlbV9o",0.575375387542777,1.66408850922222,"0",229678093381679
"222","R_20Ov8RSteb1ii4S",0.929550333086068,1.34159579590258,"0",229255657942218
"223","R_20PrGSgbrqfLXmF",0.963231021342385,1.31215719512289,"0",229242450014215
"224","R_20TCFE2SuJlAdd3",1.24473963635513,0.806212462085485,"1",229242450002158
"225","R_211ExatQUFTsnze",0.88246662085271,1.41031198223598,"0",229409893618718
"226","R_214zWdLGNEsJaEm",1.08446575791604,1.15458092752253,"0",229320605982944
"227","R_2153UvCoSfAZEmK",0.989395800892304,1.2556561768152,"0",229242295740540
"228","R_21aGdDDHglzuebV",0.623648332660168,1.64686909427621,"0",229678093294826
"229","R_21aXH4qkpWoMUfc",1.01172262190728,1.21316710560455,"0",229166066782222
"230","R_21bvhgPlUiTqwQa",0.748947528455278,1.52715929084831,"0",229855351995492
"231","R_21ctbCYRWseYocx",0.728393994120326,1.54446923392643,"0",229409893579886
"232","R_21EUzM0DwlGLdbs",0.919235188380623,1.32827971358013,"0",229256171909345
"233","R_21HBUv3fiehWFkD",1.19211739943321,0.924751038703155,"1",229320606005406
"234","R_21suA2PX6p1Ism0",0.876837871384145,1.38268637292266,"0",229677069756595
"235","R_22Gm4uvMmbgC5DE",1.3826044270237,0.081974848904388,"1",229242449956922
"236","R_22Jq692U13FYFUt",1.04097858506259,1.21207063114092,"0",229242449974438
"237","R_22n0WXr4mjhJpiL",1.38673652856293,1.27641020378236e-08,"1",229242449977582
"238","R_22PLy8f4obVWnmz",0.724627523900873,1.56164883865821,"0",229255657935968
"239","R_22t3DP5GfVLXGLD",1.01808390559234,1.24389584930177,"0",229242449965297
"240","R_22tTxe5Wf46p8v3",1.06544908096719,1.14855591768095,"0",229409893551191
"241","R_22Xt1KD0HlNaGb9",1.08446575791604,1.15458092752253,"0",229321437993153
"242","R_2316XoX4fkvFvf4",1.09717441370578,1.11783574439839,"0",229242295738451
"243","R_231rtRsvBjO69aO",0.986746171288108,1.26386679985543,"0",229320606011397
"244","R_234fD5Z9iTrtGwl",1.23245931684662,0.847177629888127,"1",229255657936996
"245","R_23dhBmmmpedny6z",1.23435557788452,0.830516438068335,"1",229855352130794
"246","R_2428sfO7EKpA7fk",1.11380075194551,1.09143249845088,"1",229242449971313
"247","R_246JZiZD8m7Qrfp",0.675903276690427,1.58601865395708,"0",229321438195740
"248","R_24bFDHU9m2ehAX7",1.06299401633643,1.16095242172767,"0",229677069754503
"249","R_24dRrvyxoU59T4B",1.25515697231065,0.777124419377203,"1",229256171674879
"250","R_24MZMVl0HtIImjR",0.958194284225532,1.30737425880747,"0",229409893561379
"251","R_25BgHpAMTkdum05",0.941677379145877,1.3456802268821,"0",229677069755544
"252","R_25BnA7CPqUqo20h",4.07972661610782e-08,1.85223125683259,"0",229677069763603
"253","R_25sc4jWiebwhoSv",0.949965890322539,1.27658027944516,"0",229255657939091
"254","R_25Sz5fHNDdvNDtK",0.920412446827263,1.34952427394597,"0",229410206609516
"255","R_25tgtjEGT1tmYni",1.06962300346807,1.12465236551893,"0",229321438387356
"256","R_25WOrBlo5iU7RHg",0.630077740703267,1.64488480838077,"0",229242295758007
"257","R_25XCGvSK7fFBeWQ",1.08446575791604,1.15458092752253,"0",229409893573885
"258","R_269eIb65DK9tLcJ",0.822607584719324,1.46091424741667,"0",229758454052046
"259","R_269XIaqM07m1U0K",0.983401650300769,1.30380576701854,"0",229678093435043
"260","R_26a2znd7sCk8IH7",1.08446575791604,1.15458092752253,"0",229320605941975
"261","R_26eY9IqDmD0nVPG",1.1672832595141,0.980751046866412,"1",229242295822351
"262","R_26fku5eEp2Qj9zm",0.99934595223039,1.25456930289522,"0",229320605943813
"263","R_26loy7keZ66nKb4",0.822488797852492,1.46907356333518,"0",229937963343935
"264","R_26lt8YAsRBjSSkx",0.990897553305651,1.23057019292117,"0",229321438098546
"265","R_279DrW8COJ7EWg9",1.06059991081335,1.1511274561783,"0",229166416665772
"266","R_27BQw91OKVlhWPj",1.049096439978,1.17668088341929,"0",229677069787271
"267","R_27eATTdBXeYG3tx",1.07076883830304,1.16283977809797,"0",229242449960046
"268","R_27I3NTchpL5dg6a",0.98797632323828,1.27320002774552,"0",229677069756609
"269","R_27JPdjUCRJVPpPD",1.23245931684662,0.847177629888127,"1",229677069755553
"270","R_27KxgmbOovlZ01z",0.945848723361391,1.3359456341078,"0",229320605975640
"271","R_27paz7ivFJBQEwk",1.04811786163781,1.1498909681821,"0",229410207207669
"272","R_27U9ZJqGrlxlBEJ",0.989984660798167,1.23574183732083,"0",229256171975909
"273","R_27W1NFJXInLwDZw",1.04672477235538,1.15796089754042,"0",229242295770258
"274","R_27wlgEvlswXJirC",0.902303619929175,1.37726108293589,"0",229320605937800
"275","R_27wlK1Z5sH71KQ0",1.09665456215124,1.11874519614553,"0",229758454235278
"276","R_27WPtaUNfo36sRF",1.06591956167714,1.15279299152012,"0",229242295752791
"277","R_28UI6S5JgZB4fRG",0.892850488789721,1.36076745983007,"0",229409893614815
"278","R_29iyunHJ5FsrRr3",0.991951078299062,1.25283634703879,"0",229409893603348
"279","R_2aA1uQbxplArdVS",0.761040904663612,1.51651667599437,"0",229410206629046
"280","R_2aFZCsf96UrGETa",1.04811786163781,1.1498909681821,"0",229242295745745
"281","R_2ag9KO7neo6tVIm",1.02130856199801,1.22400145723306,"0",229256171581482
"282","R_2ahLJVgIViB6bu6",1.10213131022699,1.0783433577669,"1",229321437739104
"283","R_2aIvH7bEKgmeRSd",1.08446575791604,1.15458092752253,"0",229256171622503
"284","R_2AL7oFTWsNWvqno",1.00626065742429,1.21296792708856,"0",229678093429864
"285","R_2AMfF4aom3GcQs1",0.893189181526023,1.38942151629569,"0",229678093138135
"286","R_2AMhKoUk1l2B7aY",1.24473963635513,0.806212462085485,"1",229256171741387
"287","R_2ANL6TUtu4Hof3w",0.897082920345974,1.3639428269171,"0",229409893614809
"288","R_2aOZbvUCWCaZgT8",0.947839337056843,1.33352017303958,"0",229678093275314
"289","R_2AQG0rzvUe5a4kM",1.2352915157875,0.828935191593314,"1",229255657932828
"290","R_2aRhgiVVw1l9p9F",0.977150276982799,1.26844717839567,"0",229409893570765
"291","R_2ARWpxcD2tBg6mr",0.979490308778601,1.27061091043338,"0",229321438125234
"292","R_2AS6r9rkhDs433r",0.992625121549861,1.25345761851652,"0",229410206644455
"293","R_2AS87J6lireNMJW",0.570775303001998,1.68191017730151,"0",229758454236304
"294","R_2ATjPtCSOZaMUPH",1.05628612703634,1.16726219970742,"0",229937963200661
"295","R_2aWDr9m7meRoIVQ",0.944250677064232,1.32976137316861,"0",229937963347010
"296","R_2aWxzqPcyeNHoFi",0.732954371914714,1.55100873010884,"0",229678093414638
"297","R_2AYaEaBun0p5kaC",1.38249726673056,0.0851349801836827,"1",229166066780393
"298","R_2ayLh5c9IhMIC9i",0.884944863636245,1.38422955087407,"0",229256171686962
"299","R_2Bas2WO0yoM9QdK",1.09665456215124,1.11874519614553,"0",229242295848169
"300","R_2Bb93RL9NgAu4F4",0.874575481878983,1.3788062772396,"0",229242295846088
"301","R_2BfYn1I2a51vRhw",1.23051717571326,0.84007404208859,"1",229677069770882
"302","R_2bJDToiRAL3MEMM",0.9771502769828,1.26844717839567,"0",229255658040397
"303","R_2BmUGXI7GjyAitI",0.944250677064232,1.32976137316861,"0",229255657967727
"304","R_2BnFF7O0UemP6bn",0.993303220658564,1.25250142163008,"0",229166066821130
"305","R_2bNQX6i4Gfq2gKY",1.24473963635513,0.806212462085485,"1",229855351994463
"306","R_2BqCqINqXblVi4A",0.889989337052594,1.38472783954603,"0",229937962964147
"307","R_2bUdU71myo1l20P",1.06286442501097,1.15719637808336,"0",229410207311898
"308","R_2bWrFPxwlUFwasN",1.11148747370656,1.07800387527511,"1",229256171870273
"309","R_2BzznLYXGk7FwkP",1.1560160052648,0.993321558573141,"1",229320605934668
