m,(Intercept),co2-30% CO2,tax+6%,energieabhaengigkeit+20%,zeitpunktin 7 Jahren,ResponseId.x,gender,age,country,income.wave1,education,climate_concern,concern.scaled
229166066821130,1.8968519925416658,0.49936627314016935,-5.4931871955665885,0.6326817974092142,-4.919266024308937,R_2BnFF7O0UemP6bn,female,36,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,6,1.0788177339901477
229166066823206,1.3051999640826433,0.13426129414539334,-7.09876888977583,0.24999194367467836,1.181488811984813,R_3iD1T8NlCZIuSSn,female,19,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1,-3.9211822660098523
229166066833639,3.0916875100122767,0.5757110025053398,-7.572619039276162,0.5265484707498556,-0.4140043439607215,R_7WGFlGsDSnQRpmh,male,34,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,1.5,-3.4211822660098523
229166066833642,1.3051999640826435,0.13426129414539345,-7.09876888977583,0.24999194367467847,1.1814888119848126,R_cTN0cTJ7C5jMipr,male,20,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4.5,-0.4211822660098523
229166416656617,3.0916875100122767,0.5757110025053398,-7.572619039276161,0.5265484707498556,-0.4140043439607215,R_ujLqmiC73EyREFX,male,51,Switzerland,"> 4'000€
>5'900 CHF",degree,5,0.07881773399014769
229166416657657,4.350527978668878,0.9479809712273132,-1.5383094083495084,0.3041408313065038,-0.9204125067226729,R_1rHAC97MaIFeZQs,female,39,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,6,1.0788177339901477
229166416658444,2.451659055152632,1.4536672494088423,0.6990198558581948,0.7385173711697468,-6.0197458596044955,R_3fAW9A9PUOTPSRY,female,49,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229166416658456,2.552751121358041,-0.18363011279694363,-5.822730940946377,0.21868582807244136,-3.4104614638629736,R_332rHLTBzW4o52Y,male,54,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.0788177339901477
229166416659487,1.8968519925416654,0.49936627314016946,-5.4931871955665885,0.6326817974092142,-4.919266024308937,R_2UiwFRmg4DIHiHP,female,77,Switzerland,"<1'500€
<3'100CHF",middle school,4,-0.9211822660098523
229166416659499,4.130334464872789,1.3179235128312157,-4.195528310617087,0.7275316442774244,-2.091761843745026,R_3qpx95XzcwMK7Id,male,60,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,6,1.0788177339901477
229166416660547,3.0916875100122763,0.5757110025053398,-7.572619039276161,0.5265484707498556,-0.4140043439607217,R_2qyee8RYNHe83N3,female,59,Switzerland,"<1'500€
<3'100CHF",obligatory school,5.25,0.3288177339901477
229166416662627,3.0916875100122767,0.5757110025053399,-7.572619039276162,0.5265484707498557,-0.4140043439607215,R_pbbiWuR68CLd12V,male,40,Switzerland,"> 4'000€
>5'900 CHF",degree,3.5,-1.4211822660098523
229166416662637,-0.06812062904466476,1.9831246498324278,-4.180697835242843,1.0533638111884647,0.32495912208757805,R_ZFcYjQPti4GmnId,female,40,Switzerland,"<1'500€
<3'100CHF",obligatory school,5,0.07881773399014769
229166416663673,1.446876926079128,0.5474158838755196,-1.0186205044194523,0.16231138509446263,-0.8723195089068747,R_3EGccqupxv5YC29,male,42,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,5,0.07881773399014769
229166416665772,-0.9109240108586056,1.6759734057049518,-4.934776925057982,1.0240815696245444,-0.5281151407430591,R_279DrW8COJ7EWg9,male,33,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,5,0.07881773399014769
229166416665777,1.2920880232482281,0.9693839051697932,-1.4558531732822466,0.5456386072879161,-3.5520371335951095,R_1okjaSmNIcl4O4y,female,56,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.5,0.5788177339901477
229166416666812,1.9692905766958784,1.2232474212861741,-6.298396845789532,0.92867131077713,-2.9003969600835395,R_3GfFGdrjJRUqybx,male,25,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,4,-0.9211822660098523
229166416667853,4.1353869712846425,1.7334666933292011,-4.443038418031688,0.9580088197683037,-2.3012912013693727,R_3KSWg37wet3GUTw,female,39,Switzerland,"> 4'000€
>5'900 CHF",degree,4.5,-0.4211822660098523
229166416667863,2.234766371841458,0.6019663906283986,-3.4556007909540183,0.3357160646480058,-1.1112636419735549,R_1FQVElWKrunBigd,female,47,Switzerland,"> 4'000€
>5'900 CHF",degree,5,0.07881773399014769
229166416673876,3.0769408099066977,0.8611694124386512,-1.0247072533476795,0.5882959121813465,-6.89706890304609,R_xfnvdWOK6OtEIBb,male,45,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229166416689292,2.381862722548233,1.2797098548002048,-2.355322987489664,0.8756811863693019,-6.420158590294433,R_3QDbKyq8ExtSrh4,female,29,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.75,0.8288177339901477
229242295738451,4.350527978668877,0.9479809712273137,-1.5383094083495115,0.3041408313065041,-0.9204125067226707,R_2316XoX4fkvFvf4,female,59,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.0788177339901477
229242295738453,2.3818627225482327,1.2797098548002053,-2.3553229874896635,0.8756811863693023,-6.420158590294433,R_2rD5JnSOvonHkaY,male,63,Germany,"> 4'000€
>5'900 CHF",middle school,4.75,-0.1711822660098523
229242295738457,0.8061937011961757,1.0399882118923056,-6.963276258727929,0.7060245670649297,1.064941400710393,R_3Emuny9GTE1FmCf,male,48,Germany,"> 4'000€
>5'900 CHF",obligatory school,4.25,-0.6711822660098523
229242295738458,3.0769408099066964,0.8611694124386514,-1.0247072533476778,0.5882959121813465,-6.89706890304609,R_yUWSmPkKkg62fJf,male,49,Germany,"<1'500€
<3'100CHF",middle school,6,1.0788177339901477
229242295739490,3.0916875100122767,0.5757110025053399,-7.572619039276163,0.5265484707498557,-0.41400434396072106,R_4O7bW4HIAb2vxxT,male,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4.5,-0.4211822660098523
229242295740534,1.8968519925416656,0.49936627314016924,-5.493187195566588,0.6326817974092139,-4.919266024308936,R_3P5N96tlMTxv2SB,male,76,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4.5,-0.4211822660098523
229242295742617,3.0916875100122763,0.5757110025053399,-7.572619039276162,0.5265484707498557,-0.41400434396072106,R_1OktPLDHHWKRHhV,male,51,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5,0.07881773399014769
229242295743653,-2.2581917590959897,0.29308550519801446,-3.3550550470954765,0.34534673011262607,-1.6184323759805235,R_2uOfXbC4McyIpk1,male,66,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1.5,-3.4211822660098523
229242295744700,0.9450088602680895,1.4340555290816506,-1.1380293914244484,0.6878864869475317,-2.149043979715964,R_2ePGhUSWhjV9inV,male,60,Germany,"<1'500€
<3'100CHF",obligatory school,6,1.0788177339901477
229242295744711,0.07799512953136567,1.6929633495133622,0.20528918292367848,0.8384265758769591,-3.720438406725307,R_2f7CBh1lJf4ruTO,female,37,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.0788177339901477
229242295745754,0.1475647841837353,0.836012037672178,-1.3072857672709022,0.4436660835290995,-2.381276442933447,R_yDu5FSL1xttI8Ap,female,34,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.25,0.3288177339901477
229242295746789,0.8061937011961753,1.0399882118923056,-6.963276258727928,0.7060245670649297,1.0649414007103934,R_AomSIyMtDd4sOA1,male,59,Germany,"<1'500€
<3'100CHF",no formal education,2,-2.9211822660098523
229242295748626,2.3818627225482323,1.2797098548002055,-2.355322987489664,0.8756811863693023,-6.420158590294432,R_1pXWlt9fDYhaR3c,female,66,Germany,"<1'500€
<3'100CHF",degree,6,1.0788177339901477
229242295749654,-1.6422061679897855,0.15584556593737187,-6.525002555088949,0.1783062603904308,3.733657801888108,R_2ZBtopiyki2EAhe,male,56,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,3,-1.9211822660098523
229242295749656,0.2205591701184153,1.0556194370638736,0.8183924065043193,0.4257636225591428,-2.6649586413105752,R_1mRClohcHMkdAdv,male,53,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,2.25,-2.6711822660098523
229242295749665,0.6170735168423644,0.7513300867369773,0.6268809433634512,0.16037671574927215,-0.4877918984622498,R_O2OqQdFdyDL9OwN,male,42,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4,-0.9211822660098523
229242295750704,-2.2581917590959897,0.29308550519801424,-3.3550550470954756,0.34534673011262573,-1.6184323759805235,R_3meiD2BanwaGxyW,female,55,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,1.75,-3.1711822660098523
229242295750705,-1.5731455085150445,0.952608323926234,-3.7195744035944243,0.7253875941627261,-2.6457667333406447,R_Q9A5nzfd3fY5DsB,female,46,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.75,-0.1711822660098523
229242295752786,4.350527978668878,0.9479809712273135,-1.538309408349511,0.304140831306504,-0.9204125067226707,R_40dNrMPFaOtEmbL,male,63,Germany,"> 4'000€
>5'900 CHF",middle school,2.25,-2.6711822660098523
229242295753826,0.6805870141824577,1.7927932060255747,-3.8320884299342293,1.0574152298547923,-2.3458030096856644,R_3lGjzJeCRnEeWYp,female,45,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.0788177339901477
229242295753832,3.0916875100122763,0.5757110025053399,-7.5726190392761605,0.5265484707498556,-0.41400434396072106,R_d1lzcWcat1nY2jL,female,31,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,3,-1.9211822660098523
229242295753838,0.5820175693964051,1.2386667238397382,-2.9543159040531934,0.7565432039671252,-2.799212093910837,R_AHYq3fKkaHCcbWF,male,69,Germany,"<1'500€
<3'100CHF",no formal education,6,1.0788177339901477
229242295756956,4.238102096780521,0.3869080621560887,-5.996901739793491,0.37497280787923293,-1.8873206664146758,R_56ZOo15E4R2qzOF,female,45,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.0788177339901477
229242295759045,4.340838658357564,-0.049329728942847706,-5.755098218732079,0.13115247189107865,-1.6734849013792035,R_3EF4W42AP3JqbNQ,female,44,Germany,"<1'500€
<3'100CHF",middle school,6,1.0788177339901477
229242295761139,1.8968519925416654,0.49936627314016935,-5.493187195566588,0.632681797409214,-4.919266024308936,R_1CdA8mHseMZSYAc,male,51,Germany,"<1'500€
<3'100CHF",middle school,3.75,-1.1711822660098523
229242295765044,0.18394872444672106,0.38553593128884533,-3.117935992507864,-0.02641800850055298,4.453830494856817,R_3smrwM5ZrCpylBz,male,44,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3,-1.9211822660098523
229242295766090,-2.2581917590959897,0.2930855051980148,-3.3550550470954756,0.34534673011262607,-1.618432375980524,R_2wEo5iQXCYves2K,female,26,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,2.5,-2.4211822660098523
229242295766095,-1.6422061679897872,0.15584556593737264,-6.52500255508895,0.1783062603904313,3.7336578018881097,R_1QN6OUxkKwgceLu,male,57,Germany,"<1'500€
<3'100CHF",middle school,5.5,0.5788177339901477
229242295775457,-2.2581917590959915,0.29308550519801513,-3.355055047095475,0.3453467301126263,-1.618432375980523,R_3fW33TCtP6kVx1T,female,38,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,3.5,-1.4211822660098523
229242295779354,4.350527978668877,0.9479809712273131,-1.5383094083495075,0.3041408313065037,-0.9204125067226734,R_2tbx3LZrOJsIeSD,female,55,Germany,"> 4'000€
>5'900 CHF",middle school,6,1.0788177339901477
229242295779358,-2.2581917590959897,0.29308550519801435,-3.355055047095476,0.34534673011262595,-1.6184323759805235,R_dcG4YHz0cKrEHO9,male,33,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1.5,-3.4211822660098523
229242295780393,0.8061937011961757,1.0399882118923056,-6.96327625872793,0.7060245670649296,1.064941400710394,R_stgdPaExzIsFfRT,female,30,Germany,"> 4'000€
>5'900 CHF",middle school,4.75,-0.1711822660098523
229242295787687,-2.258191759095988,0.29308550519801424,-3.3550550470954765,0.34534673011262595,-1.6184323759805253,R_DeJW28g6uMydLeF,male,50,Germany,"> 4'000€
>5'900 CHF",no formal education,5.25,0.3288177339901477
229242295791846,3.0769408099066973,0.8611694124386517,-1.0247072533476804,0.5882959121813467,-6.89706890304609,R_2dmTN9FJIaj61fb,male,39,Germany,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,5.5,0.5788177339901477
229242295796801,-1.3162173864429065,-0.17811232525815823,1.4709592396507585,-0.3486807617386387,0.6271541381043,R_1kOBGI4XPIWWLy6,male,29,Germany,"> 4'000€
>5'900 CHF",obligatory school,3.75,-1.1711822660098523
229242295798887,2.313388245803386,2.279487376560443,-2.326718121258228,1.1407644373290813,-2.235992620761683,R_2rj8UoPO5LJwv1f,female,61,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.0788177339901477
229242295804087,0.87366192751989,0.4892125516698176,-6.065307920350181,0.5087632234410647,-1.4093809128499002,R_1QxR1QCXiVrgpRz,male,31,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,5,0.07881773399014769
229242295805140,4.350527978668877,0.9479809712273133,-1.538309408349507,0.3041408313065038,-0.9204125067226738,R_1rwaK99dyb5OiNx,male,24,Germany,"<1'500€
<3'100CHF",middle school,5.75,0.8288177339901477
229242295811148,1.940692968104163,0.4049221070585849,-2.853144497483308,0.24207571498012037,-1.722013851111046,R_1QsyXVG8aCHPSpq,female,43,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.0788177339901477
229242295822351,-0.3300463794428037,1.0702040712968564,-6.554563251230496,0.6781333792379621,2.025587578647362,R_26eY9IqDmD0nVPG,female,39,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5,0.07881773399014769
229242295830711,0.6730893315929625,0.3193115261586134,1.1773903882581873,-0.05989822635531994,-1.0216575957980212,R_Rlx1D84knvb3saJ,male,25,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.25,-1.6711822660098523
229242295831746,3.0916875100122763,0.57571100250534,-7.572619039276162,0.5265484707498558,-0.4140043439607215,R_6SEE2rNUQKx5itb,male,67,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,3.75,-1.1711822660098523
229242295843984,3.0769408099066973,0.8611694124386517,-1.0247072533476804,0.5882959121813467,-6.89706890304609,R_2PwhR3qIr4XLkco,male,49,Germany,"> 4'000€
>5'900 CHF",middle school,4.5,-0.4211822660098523
229242295848169,-1.4434794056339442,1.0895380133304653,-4.574240672881846,0.6790996013512218,0.42828080398231183,R_2Bas2WO0yoM9QdK,male,67,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5,0.07881773399014769
229242295855225,1.0232084569405027,0.32143446090321504,-5.914525004675644,0.3565521608648382,-0.37179812033816506,R_3RgO5GN0KthHTX2,male,36,Germany,"> 4'000€
>5'900 CHF",obligatory school,5.25,0.3288177339901477
229242295868534,-2.2581917590959897,0.2930855051980149,-3.355055047095476,0.3453467301126262,-1.618432375980523,R_1KdVL9CKXXnCwiP,male,41,Germany,"> 4'000€
>5'900 CHF",obligatory school,4.75,-0.1711822660098523
229242449955882,-2.258191759095988,0.29308550519801335,-3.355055047095476,0.3453467301126254,-1.6184323759805246,R_Opo4165ngCwoCwF,female,42,Switzerland,"> 4'000€
>5'900 CHF",middle school,4.75,-0.1711822660098523
229242449955883,1.3913864009034396,0.42814870836263486,1.7345622484782144,-0.04443960593057317,-1.4105648653820215,R_ePRcGNZrHmqLnz3,male,65,Switzerland,"> 4'000€
>5'900 CHF",degree,4.25,-0.6711822660098523
229242449956909,3.0916875100122763,0.57571100250534,-7.572619039276162,0.5265484707498558,-0.41400434396072106,R_1CaoCMfaarSxBtF,male,74,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,4,-0.9211822660098523
229242449956910,4.350527978668877,0.9479809712273133,-1.5383094083495097,0.30414083130650393,-0.9204125067226729,R_b4uyOv2omR0cmf7,non-binary,49,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.0788177339901477
229242449956912,3.0916875100122767,0.5757110025053398,-7.572619039276162,0.5265484707498557,-0.4140043439607213,R_1Ntv8wpML03b7xm,male,45,Switzerland,"> 4'000€
>5'900 CHF",degree,5,0.07881773399014769
229242449956920,0.20360092099454996,2.562112892177952,-0.5811402039878493,1.2163883453635922,-1.958586117757485,R_BP2EFUxic96I9z3,male,58,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,5.5,0.5788177339901477
229242449956922,-1.6422061679897864,0.15584556593737187,-6.52500255508895,0.17830626039043085,3.7336578018881097,R_22Gm4uvMmbgC5DE,male,67,Switzerland,"<1'500€
<3'100CHF",degree,4,-0.9211822660098523
229242449956923,3.0769408099066977,0.8611694124386513,-1.02470725334768,0.5882959121813465,-6.89706890304609,R_1KuKiaIDKfwR9fT,male,57,Switzerland,"> 4'000€
>5'900 CHF",no formal education,5.75,0.8288177339901477
229242449957957,1.0188773901117145,0.5800055847069318,-6.65490103014059,0.4476295833515497,1.1892680968437115,R_3fpCT6vXz1qo6e5,male,54,Switzerland,"<1'500€
<3'100CHF",obligatory school,4.75,-0.1711822660098523
229242449957958,3.076940809906697,0.8611694124386516,-1.0247072533476795,0.5882959121813467,-6.89706890304609,R_6FLOIM9YoMkt9Jv,female,62,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.0788177339901477
229242449957965,-2.258191759095986,0.2930855051980129,-3.3550550470954765,0.34534673011262523,-1.6184323759805257,R_2ScqPeJlMLfKPBn,male,34,Switzerland,"> 4'000€
>5'900 CHF",degree,1,-3.9211822660098523
229242449959017,2.945789783795516,0.4775451598205566,-5.888028512545704,0.2359399759456417,2.1531415125938347,R_3CTa8fnOQGo2vNJ,female,71,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,5,0.07881773399014769
229242449960046,0.8521535649747718,0.43387905457977455,-2.5045474110766035,0.40738705580193824,-4.332027267772233,R_27eATTdBXeYG3tx,male,71,Switzerland,"> 4'000€
>5'900 CHF",middle school,3.25,-1.6711822660098523
229242449960052,2.2230321257339605,1.193075127534062,-4.402768734597478,0.8549586606634697,-4.248099202262312,R_yBZ7U0GXRh2cYxP,female,61,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,6,1.0788177339901477
229242449960055,-0.9109240108586065,1.6759734057049527,-4.934776925057981,1.0240815696245447,-0.52811514074306,R_1laeW4H0RHUBzsH,male,44,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.25,-1.6711822660098523
229242449960057,-1.713060800880816,1.9039668726185734,0.019399827412004633,0.8736610956319544,-1.1849627005345165,R_3QPeNwrbrNbvdfP,male,37,Switzerland,"> 4'000€
>5'900 CHF",degree,5.75,0.8288177339901477
229242449960062,0.6244382051201143,0.7145670163569652,-5.422331206586719,0.6358868322265715,-2.3601389086330817,R_306ktRGjcuf9mZ0,male,58,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.0788177339901477
229242449960063,-1.7117403525379542,1.6297657640053815,0.10970086013400149,0.8899690082195685,-4.1020038397771295,R_3ergTTY9rUQZYUY,male,32,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229242449961107,3.091687510012277,0.5757110025053399,-7.572619039276162,0.5265484707498557,-0.4140043439607215,R_3GE294eZpd1Fd3b,male,54,Switzerland,"> 4'000€
>5'900 CHF",degree,4.25,-0.6711822660098523
229242449961111,2.3445174982578996,1.1226553803615202,-6.852876112305669,0.8607938961484076,-2.0969877795034755,R_SZ8HCt2oohfoGEp,male,47,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,4.75,-0.1711822660098523
229242449961112,-1.1785667867953378,1.597010928814697,-2.335752687140174,0.8310165458684662,-0.642735563373706,R_3purN895nsgKcPM,male,63,Switzerland,"<1'500€
<3'100CHF",obligatory school,6,1.0788177339901477
229242449962145,3.076940809906698,0.8611694124386514,-1.0247072533476809,0.5882959121813466,-6.897068903046091,R_DkjeeoSb4uJhCZr,female,38,Switzerland,"> 4'000€
>5'900 CHF",middle school,6,1.0788177339901477
229242449962151,3.091687510012277,0.57571100250534,-7.572619039276162,0.5265484707498557,-0.4140043439607217,R_3GjRdkDUeZzBSiE,male,72,Switzerland,"> 4'000€
>5'900 CHF",degree,4.5,-0.4211822660098523
229242449962154,3.0916875100122767,0.57571100250534,-7.572619039276162,0.5265484707498557,-0.4140043439607215,R_Zn3GcTpFo5aOZLX,male,58,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4.75,-0.1711822660098523
229242449963187,-1.076625744190185,1.1857807348272937,-1.746135256080641,0.6343200573954553,-1.5009775744197729,R_1jlhdlFwaaQA59K,male,56,Switzerland,"<1'500€
<3'100CHF",degree,4,-0.9211822660098523
229242449963203,2.3445174982578996,1.1226553803615205,-6.85287611230567,0.8607938961484076,-2.096987779503475,R_pnGgcITh1qCIByN,female,51,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,5.25,0.3288177339901477
229242449964248,0.11572610517827919,-0.4658617343529394,-1.6705809373664477,-0.22633152109324362,-1.3027131772517686,R_3RlUrzOB5KhraCa,female,51,Switzerland,"> 4'000€
>5'900 CHF",middle school,5,0.07881773399014769
229242449965295,0.92772715521191,0.6554613364838777,-1.7410715948867517,0.5006222655430976,-5.018374654955026,R_tWjlJgTTfxF3Z85,male,50,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1,-3.9211822660098523
229242449966323,3.5215617873667844,0.5176496339414552,-5.023882783276091,0.310207454601097,-0.24994422578613484,R_1giJxdmvvymiV9n,male,38,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,6,1.0788177339901477
229242449966328,2.3445174982579,1.1226553803615202,-6.852876112305671,0.8607938961484076,-2.0969877795034755,R_3094TaB3sKvL10w,female,24,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,5.5,0.5788177339901477
229242449966332,2.421759366640904,0.4167852986755562,-6.233798547332642,0.5086463508964227,-2.765398273899598,R_rlGxezzTYyQ1dsd,male,57,Switzerland,"> 4'000€
>5'900 CHF",middle school,6,1.0788177339901477
229242449967117,3.7809998105705382,1.2401850587985783,-6.253150839386548,0.825061942743429,-1.9207469775086419,R_3IYJzRZcDP54Yp0,female,65,Switzerland,"<1'500€
<3'100CHF",no formal education,4.5,-0.4211822660098523
229242449968175,-2.258191759095989,0.2930855051980144,-3.355055047095476,0.34534673011262595,-1.618432375980524,R_1j8SoIjXPT4DTvP,male,40,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,3.5,-1.4211822660098523
