"","ResponseId.wave1","verhalten","similarity","verhalten2","v2","v1","similarity.2"
"138","R_114x80EEaCoWOK0","fd",9,"fd","d","f",1
"139","R_114x80EEaCoWOK0","ed",5,"ed","d","e",5
"140","R_114x80EEaCoWOK0","fe",9,"fe","e","f",1
"141","R_11bfomFynMxQ2HS","ab",5,"ab","b","a",5
"142","R_11bfomFynMxQ2HS","ad",7,"ad","d","a",3
"143","R_11bfomFynMxQ2HS","ae",7,"ae","e","a",3
"144","R_11bfomFynMxQ2HS","af",6,"af","f","a",4
"145","R_11bfomFynMxQ2HS","bd",6,"bd","d","b",4
"146","R_11bfomFynMxQ2HS","be",7,"be","e","b",3
"147","R_11bfomFynMxQ2HS","bf",5,"bf","f","b",5
"148","R_11bfomFynMxQ2HS","de",8,"de","e","d",2
"149","R_11bfomFynMxQ2HS","df",7,"df","f","d",3
"150","R_11bfomFynMxQ2HS","ef",7,"ef","f","e",3
"151","R_11bfomFynMxQ2HS","fa",6,"fa","a","f",4
"152","R_11bfomFynMxQ2HS","ea",7,"ea","a","e",3
"153","R_11bfomFynMxQ2HS","da",7,"da","a","d",3
"154","R_11bfomFynMxQ2HS","ba",5,"ba","a","b",5
"155","R_11bfomFynMxQ2HS","fb",5,"fb","b","f",5
"156","R_11bfomFynMxQ2HS","eb",7,"eb","b","e",3
"157","R_11bfomFynMxQ2HS","db",6,"db","b","d",4
"158","R_11bfomFynMxQ2HS","fd",7,"fd","d","f",3
"159","R_11bfomFynMxQ2HS","ed",8,"ed","d","e",2
"160","R_11bfomFynMxQ2HS","fe",7,"fe","e","f",3
"161","R_11crUzIYPdbRfiF","ab",4,"ab","b","a",6
"162","R_11crUzIYPdbRfiF","ad",4,"ad","d","a",6
"163","R_11crUzIYPdbRfiF","ae",8,"ae","e","a",2
"164","R_11crUzIYPdbRfiF","af",9,"af","f","a",1
"165","R_11crUzIYPdbRfiF","bd",9,"bd","d","b",1
"166","R_11crUzIYPdbRfiF","be",3,"be","e","b",7
"167","R_11crUzIYPdbRfiF","bf",5,"bf","f","b",5
"168","R_11crUzIYPdbRfiF","de",1,"de","e","d",9
"169","R_11crUzIYPdbRfiF","df",3,"df","f","d",7
"170","R_11crUzIYPdbRfiF","ef",8,"ef","f","e",2
"171","R_11crUzIYPdbRfiF","fa",9,"fa","a","f",1
"172","R_11crUzIYPdbRfiF","ea",8,"ea","a","e",2
"173","R_11crUzIYPdbRfiF","da",4,"da","a","d",6
"174","R_11crUzIYPdbRfiF","ba",4,"ba","a","b",6
"175","R_11crUzIYPdbRfiF","fb",5,"fb","b","f",5
"176","R_11crUzIYPdbRfiF","eb",3,"eb","b","e",7
"177","R_11crUzIYPdbRfiF","db",9,"db","b","d",1
"178","R_11crUzIYPdbRfiF","fd",3,"fd","d","f",7
"179","R_11crUzIYPdbRfiF","ed",1,"ed","d","e",9
"180","R_11crUzIYPdbRfiF","fe",8,"fe","e","f",2
"181","R_122NLeAz7IQz6Db","ab",9,"ab","b","a",1
"182","R_122NLeAz7IQz6Db","ad",2,"ad","d","a",8
"183","R_122NLeAz7IQz6Db","ae",8,"ae","e","a",2
"184","R_122NLeAz7IQz6Db","af",9,"af","f","a",1
"185","R_122NLeAz7IQz6Db","bd",1,"bd","d","b",9
"186","R_122NLeAz7IQz6Db","be",1,"be","e","b",9
"187","R_122NLeAz7IQz6Db","bf",1,"bf","f","b",9
"188","R_122NLeAz7IQz6Db","de",2,"de","e","d",8
"189","R_122NLeAz7IQz6Db","df",2,"df","f","d",8
"190","R_122NLeAz7IQz6Db","ef",8,"ef","f","e",2
"191","R_122NLeAz7IQz6Db","fa",9,"fa","a","f",1
"192","R_122NLeAz7IQz6Db","ea",8,"ea","a","e",2
"193","R_122NLeAz7IQz6Db","da",2,"da","a","d",8
"194","R_122NLeAz7IQz6Db","ba",9,"ba","a","b",1
"195","R_122NLeAz7IQz6Db","fb",1,"fb","b","f",9
"196","R_122NLeAz7IQz6Db","eb",1,"eb","b","e",9
"197","R_122NLeAz7IQz6Db","db",1,"db","b","d",9
"198","R_122NLeAz7IQz6Db","fd",2,"fd","d","f",8
"199","R_122NLeAz7IQz6Db","ed",2,"ed","d","e",8
"200","R_122NLeAz7IQz6Db","fe",8,"fe","e","f",2
"201","R_123mcZ5Ghsa8y8U","ab",1,"ab","b","a",9
"202","R_123mcZ5Ghsa8y8U","ad",1,"ad","d","a",9
"203","R_123mcZ5Ghsa8y8U","ae",6,"ae","e","a",4
"204","R_123mcZ5Ghsa8y8U","af",9,"af","f","a",1
"205","R_123mcZ5Ghsa8y8U","bd",2,"bd","d","b",8
"206","R_123mcZ5Ghsa8y8U","be",2,"be","e","b",8
"207","R_123mcZ5Ghsa8y8U","bf",2,"bf","f","b",8
"208","R_123mcZ5Ghsa8y8U","de",2,"de","e","d",8
"209","R_123mcZ5Ghsa8y8U","df",2,"df","f","d",8
"210","R_123mcZ5Ghsa8y8U","ef",7,"ef","f","e",3
"211","R_123mcZ5Ghsa8y8U","fa",9,"fa","a","f",1
"212","R_123mcZ5Ghsa8y8U","ea",6,"ea","a","e",4
"213","R_123mcZ5Ghsa8y8U","da",1,"da","a","d",9
"214","R_123mcZ5Ghsa8y8U","ba",1,"ba","a","b",9
"215","R_123mcZ5Ghsa8y8U","fb",2,"fb","b","f",8
"216","R_123mcZ5Ghsa8y8U","eb",2,"eb","b","e",8
"217","R_123mcZ5Ghsa8y8U","db",2,"db","b","d",8
"218","R_123mcZ5Ghsa8y8U","fd",2,"fd","d","f",8
"219","R_123mcZ5Ghsa8y8U","ed",2,"ed","d","e",8
"220","R_123mcZ5Ghsa8y8U","fe",7,"fe","e","f",3
"221","R_1253hukGlxFYfER","ab",3,"ab","b","a",7
"222","R_1253hukGlxFYfER","ad",2,"ad","d","a",8
"223","R_1253hukGlxFYfER","ae",7,"ae","e","a",3
"224","R_1253hukGlxFYfER","af",8,"af","f","a",2
"225","R_1253hukGlxFYfER","bd",7,"bd","d","b",3
"226","R_1253hukGlxFYfER","be",3,"be","e","b",7
"227","R_1253hukGlxFYfER","bf",2,"bf","f","b",8
"228","R_1253hukGlxFYfER","de",2,"de","e","d",8
"229","R_1253hukGlxFYfER","df",2,"df","f","d",8
"230","R_1253hukGlxFYfER","ef",7,"ef","f","e",3
"231","R_1253hukGlxFYfER","fa",8,"fa","a","f",2
"232","R_1253hukGlxFYfER","ea",7,"ea","a","e",3
"233","R_1253hukGlxFYfER","da",2,"da","a","d",8
"234","R_1253hukGlxFYfER","ba",3,"ba","a","b",7
"235","R_1253hukGlxFYfER","fb",2,"fb","b","f",8
"236","R_1253hukGlxFYfER","eb",3,"eb","b","e",7
"237","R_1253hukGlxFYfER","db",7,"db","b","d",3
"238","R_1253hukGlxFYfER","fd",2,"fd","d","f",8
"239","R_1253hukGlxFYfER","ed",2,"ed","d","e",8
"240","R_1253hukGlxFYfER","fe",7,"fe","e","f",3
"241","R_12DTHefOjls1akp","ab",6,"ab","b","a",4
"242","R_12DTHefOjls1akp","ad",7,"ad","d","a",3
"243","R_12DTHefOjls1akp","ae",7,"ae","e","a",3
"244","R_12DTHefOjls1akp","af",7,"af","f","a",3
"245","R_12DTHefOjls1akp","bd",9,"bd","d","b",1
"246","R_12DTHefOjls1akp","be",4,"be","e","b",6
"247","R_12DTHefOjls1akp","bf",5,"bf","f","b",5
"248","R_12DTHefOjls1akp","de",5,"de","e","d",5
"249","R_12DTHefOjls1akp","df",8,"df","f","d",2
"250","R_12DTHefOjls1akp","ef",6,"ef","f","e",4
"251","R_12DTHefOjls1akp","fa",7,"fa","a","f",3
"252","R_12DTHefOjls1akp","ea",7,"ea","a","e",3
"253","R_12DTHefOjls1akp","da",7,"da","a","d",3
"254","R_12DTHefOjls1akp","ba",6,"ba","a","b",4
"255","R_12DTHefOjls1akp","fb",5,"fb","b","f",5
"256","R_12DTHefOjls1akp","eb",4,"eb","b","e",6
"257","R_12DTHefOjls1akp","db",9,"db","b","d",1
"258","R_12DTHefOjls1akp","fd",8,"fd","d","f",2
"259","R_12DTHefOjls1akp","ed",5,"ed","d","e",5
"260","R_12DTHefOjls1akp","fe",6,"fe","e","f",4
"261","R_12i4SXq1sTQbnI2","ab",6,"ab","b","a",4
"262","R_12i4SXq1sTQbnI2","ad",5,"ad","d","a",5
"263","R_12i4SXq1sTQbnI2","ae",5,"ae","e","a",5
"264","R_12i4SXq1sTQbnI2","af",6,"af","f","a",4
"265","R_12i4SXq1sTQbnI2","bd",6,"bd","d","b",4
"266","R_12i4SXq1sTQbnI2","be",8,"be","e","b",2
"267","R_12i4SXq1sTQbnI2","bf",7,"bf","f","b",3
"268","R_12i4SXq1sTQbnI2","de",7,"de","e","d",3
"269","R_12i4SXq1sTQbnI2","df",5,"df","f","d",5
"270","R_12i4SXq1sTQbnI2","ef",7,"ef","f","e",3
"271","R_12i4SXq1sTQbnI2","fa",6,"fa","a","f",4
"272","R_12i4SXq1sTQbnI2","ea",5,"ea","a","e",5
"273","R_12i4SXq1sTQbnI2","da",5,"da","a","d",5
"274","R_12i4SXq1sTQbnI2","ba",6,"ba","a","b",4
"275","R_12i4SXq1sTQbnI2","fb",7,"fb","b","f",3
"276","R_12i4SXq1sTQbnI2","eb",8,"eb","b","e",2
"277","R_12i4SXq1sTQbnI2","db",6,"db","b","d",4
"278","R_12i4SXq1sTQbnI2","fd",5,"fd","d","f",5
"279","R_12i4SXq1sTQbnI2","ed",7,"ed","d","e",3
"280","R_12i4SXq1sTQbnI2","fe",7,"fe","e","f",3
"281","R_12KA26bT3vvPUxO","ab",2,"ab","b","a",8
"282","R_12KA26bT3vvPUxO","ad",9,"ad","d","a",1
"283","R_12KA26bT3vvPUxO","ae",9,"ae","e","a",1
"284","R_12KA26bT3vvPUxO","af",9,"af","f","a",1
"285","R_12KA26bT3vvPUxO","bd",1,"bd","d","b",9
"286","R_12KA26bT3vvPUxO","be",3,"be","e","b",7
"287","R_12KA26bT3vvPUxO","bf",2,"bf","f","b",8
"288","R_12KA26bT3vvPUxO","de",3,"de","e","d",7
"289","R_12KA26bT3vvPUxO","df",9,"df","f","d",1
"290","R_12KA26bT3vvPUxO","ef",9,"ef","f","e",1
"291","R_12KA26bT3vvPUxO","fa",9,"fa","a","f",1
"292","R_12KA26bT3vvPUxO","ea",9,"ea","a","e",1
"293","R_12KA26bT3vvPUxO","da",9,"da","a","d",1
"294","R_12KA26bT3vvPUxO","ba",2,"ba","a","b",8
"295","R_12KA26bT3vvPUxO","fb",2,"fb","b","f",8
"296","R_12KA26bT3vvPUxO","eb",3,"eb","b","e",7
"297","R_12KA26bT3vvPUxO","db",1,"db","b","d",9
"298","R_12KA26bT3vvPUxO","fd",9,"fd","d","f",1
"299","R_12KA26bT3vvPUxO","ed",3,"ed","d","e",7
"300","R_12KA26bT3vvPUxO","fe",9,"fe","e","f",1
"301","R_12McFRO8avvy3pt","ab",9,"ab","b","a",1
"302","R_12McFRO8avvy3pt","ad",1,"ad","d","a",9
"303","R_12McFRO8avvy3pt","ae",9,"ae","e","a",1
"304","R_12McFRO8avvy3pt","af",1,"af","f","a",9
"305","R_12McFRO8avvy3pt","bd",9,"bd","d","b",1
"306","R_12McFRO8avvy3pt","be",9,"be","e","b",1
"307","R_12McFRO8avvy3pt","bf",1,"bf","f","b",9
"308","R_12McFRO8avvy3pt","de",4,"de","e","d",6
"309","R_12McFRO8avvy3pt","df",3,"df","f","d",7
"310","R_12McFRO8avvy3pt","ef",1,"ef","f","e",9
"311","R_12McFRO8avvy3pt","fa",1,"fa","a","f",9
"312","R_12McFRO8avvy3pt","ea",9,"ea","a","e",1
"313","R_12McFRO8avvy3pt","da",1,"da","a","d",9
"314","R_12McFRO8avvy3pt","ba",9,"ba","a","b",1
"315","R_12McFRO8avvy3pt","fb",1,"fb","b","f",9
"316","R_12McFRO8avvy3pt","eb",9,"eb","b","e",1
"317","R_12McFRO8avvy3pt","db",9,"db","b","d",1
"318","R_12McFRO8avvy3pt","fd",3,"fd","d","f",7
"319","R_12McFRO8avvy3pt","ed",4,"ed","d","e",6
"320","R_12McFRO8avvy3pt","fe",1,"fe","e","f",9
"321","R_12nkx2QU4KAOjzq","ab",7,"ab","b","a",3
"322","R_12nkx2QU4KAOjzq","ad",5,"ad","d","a",5
"323","R_12nkx2QU4KAOjzq","ae",7,"ae","e","a",3
"324","R_12nkx2QU4KAOjzq","af",7,"af","f","a",3
"325","R_12nkx2QU4KAOjzq","bd",4,"bd","d","b",6
"326","R_12nkx2QU4KAOjzq","be",9,"be","e","b",1
"327","R_12nkx2QU4KAOjzq","bf",8,"bf","f","b",2
"328","R_12nkx2QU4KAOjzq","de",4,"de","e","d",6
"329","R_12nkx2QU4KAOjzq","df",4,"df","f","d",6
"330","R_12nkx2QU4KAOjzq","ef",7,"ef","f","e",3
"331","R_12nkx2QU4KAOjzq","fa",7,"fa","a","f",3
"332","R_12nkx2QU4KAOjzq","ea",7,"ea","a","e",3
"333","R_12nkx2QU4KAOjzq","da",5,"da","a","d",5
"334","R_12nkx2QU4KAOjzq","ba",7,"ba","a","b",3
"335","R_12nkx2QU4KAOjzq","fb",8,"fb","b","f",2
"336","R_12nkx2QU4KAOjzq","eb",9,"eb","b","e",1
"337","R_12nkx2QU4KAOjzq","db",4,"db","b","d",6
"338","R_12nkx2QU4KAOjzq","fd",4,"fd","d","f",6
"339","R_12nkx2QU4KAOjzq","ed",4,"ed","d","e",6
"340","R_12nkx2QU4KAOjzq","fe",7,"fe","e","f",3
"341","R_12sASZ4D9fY0jtV","ab",4,"ab","b","a",6
"342","R_12sASZ4D9fY0jtV","ad",3,"ad","d","a",7
"343","R_12sASZ4D9fY0jtV","ae",9,"ae","e","a",1
"344","R_12sASZ4D9fY0jtV","af",9,"af","f","a",1
"345","R_12sASZ4D9fY0jtV","bd",9,"bd","d","b",1
"346","R_12sASZ4D9fY0jtV","be",1,"be","e","b",9
"347","R_12sASZ4D9fY0jtV","bf",1,"bf","f","b",9
"348","R_12sASZ4D9fY0jtV","de",1,"de","e","d",9
"349","R_12sASZ4D9fY0jtV","df",1,"df","f","d",9
"350","R_12sASZ4D9fY0jtV","ef",9,"ef","f","e",1
"351","R_12sASZ4D9fY0jtV","fa",9,"fa","a","f",1
"352","R_12sASZ4D9fY0jtV","ea",9,"ea","a","e",1
"353","R_12sASZ4D9fY0jtV","da",3,"da","a","d",7
"354","R_12sASZ4D9fY0jtV","ba",4,"ba","a","b",6
"355","R_12sASZ4D9fY0jtV","fb",1,"fb","b","f",9
"356","R_12sASZ4D9fY0jtV","eb",1,"eb","b","e",9
"357","R_12sASZ4D9fY0jtV","db",9,"db","b","d",1
"358","R_12sASZ4D9fY0jtV","fd",1,"fd","d","f",9
"359","R_12sASZ4D9fY0jtV","ed",1,"ed","d","e",9
"360","R_12sASZ4D9fY0jtV","fe",9,"fe","e","f",1
"361","R_12zZPiBUIW0qjxi","ab",6,"ab","b","a",4
"362","R_12zZPiBUIW0qjxi","ad",6,"ad","d","a",4
"363","R_12zZPiBUIW0qjxi","ae",6,"ae","e","a",4
"364","R_12zZPiBUIW0qjxi","af",6,"af","f","a",4
"365","R_12zZPiBUIW0qjxi","bd",6,"bd","d","b",4
"366","R_12zZPiBUIW0qjxi","be",6,"be","e","b",4
"367","R_12zZPiBUIW0qjxi","bf",6,"bf","f","b",4
"368","R_12zZPiBUIW0qjxi","de",6,"de","e","d",4
"369","R_12zZPiBUIW0qjxi","df",6,"df","f","d",4
"370","R_12zZPiBUIW0qjxi","ef",6,"ef","f","e",4
"371","R_12zZPiBUIW0qjxi","fa",6,"fa","a","f",4
"372","R_12zZPiBUIW0qjxi","ea",6,"ea","a","e",4
"373","R_12zZPiBUIW0qjxi","da",6,"da","a","d",4
"374","R_12zZPiBUIW0qjxi","ba",6,"ba","a","b",4
"375","R_12zZPiBUIW0qjxi","fb",6,"fb","b","f",4
"376","R_12zZPiBUIW0qjxi","eb",6,"eb","b","e",4
"377","R_12zZPiBUIW0qjxi","db",6,"db","b","d",4
"378","R_12zZPiBUIW0qjxi","fd",6,"fd","d","f",4
"379","R_12zZPiBUIW0qjxi","ed",6,"ed","d","e",4
"380","R_12zZPiBUIW0qjxi","fe",6,"fe","e","f",4
"381","R_1C4wdUlbfbQ1hML","ab",2,"ab","b","a",8
"382","R_1C4wdUlbfbQ1hML","ad",2,"ad","d","a",8
"383","R_1C4wdUlbfbQ1hML","ae",8,"ae","e","a",2
"384","R_1C4wdUlbfbQ1hML","af",9,"af","f","a",1
"385","R_1C4wdUlbfbQ1hML","bd",7,"bd","d","b",3
"386","R_1C4wdUlbfbQ1hML","be",2,"be","e","b",8
"387","R_1C4wdUlbfbQ1hML","bf",2,"bf","f","b",8
"388","R_1C4wdUlbfbQ1hML","de",2,"de","e","d",8
"389","R_1C4wdUlbfbQ1hML","df",1,"df","f","d",9
"390","R_1C4wdUlbfbQ1hML","ef",9,"ef","f","e",1
"391","R_1C4wdUlbfbQ1hML","fa",9,"fa","a","f",1
"392","R_1C4wdUlbfbQ1hML","ea",8,"ea","a","e",2
"393","R_1C4wdUlbfbQ1hML","da",2,"da","a","d",8
"394","R_1C4wdUlbfbQ1hML","ba",2,"ba","a","b",8
"395","R_1C4wdUlbfbQ1hML","fb",2,"fb","b","f",8
"396","R_1C4wdUlbfbQ1hML","eb",2,"eb","b","e",8
"397","R_1C4wdUlbfbQ1hML","db",7,"db","b","d",3
"398","R_1C4wdUlbfbQ1hML","fd",1,"fd","d","f",9
"399","R_1C4wdUlbfbQ1hML","ed",2,"ed","d","e",8
"400","R_1C4wdUlbfbQ1hML","fe",9,"fe","e","f",1
"401","R_1CaoCMfaarSxBtF","ab",4,"ab","b","a",6
"402","R_1CaoCMfaarSxBtF","ad",7,"ad","d","a",3
"403","R_1CaoCMfaarSxBtF","ae",8,"ae","e","a",2
"404","R_1CaoCMfaarSxBtF","af",7,"af","f","a",3
"405","R_1CaoCMfaarSxBtF","bd",7,"bd","d","b",3
"406","R_1CaoCMfaarSxBtF","be",1,"be","e","b",9
"407","R_1CaoCMfaarSxBtF","bf",5,"bf","f","b",5
"408","R_1CaoCMfaarSxBtF","de",1,"de","e","d",9
"409","R_1CaoCMfaarSxBtF","df",2,"df","f","d",8
"410","R_1CaoCMfaarSxBtF","ef",7,"ef","f","e",3
"411","R_1CaoCMfaarSxBtF","fa",7,"fa","a","f",3
"412","R_1CaoCMfaarSxBtF","ea",8,"ea","a","e",2
